"0","1","1","1","1","1","1","1","2","2","2","2","2","2","LogFC","Zstatistic"
"sp|Q6NSW5|FA45B_HUMAN","10343.831794449","14705.6038961987","16654.56512","22623.0018139146","32892.4737853672","25246.7402889332","5557.98975483149","122349.508589237","96208.9277076592","97488.4727544367","62707.5943853725","99757.3233598359","133146.111727648",3.50119076026059,0.0351008399498353
"sp|O14734|ACOT8_HUMAN","8499.32410934451","4827.10580135862","10068.6465","1398.0373380476","27922.3181713557","38566.9141628351","4.72166493772663e-06","52831.1312882305","42801.5336787375","61387.8516122083","76756.1154457109","130058.379727163","118754.188014145",2.54795617384944,0.0259678899771674
"sp|Q5U651|RAIN_HUMAN","20789.7997218023","26492.5275954702","84591.51711","55921.7003984028","99453.4377300552","98240.3627596888","6488.78710300485","62734.2249198444","27362.5124272841","38797.7403186791","63731.6029009306","89321.7685900394","50790.0961774588",4.51134735405492,0.0444708395088024
"sp|P61513|RL37A_HUMAN","4109.92955007622","9091.4029254716","29479.39565","12690.7124988291","115394.734683334","79608.4928574924","1953.63636510067","1410.08043468403","3301.2557851965","129799.498533488","145168.069911405","74390.3479583025","58315.679339785",-2.45787913508183,-0.0243157742757599
"sp|Q70J99|UN13D_HUMAN","4.59209006161339e-06","5.43342269012339e-06","1417.435058","3541.64126615603","24519.6456197382","18625.9426777837","4.72166493772663e-06","249627.800457717","238404.146078463","114770.176628691","190419.254391026","151592.455934754","145282.334854",0.310411504119459,0.00318272647100784
"sp|Q9UEW8|STK39_HUMAN","2572.17631945832","3929.56541473744","3686.897682","5419.61806698967","6757.81527912278","4673.91022546651","1756.90162149619","64354.8331513287","31625.4136365859","28774.5456353459","39680.9592666415","44295.8238230088","37207.1916712714",3.33472373230801,0.0335630565701196
"sp|P17050|NAGAB_HUMAN","41157.1684270495","54371.158907609","50111.0781","49413.914256684","49231.8609988968","49497.0940036739","9798.76263280551","197553.217912323","193414.626586396","367366.057250703","572013.244316351","312324.486293267","302560.054994744",2.10766530801977,0.0209286079421855
"sp|Q9UI10|EI2BD_HUMAN","2342.95113357855","3444.36634102774","4565.647275","3633.831300447","5850.98867851318","8718.64428598333","1589.22621601851","72067.1169752733","74278.3627808716","36406.2952753224","32691.1032292848","44602.0372762172","32849.7478604477",-0.229317325447133,-0.00225008397954771
"sp|Q96T76|MMS19_HUMAN","2338.39802025896","271.877166851862","6871.19654","8197.79708096115","32481.2635550396","29743.0572831251","237.387671087238","61975.950052506","65687.7024399727","113265.414362686","154761.470390016","60571.6259729767","52287.0306955737",-3.65075374446678,-0.0377017920829608
"sp|Q8IY81|SPB1_HUMAN","2532.56443673196","1658.85567522313","7897.354915","9451.16730060518","11093.4162906554","12720.4596925594","1367.9758646983","269192.218342123","243625.089680916","94242.5623122466","64705.6939646446","128779.084485382","180840.327191132",2.1879433163708,0.0216141476432081
"sp|Q9NRY5|F1142_HUMAN","58237.892058709","40493.3560838984","57208.17485","39475.4234852162","106725.831408123","140269.095333413","23774.1632635177","85448.8985878264","99633.1017954085","80635.1781980539","74384.4869683996","136494.693058867","150463.344584326",6.31148767909441,0.0616325939956291
