"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"sp|O75400|PR40A_HUMAN",46471.8436012529,60148.2666102285,31462.64653,25411.2876131196,98380.1686241622,168066.525300238,4582.92725350761,176195.165258732,188493.845936349,304287.936365673,315170.441866124,444487.997995311,414365.986448646,"0.0659627371072358","0.000642857804293253"
"sp|Q8WYJ6|SEPT1_HUMAN",18178.2176351208,20033.3951875996,31281.85122,16025.6659879307,51988.344274316,30452.6966943965,619.949811944928,91462.8998125255,107599.79343638,273776.341812176,232310.013505827,431879.239163131,391859.772724303,"4.01834027618438","0.0403591915261015"
"sp|O75494|SRS10_HUMAN;sp|Q8WXF0|SRS12_HUMAN",54483.2780390772,64200.1811617277,118277.2718,87694.3693089835,167358.119281496,152718.313866324,34121.0125364044,309959.954816766,303543.150285295,209248.325395523,263507.008880794,459292.440475995,439990.988002155,"4.76199064213623","0.0475760356795385"
"sp|Q9ULC5|ACSL5_HUMAN",52907.8752580685,69499.7002467039,139332.9088,103007.876129799,225220.349632191,224823.825990341,31426.7654300648,71796.5898596345,79601.2793174277,179273.404415349,203294.580194137,64887.2482079939,46394.829630857,"1.80046630557548","0.018324649942445"
"sp|P63151|2ABA_HUMAN;sp|Q9Y2T4|2ABG_HUMAN",42654.0859094661,45327.0866575932,106344.9884,127589.273900301,193313.500501926,226992.283312825,33842.5591081262,841664.642757428,636082.72698436,405101.339252125,479161.208542329,1130876.55027821,851859.494001983,"1.90955423816273","0.0197198542535238"
"sp|P42858|HD_HUMAN",22827.3597593704,27470.7800824802,53364.88328,48131.5718910391,81974.9208442498,82881.6936637753,14017.162269762,295833.516545423,343660.251661515,189554.515025854,210024.704647579,232208.360243531,206528.590996329,"2.77132456971164","0.0261500265003592"
"sp|Q8WW12|PCNP_HUMAN",115324.95243684,119370.944286106,138134.2123,110602.773328123,219436.549518651,214136.135083207,48497.7570995942,266918.748751777,303006.189601503,411486.841079867,280617.545832266,350738.418826021,335494.504795699,"-1.60537007770422","-0.0160776159565012"
"sp|P61225|RAP2B_HUMAN",121020.097706663,129301.611208516,203214.4868,203375.12840554,52270.4131131328,77197.8478994158,301750.442359963,259101.907249052,105081.635356507,15344.3203895135,16707.5645440497,141410.093801662,128854.159926168,"5.48778774131871","0.0550532824654701"
"sp|Q9BQS8|FYCO1_HUMAN",2639.2949727335,5605.39642439626,23076.71866,9447.12189195613,93029.0842621041,83078.3748824294,11690.8998579167,30710.4905321827,43608.2853516674,50279.9032221936,68805.3690134575,52584.8674346252,59369.0014229913,"-0.688439355199754","-0.00681652571832807"
"sp|Q9BRG1|VPS25_HUMAN",67152.5872135061,46108.7654478318,51573.48876,47307.8855746438,108889.887566388,106366.726539918,30585.8396668297,249468.551678994,233838.076143567,95598.6522080628,101680.272117049,262250.927771189,330925.06228718,"3.23040108543029","0.0324924659069886"
"sp|Q02153|GCYB1_HUMAN",14479.7757969326,16263.0210993486,48445.17973,36713.3729557487,147278.671228287,107656.106291283,9835.33394862079,71075.3854720218,50990.123308254,144251.746513238,149718.357891026,73750.4674929926,69391.2599514094,"0.963894496653508","0.00986115504105447"
"sp|Q92804|RBP56_HUMAN",72386.814576772,62276.2153153051,52889.28783,69952.0177244173,447352.590660951,50393.6308953955,59259.4541108654,356756.376583401,353976.748468607,704526.10092485,310893.959336489,283354.960536138,609584.250412242,"4.47774281942475","0.0437865808049845"
"sp|Q9Y6M9|NDUB9_HUMAN",30354.8270660447,32420.6707349162,68809.26459,94498.835874856,145220.888639993,142149.211400555,31527.3766921521,354910.537016918,345633.375018446,568041.633287581,561352.348288282,602318.961537655,540461.773952853,"-0.760933839128288","-0.00794687405365856"
"sp|P54802|ANAG_HUMAN",15325.7541717288,18531.299480554,11226.67489,6869.2403584409,22395.2656303114,28310.2687341021,1508.63880968434,180068.057747151,165209.494650861,66060.9580821082,74720.1262968254,76194.3800610416,78051.5923577089,"-0.792481083871415","-0.00800901436971635"
"sp|Q07507|DERM_HUMAN",371007.759605493,472108.839816137,1821512.312,1214531.00189348,1899770.85300633,1894782.74596982,1205114.17915447,158256.502742278,167387.216499898,397237.617673548,443771.736244814,832986.460643705,748991.501360717,"1.20822676276694","0.0123729232702053"
"sp|P01593|KV101_HUMAN;sp|P01608|KV116_HUMAN;sp|P01607|KV115_HUMAN;sp|P01610|KV118_HUMAN",793431.32517297,1048197.95172001,2854231.942,3326428.32434329,2648496.19719621,1810543.22042182,89928.9822054691,999373.090182569,1102927.67334586,3032367.91267062,3085511.74176975,3961556.17700789,3829460.62509874,"-2.72701827652125","-0.0277089384775749"
"sp|O60234|GMFG_HUMAN",168924.736594299,298430.079790149,348751.8448,274587.349421762,548966.135941421,548603.735972834,79732.5745830549,921043.688935114,1180291.35097626,2044477.32709692,2214554.85132479,1384274.94494622,1014408.34115541,"-3.11953395183561","-0.0307848530762539"
"sp|P09234|RU1C_HUMAN",8943.48344037856,250.338552918223,46863.61782,27352.8356078422,99623.2014928567,117416.15752937,8140.15602336029,360733.940693869,353813.170491843,325104.211019289,125548.706404464,637900.729146859,416452.464702505,"-1.30665614258915","-0.0136956752394858"
"sp|Q9NZ45|CISD1_HUMAN",155075.475459376,168272.228811782,222462.7808,148371.372759919,284077.296363196,308399.440726526,41853.7001698615,535054.091508652,477555.209737175,1031741.91674628,1274982.29022912,922785.385395614,822892.775071606,"-1.3490130445479","-0.0133924579675707"
"sp|P62495|ERF1_HUMAN",97023.0553007637,121472.963883092,248128.1768,200848.66672386,444334.416566649,329872.982454505,41267.0692804357,318116.559759025,280581.882598751,1059307.39290036,1184555.5015825,473848.366400146,591058.33772211,"-0.0512908727384526","-0.000509333196614111"
"sp|O94919|ENDD1_HUMAN",125082.376341757,182267.124214536,400703.1245,258811.617125658,301953.125436519,304645.598264229,92026.282642147,193198.803639879,231303.258142494,341024.292579768,357174.913742498,327192.178443864,327765.561240941,"-0.960000738126292","-0.0102676989525369"
"sp|Q9H845|ACAD9_HUMAN",71528.2721838701,65347.9255259279,80378.03405,60665.6259603187,127509.218333881,119723.26220298,17656.1140861625,298330.765586288,268412.678116064,286358.397442299,240458.74340888,225472.124300205,204744.230259141,"7.72967000744119","0.0811526728813983"
"sp|P15374|UCHL3_HUMAN",221385.227110747,179007.422740587,159762.9182,90900.3479350523,209137.231656196,175330.124826492,69120.8923743025,419581.810627,345763.009980432,579520.349261884,455981.487938178,527143.160251419,541199.079261099,"-1.55537466828521","-0.0154075951666435"
"sp|P61011|SRP54_HUMAN",49945.5670028435,59429.3376362252,107119.7899,99206.7740386202,129691.067358511,132052.352951029,25694.7117050573,223352.64945662,244180.908337487,528830.554066806,562825.705528818,395697.74663923,294022.404905471,"-1.9479160106084","-0.0201035699782752"
"sp|Q96PU8|QKI_HUMAN",146261.318192681,178132.328287656,362540.6574,322391.396013031,627317.398363164,678864.790004547,76913.2390327658,541452.997030302,537868.541937424,1470859.24626499,1349146.43353983,722460.250842555,837212.833963552,"3.31666016224827","0.0329152491138876"
"sp|O95299|NDUAA_HUMAN",45726.5027537297,58974.5669488402,62484.78332,48759.5200742687,113296.368718049,113524.328444859,61917.5218090229,194936.1126839,194130.180750635,186730.431018289,183403.107959231,304798.442968112,324332.44058395,"2.07299274535439","0.0212643448116134"
"sp|P98194|AT2C1_HUMAN",65288.2900770042,65795.5617489811,173770.2848,361222.846844914,1702747.7037019,224176.742773896,7292.72915076569,293306.889084276,221494.728087159,494777.270185982,383897.422790255,179136.249237134,185105.755705536,"1.16039264093881","0.0118280931162354"
"sp|O14558|HSPB6_HUMAN",58285.032388841,13894.1712269014,193607.1605,159606.758271674,266514.857004121,311731.400304368,9618.24541678747,18436.0648874346,31749.7543058193,126090.896871346,149706.152636333,47338.4984895247,71916.498702576,"-2.04113366460508","-0.0202469349702806"
"sp|O95758|PTBP3_HUMAN",1605.35648394282,396.405819140419,5230.213917,8145.11791682348,23435.5435621959,29097.2059443072,912.587062203118,1172.15949390296,18022.378604936,67936.3774147165,40612.1716819522,172094.24366279,152269.759659136,"-1.71311855972543","-0.0172626156796499"
"sp|Q9NSK0|KLC4_HUMAN",46508.9029619935,57789.1052856835,45747.49219,39649.1909273891,112220.612420547,167607.713300305,7016.12424014558,127407.267859784,167404.933771622,279315.677945752,253399.942652613,133537.976402553,96742.1169076006,"1.07292801621119","0.0110916638141892"
"sp|Q9NP81|SYSM_HUMAN",30115.5181357736,51706.5281089517,49913.44541,42511.7546278509,55075.4055355457,55795.9147641261,4004.51863788063,358769.633101837,286903.75515932,234417.222443664,243752.517927887,286915.290244305,227750.522488725,"-0.607640499121355","-0.00646676200412997"
"sp|Q9H3G5|CPVL_HUMAN",203186.787329951,229480.897951141,85948.34501,54240.0663006014,190200.590223434,135586.0837055,50340.6325569854,627428.234232977,487266.983636391,831873.52782826,644826.190716609,125883.949732238,210756.831352198,"0.926213329469097","0.0092888052474596"
"sp|Q5JRX3|PREP_HUMAN",24641.8442678103,27295.0103037451,30129.78523,22720.3076554657,47362.6566299805,48180.0189419744,6381.52199986229,143933.402487092,165898.056632075,140725.046603657,149402.340749992,197278.973469584,246879.901186485,"0.25732503641085","0.00249604439764798"
"sp|Q9Y570|PPME1_HUMAN",30934.7509519628,31976.6562847258,44426.38131,40436.9765459535,22384.032542932,24238.3484288719,3610.41618787846,264641.963856034,226362.950724701,126726.060309307,68665.727007867,63689.9994612579,69541.6689926057,"3.38067143643471","0.0349506964175503"
"sp|P50579|MAP2_HUMAN",23708.6256645095,28980.2245860824,46202.36346,44173.6470823422,86497.9019812534,84110.520345198,15545.3107170856,174420.17609711,152636.725651083,134711.26311877,143528.755981197,222970.674139349,153446.219864339,"0.576698135918745","0.00588828842164847"
"sp|Q15287|RNPS1_HUMAN",18156.9393500599,11936.5347752067,27022.62151,25350.3646436097,78867.1010527168,77596.1113410904,19724.9120413506,143473.793715617,160476.203067874,139621.478149456,99127.7383835838,153035.562838943,137099.093409287,"-2.06047764095899","-0.0208484613380301"
"sp|Q9H444|CHM4B_HUMAN",10631.8703726304,14458.2272626008,20930.49228,9070.30285425134,110100.708560964,80450.6724652354,1874.62909935039,27671.9417874037,35864.1614895578,69554.0312474692,75923.4856168599,131382.48864341,121500.617297636,"5.54463213694355","0.0555278783698194"
"sp|Q9Y5S2|MRCKB_HUMAN;sp|Q5VT25|MRCKA_HUMAN;sp|Q09013|DMPK_HUMAN",29624.7416743887,48091.9417409155,102144.808,92098.5136618233,70154.0027206325,99542.5714477437,15809.7491720107,168792.316139767,145689.211012407,183723.861819763,123357.399992762,97538.5307423817,104524.67277547,"1.03948502145326","0.0108456411091806"
"sp|Q9H2U2|IPYR2_HUMAN",403918.870070371,498351.612389595,658161.9333,686093.843625591,1272263.8254917,1078107.02175606,183019.987967528,1606860.80852772,1426974.13524273,2717473.78743109,2605607.2689883,1964415.66724651,1873632.20084606,"1.36086424951735","0.0141044074341279"
"sp|P49585|PCY1A_HUMAN;sp|Q9Y5K3|PCY1B_HUMAN",28939.2268425294,42683.9964512874,71565.70067,66259.055448658,110385.334347044,114671.727480721,3156.38740336428,226803.598228996,295257.945907867,328575.069170193,430547.939998893,200125.387939009,274284.088515429,"-0.401033868911303","-0.00415706246717157"
"sp|Q16539|MK14_HUMAN;sp|P53778|MK12_HUMAN;sp|O15264|MK13_HUMAN;sp|Q15759|MK11_HUMAN;sp|P45983|MK08_HUMAN",1122805.78480915,976802.240206284,2665060.656,2219374.47269543,4306716.6012349,3545364.25701675,480954.959412075,3903289.2510534,4966632.43659414,6310492.95654478,7125847.63601662,3331313.54547032,3174688.53814269,"0.91655497622765","0.00902872750632352"
"sp|Q9UKS6|PACN3_HUMAN",15825.2031947069,31013.8095614087,50833.65772,45045.2104968005,88270.0249399977,102021.685135232,16828.0867925027,63473.5399095112,89596.4830962682,122206.455746531,165434.076878082,89907.533143187,110818.540710993,"-3.18441128600912","-0.0314301514347928"
"sp|Q05519|SRS11_HUMAN",51607.76249022,77655.5374740157,166186.207,115048.213547282,193360.002165956,271137.411960259,26999.4283045087,520858.328182316,575410.676889502,464208.222434022,535509.809410707,577735.670472603,617632.573228272,"-1.04181234074073","-0.0105641863639162"
"sp|O15020|SPTN2_HUMAN",892.73964396589,906.495060594298,1557.207751,265.631065974677,495.667019921116,2819.56937039082,384.098390071959,37778.6928573683,30948.8515959622,26217.4154867676,21213.4370053962,42398.2095427075,43047.0308401033,"1.48915449174515","0.0146936696723367"
"sp|Q9BUP3|HTAI2_HUMAN",121377.591045463,129590.048744425,182009.668,166835.515965615,113526.869353762,180894.364326184,44322.4307471555,1048266.5115459,1159836.83249104,466918.960393384,434392.615895696,561395.68861847,497203.841146258,"1.38526988461806","0.0139056360226335"
"sp|Q9NUU7|DD19A_HUMAN",20760.7300099813,16090.8023177124,84650.56325,54756.4129367866,68807.4101680097,60313.2617721802,29735.2589014799,33303.4957211996,31721.3075176058,140155.871333578,78083.6887662665,81084.0874681458,54320.4256273813,"-0.88459557146174","-0.00834225819042023"
"sp|O00214|LEG8_HUMAN",73851.1408985119,104144.837583807,145370.6094,174343.197802477,238743.189161324,222538.201496363,71011.9763140078,321391.238552487,294384.482230289,194547.848330819,355775.961209578,163792.827102732,179107.576346076,"0.96684339220784","0.00957998871421699"
