"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"1","0",1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2854","sp|O43264|ZW10_HUMAN",85092.1451979004,108024.089240069,24807.1674296669,27414.2762905851,40269.2652787686,1833.13967950135,49941.1603497508,33393.7068920643,36629.6234288445,15187.6249255695,81387.2000183401,60010.2591529297,88130.0393525654,100559.477290987,293423.129143197,287940.198903861,234392.880809108,326458.986976336,31038.8207077111,31794.1464402433,37433.9630916448,26224.2425611469,46461.9372412054,27410.1256692919,150406.722174603,253762.629471002,31308.7463304615,32678.1567461533,48637.1217630363,46049.2220007326,153222.354307495,133064.708312247
"2855","sp|Q9Y3L3|3BP1_HUMAN",513487.698029646,477975.854619784,35357.6780494785,40659.2255183996,209170.698171448,208858.263668221,79045.6122339363,95040.2902980362,129237.195790268,98430.3478827004,265045.521411805,301757.643696795,247272.334796593,258782.509741695,659918.679069564,763151.882696538,644047.655869633,717613.586488026,79246.0621729156,68247.3686049858,77687.5943096525,97834.1820010198,88177.2581368396,78872.3026760816,359240.904354954,465358.79631308,100534.889207631,67008.5729969169,563349.273527688,290271.347131084,166547.619676595,151246.740048584
"2856","sp|Q9NXG2|THUM1_HUMAN",135590.34833711,91136.0975482519,47413.9471067375,53408.4753278167,29241.4810265141,21810.3069166583,71752.9503814013,55426.124687356,69997.4287470858,65989.3550241298,353014.233298429,276811.641408826,115446.102514654,182116.876970274,950129.363331954,1032492.23329737,972828.181137049,846941.949884837,242398.475867972,249851.955601503,131943.726858135,93469.8175142762,127339.746188142,133937.280555245,114787.260686626,67025.113667864,61372.0292125864,72442.41125242,309308.855760935,115531.615148671,173756.850954149,118305.378403469
"2857","sp|Q13530|SERC3_HUMAN",187510.636898458,152253.515127649,266349.465565436,252384.902457207,78766.2881603628,42885.7457262717,299288.178583961,313824.962719071,349384.795189097,313966.119225698,272260.108143844,213774.754705428,57373.4758652114,42851.8596666651,143892.598799729,126418.580598486,128687.125076158,102737.894765459,356821.028044367,315376.039292238,381017.31554921,290363.34310351,397157.366628753,310657.992722797,121975.744658903,148803.849562037,202289.988908473,244081.302352197,73229.4979637696,66326.8090435482,308611.951056764,237216.884282864
"2858","sp|Q86XE3|MICU3_HUMAN",14721.8331177396,133694.079873081,168802.619208429,155087.895280412,89448.2410333844,135028.307818366,166195.774004056,169903.632480505,293614.641315442,289638.593823528,39257.229538846,42251.4693992313,26990.7322313115,33224.0579699558,2212.56608588695,4758.41880061543,16872.6451067779,3542.18232777431,138394.135060833,114464.943617804,151404.035619424,169105.931352894,84727.5197283237,111781.913019916,36254.1740775853,22205.0888598468,222523.575924091,270804.481376763,237649.411309253,230074.825575846,70629.5382235881,69757.2788939471
"2859","sp|O43719|HTSF1_HUMAN",87202.1621333456,587592.910365079,26799.4491755744,12833.7465072021,34383.852206032,27338.8252495513,18482.4360120981,20574.7331914946,42763.1422225281,26758.9587427659,21282.8704282496,119986.120064897,15963.6414222174,42220.420654136,676136.09357144,1459243.2909766,1120146.23636048,1217636.49610149,140491.917091153,96271.9086414303,116481.600741719,131588.100492335,97137.8494567329,156689.848132468,185385.425406409,218429.03439594,10660.1079816903,11609.8282797299,35946.4463689404,32278.6518421269,15573.1933469093,9705.72869167644
"2860","sp|P30876|RPB2_HUMAN",86103.5495326532,6319.23964966767,45064.6463199752,42992.8590142396,22458.3503822359,11185.2885570912,53492.5541970305,64435.9213640587,43456.7479016856,57190.1906904399,66377.5194548099,94180.2789741874,13522.7572484342,60462.4769770727,20075.0293206408,313651.875262153,19705.2397505352,30716.7317562597,138532.532555623,82694.620314297,101053.924728483,91814.3825002508,65696.1629453644,106139.855220218,53801.5944138359,45680.1386308893,38910.9481385178,69970.7375926345,179537.809691651,31489.5001761441,108956.186185706,31229.520148378
"2861","sp|O75607|NPM3_HUMAN",160652.150006819,1324.67508310811,14231.4874455788,14796.545536794,32001.5226897068,27819.4941346619,19595.223465299,20846.7234302234,17508.2524261785,19656.1332798067,41975.541643809,105513.999419809,6672.76312651454,21223.7666262562,126348.374532842,235535.611439719,15914.9208347843,70421.9287846992,16856.9424187578,88955.242799419,33335.9654563897,15753.4381614317,12653.9866614762,37953.8162931909,1564180.06940642,1158496.28503364,16617.3462432283,32445.7656191616,35330.7603676565,15450.3288754956,193907.256413574,54471.8092648215
"2862","sp|P03915|NU5M_HUMAN",4699.20541879016,1943.6001434776,225287.503718091,277663.760420909,3712.33407505673,3009.15431855022,301401.934627581,352538.099869123,202909.714086072,206090.382842514,112309.475574865,60440.9668485369,164931.141741883,163808.523559656,62346.7551546339,69929.529924046,40375.1850915745,40042.0195546533,116998.516940065,139125.563952889,164451.395476684,152219.532126375,170515.686594093,173946.201248832,16476.0937727907,22630.4376237038,242098.448808415,233998.269006532,20977.9538116846,8142.62279059436,156479.920834812,143456.072595056
