"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"1","0",1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1490","sp|P53680|AP2S1_HUMAN",1569664.83795961,1379532.42518905,6004116.63652496,5587323.73732448,2577860.96024556,2227771.63424022,7677160.5204134,8069940.95800886,7062000.33119582,6519640.74296054,6303058.30718766,5742184.2897389,3799508.89424515,3456670.09933909,1486964.25962119,1572487.4206686,1293777.69614703,1159286.83887478,7208411.72413663,5938192.92202368,5391845.63606143,4285564.92572292,4423585.11090384,5019056.62054267,3739666.7740096,4454488.42598414,5706055.0825104,6232661.40795627,6009701.3110695,5848911.31484472,4321181.37123349,3890840.82795992
"1491","sp|P51649|SSDH_HUMAN",529859.255117017,497061.723748359,6473712.35111351,6736716.04900266,1719144.60776345,2010041.59473847,8078206.21924096,8501159.17713911,9044491.54743649,8323599.51196711,5012958.65366972,6549678.95548343,3137823.6633367,3331881.54800739,1779796.88324338,2656907.57149218,2273287.59676369,1830059.62149676,8071390.59251918,7562314.06308998,7590649.07840057,6761111.63535478,5854579.80225682,5791378.26372299,3267045.99634945,3427411.98426046,8559082.62376561,8962294.14136777,13148769.3600648,12936410.6540537,5046878.86286347,4558162.48138267
"1492","sp|P04271|S100B_HUMAN",334141.902844108,370253.001098056,2769128.84680465,3288539.11396812,4612298.91936776,4551964.43031914,2852746.58273703,4322396.75972776,2483716.63730713,2059753.14692483,29266832.139807,14131156.6505293,3299980.07166924,3320577.68402386,7143403.82420196,6417390.09966015,7726789.45366651,8325537.41966896,2586021.39603013,2853349.35632957,1195437.36157925,2133265.63816213,3696487.55883865,4352114.35008034,623848.980855958,776680.285969584,6038908.29565684,2661653.19051713,461136.285178386,597253.754163591,3781843.29682,5526440.98309865
"1493","sp|P62244|RS15A_HUMAN",6524839.49662636,6442895.44948248,2922397.76763362,2826479.45427597,5444926.19937596,5220365.11778251,3049741.83934023,3392711.92643756,2885070.40350456,2735504.28647779,11684616.8618625,14131156.6505293,8747129.6864615,8062985.92976677,16600382.6373661,16625469.6389502,12346646.7122874,11732696.5094683,3686579.16417015,4143331.13506648,2751625.94540244,2878187.60886525,3027441.69713749,3369014.01603105,7092848.20901665,7268651.76772227,2495552.20447644,2498558.29208234,3726682.57070995,4198621.26963104,6833470.15978226,6823625.28863555
"1494","sp|P07947|YES_HUMAN",13129750.9273096,4697775.61321182,24385434.6075623,24584224.4442277,10561954.9380778,14582658.5762236,25609632.4822745,27536363.4216028,27067884.182921,24978621.5346506,28382192.3773947,26153855.0071701,37577669.1330386,34052416.3053257,47408299.9643698,55679638.8851633,45016092.4377205,45450986.4781205,18833244.7158781,19590961.2641123,17083011.3743985,19545352.6539819,17060828.2162266,15529813.2467805,21645571.287783,45839272.2004111,19733440.4936818,17560637.251614,29392091.4023169,25829413.4860259,37428800.9339192,31949158.3731585
"1495","sp|P53597|SUCA_HUMAN",4464119.20006308,4367713.84744101,14658094.805371,13984273.1254178,2711817.29550398,2472795.51400282,17932471.9618611,18727191.2307992,17604300.615208,17116824.3185653,5455278.53487587,5383297.77163022,8467221.53649473,8062985.92976677,16301276.6439,17566533.958136,15078205.7194306,13952395.8490974,15381329.2423479,15581412.1971049,19494730.6272548,16189079.9760254,13203597.4890797,13311268.4972404,1204293.10968524,1499869.3730856,12030266.1322928,13830139.1826183,3728421.06066379,3913748.2055827,6471141.39387757,5841393.23645956
"1496","sp|P23297|S10A1_HUMAN",3836315.38828127,5345100.67956525,8553350.51571992,8588514.77337305,7403907.68266916,7938323.22081654,6015685.48241348,6776286.30061813,12923388.3128984,12439552.5570969,15002015.9709086,17181692.0544531,1122652.24618983,976731.467332838,4079816.3661487,4475414.29397071,5819424.06807256,7079677.22238015,21726762.0981019,22889957.3319032,14269338.9127329,13030235.1026546,20769703.9154063,23974596.4869652,16234178.4658373,15596202.0800215,23204624.002209,24566694.6007035,8774524.76285975,10222538.3145246,27455609.4624987,17063755.0402096
"1497","sp|Q16718|NDUA5_HUMAN",1526133.60585909,2765743.79899292,5299723.06464215,5268048.09519165,465653.308947716,506756.538668703,6130269.96779279,6160260.27328921,5897040.16958728,6549098.75283041,2846522.18567635,3205675.64496112,3674007.57008587,3417828.65923294,6410504.39495231,5874204.26916149,4775577.10258649,4037252.75964556,5228636.67314135,4979558.92610342,5421237.21538602,5797468.55566562,4853152.24156053,4522668.33414474,1315919.30736098,1350787.04831751,7655623.90236813,7779453.29022279,3561192.38730116,4132103.58448616,4150022.11508498,3929508.21904993
"1498","sp|P06702|S10A9_HUMAN",32633003.7987369,28406748.1426313,4628872.04380137,4533714.11828615,1158200.79936554,1616166.84880725,1395089.10659925,1362728.5026344,1392794.18574707,1374172.55755822,3980878.93085536,3370599.95478083,14135361.5733218,13777529.355718,4910705.04251038,5723438.85781581,2914007.29038642,3497817.31862811,4911331.83003368,3639503.40356162,1871966.18904047,1545342.90709033,1633680.07067911,1856185.86153995,2182558.52042339,2412199.47581326,831832.1112127,837379.681579806,997694.75997795,1269381.94588296,2643422.71867051,2317617.62147398
