"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"1","0",1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"870","sp|O95433|AHSA1_HUMAN",22.4135160129292,22.7560330323484,23.0205518754343,22.8641192120862,23.2944514039565,23.3069209311779,22.5353655541057,22.6385928483324,22.9755192823782,22.9252459708916,22.7779757807054,22.7504194312574,22.6189593919284,22.5237182082263,23.1091368909089,23.0462331982562,23.4143036551318,23.5327294999176,22.6743914410448,22.6950842975027,23.1514794320857,23.1732440164724,23.0663345001299,23.0168581334868,23.6413316032701,23.7105651660341,23.2666702407358,23.1876272050964,22.4984921058347,22.619746469288,23.4771092550884,23.587094736999
"871","sp|O75367|H2AY_HUMAN",24.3570793649481,24.7917048167116,21.7182405416057,21.9579971093611,22.9357319725611,23.3396270360831,22.2609307082953,22.4032548231878,21.9927125743494,21.8696232388682,22.2653462434604,22.2161554456778,22.1712367195617,22.1577318381455,23.2581931580172,23.2616717453718,22.9094347549263,22.9343945968641,21.8901155049047,21.9144535547343,21.8066735413122,21.9415230939461,21.8186214766039,21.7775273107631,22.5740831170791,22.8708207967153,21.5588624675368,21.6132790454316,22.707800707006,22.687765815916,22.3318200737023,22.2742428678397
"872","sp|Q6PCE3|PGM2L_HUMAN",20.1147621749606,20.6273380964122,22.5997283443235,22.5110357422178,20.701360995835,22.0813387933868,21.9826122374149,21.8802119724596,22.2823937928176,22.3825148885309,21.5344987587698,21.7104171098856,21.5594284117844,21.0420663131511,19.7504497440962,19.559853971612,19.1412872904366,19.0259971499909,21.9975066411603,21.8901974881513,21.850053033977,21.7555260486204,22.0220196445891,22.0195456648765,20.3108476255282,20.1151333896706,22.3886617592236,22.494130334695,21.9268935535871,21.9989206287226,20.3534032670298,20.5120606650883
"873","sp|P43121|MUC18_HUMAN",23.387496016846,23.2289799427787,21.5199604009523,21.5139556627259,21.5537852950727,21.4059487903735,21.2356733547824,21.2032155208338,21.198119573898,21.4047749472146,22.2729459186847,22.2499939688065,23.2508563687309,23.1060185814253,22.4217541674677,22.2156614678185,22.2530717348067,22.2817671500244,21.8611931962403,21.9948819468439,21.8379895332653,21.8468223051455,22.3551509089638,22.3058997527173,21.5948310441692,21.5709449021176,21.5618238621952,21.6330076935778,21.4217591179569,21.1700644927201,20.076027997763,20.2575904591914
"874","sp|P10644|KAP0_HUMAN",22.9662209539662,23.1807817464612,22.3170730633991,22.3895715877264,23.2816792435478,23.2856112238411,22.6103482915727,22.6040388103304,22.2813184992948,22.4307886942296,23.2363953608692,23.1604470841369,23.172440288962,23.0160647551201,23.9535463343159,23.8940425081231,23.9861432272205,23.9436806986669,22.6023894507789,22.6965435891828,22.5209959512364,22.4915367958385,22.5553919895798,22.5858619144592,23.4774577416038,23.397834808509,22.413873610902,22.2601811283463,22.9005619515253,22.8962710660677,22.8756970195018,22.8961837696942
"875","sp|P43686|PRS6B_HUMAN",21.5792269750881,21.8918797599286,21.7459793421479,21.6997088698581,22.7144204237333,22.8533808283022,21.428912504309,21.4422514041114,21.6733916930895,21.5366040746296,21.8284263394902,21.8892517843521,21.7397814887869,21.6688189540342,22.2551477905962,22.0761589898148,22.3758726202943,22.3359896861775,21.3941541056835,21.3662161558824,21.6160434712534,21.4567914358542,21.47860074552,21.4011744374195,22.6062993604766,22.7063178221629,21.6125426201635,21.8080304453627,21.239621461247,21.2618048341769,22.258088909715,22.1020666173473
"876","sp|Q93034|CUL5_HUMAN",19.4942880016335,19.7235600138096,20.6633170982056,20.8061077722778,21.4263056809158,21.3641100798624,20.5781123937574,20.4803726826621,21.0122950195088,21.0387969121866,20.7028278597782,20.7293365609277,20.3078796656999,20.0638110262315,20.7160626455921,20.7453372977679,20.5267832218691,20.4520953432948,20.5824461382225,20.4661057306617,20.5883652734397,20.6195024880526,20.6572250393368,20.7450323300373,20.5406139255055,20.7630606278299,21.0127927070668,21.1624607450402,21.1605569537381,21.1897810352672,20.6557242223449,20.9271542517019
"877","sp|Q15046|SYK_HUMAN",22.8308884397705,22.9447259689114,21.8005350132229,21.7439201286123,21.7657391366072,21.8453589237574,22.0432939554911,21.9166967381964,21.5123301192662,21.622688404366,22.7317397261835,22.7631616300465,22.7662359246892,22.5541529820244,22.8264741382997,22.6990946425103,22.9353875987477,22.9819032635373,22.2554417777277,22.3151382270797,21.5576767257943,21.5482176165774,21.605543067812,21.4865511184363,22.5327538319884,22.4319621683791,21.5094945075317,21.5355851897857,20.7168826227948,20.6352794099567,22.6627811498504,22.8549879449321
"878","sp|P55884|EIF3B_HUMAN",22.023387391171,22.4522776517033,21.1269061368029,21.157785580607,20.545304363863,20.7572715977714,21.1952315534581,21.0938010184128,20.9062348798787,20.9262309332404,21.1523896972116,21.2485771314849,22.4072438025882,22.2755158811093,23.3019872545505,23.3109075026945,23.1363071184328,23.175818323961,21.2022116017524,21.0990494502592,20.8520038944335,20.9970292687508,21.2219364550902,21.2629033315349,22.0233305308803,21.8656883436854,21.0699971025535,21.0240531450495,19.9008870573432,20.1484637885796,22.3356085745179,22.4884976014044
"879","sp|Q92558|WASF1_HUMAN",19.3877226604468,19.7466186060086,21.9944630956579,21.884504012137,19.8172792145108,19.3554468202555,21.7746469645737,21.8439374625612,22.1383641752181,22.1038329508238,20.8852386156357,20.9719924831197,20.9790158269968,21.1918158570998,19.5357150437878,19.7342889166679,19.6129777408163,19.7486245241311,21.448337271705,21.5737711929398,21.4224765810219,21.5167036965291,21.5185358081195,21.2736053483851,20.6032683046894,20.6379355166721,21.8993688233713,21.9101232382391,22.1115791255135,21.9500233041796,20.6074787083477,20.9092525147479
"880","sp|Q13740|CD166_HUMAN",19.9868956476656,20.3734232097421,21.8150506800386,21.9478627350424,21.6512604114163,21.6215467814237,22.103888193768,22.2627193640007,22.1776328264355,22.3320282559333,21.8906852172042,21.4770934605002,20.7630406448765,21.0523337391748,21.5619065950106,21.6370839172132,22.204498325119,22.3455886292491,22.0352650842018,22.0245514568568,22.2143421138926,22.1368620765244,22.3260264021643,22.3954851162084,20.5429125202021,20.3554180414093,22.2112892355753,22.1855766852089,21.3088290283852,21.5777407295754,21.5132949390575,21.4920340083929
"881","sp|P48163|MAOX_HUMAN",20.9992898198689,20.8848295906426,21.5079910967777,21.5292536258595,22.0382150455081,22.155388774145,21.0495902707557,21.0893357950094,21.3704641159546,21.4259921116193,20.3573647551915,20.7316135891445,20.105652259907,20.1639516723593,18.9697417470935,19.1434242550265,18.6205589899808,18.4808368778265,21.2600752255083,21.2603569750314,21.4870450537091,21.2621649919338,21.4078391458556,21.3201654000741,20.8784026327745,21.0627334922333,21.7983694635887,21.8375161041711,21.4183634136985,21.4716033061471,21.0740850648624,20.7748949482781
"882","sp|Q96P47|AGAP3_HUMAN;sp|Q9UPQ3|AGAP1_HUMAN",21.4630300844074,18.5401861748803,22.9617910562702,22.9872311025094,22.3321047258798,22.3215062690334,22.8875829169997,22.9226253265724,23.1894380841478,23.2795013827249,22.6419387250228,22.4983398513923,20.9644308817051,21.8254429250478,21.0926195953804,21.119539725527,21.2787041553001,21.2406585544037,22.8660997917338,22.742408917944,22.7578084937719,22.78467464749,22.6694180611298,22.5552000288301,22.5849637613242,22.71799933526,22.9212767940553,22.8630096762914,22.9628190521245,23.2233527573951,21.835735305365,22.2662665199858
"883","sp|RASH_HUMAN|",19.0078930079408,19.2802287383074,21.0941424689963,21.0989925943482,19.7978166294719,19.9647252329584,20.6701665982623,20.7265426961997,21.4645169405312,21.4372284869571,20.083062284644,20.4646299290491,20.0652247574744,19.7917104198608,19.944127035335,19.8104652092095,20.0866893516864,20.0300061712643,20.4922740131087,20.5032411069588,21.0084686691054,21.0081225019118,20.7620288797121,20.8550551489009,20.269197480051,20.3586219345269,21.3897592231282,21.338342815786,20.8932939432023,21.165588695249,20.0024519928243,20.4447890159455
"884","sp|Q9Y512|SAM50_HUMAN",21.3383704649588,20.727493581139,21.5664308146361,21.5721275200753,22.025687588119,21.9051665439357,21.8048742605833,21.8673190632078,21.7620888305753,21.7257002374733,21.0664478013015,21.2900540381989,20.6328461242152,20.5075015913094,21.1550919826202,21.2191149203937,21.2385109764897,21.5527407319347,22.2870020330803,22.2434947390573,21.9985782166723,22.0047117019707,21.9697667714153,21.9949409912985,20.4848014419137,20.6559774390147,22.1938796237646,21.8660045677003,21.3181161634178,20.9596291835968,21.6125203896245,21.3876042006407
"885","sp|Q13098|CSN1_HUMAN",20.9512850096509,21.2876182136228,22.2413863558341,22.3078802373178,21.7672973745688,21.3324507832231,22.0081679607123,21.933892888477,22.3439080719289,22.3129989400941,20.3323607178353,21.4584696066043,22.1321167627076,21.935618015634,22.1587954255128,22.3001388377432,22.4427811686077,22.3657201485276,22.0360065650068,22.0163848878467,22.1858736002263,22.1865348090392,22.1875394107084,22.1642712037966,20.1740270875453,20.1007816843672,22.1713778632011,22.1849324575471,20.7544485307357,20.7986912985947,21.6457539871505,21.7655257324711
"886","sp|Q9UM19|HPCL4_HUMAN",19.9521182381519,20.4772551431336,22.4733164053974,22.3478409361344,20.3503154699974,20.9287963257516,22.3725843201219,22.5853312320848,22.5146836091039,22.5497847067541,21.7845621480598,21.9863624068512,20.4921745117217,20.2049424420535,20.4875321589622,20.4080305037497,20.0986007464086,20.1460665657076,22.5180120040523,22.4998788087097,21.884519289188,21.8452727744197,21.6564876258544,21.763218600577,21.4131781332259,21.2321390046037,22.6557781700685,22.8936125008607,22.7425867185672,22.8844656328923,21.1495215889301,21.0464249088022
"887","sp|P11182|ODB2_HUMAN",20.3568303949736,20.531844619436,20.9459027435314,20.9637204552118,21.9345672209493,21.9066860967235,21.3120127337054,21.2980517069145,21.1573317577268,21.1927385996568,21.5479016672571,21.4403697034583,19.9606855615733,19.6123207154641,21.2727827585439,21.3312338874599,21.3311397179743,21.319370164952,21.569411473457,21.5733719062726,20.7370842469265,20.9212254741512,20.7180806354393,20.8027864698691,20.8769556740997,20.7873335794809,21.1133099257083,21.3294945381618,21.7209748784009,21.7607696514729,20.6592871675165,20.7182596206788
"888","sp|Q9Y285|SYFA_HUMAN",22.8262602072896,23.1568244588174,23.094688428215,23.0110596263164,23.1406417443583,22.9438154318095,23.0369824643017,22.8161593126577,23.1195580947691,23.0018378157193,22.4411798165858,22.6575102621158,21.3882894720256,21.4198967014773,22.6599266798574,22.8503080380797,22.6978023713964,22.8335528969883,22.5842529165955,22.3395095156847,23.1978169288952,22.7921578912638,22.7213099607576,22.4760728292085,21.9810404279165,22.1236001345995,23.3096435061705,23.1687852852878,23.0041261451823,22.9422618299546,22.2595366519436,22.1994356981627
