"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"1","0",1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1738","sp|O95502|NPTXR_HUMAN",276291.989870954,73815.7677323245,227625.355627162,214127.074518615,69353.721996876,105990.169469024,161255.314785219,212841.221830435,164699.085153962,196076.960405918,435038.573505692,282427.033962809,67893.6284737686,151722.105772182,575150.025593759,608898.92886132,763690.185020931,812354.740957792,1482505.75309732,1527720.13397909,447398.877473712,552882.161323709,658352.211052247,760179.632213927,337170.073935881,433381.644698315,518899.229933069,247876.074719215,342152.77870766,287848.353553949,175953.70438806,193608.800793998
"1739","sp|O60645|EXOC3_HUMAN",305682.435426092,460396.789031373,505780.205418625,502229.556401206,394261.670669229,370527.958239836,508314.672546475,533389.048210598,617051.47982239,682175.999270783,431462.103587625,506081.150703613,372203.931108343,363686.14646595,1125509.9467958,1035202.13638371,1025590.49919071,1020003.9245113,481443.541340689,498856.097381935,538310.147059076,583691.763982158,514619.040299532,532593.542748658,426526.092501175,345968.458408894,514869.165432971,512251.158183022,387287.021819651,411725.668549024,752449.735897373,853740.36958373
"1740","sp|Q03154|ACY1_HUMAN",805395.341497404,1012257.90439736,644205.650148248,651025.428940925,739890.556893112,615677.891276713,416272.840199088,392221.087636526,599535.801800453,609727.507690064,1232534.66867237,1281224.01370365,927548.758526413,958798.066800349,3622505.95044493,4118256.71079829,5168224.81496897,5303164.06233607,1480599.22718504,1508100.83332368,928073.139423017,930958.314554011,1259851.68797098,1047155.50707635,1533368.29630917,1580639.25023114,854279.329154908,763857.809129717,349122.909725131,388036.938696924,3033870.58934659,2871674.92908452
"1741","sp|O75110|ATP9A_HUMAN",594336.202988532,207956.263713064,1510976.98519047,1324043.51874613,1049672.95632986,1375016.01512962,2140878.98767144,2300002.09587254,1107823.69441131,1111671.60684877,2179197.74305007,2038807.37539084,305278.134012023,345456.396991563,145175.136585536,159204.447034806,176606.341481028,154094.714588307,2501706.68082617,2523687.78835798,1436006.85647852,1333630.40520883,1283881.33488609,1234099.5107625,1331702.46773442,1380832.82404045,1001774.19549803,969273.352916879,3097651.89697446,2993965.96693701,809794.42292793,869336.443460476
"1742","sp|P16278|BGAL_HUMAN",2544400.70876259,1888076.30658703,192519.460343006,280886.781810471,555261.741181321,497601.503883489,309608.267957944,296908.327671344,177019.352977034,150902.565969032,1010898.45534541,1174207.994129,2073916.84201896,2514955.23739097,8115133.79146558,7968237.32910389,7124870.38663299,6518137.08623595,392409.057898011,385334.938476796,189969.179993469,212133.831473415,252234.772494554,187355.223908921,1493389.22157343,1534331.37861161,259390.552018329,346647.332333867,842508.43011424,810723.285581585,1075538.81064816,1087362.97960059
"1743","sp|O95352|ATG7_HUMAN",213128.794393453,314719.088351349,395425.910175379,445059.839939984,24625.3917201022,22195.524493358,507520.619995269,511413.274710789,539284.382537961,602783.245601055,154105.48547649,132039.499181363,375012.087650095,311901.222523521,540747.889132031,465641.656928711,500213.101468636,408961.284253719,408129.947395252,485322.749804535,511742.260085742,501891.786793925,508355.048846597,511730.270561181,63091.538806216,49778.9555599433,653470.930477435,621918.941933521,172436.62684993,199766.675776553,544458.791974741,437488.481042129
"1744","sp|P13807|GYS1_HUMAN;sp|P54840|GYS2_HUMAN",2099154.28657638,1914375.5789979,476267.425264204,523678.289064727,1091448.15922769,672928.723375156,1030717.55707083,967147.858596969,661157.367239632,674050.649832426,529136.192668095,550406.115147267,1049778.84582072,1180291.33387253,3768894.78264064,3048595.11014312,3520559.50106351,3981010.84012379,544651.340998941,503529.266965777,496446.486927254,494385.58146615,632826.841030715,638969.401248753,1743742.59818138,1677685.61951714,655503.07352241,588281.47895144,765125.043396878,659390.183201699,2323826.02407764,2013321.48587384
"1745","sp|Q9Y653|GPR56_HUMAN",76890.0061687015,644544.572019346,137061.052024268,110492.915755375,108711.295755449,121189.367747114,605438.693662665,668583.875965586,226057.740946384,147929.800709373,164142.963403685,100628.40484344,300034.277139443,347875.508748922,233462.276216554,142789.671580481,431596.19487362,465915.678535822,783804.035520929,709764.347814534,457764.118527204,517005.045052766,832595.223963638,892368.540200708,593208.325213735,650779.932879744,212547.426331841,164231.609493603,860731.867731937,694442.420108269,716961.883226776,294312.941541735
"1746","sp|Q9Y6Y8|S23IP_HUMAN",1149614.08590706,1233044.39901402,161786.441057492,183091.561213331,281304.67773852,366463.441087595,222083.80926314,181744.694425779,205661.580910943,199811.347521076,589406.760500229,487624.811272173,539154.244592193,368431.999709324,1217010.14650883,1195437.0904117,1269004.71221998,1168581.65862553,157219.019237435,184717.353365929,119326.62746295,133753.882521501,140901.305296085,143058.812979787,1471392.95546732,1458054.38890789,77008.7776931925,80705.194969507,326195.034211367,310777.691360278,457924.953814811,402752.790655543
