"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"1","0",1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1862","sp|P07108|ACBP_HUMAN",6791515.82735747,7749956.73291232,9005354.09674021,8109566.38967236,19703469.8004057,22394965.9336958,6260526.80162899,6386549.75938373,8660669.51499162,7702936.77677647,50450223.0934671,49120753.5716858,17221528.5720253,14320164.7678485,21847041.6236469,24150629.5437637,16967861.9736803,17110177.1902522,14363630.9262654,15028841.2449789,13357076.7044986,13640872.7334898,13959917.4154178,15540499.7623841,23482358.0295964,25879957.1600036,11702290.0367698,11495522.9641279,15571904.0946325,15352104.2948103,23162265.0927848,22775402.9953823
"1863","sp|P30531|SC6A1_HUMAN",2179885.45908448,1283485.76373227,10373814.7683037,9370120.75076133,686162.320411627,822803.008728087,18623757.741588,18565603.9438064,13237698.0743778,13489830.9892783,3065291.78656217,789306.455135466,4670966.62250892,6795748.90643481,9962881.48994064,10001793.7525081,8525417.38204468,8294618.65117686,12827056.4550835,12624226.6457822,15340800.967543,14810090.3963604,10933641.6120755,11490551.3394597,6122642.54033113,3518499.59673377,11013920.0346068,13231825.9118348,13970637.9035748,13131460.5748594,6842004.32621471,5759858.08256478
"1864","sp|O75348|VATG1_HUMAN",2911859.91530174,304379.287036825,81711.5465037344,61818.5445614131,65367.9347727899,62309.7792086342,97282.6056747919,61353.06852802,127573.390286513,117610.082322792,1042532.22532746,1078285.20335117,20075.716894207,819542.686083039,1544091.30902442,4645015.9322402,3414251.5379404,3373796.29261227,1582139.63099867,1290426.1703135,1689579.3432579,1430071.26019637,1960437.11027485,1791683.73176372,153830.841660306,101039.848618812,66458.8639013958,69130.1941099422,2384342.3965832,2708206.41206652,581200.707859936,56193.7745381292
"1865","sp|Q92734|TFG_HUMAN",9159969.11675157,6629712.66222074,4502677.04837011,4369921.78510842,7153408.86718017,6900811.48509951,6201087.18249102,6630132.7612639,7203772.09063402,7003517.73403163,7907102.27330301,7793196.48012322,4780268.97706036,5443667.43175925,11516449.7596416,12688267.7897592,10507848.7656557,10378427.033547,8150525.45583433,8148971.69727742,7469280.26212962,7059657.47951761,8219145.68469177,7744803.15766921,9850171.98145794,10068803.3696852,4895383.50185354,5597428.27757146,9093753.60452314,8220909.32243628,12609193.7374762,10092294.7736355
"1866","sp|P23763|VAMP1_HUMAN",1021944.14032085,1311045.4687478,12757584.970382,11681137.0794244,5781513.12288459,6456142.86824632,27822536.869012,29186102.2697393,16472227.1260056,15716307.9486737,8586239.89186892,8619747.62195447,2901655.67419143,2922703.21258379,810568.886950475,746055.02257675,765436.503955446,789597.032019068,13027479.2121942,14026918.4953136,14679559.5465282,15849394.9855787,8428494.86869185,7249409.46654665,10845389.753865,10386670.3078152,20213046.4271478,20955380.4033582,21292434.0875176,21897310.5104645,14195992.2272043,14439338.6207225
"1867","sp|Q9NR31|SAR1A_HUMAN",3024350.9110566,3016057.09469644,2200158.99472111,2036618.00236614,1441622.29794335,1509880.79297096,3193413.63554086,2965844.73518713,2684784.10786027,2847802.19967841,5433100.94852722,5122229.10639052,3844901.07800247,3875781.49951625,6557572.68649708,5463447.92881464,4734253.6242207,5099560.4373239,2194462.75329176,2859636.02117947,2149427.22774681,2514707.9888532,2347393.80170951,2122199.29074231,5852905.36894415,5778020.73702955,2569406.89568914,2622924.42619181,3023218.09018016,3260621.93286028,5177017.10792157,4975967.50131966
"1868","sp|P13716|HEM2_HUMAN",16954919.7677759,13315238.1974989,6621583.89466192,6008642.45452408,12151660.5073945,13704895.8559823,6159483.30692668,6248110.32572803,6070824.150162,6046676.21095707,8877298.8712543,9564377.49833304,9393561.03928652,10014317.8516418,7696657.37093517,10206124.5855069,7583495.06991652,7678454.59552945,7215219.25598449,7080254.09763448,7615449.81802218,7303231.72735703,8630062.25975711,7470154.29009846,7795194.80796579,11180910.0618107,6213729.7059384,6526104.18276013,6810626.79076537,6942317.18047796,11405681.7530196,10814383.9038667
"1869","sp|P52790|HXK3_HUMAN;sp|Q2TB90|HKDC1_HUMAN",20025078.344887,18982855.1952734,13154880.0040617,13361876.2275431,16558079.7909023,18001321.4107413,41319106.2444948,48075996.2387651,11785279.9226545,12148217.0562871,37692137.8304076,37667116.3205956,6421595.82608396,5640566.39131654,5888534.04050362,7793064.70911473,7606792.25212862,10206883.5686801,55450296.1339549,52767931.4823702,10332100.1912474,10944460.8251413,7977106.77782418,8291394.4337781,40035495.6570168,40158554.2137986,12077764.5834041,11375777.9332516,67477995.037864,69028664.5615594,18375396.9736093,18156614.9753397
"1870","sp|Q9NRV9|HEBP1_HUMAN",4434936.38679683,6072587.73647238,3768756.81392544,3825167.81144617,5604247.19700861,6507535.22344335,2827688.79893023,2945081.83202292,3525661.96065129,3942992.34243418,4899492.81965401,4845806.98895869,2664702.79030328,2824198.58214181,13152039.456285,13180580.7922001,9564776.23955116,10748018.5611573,2979746.68580588,3250508.67250241,4864260.57038132,4757281.72549789,6029067.6185911,5808734.24093003,6645870.75228673,7627352.12042607,3275555.74529655,3410318.21969618,3602037.33238471,3164276.79469946,6995431.48365198,5879276.85000835
"1871","sp|Q15293|RCN1_HUMAN",12589198.2548051,14325493.5855827,2558055.93442391,2712207.25107397,4513508.06858945,4806772.59031835,5741871.55100455,5576236.75221306,5084264.68458196,4600051.76650666,5287571.45883453,5040603.28512684,9669842.24632436,9119140.3930286,34246713.8965275,28072526.6491613,28759088.0909836,27264997.799101,5627419.06835485,5870448.32000848,3314264.2921145,3817403.84021626,3858810.97272107,3731921.92347593,13061104.4476071,17533568.8696549,5185831.03951911,5626920.045927,6573076.73483175,6697894.82089407,11800061.7263316,12975575.155743
"1872","sp|O96000|NDUBA_HUMAN",3711700.4914093,4212605.74938367,8872922.41884697,8235621.82578126,1449692.48603437,1360570.3766199,7992381.86481103,8755830.6809218,10750229.1693459,9465676.46576107,4219008.19759505,4672088.27649037,6991896.27092259,6788008.374201,9934864.71386114,9634119.64944923,7503800.17278424,7217316.24866441,5650876.53047711,5196144.18872809,10105964.8019688,10511712.401442,8420206.43716262,8046920.71565207,1818314.07169093,1863137.64802942,11201657.307924,10537562.7171173,3470111.98751727,3730040.34456488,7599426.86620756,7233120.209337
"1873","sp|P04080|CYTB_HUMAN",3687955.93903058,3236941.92182263,5208979.33046738,5672494.62490036,7436708.34533814,7972019.86532799,1828666.39489338,2091130.58924593,4950492.24157361,5239934.54294126,6791376.18565903,8501668.88740715,14274529.0302883,13702028.1591644,25586625.3249918,23324966.995259,16680271.0927705,16275534.4004838,3851515.00215627,4053527.62321762,6056021.59741593,6119499.7263988,9258931.2142743,8946317.55232446,11195129.0112435,11698482.5236673,8072702.75263797,7663681.97608529,13164107.9673056,11127548.171756,33971322.1360844,33127858.9023743
"1874","sp|P62750|RL23A_HUMAN",29461142.7183025,23164867.8857414,6621583.89466192,6764975.07117746,6197915.91975828,6519144.011144,8293981.18046428,8269395.64309281,6278500.33831965,5931298.90975841,6063728.73719556,5191881.52493505,8744394.47726294,8081027.97765586,10595818.2736094,10131808.1423613,9198043.22412375,8182115.38844769,5996435.3770438,5226106.11812881,7074448.09397297,6662685.02600074,4596706.77194004,5492989.68492053,11937449.3212742,13411382.5511821,4251798.26128471,4993030.63642776,10539601.2625344,11192488.0870807,8188438.17027461,8119314.93684961
"1875","sp|Q9P0L0|VAPA_HUMAN",3601729.9918515,3064139.50730767,7945900.67359431,7521307.68783084,4743227.11642592,5215467.36434888,6550703.93518185,6964695.20000334,6049878.34470331,6446323.40042293,7179454.82483954,7793196.48012322,5912353.8438822,5957912.72961071,4594105.49620033,4744098.49507635,3558493.28493158,3281434.67698222,6747566.15605957,7080254.09763448,6483252.58502839,6609762.30081135,6460731.2364616,5962680.14856597,998330.40746845,845034.81210962,5986894.01713806,5631132.68509411,6775829.92739455,7967039.15760138,592361.288254738,532810.404649477
"1876","sp|O43676|NDUB3_HUMAN",4301396.96891493,2151326.91672171,3908794.02807116,4832125.05084104,2628999.34747184,2281064.93877265,8972579.64068408,11106933.3637619,9845006.08607594,8669781.01214896,5142041.96914184,5815933.02967345,5112016.69023932,4972154.84178036,8041837.70187249,7742059.92947657,6560835.1567787,6825164.68673416,7749679.94161297,7748202.59741132,8637125.31372151,9153397.45696066,7961930.43713499,8227274.55591844,1691996.89675652,1822219.66699825,6320488.20167779,7184701.85257996,7033966.50314633,7573526.65914666,4005253.00249328,2508686.07435984
"1877","sp|P01042|KNG1_HUMAN",16691968.3094738,20151540.7042123,9314361.34515777,10420582.7183355,7990389.41999054,8782688.04454441,866238.306311853,1041027.19338701,1483122.03757117,1607961.81461908,9556436.4898202,9151101.92741742,31311870.1309551,33997513.477626,4734173.85929363,5172336.4818004,3872480.98962638,3586979.67867679,2089549.48491379,2217284.27977915,1441803.35655317,1517264.63589514,1961549.68250144,1886760.85025913,5433163.24862425,4995968.08331826,2667626.50135616,2606644.2306723,5881059.51772681,5726405.11803235,4678494.43483215,5241975.59028435
"1878","sp|P01619|KV301_HUMAN",803004.245980325,807505.150947442,14225.3757659147,3548.72745053214,24214.3658601048,21830.2699272558,12646.3417229398,11923.4017571946,124622.40566207,145161.936215188,48480.6613249257,17378.5643332621,486858.959370949,266347.051468056,2971.76366255479,3523.58124915236,5546.30426447342,1.39107131628066e-05,19611.7547683341,25207.7891880517,11253.6813816937,3302.41835189279,6360.71569514694,19875.0717603256,317.01002795268,7658.44403680405,17845.0381188664,17607.1734474077,5877.68396540873,2457.91814880663,1.54415100618565e-05,62255.7636678405
"1879","sp|P14649|MYL6B_HUMAN",639232.695989042,905463.309646342,436988.063332976,374878.021850432,643365.25504142,679227.793045847,523085.968433481,487441.254404723,650307.611147444,629821.670194484,380121.598220276,412181.894857698,295521.687513758,375793.500267635,534135.027854683,499094.839183334,319540.90442948,367388.023209767,443980.911006989,376815.046939569,539602.055686338,440985.710495003,430398.042703732,400426.396208749,345721.257886011,273811.424766115,544004.931665689,487624.012678733,440616.804341178,512537.029799827,142352.336378988,142198.440237722
"1880","sp|Q15746|MYLK_HUMAN",2622993.24911997,2853985.91761356,2315290.51025537,2223728.61879546,5156065.34996119,4891977.91825074,3118301.29034123,3056602.46387414,2816619.15715275,2583245.14157292,2542068.39855408,2182927.9040428,2121903.82991437,2013767.24769976,1917240.02130127,2149948.30597942,2084337.18043186,2105971.4202382,1980150.7245002,1755436.73806437,2152930.97014655,2115412.82209076,1650670.35691045,1876143.32369684,2876467.31625013,3293428.08108733,2436456.17230962,2479552.26498066,2632078.46002095,3100096.34483791,2564282.81817268,2583020.85671783
"1881","sp|E9PAV3|NACAM_HUMAN",13067573.1260753,14286044.2972191,4546820.94100119,4243866.34899953,3511565.29570649,3742148.71341163,5121223.87093298,4926417.16720029,3991571.54329796,3858368.98504549,10332593.7681812,9741495.60015403,10498685.8674379,10405299.5795158,37592657.2082572,33232917.5773159,35805064.6732746,29908033.3000342,5182405.11445604,5460859.69027053,5063910.59842758,4957852.61278573,5273302.54715934,4910089.29507747,31951405.1878115,33376220.613246,3359392.01871926,3467846.25495825,5677274.41899939,5511921.78325286,15082406.445271,16404660.8987719
"1882","sp|O95989|NUDT3_HUMAN",3396878.60413673,3655944.55218067,9093641.88200237,8109566.38967236,6757718.45360036,7556451.09571606,7335905.49422689,7075952.28054033,8917228.15270383,8332414.16421934,9168357.85063969,8206472.05103885,7557797.87689526,7266102.36355441,13793527.0578895,12666926.81143,12350173.8743037,11474136.8095093,7950102.69872366,8215766.54725511,8902112.27066759,8422135.89507204,8231999.9561473,8609579.73076231,8125781.45378036,9024399.66819485,8948810.02811806,8980877.31572495,10426842.9110696,10368341.2678641,7260431.30446835,7279783.85018646
"1883","sp|Q8TBG9|SYNPR_HUMAN",316790.044098686,2629983.58091572,4502677.04837011,4580014.17862325,149227.45900626,98060.743153963,5590185.31710762,6399947.49288942,8511728.82519352,8436185.57838545,230942.473367122,494716.76798945,1826355.83241755,1837429.35070371,371763.535243064,675265.874033617,355376.219637154,300161.263575587,6380582.91644455,6436017.47369854,6191419.99475164,6000296.03047739,5654834.38442361,5576982.59093654,275488.925341922,278363.397957144,8385598.20816657,8501897.19221962,891064.219901735,700076.999462392,2517048.10516217,2265121.54439814
"1884","sp|Q9H1K4|GHC2_HUMAN",2.07472836044384e-05,2.29355127581598e-05,56240.0345637753,93537.9530702902,11.0767727211383,27.25436346182,65390.8182063311,46099.54511673,82510.2534391224,100624.359655007,1822.67844614174,2732.33945489301,42667.2517398035,26240.9910387733,58.9153570199419,98.0199324734677,2167.32795965049,105.542148350569,12515.6235145414,17665.3240932096,83038.658003001,95228.4279039355,85427.5631439022,72047.8124544438,885.030485036932,582.337654172154,97979.1222925993,127651.361129487,3555.72192798335,1055.73769518816,10452.0191934743,16153.3952150854
"1885","sp|P43007|SATT_HUMAN",1157331.90029594,1347145.69083235,15803513.5619265,14832522.9821469,2456362.68898087,2717221.54381451,16512562.5320152,16133428.7546615,14195577.8484276,15454369.4828625,5481610.77842479,5549573.83291706,3816557.19373374,3705025.56050738,453297.870779998,472130.657582241,424625.810079172,491385.644236082,8350948.21294502,8683330.49709889,6852095.51081101,6650816.44950324,7791353.41745186,7812366.77825336,13556999.6259677,15232514.8726726,5794472.19383836,6106996.57469297,7963198.02803098,7803661.17794638,8127425.27578309,8470128.08936168
"1886","sp|P52758|UK114_HUMAN",1558106.34758406,1182006.02470795,7901756.78096323,8067547.9109694,5685357.35347223,5417961.58911756,7766182.3780711,8593685.66831214,10029870.4975645,9795627.81869758,12709575.4331619,12988660.8002054,6755126.35518475,6501261.86776411,3192986.24509828,3001047.7052743,2484850.5114464,2776177.65894105,10421983.3697554,10353201.746541,11222039.486615,10719586.7821775,10055045.4111052,9418484.70447519,5667843.7655411,5812403.07221183,11514552.7634526,11675140.5104424,16127643.3224389,15794126.7227384,8072129.89069236,6752825.47926378
"1887","sp|P51452|DUS3_HUMAN",1513906.19994329,1125747.16211883,4321103.50985361,4327903.30640546,3071792.16796522,2996678.13903551,3241833.22284395,3674497.46409543,4933988.19090832,5055877.62168522,4806964.78008837,4800990.88539477,2393739.48722257,2435389.9444224,7007142.40410537,6226891.5737173,7019683.89085014,5757741.64349744,4352236.33713188,4077583.81381913,4819627.4238019,4363670.12969206,4418012.84711155,4555507.45256558,5234452.23012463,5806107.86901319,5047547.06942128,5272363.6191699,4445364.48065499,5192165.3701531,7445072.94639601,6698114.06694626
"1888","sp|Q6ZVL6|K154L_HUMAN",7895584.30448459,7867646.20658693,3849265.33199703,3397679.75733763,1498302.99686548,924945.125838145,4860592.59765882,5171180.03510066,5452485.74300673,5439453.07365937,1714736.15587503,1631944.84213372,3496216.06791073,3319446.15394064,9400741.8534309,9008294.63087867,8184055.0517596,7819651.17469957,3370882.35612574,3660238.12047898,4011591.05930587,3832319.95267203,3391353.82592229,3415379.92697086,8945357.50141576,12353359.2045374,4493496.53553752,4039067.5701527,3854665.38714017,4666274.60588524,3908477.59077247,3667001.0174364
"1889","sp|P15121|ALDR_HUMAN",23029484.8009266,26375839.6718837,13419743.3598482,13571968.6210579,4848937.15767762,3500055.85514364,16964961.5054951,16376646.273576,17811432.5834045,16764061.8119186,10187064.2784885,9741495.60015403,10130310.9247208,15453415.2171027,25586625.3249918,27659695.3749089,26170770.1627951,26430355.0093326,23449462.5819496,22710248.9924125,23407946.3039234,22474961.7418452,22453014.0247979,23922951.149367,3660146.11221492,3988708.34582081,14893823.6831615,15686599.0447996,17076300.6940515,16705969.1903278,32890416.4317544,23412477.2050433
"1890","sp|Q9NX40|OCAD1_HUMAN",4691645.04762951,2968622.82820799,2669545.35633088,2590366.373005,2632358.97853604,2417743.60492348,4997307.74538803,4766942.26623563,3899342.06781504,3784564.18921666,2543500.78807953,2710081.17712992,1470080.47044518,1718695.45488793,4176678.82707321,5327411.7198474,4817382.11058083,4580623.06057454,4089381.97001417,4119725.2858237,5154229.68446993,4782748.16180933,4677405.97259834,4390506.68986707,1355366.77854039,1173480.91450684,3119261.62792402,3147640.22663677,5133937.47906048,5022739.0697128,2705914.44232879,2184534.52211728
"1891","sp|Q03013|GSTM4_HUMAN",8675061.78066241,4919923.68547699,3370232.28587248,2407540.06865172,2339285.96812881,2003491.62904498,791414.026912586,961889.052760858,1211682.33617119,883890.024933319,3428454.17337232,5464263.87602275,1607644.74768247,2031487.94369772,2935051.58873911,8016107.00609036,11190416.8042321,10976139.7704106,3352639.74583066,3480256.84698673,1193964.88015369,2158850.25729794,1841998.58492096,2613069.31474231,2807586.87152686,6425413.35372278,3367696.00753472,909467.358709764,1220901.51956674,896288.416910387,3829037.4482607,571461.927889014
"1892","sp|O15143|ARC1B_HUMAN",15490870.8368366,15830785.159066,10197239.1977794,4014610.17528118,11356469.0881922,8283220.30387237,2168415.30505893,1923912.07054186,2540385.21686007,2384614.63333192,10332593.7681812,7852235.84739688,14366622.7659676,14011096.4635065,16132516.3449275,14882195.3024308,17543043.7355,14745355.952575,2449327.32197947,2614013.29180846,2712909.52419925,2020083.34005532,2847737.74538476,2613158.50967616,15957648.9971181,11224052.7499978,1657299.93170277,1350479.14214263,4314492.51456766,3487752.93521751,9112147.01219892,3300900.38691573
