"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"1","0",1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"870","sp|O95433|AHSA1_HUMAN",21.4502752126475,21.5783202752114,24.1487992855448,24.0525839702855,21.9091655903728,21.9852767653391,23.0788712306695,23.1252772151129,22.7090054916573,22.6634642613371,24.0934562517011,23.7994650333168,22.6777851727277,22.4837679418816,22.7671072997999,22.6595663899004,23.5044582377448,23.6320082874653,23.5285037117114,23.5403778119997,23.0073114625061,23.0514008380139,23.351107460838,23.3645279766003,23.0438430407453,23.2820658164083,23.9759626886826,23.9759626886826,21.551750735358,21.6999356419692,23.3100801925779,23.29614100162
"871","sp|O75367|H2AY_HUMAN",23.4425304886016,23.664922909938,22.8233745985584,23.1250235133529,21.5408093214049,22.0083968999941,22.7942199066077,22.8766137829606,21.6947380171522,21.5779511824507,23.5869203979367,23.2678519571886,22.2456570859459,22.1390038801277,23.0058472045585,22.9622862615745,23.0842918952349,23.124063517952,22.727246974591,22.7420959574144,21.6459029270093,21.8019880524733,22.0866359995671,22.1098562893261,22.0056891120225,22.4625252448774,22.2523789335701,22.3871368017323,21.7471847168599,21.7534419669975,22.1893424151562,22.0076848943608
"872","sp|Q6PCE3|PGM2L_HUMAN",19.2694348262472,19.561401533869,23.6757296648946,23.6540345937953,19.3159287289002,20.7330685618696,22.4998904722029,22.3348716675303,21.923379280849,22.0363476908752,22.8890987514084,22.7814767392323,21.6562260012593,21.0418923909551,19.6873137500873,19.4489182008137,19.4985346901484,19.4065136703557,22.7984764545178,22.6809837401228,21.6776866241422,21.5970871672679,22.2807175835763,22.342449581849,19.7849572676054,19.7336913284079,23.052706046804,23.2396260878341,20.9340678013609,21.0314201931146,20.2758210308856,20.3084864307643
"873","sp|P43121|MUC18_HUMAN",22.5184090565633,22.1466266652596,22.6050535005766,22.6633637876893,20.1619698246404,20.0685000337156,21.755673619738,21.6600972021083,20.859801463528,21.0757140010344,23.6096404744368,23.3100801925779,23.337560929,23.1005358391559,22.2726975190556,22.0165290746106,22.5244063350305,22.5731300904225,22.6758030072776,22.7999723526019,21.6656240199421,21.6913825860373,22.6125363203234,22.6281750018875,21.053853906813,21.1793244598846,22.2368494342571,22.3891613609661,20.4438496232785,20.2176166194143,19.9665954443331,20.0241886458019
"874","sp|P10644|KAP0_HUMAN",22.0084619742278,22.0085620141059,23.4425304886016,23.5754247590989,21.8947274692091,21.962627835113,23.152979169005,23.0895919573749,22.0120887611569,22.1664405719677,24.5521549797761,24.2095533166239,23.2333502554568,22.9789979167229,23.6208677298601,23.5165310700453,24.0853739054032,24.0525839702855,23.4551305253812,23.5403778119997,22.375028884321,22.3679557247072,22.8382301319965,22.9317873433897,22.8832657041949,22.9717680942152,23.1216443188306,23.0471514041911,21.9526127129775,21.9751510733509,22.7109491902506,22.6073904579793
"875","sp|P43686|PRS6B_HUMAN",20.7104116077818,20.8097662135717,22.8309519364147,22.8490167308612,21.3226627662728,21.5158749885268,21.9488328749553,21.8990381735535,21.3347894663133,21.2072885445329,23.1652638306644,22.9494205832875,21.8265708535052,21.6634019404928,22.1068815936926,21.8778062342535,22.6479601363352,22.6281372230583,22.2086037367288,22.1711459568001,21.4436336439002,21.3012700874484,21.7359526807664,21.7234156739701,22.0655012577549,22.314801468937,22.2874369672941,22.5640563002346,20.2615711935506,20.3092111377054,22.1489341538526,21.8689343444672
"876","sp|Q93034|CUL5_HUMAN",18.6676646330766,18.666560481197,21.7412718228992,21.9546260529897,20.0320866956114,19.98514588151,21.108472512257,20.9524336637326,20.6560830310089,20.6998818302277,22.0847854582642,21.8227756963019,20.4179966441292,20.066541283956,20.7413411806025,20.7346039700602,20.9809131783361,20.9347707901564,21.3897415628591,21.2607121978356,20.4298000816276,20.4753548046349,20.9316195850042,21.0819460909023,20.0224159485713,20.3909716800258,21.6799138002603,21.9110869418137,20.1506309010447,20.209431912149,20.6140872841263,20.7559099879849
"877","sp|Q15046|SYK_HUMAN",21.9437745923892,21.8460375874547,22.8934728583528,22.8999980693507,20.3704248360746,20.5104193571941,22.5685941211329,22.3799118559882,21.1910347366586,21.3090586576042,24.0608515862691,23.8190938400658,22.8478685320375,22.5441826041545,22.6312947451734,22.4549051590652,23.1630550259039,23.2276857608403,23.0799378994732,23.1300581160755,21.3887320311787,21.3983767536526,21.8659042733812,21.8117296896311,21.9804873970126,22.0336155894222,22.19245367001,22.2994308499502,19.746617926985,19.6909122092512,22.537653196691,22.6061614451475
"878","sp|P55884|EIF3B_HUMAN",21.1702573877276,21.3826327821952,22.2054276799554,22.3020255817757,19.1578305202464,19.4157149939228,21.7117409312462,21.5468260446191,20.5530267665943,20.5841986478748,22.4981301690118,22.3138185769361,22.4993509032308,22.2736460001817,23.2017120423643,23.1605184684677,23.4551305253812,23.5165310700453,22.0075625231907,21.8947700111155,20.678075591556,20.837924172906,21.4782989657997,21.5839937774847,21.4925792655295,21.4804287904468,21.7377381595336,21.773153180345,18.9148493630203,19.187506954895,22.2436968402103,22.2718410391761
