"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"1","0",1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1738","sp|O95502|NPTXR_HUMAN",17.4191331884151,15.3702796775212,19.3722374248331,19.3552333004872,15.4138638139121,16.0771775783396,18.1025754673824,18.3983548532664,17.3043171408593,17.5880540005238,20.1706562116968,19.2639909366163,16.5660350757603,17.5643300024307,18.5529219814651,18.5665124195951,19.4148314631101,19.5517753913561,21.4777438811547,21.5213615066387,18.7641745434049,19.0952873136,19.7594462679278,20.0186354073883,17.8146422657181,18.2857176339354,20.057563696202,19.055515150246,17.6768500268926,17.4708065149434,17.1942439552627,17.287545010905
"1739","sp|O60645|EXOC3_HUMAN",17.5649731086637,18.0111565218123,20.5240867294009,20.5851130111686,17.9209720605898,17.88282952193,19.7589506314369,19.7237654658283,19.2098754560544,19.3867779738315,20.1587467352193,20.1054814876916,19.0207802733732,18.8255926738773,19.5214905567459,19.3321502392283,19.8402268781094,19.8801683248539,19.8551447066938,19.9066768425608,19.0310505269147,19.1735220011636,19.4040914878413,19.5053299735388,18.1537997727658,17.9607200974581,20.046315173711,20.1027474637947,17.8556125197385,17.9871809492239,19.2906432796919,19.4281978763334
"1740","sp|Q03154|ACY1_HUMAN",18.9626365791908,19.1477837536567,20.873097467908,20.9594799728175,18.8291304852577,18.6154228794685,19.4707581891692,19.2802443663489,19.1683305074388,19.2247986100137,21.673069207934,21.4455635848736,20.3381101025626,20.2241257023035,21.2078998095512,21.3242715023523,22.1734409035844,22.2584470031885,21.4758873584349,21.502714121219,19.8168514122207,19.8470318593308,20.6957686536894,20.4806988358118,19.9997981236477,20.1525158160662,20.7768171755136,20.6792002306215,17.705944393791,17.9016915491692,21.3021357107102,21.178221018381
"1741","sp|O75110|ATP9A_HUMAN",18.5242187145661,16.8645588902698,22.1029859344564,21.9836447133103,19.3336865955776,19.7746236335574,21.833360101689,21.8321405334246,20.054140994996,20.0912927425729,22.4952380950015,22.1157663185932,18.7348112387013,18.7514023293981,16.5667780464385,16.6311902795899,17.3023811282478,17.1534829055326,22.2326188246151,22.245514671166,20.4466036392105,20.3656022859948,20.7230266115057,20.7176818611394,19.7963656552378,19.9575463421381,21.0065947513204,21.0227997122337,20.8553124862114,20.8494834715961,19.396603774688,19.454315101931
"1742","sp|P16278|BGAL_HUMAN",20.6221934399981,20.0471239174406,19.1305804380156,19.7467548114985,18.4149865935799,18.3082379622135,19.0436727550919,18.8785948212512,17.4083916937477,17.2102513136262,21.3870790666455,21.3197288251233,21.498973122935,21.6153595194188,22.3715266301442,22.2764983572813,22.6366358450937,22.5560533162562,19.5601364262556,19.5341661359603,17.5283782859356,17.7132900122796,18.3753538276949,17.9980712403495,19.9616840909726,20.1096177813858,19.0572352334952,19.5393647808051,18.9769004849195,18.9647071353777,19.8060357475224,19.7771621877434
"1743","sp|O95352|ATG7_HUMAN",17.0446649706847,17.4623434338399,20.1689835600207,20.4107654017063,13.9200371783004,13.8215878224467,19.7566951951086,19.6630668716917,19.0155308540177,19.20827329345,18.6734311021756,18.1670823180072,19.0316240788821,18.6039879096718,18.4639397835442,18.1795297740113,18.804386825607,18.5616297987984,19.6168066581496,19.8669976231925,18.9580302839128,18.9556916268544,19.3864231178376,19.4476786124759,15.3966842161866,15.1636874483937,20.3902323607903,20.3826226810129,16.6882756093559,16.9438134936257,18.8238709284589,18.4636455084789
"1744","sp|P13807|GYS1_HUMAN;sp|P54840|GYS2_HUMAN",20.3446757542345,20.0670807432191,20.4373480313164,20.6454468709093,19.3899903020666,18.7437008191701,20.778805903004,20.5823137300353,19.3094782991848,19.3694909789109,20.4531519866064,20.2266092452132,20.5167005065514,20.5239698041619,21.2650532693666,20.8903822953717,21.6195768015508,21.844728421644,20.0331110658368,19.9201287696721,18.9142511215554,18.9339519578426,19.7023974440512,19.7680418818879,20.1852809603468,20.2384800728846,20.3947118463107,20.3024027388184,18.8379049078488,18.6666299634158,20.9174782261523,20.6659061309719
"1745","sp|Q9Y653|GPR56_HUMAN",15.5738074518103,18.4965588785111,18.6403948193438,18.4007199512091,16.0623204520708,16.2705102495726,20.0112096374663,20.0496858250503,17.7611759204766,17.1815466908374,18.7644657905881,17.7751503451938,18.7098143100773,18.7614698156031,17.252173107301,16.4742012730905,18.5915261263502,18.7497344063414,20.5582710837491,20.4153932424604,18.7972172895665,18.998493648296,20.0982019344965,20.2499346896768,18.6297046174684,18.8722493481177,18.7698940912946,18.4616279505808,19.007773247139,18.7413526323418,19.2209444886129,17.8917514587425
"1746","sp|Q9Y6Y8|S23IP_HUMAN",19.4760171904544,19.4324315937695,18.8796668575991,19.1293313749985,17.4339521422852,17.8669163967672,18.5643329754105,18.1704905116602,17.6247569124773,17.6152724935607,20.6087764941005,20.0518842812641,19.5553850477538,18.844297072561,19.6342529461501,19.5397759500097,20.1474695021144,20.0763521726874,18.2405538380065,18.4733725416899,16.8575289197772,17.0478960592844,17.5352716284585,17.6089034123847,19.9402764566775,20.0360522141582,17.3052041043733,17.4366295701258,17.6079441825216,17.5813805007389,18.574159251794,18.3442950621529
