"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"1","0",1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1614","sp|P36405|ARL3_HUMAN",1215957.79427878,1819082.41722911,4380519.92079782,4282314.31295658,7055541.47550602,7491539.92088518,3840447.31973802,3318951.88420489,4004910.49377593,3901134.62914943,4219616.58211359,3884335.41989094,1689686.96808887,1473520.91308193,813417.833826521,597310.158231048,889925.516041343,1002254.89491121,3934359.15828273,3685694.17389985,3029239.7794468,2797476.22199323,3256649.11179909,3042859.02559217,5624451.68624117,5313887.37865191,4741341.29145797,4719470.93488689,2328689.44380413,2649514.43279784,2767544.51819157,3016369.52718975
"1615","sp|P49915|GUAA_HUMAN",2213260.31508494,1310840.71174452,1959517.56073042,1706613.36879646,4139459.83119521,3286669.44525037,2169782.95194428,2176920.96200113,2757400.80268365,2717073.586756,2557576.56938487,1845303.18432178,3571996.54538366,2691072.89342639,4596157.27683733,4282233.77704736,4748588.61776527,4480415.13330703,2045329.7384266,2173720.67635169,2555716.91189317,2768655.40558468,1946132.91288157,1917833.9336981,3915925.61083953,3258942.93303791,2927919.68527469,2582485.40187449,3139584.21616098,3174597.70541701,2410765.6250536,1922055.81711362
"1616","sp|Q96JB5|CK5P3_HUMAN",3540814.17960015,4472495.91754882,792491.475473494,853288.402075177,4466745.12384823,4565818.6259773,1273165.49839227,1264562.57991721,983389.405205907,904222.261684097,1239169.79326669,1263311.77765219,1317149.49229963,1226640.34627863,2342900.47257081,2102403.65213397,2234860.36841435,2414616.67727459,1357484.077547,1338281.24096502,1093183.84661407,1068605.25698594,1230773.80802433,1272954.3480472,4431014.24842453,4445707.1888635,920065.293494187,883800.237484722,1272191.7060838,1289876.51158919,2796993.96352259,3172447.63043749
"1617","sp|Q9P121|NTRI_HUMAN",2084537.91238898,2851371.76765586,13308305.5791377,12870514.1751631,2114201.94996248,2671639.74268825,13374529.7290654,12119544.6984712,22793623.1140106,21540954.5123787,5138090.76965406,6082746.48416179,1137157.49137957,1202430.55442583,86974.482891457,99673.7268084074,107282.030259667,101703.935271348,10881542.4960536,10791320.8677418,11508807.9305052,11588717.7060272,8803168.20877691,8973812.05270781,2859087.24420009,2377891.3381916,17206370.276373,15302091.4852479,2351752.45951165,2580109.20864129,1851406.0393519,1960621.44093042
"1618","sp|Q15126|PMVK_HUMAN",632571.977229111,747518.4041934,2181941.64259652,2058889.68018621,1566719.95191927,1657463.07468315,2495280.40391758,2014029.99093485,2342784.36837348,2694962.92563605,1545092.19892915,1476233.37847046,4925820.10281695,4150745.82784833,1505628.29252156,1342889.07262396,1395757.90410146,1360184.19845239,1728275.02412553,1706384.59726048,1804143.76272858,1392538.09596013,1820944.17726881,1862119.08379338,1217404.72347598,1162404.34330343,2493230.31508766,2503120.34070513,758167.004225459,905054.319465478,2801008.90729904,2518677.94698377
"1619","sp|Q15714|T22D1_HUMAN",232309.797858087,938263.474838863,1656892.60455088,2059108.22797908,1427935.8929946,1360590.45122461,2068017.26790001,1966170.71633301,3372992.70566357,3413192.23982564,2301429.17582916,2407563.46835016,1016702.38686072,857890.680838968,961989.026810283,949081.474587824,991295.652320859,1072866.64961842,3173428.136245,2302031.11015923,3628009.45506439,2944375.95696877,3022277.44059519,3036170.06004029,1106783.56587596,1176706.01533084,3790314.04711048,4004365.91323663,5187002.88258036,4785247.77247029,1602528.78888438,1700518.69321296
"1620","sp|P55145|MANF_HUMAN",17444968.2546504,15973845.2643979,2995679.31115004,2824822.00316572,2078445.27650009,1790311.23961821,3099517.4999367,2950779.62204565,3579722.69831789,3731943.65258438,3874966.27419794,4002618.92985616,8942982.21738068,8050920.51184289,6480203.28993219,5176467.21164374,5570321.93610953,5456635.65389218,3968297.07160527,4282193.02928538,3188005.92337838,3546214.63765695,3283804.46159428,3478952.7135795,7638749.39578199,7283852.1964835,3276358.22285108,3311297.09617654,3198427.84925751,3117205.82008252,7401728.26072842,6947118.79849853
"1621","sp|Q12792|TWF1_HUMAN",2625868.33316464,2402749.21732237,1221933.31727573,1100507.8851541,2260373.4145302,2277072.0465707,1439311.98216331,1323897.77449761,1169551.50779281,1272484.64865307,2459754.90394336,2502899.06104595,2281400.06645716,2213798.99001721,2580031.123809,2621513.35912454,2794814.79721516,2769629.21524864,1123576.48380336,1226521.41134156,913023.772973332,881340.975971895,1356700.54854555,1133074.97161585,2242115.54836339,2084475.26547123,1021715.11243225,1156528.26601357,1079599.69746199,1122250.89838667,2186757.46615829,2127087.71782681
"1622","sp|P36578|RL4_HUMAN",9682025.80120576,13997833.4172807,2088943.90780075,2107286.0747331,6426373.06988477,6441773.9428262,2189606.76853511,2170866.22135252,878683.473798912,1001708.57965405,1890121.30937548,2075669.00437201,2995821.99138302,2545625.53282681,4167679.14857537,3817040.35866571,2546321.95852026,2758208.87066989,1972841.89727564,1912189.23749353,1341826.28727685,1391337.82478724,1029818.04392246,957799.462003326,672586.469701768,469351.621369493,808676.946069294,763748.402561723,1204598.75867701,1420901.75098308,681476.921211896,1541971.65655962
"1623","sp|P10915|HPLN1_HUMAN",1301486.47295774,1546756.05289901,8065639.74493193,6946846.56316336,1219152.14483603,1148740.39242033,9829473.65630106,9528469.62500492,10033987.814434,9509024.89488148,3725059.66197107,2696333.61807549,5053480.51761743,4552764.05298276,1647716.42832757,755165.985663757,969466.584513115,1029103.10605369,5286363.29168821,5304764.51803404,7637476.94439271,4937734.64967841,8477879.42430874,4670986.93062361,3414410.73038694,2793234.7068176,9236319.97519589,13522778.521847,8698860.28665951,8289904.36951618,5087017.93289258,3500322.50926897
"1624","sp|Q5T0D9|TPRGL_HUMAN",993257.722553203,1217867.00136118,5649895.52001965,6139073.70698157,534723.279883966,490051.902355878,7202527.60342221,7460710.85310496,12983416.9492699,12240512.298563,4390876.03847164,4527261.36113347,1623041.4143326,1420216.03024185,450247.051828688,392123.130614431,478476.900733966,558938.877283272,12266466.0864604,12056969.6114893,8496229.6133067,8629315.18050287,8036326.71564609,7857671.94593358,3858471.23058359,3273788.55390878,11396427.0661691,10960567.8545497,9242957.68526703,9678995.53400524,2837655.03067804,2522691.31815331
"1625","sp|Q9GZS3|WDR61_HUMAN",1632729.4144826,984482.788002801,1350964.20430101,1395980.21346565,3898380.39198137,5111436.04694091,1175440.20418622,1162390.29793684,1033034.52106763,1026133.03938659,2396293.13601976,2227573.65107664,1604428.01264511,1203987.78621397,2241260.08999442,1975522.53578702,2620749.37009046,2709267.52613042,1561842.70019333,1682318.78266565,1091924.24299884,1356699.59777726,1387110.88513683,1315454.83458779,4030907.63430493,4257328.45198493,1293428.54405205,1440634.94329363,1428204.59437447,1294459.75039326,2644889.60680137,2186455.77868151
"1626","sp|O75351|VPS4B_HUMAN",5568025.57590989,2246713.12622465,1789776.08818523,1513242.64041764,2471530.64474529,2630637.34602698,1388052.85781843,2236384.70650256,1759073.59702891,1755094.32194996,1540884.79990112,1992693.90354557,1397471.65498673,2086346.84974891,3270767.54079324,2888908.00647776,3889305.80291907,3382999.58385871,1980548.8321844,2470351.23471865,2175950.86059895,2766805.62581273,2432780.83295118,2004043.60980625,3780107.087865,3154984.79361569,2361608.79648623,2636607.503053,4194603.29430815,1696794.04552317,3965270.67408461,3870402.04773882
"1627","sp|Q15334|L2GL1_HUMAN",255032.327553761,162233.719045551,2294279.21561429,2099645.14449662,3317090.78694694,3966688.67638687,2401957.17664433,2515909.48673687,1581383.61797291,1282276.70152584,1679577.8391437,1856944.85850734,259764.564702763,198490.56741925,499258.655209841,503406.739827597,692297.387777844,615303.829584972,1002234.81010825,971385.71991095,2039920.20684837,2026202.85259615,2846255.08803009,2824033.93507248,883215.74059153,800398.885111254,2041050.44456562,2105554.19441908,1088181.43140664,1037607.16264129,1931615.37160435,1839584.47217712
"1628","sp|P51159|RB27A_HUMAN",2004043.60980625,2716492.48190691,38088.7830846368,34641.6892145921,277007.167955606,2681191.72814379,39250.9005583884,26889.682635009,42850.5544675933,33552.8427902233,159432.835606021,182384.393108242,172608.064666591,219160.186512941,282026.019756867,321413.067527823,345707.794694539,347958.263888967,885758.131613846,867483.502648055,316458.36563715,312008.052766656,672116.821649758,577112.349627376,3611820.29034464,4027138.69088701,18391.7877602142,16998.7721012752,94236.8491529557,33028.9018330398,5608289.90687678,5576405.70886438
"1629","sp|O95747|OXSR1_HUMAN",1518247.00765083,1784388.72815836,974720.679030977,968106.945638735,959788.30594094,943532.030875598,1051723.42739341,1081900.76740255,1054423.97362517,939430.494458148,1476088.72990195,1287393.27109201,1989479.08191644,1608707.32997612,2254540.82987989,2046239.32507172,1782254.24992784,1684363.53616945,1049729.14362117,989770.140545385,908885.231463946,908981.892621931,750516.924704096,704980.279431609,2143702.05923352,1895383.67821751,795583.123982922,831972.056471088,924557.056847618,1000009.55372438,1308990.98163602,1413257.10909874
"1630","sp|Q9UBS4|DJB11_HUMAN",8483072.69636796,10160959.2995581,2470784.76928149,2315300.85367684,3701515.02577012,3726194.00412058,2270693.94714025,2304333.62926566,2149476.44658305,2183612.52989537,4280461.68968994,3729295.16034359,4281851.59724374,3491321.75624533,6197899.57347876,5375430.69290028,6560909.522876,6622979.33005484,2648130.40254253,2870993.31710306,2469479.53214551,2652868.34076543,2815715.41075432,2220952.44250592,8589430.68535962,8335378.6146348,2004806.39501572,2007269.96540682,3093728.71362865,3415668.4806627,3790770.23106803,4054289.70263515
"1631","sp|P60228|EIF3E_HUMAN",533116.771157758,1984391.44431909,1052482.45318725,931465.479255157,1115018.93299534,1312462.79193466,638755.76149193,635788.956084067,810400.549420288,703561.526607119,1377268.33109304,1369743.71961463,2575279.7020439,2538616.38797773,3839233.85550748,3538178.2673541,3569617.70473421,3969508.42800433,848968.991021858,847669.798876056,794716.004885313,849096.361531198,1199758.40872637,1078148.72080622,1769841.82164766,1664978.50961019,846474.69733624,804528.785970364,1178268.42982997,1047618.29462377,1817993.67553754,1863869.38927166
"1632","sp|Q16204|CCDC6_HUMAN",1077810.6910606,764536.306108709,3944394.82537782,3662401.87214461,4742362.53097916,3707843.97478925,3879824.11869265,3957690.64561077,3528679.21861342,3367602.24517202,3180564.16640104,2837808.7301792,2041053.82300887,1465577.55827361,1045316.94448365,1026183.21551275,1137029.66057166,1073352.2305972,4049243.46548213,4327452.46782424,3745798.70280248,3439160.01112761,3371685.91695635,3370278.15301516,4518784.23654467,4854269.78459795,3212708.7143808,3156818.60800105,3463292.15140124,3256081.97497849,2483150.56953953,2578820.15270584
"1633","sp|Q9NX46|ARHL2_HUMAN",2438093.2183155,1691754.68496905,688226.542023717,730956.322670808,2725642.9280881,2087206.9368206,517421.158203708,510081.642073601,820887.330928673,705859.273667613,1432592.90328847,1098265.8644361,1010486.96542644,835293.147755613,1145402.22054754,1173388.59432363,996812.565147386,1089915.65797947,854088.866900651,909442.625530755,1123942.02066729,1075998.54072126,1406430.37356672,1550202.55622914,1106766.11139413,1177660.57102926,813726.393038676,872174.985920939,849290.199358443,852465.393261638,1019881.07211464,1238075.13164315
"1634","sp|Q9NQ48|LZTL1_HUMAN",2576723.4825203,3934955.40269818,7662357.75768533,7269955.70563607,7591266.7746401,3842133.76687412,4303140.42695869,4373049.4882971,7697196.20012121,8863245.56250982,4529397.80496351,4921012.453269,6081044.66905623,4953099.23763697,2454682.58434385,2287971.33812718,2056630.9591522,2078474.6797941,3624823.08467907,3351643.78650041,5476598.77810151,5541331.81146065,5030606.81796876,4775785.11384364,6591468.67824218,5515673.91066221,6731028.78633547,7025229.82973565,6077871.80458904,6720864.04491892,4543304.68521427,5068507.95296852
"1635","sp|Q9NZW5|MPP6_HUMAN",158332.001542129,417390.358962632,2449059.80904407,2295308.22507676,753049.930937696,742381.334547924,3460857.13901046,3403007.85071005,3189900.99895607,3238503.56314504,810579.899788244,775190.151801384,1226337.57385709,821651.848430182,757116.574558578,752105.22228587,824902.413551344,889766.584894335,1795641.57215922,1817585.28391901,1803316.40342494,1759343.91697076,1358685.73432704,1376691.50907062,866092.447296094,858655.924628518,2877649.36765911,2922888.17907455,2618360.42849321,2820447.25607369,726787.553804529,783659.528761133
"1636","sp|Q13424|SNTA1_HUMAN",809698.033062404,1729137.01288168,3787709.16759237,3581498.69620383,1564210.81882742,1755438.04168123,4679780.34514984,4336721.93122179,5576282.41359663,5126764.17949693,1623242.554948,1110501.23644248,718831.309621678,356381.684369395,531625.530854634,360268.036903624,421517.359616942,590186.774785986,1876705.73070538,1789728.69546203,2361435.89256371,2376212.24659779,2157986.37208649,1776993.18262926,716479.923199945,822774.355462773,3915779.08694921,3669990.27614519,2573972.1977418,3046199.89956574,1751870.74311113,1797632.04001278
