"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"1","0",1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"498","sp|Q99536|VAT1_HUMAN",26.7938811504028,26.8869052309063,24.5144963619179,24.5304483174416,28.1659855973224,28.200630229757,24.3841612385584,24.4920899931803,23.8483965398216,23.7413382898711,25.1246865765327,25.0841392658349,24.9705430360849,24.8808508065412,27.946703591246,28.1241914595213,28.2406278084333,28.2406278084333,25.8966078939108,25.8966078939108,25.1552786036481,25.1629563957147,25.7939247888168,25.7773138247459,27.2842483051471,27.4108955524992,24.1425290882662,24.2377307024435,24.7170128059679,24.6780484256405,27.1110128836734,27.1301776106597
"499","sp|P02790|HEMO_HUMAN",25.3408624401182,25.5394921478273,26.3082876459584,26.2593840939861,24.3559868338641,24.3028861269853,23.2008303622832,23.185455433089,23.8483965398216,23.9567333652174,24.5113902296562,24.5057916907945,27.0224089654813,26.9459170648379,25.4635274032163,25.3587993594614,25.4566716593857,25.5394921478273,24.2947436793508,24.4207736043578,24.0530940540965,23.9595140584292,24.2851052026199,24.2130516627305,24.5057916907945,24.5032992841946,24.7356942689186,24.6114909736768,24.2058044240682,24.0954499673964,25.0958850946871,25.2206212955586
"500","sp|P62140|PP1B_HUMAN",21.8856357436997,21.8313895179846,21.4966060024707,21.8432504828565,21.4170196232133,21.4475964881564,21.7151108466595,21.7230916966646,21.9002173661491,21.9832857642684,20.8811307950926,20.8597660849189,21.2760811752204,21.1404097627221,22.245356026495,22.1770295534696,22.0309706776866,21.989280291288,21.5177375596625,21.5265675354029,21.4364140831797,21.9968456740909,21.2453773198376,21.4341970890653,21.4123439272972,21.1187164091565,21.7409180989685,21.6423964963771,21.192457990669,21.3620300254435,21.8508953734264,21.7804510127738
"501","sp|P27824|CALX_HUMAN",26.1656177532396,26.2031158927477,24.4894998533147,24.5537295271674,25.168258745507,25.3150187641412,24.8377589660778,24.879063442167,24.4138053245964,24.517145292272,25.139029135768,25.1869971929226,24.9478560828833,25.0162159163651,25.8445979972568,25.8500163031027,26.1798540774842,26.2348276510547,25.2276711357431,25.2635672999662,24.9705430360849,24.9654912945192,25.2747012347685,25.238648064895,26.3804692350063,26.2031158927477,24.7202277225425,24.7143360067897,24.3939674680132,24.4381529074196,26.2200138159913,26.1696179690633
"502","sp|Q15084|PDIA6_HUMAN",26.2839690525018,26.2976629402974,22.993236708014,23.115169525243,24.2482826394258,24.0921063869083,23.0297360369381,23.1703187531106,22.8281415352509,23.0297360369381,24.5197942226262,24.6982334020938,25.1176358970563,25.0523883057316,26.2727042337446,26.338413962154,26.0093058429081,26.0428137965176,24.3723813112722,24.3028861269853,23.6601587352822,23.7413382898711,23.9443659671417,23.9777957669948,25.1502607065521,25.0492981021692,22.920970624197,22.7975168764,23.0208583759341,22.8240626545397,25.2662867893703,25.0811131184662
"503","sp|Q92841|DDX17_HUMAN",24.5467678741249,24.5796404400978,23.4467686312057,23.3903214941154,23.8640601647754,23.7694643947465,22.9949127055607,22.920970624197,22.7211211938904,22.6765325705544,23.4648518167119,23.3035204269675,24.7452296891744,24.5930594851046,24.6951057599325,24.6839012917217,24.8000002508155,24.7649974119989,22.8011877558503,22.8158016501,22.8281415352509,22.8240626545397,22.987714786272,22.9479969091024,24.4381529074196,24.4639165501584,22.8158016501,22.8760194357096,22.2869616061227,22.4562414619447,23.6037507797484,23.7184666911857
"504","sp|P13489|RINI_HUMAN",26.9238060288706,26.7333707012437,24.4662484341931,24.477722597895,25.9908209085896,26.0022419269695,24.5467678741249,24.5655811118501,24.4802952483195,24.4039395735563,24.6596199771136,24.6648072510759,25.1703687828295,25.1994088080982,25.6740669487725,25.5792870285563,25.5219240751728,25.5710223658473,24.3559868338641,24.2947436793508,24.5496193915175,24.4507087963697,24.7290104793474,24.6622136140947,26.7049963453127,26.6804582569511,24.4080799271522,24.3627022504565,25.0559030980725,24.8902298622468,26.0302646739861,25.9816517547499
"505","sp|O43852|CALU_HUMAN",24.1510604767555,23.8246444262689,22.2827055492723,22.3573677283591,24.6674773514227,24.7234426391171,22.5118409645715,22.391139201785,22.0500318129539,22.0880208511086,24.185321710354,24.1091006974439,24.5467678741249,24.4012024689479,26.3306722632725,26.1134674820799,26.2976629402974,26.2115648543695,23.1088999230678,23.1488934010292,22.4751733016609,22.6449844886095,22.9334320509557,22.9857581022178,26.1798540774842,25.9816517547499,22.338805905291,22.5694428535348,22.440842938045,22.272260649983,25.5394921478273,25.460099531301
"506","sp|O75489|NDUS3_HUMAN",24.185321710354,24.4039395735563,24.8808508065412,24.9763074604908,23.3233758607925,23.4993170437283,25.3361973111785,25.2564506829091,25.3587993594614,25.3776796410823,24.5032992841946,24.3699079934711,24.8919843615834,24.8655662108998,24.7170128059679,24.4109426258743,24.2851052026199,24.2646143789607,24.4894998533147,24.4920899931803,24.5879318375892,24.6297302051812,24.4080799271522,24.3245674090081,24.3748546290733,24.2149848457714,25.2062991448436,25.2170936215573,25.168258745507,25.176451551879,24.5821116958001,24.7562380164014
"507","sp|O60641|AP180_HUMAN",20.7025389470346,22.4831232194127,22.7975168764,22.6614602301676,21.0399120937199,21.4554554261169,22.4064575122717,22.3450560641718,23.1796803931999,23.0637195152577,22.6629305222165,22.9012202749008,21.4422050134024,21.7547532047525,21.3513270302805,21.3485553802088,21.3368911997162,21.3913536439987,23.2334536195027,23.0530991131892,23.3428717296443,23.3507686752638,23.0902983958823,23.0387504855997,21.3768334426954,21.1485586969719,23.1190917798531,23.0602098374449,22.9156592722161,22.6909044003229,21.5978148921735,21.8508953734264
