"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"1","0",1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2854","sp|O43264|ZW10_HUMAN",106673.081722037,146774.308056183,42608.0710202424,46239.0597906199,80771.2328790266,3774.41195779236,70231.7092583052,45308.9368453072,55066.4241533514,22516.8277090747,101294.214957036,74650.3010876455,136580.2098285,141517.084720816,219486.315315221,211246.56769435,178516.128449639,257878.824242349,40323.710726182,41729.0329637134,48002.1536548517,33941.5902963345,61067.994006868,35231.120699571,174972.705410711,282289.049084972,49044.2670872176,51123.0691573443,70197.6367789129,67657.5786860071,158521.997095418,146501.572089744
"2855","sp|Q9Y3L3|3BP1_HUMAN",643717.643359269,649434.545784248,60729.3219475513,68579.0257549583,419550.122320763,430036.585148558,111160.982597919,128951.677176537,194286.197170472,145930.597804512,329874.697903813,375374.132280589,383212.212537367,364183.937128153,493632.249439953,559884.366485943,490513.59267412,566862.470712995,102951.568854413,89572.9878943829,99620.0116455229,126625.114708763,115897.196526429,101377.1205926,417915.848576287,517671.543553888,157485.065222354,104831.001885062,813078.287720872,426479.659276376,172308.155699253,166519.62396048
"2856","sp|Q9NXG2|THUM1_HUMAN",169978.560009802,123828.284512153,81436.8198788352,90082.9063598839,58651.9385782157,44907.1525481078,100905.391751422,75202.7557514533,105229.258185487,97834.3187294363,439360.23874229,344342.328585418,178913.489897075,256292.596198713,710715.592323857,757485.20451626,740916.362066156,669022.459025324,314909.065438147,327924.528841781,169193.495087129,120976.392120588,167371.042164745,172153.916926425,133535.504654558,74559.660898673,96137.550849748,113331.924721188,446423.429720891,169744.221574869,179766.739303491,130251.846207858
"2857","sp|Q13530|SERC3_HUMAN",235066.790796033,206869.638885075,457474.114172499,425692.090911639,157987.739780579,88301.2207406444,420885.702205383,425801.048750844,525240.762083957,465479.036237576,338853.946472343,265927.026961,88914.9877820049,60305.3080451472,107634.515397288,92746.6583196267,98009.4927397535,81155.4546334829,463559.748334942,413923.272459157,488584.435513175,375812.327304157,522010.168434357,399298.761704147,141898.086261587,165531.454653574,316881.555728239,381850.953133544,105691.651011092,97450.3174404171,319286.197044412,261171.026596477
"2858","sp|Q86XE3|MICU3_HUMAN",18455.5613636777,181652.594366895,289930.481100972,261583.358490305,179413.372881576,278021.617975529,233719.304839302,230527.056451972,441399.79783626,429411.59970597,48859.4059831214,52559.0950042427,41829.0959434376,46756.1283448013,1655.04327828823,3491.00140622566,12850.3872249421,2798.0660676518,179793.076578029,150232.415089184,194147.751975274,218870.925452918,111362.977400721,143676.906744199,42175.581177961,24701.2471149136,348576.898468965,423657.80717337,342997.826579613,338036.234679916,73072.4671588123,76801.3634290238
"2859","sp|O43719|HTSF1_HUMAN",109318.237846215,798373.246599546,46029.9563428062,21646.399335662,68966.3969428242,56290.3035092075,25991.6482375721,27916.0169248539,64287.1290317851,39672.2243693746,26488.5836049902,149257.812174365,24739.776710538,59416.6856035891,505763.196865094,1070569.99273914,853115.370749506,961844.153464786,182518.38487997,126354.505434778,149366.170049334,170312.236258861,127674.693753469,201398.527630138,215664.492637632,242983.470579243,16698.7581525719,18162.8988030175,51881.2687558595,47425.2404709939,16111.8377384466,10685.8124114361
"2860","sp|P30876|RPB2_HUMAN",107940.996839281,8586.06662223199,77401.7290102756,72515.114295096,45046.4798958911,23030.3709822741,75225.9957025353,87427.3437534159,65329.8474915547,84788.8775721447,82613.2207823249,117156.404274557,20956.9975915057,85088.6829098671,15016.5197552717,230109.871258889,15007.7216436549,24263.9810385923,179972.874019358,108534.649404812,129583.020915174,118833.790789882,86348.8077174643,136424.987444981,62589.0278964425,50815.2162635791,60952.9015623861,109465.135525422,259125.735569212,46265.7835113177,112724.754218278,34383.0746362115
"2861","sp|O75607|NPM3_HUMAN",201396.496546678,1799.86029125752,24443.5899231181,24957.0094982013,64187.9712420918,57279.9948065961,27556.5490995498,28285.0561749418,26320.687029632,29141.7366874052,52242.6074032265,131255.087660555,10341.1662430933,29868.1502793763,94511.0879747564,172800.080280015,12120.9741618475,55628.1950271231,21899.4940633498,116751.561991097,42747.2274883877,20389.4065800836,16631.9707590817,48783.2671388587,1819658.15447954,1288727.2462157,26030.6036796091,50759.5068013325,50992.6532144515,22700.3149282718,200614.105408439,59972.3682792195
"2862","sp|P03915|NU5M_HUMAN",5891.0105333625,2640.80510378427,386947.279878236,468329.387349176,7446.12045999371,6195.81157387202,423858.254281844,478327.445172928,305040.328967734,305544.92000586,139779.967341655,75186.083795664,255603.312013099,230527.299177413,46636.6083706803,51303.615240838,30750.1733973543,31630.2792540113,151997.216547323,182598.870996484,210878.584645196,197015.146671492,224120.03341458,223578.676193198,19167.1400077393,25174.4109465186,379240.384122591,366076.635902298,30277.3422574649,11963.5059666448,161892.236078596,157942.255520367
