"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"1","0",1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2110","sp|Q2TAY7|SMU1_HUMAN",1455654.73061823,1898115.08527333,312142.070007131,336383.724010327,1554538.34124365,1213827.82839675,272218.701187205,443564.280130094,300170.158325451,361792.131173974,1065099.02148053,1045799.01113529,1082315.28653734,1114825.2361774,2259690.35575832,2230015.31332208,2630282.73945116,2297915.01690296,435642.874562517,421819.21188974,406518.408268433,439137.434338065,451131.440324156,477408.916758372,871509.398524775,1205323.53597815,341053.705192063,319522.969076879,249782.186217195,284483.841188118,1160034.73654711,1217097.24541892
"2111","sp|P16401|H15_HUMAN",28423778.5380806,2686407.57071055,20812.1414301272,28438.2910783903,20613.9274290392,122191.375298097,559991.441791571,614339.896638483,16569.2609716044,3723.42739113092,3625770.5488111,1661757.18391412,62934.1218360922,2205327.94550694,8046467.98552443,7440898.02046025,2632717.74124278,1789465.39559808,1190046.15568832,1141724.55168259,116795.425270311,104208.392405303,50047.8252431193,59494.8398499441,1186955.40962051,638946.50758775,19871.2931369043,11139.6009410897,1931738.24418769,1980477.36313838,1736847.71646953,9233.28112625911
"2112","sp|Q9ULA0|DNPEP_HUMAN",1271429.18290574,528492.305702781,373769.815371326,401551.445075949,558928.467595662,540394.213666905,436999.954678358,428555.618331396,470641.103199778,459918.961700152,488773.141250505,496364.984293155,606578.044653506,687826.51924199,2733025.39152771,2909112.22607727,2086269.66748749,1854520.55533059,501189.533359048,419722.086380493,393942.385962988,408552.903343274,493206.54814283,636672.723699805,148020.594287139,94659.4232031457,430742.866460848,468840.771092217,364066.976103844,224147.088804208,547345.961404064,559068.203235352
"2113","sp|O00442|RTCA_HUMAN",333007.094841407,422868.712406069,575066.35498575,502691.42303753,925613.265063479,1667697.25075649,652095.938730599,568257.762758601,658927.10494924,589179.18926572,670009.416182256,676957.438046623,520364.620902516,494438.396259388,1050916.92181196,984004.759660621,944578.444129869,982658.674989291,424809.662643993,443988.70680942,546595.629024305,496586.345953505,503228.437090503,474098.041445265,288636.561520504,341838.554368364,379850.327876908,448939.118341508,310312.352045804,333337.217881241,974301.420469248,807338.607191061
"2114","sp|Q9H8Y8|GORS2_HUMAN",2050109.07935139,2392416.87693038,553339.482361785,500645.933240964,372439.333236875,406565.337194609,333153.791483867,426894.436758917,293297.08338977,362485.557207378,783973.253463577,727988.406213693,498370.02725421,461148.296345725,3600313.62915258,3294800.44884536,3624237.32817522,3460062.81520219,691000.497262312,778612.185339755,728526.909491136,745476.622995987,853937.339003102,957647.771332612,2964294.93655065,3072624.6719123,485475.665527498,571509.402340049,409095.849349775,456949.132131022,3582030.24019256,3945367.33789858
"2115","sp|Q59EK9|RUN3A_HUMAN",251505.060565949,675701.769365772,571751.051091153,537520.065645793,112299.794700636,141352.030290815,469412.215833213,483944.205546517,846717.956238513,847515.469175019,511940.965464231,478418.31668883,262601.43841597,273544.881806308,49901.5792911216,57455.6880032705,65106.510757892,117345.799489053,380301.767009639,340733.086900781,453285.020669144,473637.02273244,251937.508462931,277557.378906887,65559.1635406731,110379.472579875,711999.830042784,689111.755987956,736586.616135512,698701.022103818,615344.687851041,503642.093993776
"2116","sp|Q16363|LAMA4_HUMAN",5612687.89764371,6282695.55376367,326935.568171442,448857.958651785,1162099.19156507,1296870.33444995,269210.561149053,285183.18696341,42061.6809440559,41044.5058410791,908788.20754015,868270.648293482,2543610.29640554,3006822.97274796,2875915.37287019,3030277.53628367,2085812.62230773,2205560.27038307,372121.203460313,377242.625354781,100661.817911209,82644.0660967038,145746.928199899,141058.181637511,1174243.1594572,1111058.63417758,57932.7365155071,35172.8686350984,545775.699979633,503616.088229357,256084.159890369,324335.682775277
"2117","sp|Q5JSH3|WDR44_HUMAN",1544766.91001436,1436474.00643812,2292726.61380581,2256690.13290611,2137352.05020956,675385.199018341,2609606.7718153,2615714.56569883,2976216.37349728,2948756.99345073,1573886.90572811,2165693.08471678,873809.676318662,1207724.88304354,1654007.50871844,2334617.15163388,2538690.40313744,1858620.02441574,2727709.597866,2643562.42836837,2161424.89127592,2132008.93533847,2298672.33982021,2249137.77260344,1826167.86336076,2117261.88043078,1930381.24717372,1862382.79606634,3107474.39627802,3063641.20596105,1254212.05289722,1318152.79360608
"2118","sp|Q9HBL0|TENS1_HUMAN",1110149.69910879,1830802.05002152,401775.735545182,382470.528841981,786090.218568716,725084.063435492,802929.532135221,995762.059582163,424110.463418516,411269.245828927,601596.890807608,459357.302163307,624287.703454657,943614.214591912,3165190.24419951,3098814.89891197,2666243.23405398,2486390.85361551,360244.989375943,297162.865173396,351295.680423112,387237.587009206,349475.268989311,467006.122417225,337364.520494466,343015.985151184,453511.259546662,496842.741225718,619178.537191763,503150.861515531,281498.319227628,306945.698535754
