"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"1","0",1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"498","sp|Q99536|VAT1_HUMAN",26.6232560007793,26.8473702935098,24.7908808450986,24.7491099660064,28.3347622321767,28.3722768553301,24.5839215524918,24.7120943149065,24.0674362356456,23.9210987601893,25.0682768385549,25.0675453032123,24.8987320909049,24.7886003870777,26.9175785222745,26.9349640378523,27.0801612316928,27.0794989318907,26.1007145643754,26.1081948288294,25.3635993745167,25.3948272554464,25.9988074793275,25.9178342338947,26.9565597691651,27.0128653306914,24.3413202893461,24.4504888719592,24.9520498938634,24.8634363586531,26.9816396999105,27.0146354377824
"499","sp|P02790|HEMO_HUMAN",25.1628358793069,25.3839367249836,26.6658391000608,26.6424253681577,24.3868891518799,24.3805014001496,23.3044758606853,23.2558425243988,24.0674362356456,24.1796205585388,24.4887076245808,24.4839841284564,26.8917846552077,26.8282345221842,24.9620417579474,24.8619440738686,24.9430070320907,25.0070548779631,24.4317389026086,24.5590324509261,24.1935198775445,24.1151506013226,24.4358867306181,24.3474237526782,24.2877227268612,24.3583231656571,24.947244618205,24.8280152844778,24.3968028508062,24.3015865010545,24.9204984361749,25.0496686559963
"500","sp|P62140|PP1B_HUMAN",21.884707837291,21.8339924666173,21.5688245362671,21.9360292866611,21.4397177168469,21.5009945437821,21.7360510283047,21.753298856301,22.0219450607012,22.1063427024052,20.8908429948219,20.8572366249458,21.2516041366155,21.1638005994156,22.0411144794586,21.9517447504733,21.8167557609335,21.790183945435,21.5354173579109,21.566023985386,21.5337796256052,22.0475807896806,21.3400668993353,21.5023440633413,21.4128488273645,21.0998035525692,21.8131113172665,21.7199032287482,21.2864267488158,21.41514677751,21.7895906086897,21.7541005096443
"501","sp|P27824|CALX_HUMAN",26.0160285982321,26.1230519557,24.7754641823909,24.7715742914977,25.3425823801005,25.4579957581897,24.9822992980889,25.0656436690123,24.6887310991081,24.7291778839992,25.1226978430834,25.2051636838468,24.8779278489421,24.9308208215335,25.2598426355427,25.2336206353849,25.5839725612712,25.5614792807658,25.4214286353183,25.4603570556388,25.1550302543328,25.171223233625,25.4552437870589,25.3813878067863,26.1450340174503,25.9623450332267,24.9380529574812,24.9013291624285,24.5982045665792,24.6327774667374,26.0140542553458,25.9872339820231
"502","sp|Q15084|PDIA6_HUMAN",26.1524946578165,26.2520602969961,23.1378187584264,23.2257341146679,24.2958692441307,24.2012125826215,23.0773600077306,23.2444645255176,22.9318061687467,23.0990467273514,24.49121696458,24.6829473327084,25.0440120571985,24.9610833320239,25.6679735764412,25.7305429488994,25.3829455829226,25.3948402544113,24.4884215556231,24.478111352989,23.7634354700477,23.8505211238227,24.0345921347693,24.099738768528,24.9827419826031,24.928055585765,23.0450017474635,22.9047354542357,23.2030003275214,22.9610328861453,25.0504000128353,24.8798483353297
"503","sp|Q92841|DDX17_HUMAN",24.4180413120803,24.4230741015228,23.5836975795728,23.5309245671164,23.9368045806766,23.9337701859732,23.0273079480153,22.9544439407431,22.8277113862391,22.7831134984773,23.4695695752565,23.3139781554735,24.6367193211197,24.4896567668372,24.1576336279105,24.0973089817857,24.2681018382797,24.2445931710651,22.8646351218346,22.8727875926622,22.9179579726511,22.8844914211714,23.0549186362232,23.0056742196339,24.2465548733073,24.3139848580514,22.9506531123442,22.9856241121905,22.349642971218,22.5321230993076,23.4625936868769,23.5783028674978
"504","sp|P13489|RINI_HUMAN",26.742668982685,26.6066440758206,24.7520258243908,24.7031038905909,26.2953849923179,26.2731580562016,24.7357917051284,24.7608252616362,24.7390564246027,24.6570987756447,24.6523596711478,24.650729720579,25.1061537064839,25.056271237391,25.1530031919663,25.0694131940442,25.0180264743162,25.0356592442669,24.4772617883461,24.474323039353,24.768624133844,24.6702256101865,24.8649071769395,24.7867339559304,26.5543289598201,26.5642481860304,24.6271268366384,24.6084308779284,25.2990129237406,25.088541216393,25.7958944457013,25.8208445469897
"505","sp|O43852|CALU_HUMAN",24.0216160373227,23.7037267121033,22.3981005375822,22.4620370544503,24.7627233023585,24.85277370029,22.5611638287281,22.4599409790731,22.1719923237696,22.1959583609637,24.1442712743548,24.1024632336856,24.4120439151402,24.2724166446196,25.7099155913791,25.5005081730003,25.6739450480244,25.5496275891693,23.208479160226,23.2370756950131,22.5249728594546,22.7052985671696,22.9824195361449,23.0448130547942,25.9015729613594,25.8046505603414,22.4648193939562,22.7008088282252,22.5026909835238,22.3611191260161,25.3316715608201,25.2823079744502
"506","sp|O75489|NDUS3_HUMAN",24.0498529837274,24.2502717840825,25.1409092185976,25.2157231578174,23.4706889739165,23.6306421350179,25.4730578478308,25.4218801181855,25.5498632523981,25.5726491400027,24.4735592312508,24.3465960284101,24.8136521507338,24.7740628785026,24.1858816146493,23.8587636246343,23.725256316619,23.6896482364914,24.6261503373728,24.6220226833997,24.7994956523893,24.814191805678,24.5622723978121,24.4596555508467,24.1933859963765,24.0903980123942,25.3974517891951,25.3936480312612,25.410259235229,25.3927708553286,24.4878445312988,24.6170023358575
"507","sp|O60641|AP180_HUMAN",20.6644163220129,22.5066252561314,22.9120556038871,22.7703809679503,21.0255150174452,21.5191148692518,22.4700975206573,22.4053878302689,23.2830656210816,23.140051125079,22.6485219376874,22.9043679415542,21.4455670275554,21.7769535213416,21.2030988972141,21.1905937414881,21.1949836199113,21.2327929717366,23.3209552812926,23.1637000169472,23.4895366575182,23.4511087642904,23.1802915203333,23.1286966853937,21.3670550229095,21.1213333855196,23.2068207706934,23.1650302624115,23.0751007603752,22.8157829746911,21.5401739102294,21.7894050772943
"508","sp|Q12905|ILF2_HUMAN",23.4855629682027,23.4818482510612,22.9026253776423,22.5221549748065,22.6531988854492,22.4209058695746,23.0273079480153,22.8400012729338,22.8202870102701,22.8142944607993,23.9279408214179,23.8842854914063,23.8872727246988,23.6638903050837,25.331133898885,25.2127765008171,25.3083930270887,25.2989870676135,23.1059396317435,23.1542599911984,22.9625204297784,22.8815372294257,23.1045342146441,22.9713758311544,24.7521643810262,24.6570025028788,22.7828174817098,22.5941091332717,23.308277465705,23.2029311565431,24.3719194021503,24.435706948794
"509","sp|P23526|SAHH_HUMAN",24.7022439388952,24.3056793111817,24.0315706594928,24.091280744941,25.5235720749259,25.4579957581897,24.0938248039731,24.0339337561543,24.0897708083054,23.9931308269301,25.1259310272793,25.148608162735,24.4463631419919,24.8683221331591,25.0530321744384,25.2127765008171,25.2915580842994,25.2895170874205,24.5429611156631,24.5006346827311,24.8651735618012,24.7408732580418,25.1538604212015,25.0709713095047,24.8168744682338,24.7127107205052,23.9785807987392,24.076101399923,24.9323033439768,24.7250471410474,24.7063191179796,24.4578264073063
"510","sp|O00299|CLIC1_HUMAN",25.8002930857543,25.9813643862973,22.655561177705,22.7900759453088,25.1978188612068,25.0838836489477,22.9079070702818,22.8873747581912,22.669673976403,22.7686282384686,24.6068040641556,24.5868929123442,26.0114551490247,26.0110726767678,25.8555100612938,25.7809761742385,25.7846488650231,25.8445771173553,23.9297704355569,23.818074178263,22.8534368027982,23.0267666553578,23.7035591818262,23.6093749408182,25.7028466933242,25.6311980736536,22.5281618593043,22.4568668710389,22.8667123109476,22.8179158774116,25.6571148059805,25.4753803638996
"511","sp|Q13153|PAK1_HUMAN",18.4669208176221,18.2935179190708,23.2902342947104,23.1891166624796,19.0059860419797,19.1270959288788,22.9621975167316,22.9683431707755,23.726225189088,23.7093277527441,22.5652291605921,22.656517994275,21.0342306459707,21.1276351211773,19.1742262398057,18.9263901577351,18.8788480605862,18.7465497597626,23.1534537383351,23.2281052436355,23.1266419726107,23.1854166327613,22.8855276800164,22.8231587648826,21.9965067979417,21.7592652663632,23.3149218475985,23.3066941457472,23.8562210020386,23.7770424074778,21.4738161502857,21.5863476989802
"512","sp|O95202|LETM1_HUMAN",23.2371871190616,22.9679180796111,24.7201703242063,24.6366704796729,24.2717456894937,24.3261157411586,24.7666273453911,24.768789426252,25.1955458803891,25.1100736393471,23.7465929753679,23.5002842581902,23.7747329393788,23.6319994334432,23.7480450313424,23.70804015856,23.8812784932054,23.7803354001329,24.3237356340315,24.3392179124102,24.671836307403,24.6369325731813,24.4643192437774,24.404630734876,24.2569574914239,24.1621863892868,24.9038401273678,24.9964138340407,24.9122827627448,24.8532497863659,24.0819074821887,24.202341575904
"513","sp|Q00577|PURA_HUMAN",22.5270065866653,22.5885873763839,24.863156942358,24.6795387368128,23.5122345988051,23.3198852245483,24.7780228864338,24.6444485058846,25.1323963145785,25.0992342452813,23.8361719255575,23.7283661848502,21.9413660413599,22.0912288046945,22.1073358966811,22.5421114384504,22.1302568203003,22.6923697378861,25.0265198331451,24.9809143399992,25.091587726387,24.657000448059,24.6539956722377,24.370579459796,22.8230976801334,22.8540721081024,24.9684667912614,24.9824037568617,25.0469211547949,25.0622503534022,23.6143569500635,23.3645188176338
"514","sp|Q9UPR5|NAC2_HUMAN",19.9103228220911,20.5241547670753,24.6373112974511,24.6502041479975,22.0057648785598,22.4479869583834,24.883773605543,24.9087105717813,24.6136488485794,24.6644709138927,24.0037129389496,23.9953582849564,22.520047343186,22.5002550590557,18.6688301023038,18.8443851096778,19.0454958684051,19.035036519935,25.0316147188444,25.0021180412473,24.603504435669,24.5537474148129,24.5249656770525,24.5837362553018,22.9220607305577,22.9197001146612,24.5687688309212,24.6084308779284,24.2954006051173,24.2678313862783,22.1961843566093,22.4079251890797
