"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"1","0",1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1242","sp|O14775|GBB5_HUMAN",19.3636792645796,19.3848028197103,23.3216621332549,23.291490807247,21.3370139802004,21.0743018400527,23.713266100265,23.6580647448418,23.9518814228575,24.0653690434819,20.0951555058902,20.1850884427689,21.7147360360563,21.5987707715728,19.1408768459039,19.2899534958169,19.2372222485501,19.5014874715662,23.0900766556826,22.9950427587794,23.2990590744315,23.2656307907811,22.7377913548628,22.7976544736234,19.1948943492517,19.1520554097141,23.7943040615385,23.7142277748443,20.9005850562974,20.9074063828845,21.7405306586781,21.7239812804696
"1243","sp|Q9UL46|PSME2_HUMAN",20.8869425415693,20.767320689318,19.6862181138204,19.7680786814892,20.2582430262005,17.959653323815,19.7000593000214,19.8484140773751,20.3732338279725,20.2987653201804,19.8855949762018,20.1228463757769,20.8338500940921,21.8251909992338,22.9803103038575,23.3191481871692,23.2872551434067,22.1626000996928,20.303792832959,19.4448857292953,20.5012092004948,20.198134255998,20.6742363275926,20.2546467173382,19.1498372614245,19.1323102585488,19.7650099576196,19.9504096093485,20.8333165213311,21.0542652784898,21.7429953370109,21.3027482495175
"1244","sp|Q00169|PIPNA_HUMAN",23.2661169709916,22.7443546998979,23.9173457162478,23.8237525406991,24.047590021226,23.8768944944503,24.0853820138807,23.8358335696965,24.5518352430654,24.3959466001628,23.2128888994282,23.2828037639864,23.3678765441751,22.9015097154822,23.395708714678,23.1078929138187,23.141025382096,23.1171255339629,23.4519075943015,23.2605424138908,23.5627621934166,23.3153442711307,23.5707349318431,23.3387506140959,23.2816305207053,23.3077198522444,23.7037053368793,23.8685028696164,24.0921092003945,23.8866530585512,23.1943660243216,23.1677722103572
"1245","sp|P25788|PSA3_HUMAN",23.89368737894,23.5842472002572,22.2442958502661,22.1046905752584,22.8572530565332,22.7288266283404,21.7579197128663,21.6782433547111,22.255328938554,22.2019464990166,22.6802632332306,23.4688266032542,22.9373585537851,23.3719272554396,23.8249031850448,24.0797182964694,24.2369205416981,24.2234742217075,22.6665173490133,23.0150592018419,22.4761479936594,22.6264626111442,22.9039600698046,22.8301460971905,23.0174124943837,22.9437378334173,22.1792861687404,22.1997151896,22.7457354002016,22.6670095227648,22.8673567063639,22.6992440150152
"1246","sp|P26440|IVD_HUMAN",22.3049273343324,22.9336559449864,21.2943801580928,21.5616472932498,23.236738945864,23.334823250457,22.5548274794265,22.5752454838852,22.0336161414882,22.1419456798333,21.6368554929138,21.8821263475255,20.8642834327011,20.7692721487361,20.9819425907741,20.9622990556977,21.1423826228517,21.0049696648533,21.7900284156535,21.683502325811,21.3743442474241,21.3286462432134,21.2019060340676,21.1538640095433,22.1266842279819,22.1395886461184,22.0726961832756,21.9852305307328,22.7249923240613,22.6933812235711,21.7077413172951,21.5160241355524
"1247","sp|P55036|PSMD4_HUMAN;sp|A2A3N6|PIPSL_HUMAN",23.8071978030531,24.0466771332261,22.9515155105055,22.84060948056,24.2792592896058,24.2832719764376,22.9142509548579,22.9660109248296,22.9133840665481,22.9370316430859,23.7184047113575,23.8181905792457,23.1629625621714,23.1214876564075,23.9272916667399,23.9082141663146,24.2801028047914,24.3166972818814,23.0129788609062,22.9332182950905,22.8136309524895,22.7413790516718,22.8399637751044,22.9029937574822,24.1379561458208,24.2156398650471,22.9007254107719,22.8769116577734,23.9966090429775,24.0590264681247,23.2265668033896,23.3563787138238
"1248","sp|P31937|3HIDH_HUMAN",23.2927332160074,23.4697316252593,22.8758011766448,22.7255237193547,25.108701136889,24.8714837694106,22.977099330845,22.8857600506909,22.9334375846163,22.954046603104,23.3955537119746,23.3262355771125,23.3133872144668,23.28301611942,24.6362539602317,24.6145530246179,24.7056966554801,24.7216591470389,23.2410960196012,23.3572102016994,23.2522950403652,23.3292561518975,23.372198385481,23.349770442682,23.8159646783102,23.836268354403,22.7453048476001,22.7988845865082,22.5732424039569,22.7738821896133,23.2500964904852,23.5488632778737
"1249","sp|O75061|AUXI_HUMAN",19.8925679635754,19.8100077313487,22.4763633636302,22.5586176474541,20.9307330622018,21.1035022885199,22.4475446490077,22.3884274465211,22.6088557906615,22.4963100304771,21.7909186384997,22.0250563976656,20.9178484559522,21.2549140309007,17.6558771000892,17.2569312944518,19.2181687502017,17.9238972841844,22.0781492407527,22.0873572935471,22.3324776091456,22.4462619672025,22.0459046350567,22.0195612452102,20.4911812311106,20.2518086269784,22.6534303185744,22.6408454840212,22.5120680736061,22.508681713385,20.5948598881917,20.9500720766288
"1250","sp|P11310|ACADM_HUMAN",22.9008030987134,22.7899517546284,20.7705333405985,20.8657583082808,22.9603801373827,23.0855328356395,21.1369434599071,21.4628875864045,20.7828447521549,20.8817209129099,20.6025775046316,20.7801500135589,21.2726877392025,21.6983917491875,22.0597030098868,22.0592049357925,21.9426130384675,22.0413409303976,21.4219449290437,21.3141726001291,21.3139515412228,21.4091169920362,21.5187636317296,21.3899428952422,22.9217072623896,22.9835759508487,21.3747279301147,21.3423865735546,21.7700893885228,21.4865478378182,22.0901817198141,22.1254357390127
"1251","sp|P28070|PSB4_HUMAN",22.8142132052868,23.0212180088022,20.9873596744328,20.9274474099073,21.7131152029779,22.694781528408,21.0463677955953,21.2090745665238,21.6646511900047,21.5013547349151,22.4601987417004,22.4553782839658,22.6346199585854,22.9233672390259,23.596678011164,23.6868066949608,23.5860953254959,23.5627719363242,22.027726316031,22.1206619916914,22.045184864427,22.0636405796532,22.1279307753705,22.2528437192348,22.0579375481939,21.8390786924728,21.3520729833869,21.5984711928714,22.4508973573752,22.3676129916857,22.4496139613764,21.9301381896532
"1252","sp|Q12840|KIF5A_HUMAN",9.72008738027363,11.4008198656924,12.4865775478558,11.4440054041034,15.3257502147043,17.3243740814565,12.1068499432345,11.887372646424,14.2726120003488,12.7073128783377,12.4979670666758,12.6888555702971,10.4044239345187,8.14065450170877,12.9773074006308,-26.3042273980509,6.67080847348049,9.7777559504785,10.065117651812,12.5637418828556,15.4203222555153,-14.8897734659207,15.3709366244244,-15.8192364588587,12.8313413834674,14.145965174412,-14.7990455545141,15.5154157625628,15.9624650418771,15.5275072414671,11.7507957076945,9.57069487181125
"1253","sp|P37802|TAGL2_HUMAN",21.6063505954146,20.9310116491487,22.2766207103975,22.2685659411637,21.5725746102981,21.5459975152003,22.5920383576802,22.5344900235445,22.6549127330238,22.5018071422837,22.2520531780249,21.9604681020332,24.1547151642273,24.1552093124191,24.4511785649417,24.1908110959718,24.2907386662531,24.2234742217075,22.154134681444,22.7294705834337,21.8850571172433,22.389525916247,22.2237913439322,22.1426146578989,22.3014125823091,22.1559422580085,22.2160376101358,22.1771538409345,22.5211638524375,22.8066768293887,22.9926173134466,23.2466998952031
"1254","sp|Q9H0R4|HDHD2_HUMAN",19.7141346728815,19.4530869125841,21.9758483591228,21.8810707237956,22.4431968594001,22.3094054692624,21.7075296947538,21.7157147986645,22.0652227350536,22.1499058974672,21.8736735111594,21.4354188695378,20.4403480481335,20.3860060999108,20.8959549243389,20.6630028903533,20.7297725106813,20.6638355450744,21.3477487024652,21.4944984932102,21.6194646863849,21.6335548200084,21.6335477717808,21.8671822008403,20.545384333028,20.5031403755681,21.9943560281021,21.4038498568299,21.488735622557,21.5227659293927,21.0332747932283,21.2329329957434
"1255","sp|P26196|DDX6_HUMAN",22.0033348449773,22.7922953156124,21.859241384068,21.9300779444338,22.3013152554865,22.2878141132073,22.1874516103933,22.0022283951122,22.0404410046863,21.9263605022813,22.1756031753359,22.0922861131379,22.6938945966015,22.6353114723395,22.5229600932364,22.4260951645632,22.4640981780326,22.3899046424573,21.9047178624413,21.8673219859441,21.7891558726795,21.8306857266867,21.6760024741248,21.6920364782399,21.8704854727478,21.9630918407459,21.7661150773567,21.8953183758395,22.4570640305206,22.3895367306023,21.7532313248822,21.9382401439434
"1256","sp|P04003|C4BPA_HUMAN",24.960307963052,25.2969168022187,22.1979940677486,22.0523096714308,21.084928397954,21.2568435549218,20.8017407611438,20.8090569180017,20.5328611606521,20.5396714289739,22.1223468242195,21.964007458821,24.5590423564823,24.715827550178,20.1882665112365,20.4281170867384,19.673111691806,19.8289754142835,20.4844899572184,20.4468691849254,20.4431044159297,20.4199273220723,20.2710576746846,20.3742354069162,19.7380151268834,19.8589988218849,20.5814088177581,20.532094700648,21.0319867763473,21.0593119521676,20.1812904519421,20.3619785430229
