"0","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","LogFC","Zstatistic"
"sp|P07108|ACBP_HUMAN","22.4017282153662","22.6610571778037","23.3259487249443","23.1816803085138","24.6069182688052","24.8017519534586","22.5841187304752","22.5689010108927","23.084579846987","22.9312281217596","25.3456842766318","25.2982293258214","23.9993911920749","23.6847658607891","23.2955704347502","23.3991802404217","22.958771544426","22.9900108550331","23.6339811718292","23.7191054599792","23.5764522080013","23.6109398692287","23.6251396605856","23.7660214718335","24.0690229038965","24.1721563667413","23.6132286195981","23.5691562280613","23.9327718375747","23.9168213532114","23.9358532505899","23.9961224893968",0.164169652255743,0.471283033405899
"sp|P30531|SC6A1_HUMAN","20.779587887437","20.1016989222269","23.5295871980035","23.3896154418464","19.8104878130496","20.074262841316","24.1533731926722","24.1048587540698","23.6952044596302","23.7375625304627","21.3141127421733","19.3782755668308","22.1218692032918","22.6119558360962","22.1673446750242","22.1323824893845","21.9704123982708","21.9500981071418","23.4710166729039","23.4679666405442","23.7759080465294","23.7293939783459","23.2732180541799","23.3311186612752","22.1358976358569","21.3062103422141","23.5259449983256","23.771720657406","23.7765057049107","23.6918348275275","22.1806824454275","22.0178772071154",1.50529887134587,2.66998451255961
"sp|O75348|VATG1_HUMAN","21.1908810895854","18.1522736446564","16.8753626059502","16.5691783068929","16.8165402027377","16.7713139004377","16.8789962894275","16.3403353575002","17.2601647027766","17.178038523245","19.7769881058488","19.8176642522044","15.3155021588434","19.5949263054453","19.5226347167909","21.0356795801928","20.6639736434231","20.6655026834818","20.4693298634768","20.1994782601188","20.6102372279909","20.3776081011137","20.8061934873238","20.6641543126392","17.1152003580895","16.6144679099599","16.5841186140763","16.600939667858","21.2390038648165","21.4254138027847","18.6848663862418","15.9062312583231",1.1120437057899,1.22161330196908
"sp|Q92734|TFG_HUMAN","22.8312035541094","22.4369947983226","22.3293791494662","22.2928886041398","23.1482134810801","23.1067963227938","22.5704068049946","22.6227025526405","22.8197171746803","22.7943778166801","22.6752507885145","22.6456607138187","22.1550864359419","22.2930983221513","22.3752719887717","22.4738123019787","22.2702936311344","22.271610754424","22.8182165668781","22.8378334865113","22.7397997182736","22.6629202621021","22.8624101225645","22.7632360812421","22.8187085898117","22.8134007501849","22.3599135069271","22.5339329596207","23.1585219863085","23.0179207371787","23.0599979651035","22.8240830484051",-0.0293943334567756,-0.216393994939042
"sp|P23763|VAMP1_HUMAN","19.7151330648625","20.1314837413818","23.8274385682408","23.7070101283884","22.8421613824381","23.0110389462434","24.7318904932764","24.7568266315908","24.0100385675538","23.9575643064154","22.7938277559719","22.7906952923149","21.439109992984","21.4009967753312","18.6396670630623","18.4896493771456","18.583736575863","18.6410890668708","23.4933462563312","23.6197197796863","23.7124380632361","23.827095633312","22.8986061136573","22.668136021121","22.95708922373","22.8580822572627","24.4005165591131","24.4341121910413","24.3835076825406","24.4283915372939","23.2306512432933","23.3396537681201",0.497809508162363,0.560801982142451
"sp|Q9NR31|SAR1A_HUMAN","21.2448555151815","21.3104522809616","21.3033577641609","21.199439439461","20.8560565588198","20.9317880747077","21.6180315690924","21.4685555327877","21.4043809953696","21.503816164931","22.1356059200071","22.0423680881854","21.8425354105578","21.8054355606006","21.5682996007336","21.2670732676026","21.1291570976461","21.2539835204158","20.9357563085766","21.3341843288688","20.9534643087927","21.1820967878773","21.0635754607422","20.9058078937926","22.0712833559926","22.0160206503771","21.4361024473074","21.4469819880723","21.5781371220343","21.6908407022004","21.7802587273554","21.8078996011714",0.365930391004908,2.30643211234107
"sp|P13716|HEM2_HUMAN","23.7166750500643","23.4389534833652","22.8835779628827","22.7504133986798","23.9107003601197","24.0942244514021","22.5607312205727","22.5374044789781","22.5738142066541","22.5832740068626","22.8418073443497","22.9403520067431","23.1264429800523","23.169766326804","21.7974851766992","22.1613881614105","21.8026516961366","21.8394682110997","22.642873081283","22.6356003726794","22.7676765962077","22.7117019145866","22.932618986916","22.7112881501817","22.4825241018342","22.964027689744","22.7024999414687","22.7545558740789","22.7428404267113","22.7748979061817","22.9156090778227","22.9235187141394",-0.838186759967576,-4.30778466134419
"sp|P52790|HXK3_HUMAN;sp|Q2TB90|HKDC1_HUMAN","23.9562707260868","23.9493557305034","23.8716081346866","23.9006221880729","24.3563336295194","24.487048203361","25.3020536240641","25.47639359956","23.5278828240132","23.5867374716917","24.9252891622999","24.9154018167406","22.5792495813294","22.3441496415881","21.4144913289419","21.7748011717411","21.8070452124448","22.2476877276977","25.5811103667249","25.5295304248973","23.2066913944445","23.2937987858922","22.8193979172452","22.8613665413571","24.8378151873727","24.805305794767","23.6587020430261","23.5540794636022","26.0463540265957","26.0836361740337","23.6023022575712","23.6695832968172",-0.192930235270811,-0.337967704915442
"sp|Q9NRV9|HEBP1_HUMAN","21.7912832016153","22.3111080284305","22.0740187217049","22.1017988977002","22.7974214184609","23.0224364643818","21.443898231436","21.4585022437954","21.7942014836316","21.9696732991253","21.9870636208529","21.9626909113555","21.3171657403781","21.3519239134296","22.5659576647727","22.5284797222874","22.1353690512586","22.3218433319397","21.3732769093076","21.517698675398","22.1233689569967","22.0957093061621","22.4166807485586","22.3495235592618","22.2535396730676","22.4144298910391","21.7836080823359","21.8228322294045","21.8288461726014","21.6479252303464","22.212548574518","22.0473435291857",-0.408561283007208,-2.22323056901823
