"0","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","LogFC","Zstatistic"
"sp|Q99963|SH3G3_HUMAN","2118195.72154015","2135133.26150387","6809137.8615339","6896353.87006907","1332420.58634585","1093177.18099003","8192790.70462027","7946735.75254308","12312834.5343362","11344871.9320724","5012958.65366972","4934689.62399437","1204051.96020475","1260009.75793758","558726.863706181","561601.169810172","661604.883376977","762712.895958272","8325207.90674934","8475882.20493978","8360851.50441569","8549869.59843426","6701794.36238947","7228161.92592086","2970881.09902104","3134040.31940425","8416431.24670285","8052416.56356394","8788885.03004295","9817893.9701549","1899518.3235681","2161623.63742888",-2.03666228346762,-0.0201598616332922
"sp|P20042|IF2B_HUMAN","6681474.7004306","9175094.01237498","1508989.71281325","1699159.77754057","2271142.41067974","2433282.2119519","1603807.03095937","1871672.42709662","1284809.46072323","1702029.86949475","2828010.04260916","3058873.1883005","3689223.92223919","4114693.25947505","10767174.9227093","11235319.3626221","10600018.9036067","11521296.5723608","3175951.16862672","2779544.5802056","2394903.70215189","2340888.99659941","2515989.57856473","2412077.40245225","8149052.22279974","7470031.67982272","1441882.70141867","1324679.19688614","1772608.99731722","1754137.32731975","6203094.7391402","5835079.8262036",2.12607659975723,0.0212166130363349
"sp|O95861|BPNT1_HUMAN","1653274.2512684","1442879.29247588","1953758.27127498","1851736.85896777","2779322.46794767","2712249.71839345","1730123.54106467","1670006.30771603","2530978.90520396","2434835.51940875","3427551.32542876","2446323.29932638","2912201.34222936","3592909.43791424","12112573.6705732","11507771.5315483","12018859.6314302","11098496.6981457","3212565.21877879","3235384.30081764","3918589.29036404","3646846.92173282","5036600.2085536","4682495.41817745","5112408.0054042","5349825.20121896","2348959.93809342","2663917.00232581","2156610.11378632","2622937.94026081","6952745.12514977","5542154.40696022",0.00565243078997298,5.35814807802379e-05
"sp|Q9Y678|COPG1_HUMAN","9697780.95394963","12430020.2452424","1780444.76671752","1650634.20644061","2362357.39431626","2599271.1754812","2051418.07712711","2122894.22491908","2007774.61861355","1869097.5714159","3637831.5460298","3810182.16031923","5032042.76199775","4631041.57485133","7873844.84745223","7563644.06418001","7367811.65436715","7421511.24835294","2126925.08965954","2204041.58418174","2097388.19383219","2177621.02635546","2065717.04625418","2264489.41075721","11522520.7969167","11735902.7801467","1950478.0569109","1819178.38375616","2173745.02705577","2174311.79670313","6583149.70890161","7395450.83022842",2.02919838752025,0.020255752463863
"sp|Q9UHX1|PUF60_HUMAN","2506089.9548448","3420901.05020933","1108949.71447344","1059159.8368798","818537.594010731","770807.582113428","1191694.72586683","1257836.45176222","975199.364327036","1040036.46605745","2821350.85044961","2605873.08390679","3010162.9310731","2891148.16048412","12353761.6094836","11706486.6575031","11254023.1094301","12155496.3836834","1431836.99304467","1407769.48606505","1215118.58241727","1204726.52120326","1428674.6983648","1460952.96532864","7155453.78406716","6377286.649431","1158165.80835801","1163062.13799102","820693.3032573","889087.746107258","3920942.05935405","4193216.68965093",0.538504992199716,0.00559795994663424
"sp|Q9Y697|NFS1_HUMAN","1742607.69822742","1601403.00130684","3723223.16566632","3703597.4487408","3283640.34446625","2995372.62829206","4680022.32141472","5123732.53942269","5255383.35386694","5305271.49414554","4165178.88135793","3784175.92296329","1887488.82825538","1757163.36110483","3767415.61078009","3738549.59536002","4430752.17591092","4406258.2732147","4479209.18408246","4207058.22986692","5416687.62961123","5089593.34784948","3916180.87707177","4596387.0150498","2654941.64433618","2893378.49859551","6038908.29565684","5368277.70904262","6385137.30267647","6006471.69263931","4149657.77328083","3281877.99250993",3.23894867616937,0.0323099253577143
"sp|Q92896|GSLG1_HUMAN","3312690.52255854","2553146.83323455","1029357.93546612","1074655.72755696","1119983.94071508","1210187.32351156","1582896.06936392","1642655.50550245","1134614.41058332","1085852.96123806","1693892.02263043","1322014.45556279","1230759.22558985","1294235.18948186","4606197.11105265","4309745.52775294","5517077.29210049","5788263.53289772","1444674.72151527","1390198.58941991","1271794.24813874","1397243.00313677","1186070.84269406","1257182.81333727","3693986.514666","3924353.18254908","1092849.58725559","1206231.49440103","1545062.90596774","1506959.04915747","3574712.31010506","3378082.89036734",1.84591922516044,0.0186096193161284
"sp|P21964|COMT_HUMAN","3622518.07574847","4196125.65276495","2232449.42550215","2114468.50838617","649437.753412502","555023.624145425","3855465.46778507","3891395.54623809","1688707.67519477","1536969.14806537","831758.719894164","601495.881405873","3123656.90866482","2286172.19812401","4056196.13483957","4173831.24691496","5814769.1309586","5806762.71965113","6142379.00436994","5938192.92202368","3924418.26004133","4006392.91453982","7177182.12508162","8230085.36119701","608453.053317681","449942.28485818","1923745.19312888","1568556.33726792","359862.734692375","518775.334899468","14666458.0462066","14159286.0971952",0.394609550244411,0.00409430402160926
"sp|P16435|NCPR_HUMAN","5649610.99516953","5270153.72166118","1725458.33801602","1815163.06215296","1280292.37941605","1588223.97089252","2210986.19305841","2289286.12107062","1750673.87310748","1620890.71549762","2858554.77374576","2603377.42294851","4147636.92540298","3927890.72399169","6035268.71470364","6491037.57369796","7607649.07236135","6929154.85449126","2173693.02329165","2154367.39346399","1819545.86427169","1524281.80444092","1653813.3834488","1795977.94997958","8039804.08480771","7327778.38838393","2001424.48127124","1765461.99487813","1273600.78029337","1442524.9651181","5954677.85488926","6053727.66249915",0.866421868549422,0.00866656067805574
"sp|Q9UHC6|CNTP2_HUMAN","1915669.06343558","2490853.97847026","2907398.49812458","2810058.55788915","2871073.84942565","3261418.68109473","5513119.35783547","5699100.10725256","5061032.31467377","5501685.69977776","3048785.97214937","2862859.70041492","757755.372618231","773894.253108994","1796215.34811999","2240075.36200808","2183707.26528659","2060192.15625627","3255100.38675263","3728220.58136458","4564044.65473299","4598094.66255042","3457623.71710392","3153702.81032806","1656116.93799264","1592607.36206895","4992798.1971966","5095314.43570147","4195235.71567014","5140302.60569823","2064564.8499194","1862075.04994736",-0.694778011235314,-0.00744729343812489
"sp|P48444|COPD_HUMAN","5210361.96258635","4295377.61085361","1045551.4096863","1247727.50356533","1567501.49199263","1278211.51823877","1435681.5273765","1504293.86116749","1514619.35899993","1667307.61812195","2462679.62972934","2182280.72534332","3038401.92033301","4535092.50727872","6352868.32855414","6615288.66567372","5827209.47451533","6306217.36424805","1744145.28495499","1773415.45660104","1811483.66567856","2091563.47729893","1989763.60761067","1937202.58709922","4331430.7051692","4611122.65529973","1295164.23706842","1538635.3270296","1169255.39440651","1318618.93241065","5018497.24374617","4515942.96229142",-1.05046041439183,-0.010626208527329
"sp|Q9NY33|DPP3_HUMAN","5304130.67617423","6130228.9097141","1244219.90702281","1485538.47395217","2741936.24742245","2140486.7619659","1601318.15968596","1739312.77177993","1603547.11722539","1827099.0157448","3444869.86903371","2923487.3128366","2989631.07906639","2575577.26131273","4851909.14327005","4769634.87884053","5486731.33341163","5019791.2186838","1613101.21178196","1540965.80975918","1731066.79345517","1715755.50331192","1708981.84502677","2035826.54616066","6132040.35957037","6523247.05232127","1375713.38513902","1435319.29583359","1238583.29046995","1274716.0593533","6728503.70053925","6138376.37792524",-1.64984677256379,-0.0159393578638005
