"","DE","Normalisation","Threshold","Go_BP","Go_MF","Go_CC","Total","DEs"
"139","QM","VSN-G",1e-06,53,5,10,68,184
"151","QM","VSN-G",4e-05,43,3,12,58,239
"150","QM","VSN-G",3e-05,42,3,12,57,234
"144","QM","VSN-G",6e-06,42,3,10,55,210
"145","QM","VSN-G",7e-06,42,3,10,55,210
"149","QM","VSN-G",2e-05,41,2,11,54,228
"141","QM","VSN-G",3e-06,39,4,9,52,200
"155","QM","VSN-G",8e-05,39,2,11,52,249
"142","QM","VSN-G",4e-06,38,3,10,51,205
"143","QM","VSN-G",5e-06,38,3,10,51,208
"146","QM","VSN-G",8e-06,39,2,10,51,214
"156","QM","VSN-G",9e-05,35,3,12,50,251
"157","QM","VSN-G",1e-04,35,3,12,50,251
"154","QM","VSN-G",7e-05,35,3,11,49,248
"152","QM","VSN-G",5e-05,32,3,12,47,242
"147","QM","VSN-G",9e-06,35,2,8,45,217
"148","QM","VSN-G",1e-05,35,2,8,45,218
"153","QM","VSN-G",6e-05,28,3,12,43,243
"140","QM","VSN-G",2e-06,22,4,8,34,189
"159","QM","VSN-G",3e-04,1,0,13,14,272
"158","QM","VSN-G",2e-04,1,0,12,13,261
"160","QM","VSN-G",4e-04,0,0,13,13,275
"168","QM","VSN-G",0.003,0,1,10,11,310
"30","QM","None",0.003,0,5,5,10,188
"162","QM","VSN-G",6e-04,2,1,7,10,283
"163","QM","VSN-G",7e-04,2,0,8,10,286
"31","QM","None",0.004,0,5,4,9,193
"167","QM","VSN-G",0.002,1,0,8,9,300
"169","QM","VSN-G",0.004,0,0,9,9,314
"32","QM","None",0.005,0,4,4,8,201
"161","QM","VSN-G",5e-04,0,1,7,8,281
"165","QM","VSN-G",9e-04,0,0,8,8,290
"166","QM","VSN-G",0.001,0,0,8,8,290
"170","QM","VSN-G",0.005,0,0,8,8,320
"172","QM","VSN-G",0.007,0,0,8,8,326
"173","QM","VSN-G",0.008,0,0,8,8,328
"174","QM","VSN-G",0.009,0,0,8,8,329
"175","QM","VSN-G",0.01,0,0,8,8,330
"36","QM","None",0.009,0,3,4,7,212
"37","QM","None",0.01,0,3,4,7,216
"164","QM","VSN-G",8e-04,0,0,7,7,288
"171","QM","VSN-G",0.006,0,0,7,7,324
"20","QM","None",2e-04,0,6,0,6,153
"21","QM","None",3e-04,0,6,0,6,157
"2","QM","None",2e-06,0,5,0,5,107
"8","QM","None",8e-06,0,5,0,5,123
"9","QM","None",9e-06,0,5,0,5,124
"10","QM","None",1e-05,0,5,0,5,127
"11","QM","None",2e-05,0,5,0,5,132
"12","QM","None",3e-05,0,5,0,5,135
"22","QM","None",4e-04,0,5,0,5,161
"6","QM","None",6e-06,0,4,0,4,119
"7","QM","None",7e-06,0,4,0,4,119
"33","QM","None",0.006,0,0,4,4,205
"40","QM","None",0.04,0,1,3,4,263
"3","QM","None",3e-06,0,3,0,3,112
"4","QM","None",4e-06,0,3,0,3,115
"5","QM","None",5e-06,0,3,0,3,115
"34","QM","None",0.007,0,0,3,3,208
"35","QM","None",0.008,0,0,3,3,209
"39","QM","None",0.03,0,0,3,3,249
"41","QM","None",0.05,0,0,3,3,267
"42","QM","None",0.06,0,0,3,3,269
"38","QM","None",0.02,0,0,2,2,238
"43","QM","None",0.07,0,0,2,2,275
"44","QM","None",0.08,0,0,2,2,279
"45","QM","None",0.09,0,0,2,2,281
"46","QM","None",0.1,0,0,2,2,284
"177","QM","VSN-G",0.03,0,0,2,2,356
"178","QM","VSN-G",0.04,0,0,2,2,361
"179","QM","VSN-G",0.05,0,0,2,2,368
