"","V1","V2","V3","V4","V5","V6","V7"
"1","0",1,1,1,2,2,2
"25","sp|P02647|APOA1_HUMAN",80005228758.1699,84469966996.6997,73626190476.1905,32751971326.1649,43546511627.907,26818214936.2477
"26","sp|P00751|CFAB_HUMAN",21819607843.1373,23730693069.3069,13884523809.5238,7670250896.05735,9041085271.31783,7265865209.47177
"27","Int_P01008ups|ANT3_HUMAN_UPS",5091241830.06536,5904422442.24422,4076190476.19048,1388315412.18638,2563023255.81395,1598178506.37523
"28","sp|P01009|A1AT_HUMAN",127980392156.863,104104290429.043,68403571428.5714,1687455197.13262,7166511627.90698,9589071038.25137
"29","sp|P02675|FIBB_HUMAN",34267973856.2091,53676567656.7657,39997619047.619,25005017921.147,28035658914.7287,17540983606.5574
"30","sp|P06681|CO2_HUMAN",1636470588.23529,1638547854.78548,1115857142.85714,889749103.942652,846046511.627907,766346083.788707
"31","sp|P00734|THRB_HUMAN",10532156862.7451,11921848184.8185,8687380952.38095,3359569892.47312,4852325581.39535,3586156648.45173
"32","sp|P02679|FIBG_HUMAN",35806535947.7124,54665346534.6535,42672619047.619,31524731182.7957,25630232558.1395,16605464480.8743
"33","sp|P13671|CO6_HUMAN",1215464052.28758,1339089108.91089,852178571.428571,486293906.810036,502651162.790698,403052823.315118
"34","sp|P22105|TENX_HUMAN",53430065.3594771,42517491.7491749,59869047.6190476,85139784.9462366,59637984.496124,65486338.7978142
"35","sp|P00738|HPT_HUMAN",24756862745.098,42658745874.5875,20508333333.3333,1963584229.39068,6386821705.42636,2221857923.49727
"36","sp|P43652|AFAM_HUMAN",2419738562.0915,2655577557.75578,2509404761.90476,1971254480.28674,1957519379.84496,1761894353.36976
"37","sp|P19827|ITIH1_HUMAN",4391895424.8366,4816765676.56766,3808690476.19048,1541720430.10753,1708682170.54264,1294134790.52823
"38","Int_P06396ups|GELS_HUMAN_UPS",2014117647.05882,2175313531.35314,2076309523.80952,2308745519.71326,2587906976.74419,2206265938.06922
"39","sp|P19823|ITIH2_HUMAN",7846666666.66667,7839603960.39604,6509166666.66667,3512974910.39427,3591550387.5969,2564881602.91439
"40","sp|P01011|AACT_HUMAN",55108496732.0261,53959075907.5908,33883333333.3333,19098924731.1828,41141085271.3178,27363934426.2295
"41","sp|Q15063|POSTN_HUMAN",833620915.03268,929452145.214521,793583333.333333,115053763.44086,282844961.24031,152021857.923497
"42","sp|P02790|HEMO_HUMAN",78326797385.6209,75712211221.1221,67384523809.5238,24237992831.5412,25298449612.4031,18086703096.5392
"43","sp|P02649|APOE_HUMAN",6266143790.84967,3375973597.35974,3413809523.80952,4049892473.11828,4976744186.04651,3765464480.87432
"44","sp|P09871|C1S_HUMAN",765084967.320261,899788778.877888,1034333333.33333,1073835125.44803,1094883720.93023,1029071038.25137
"45","sp|O00391|QSOX1_HUMAN",240575163.398693,210468646.864686,222916666.666667,283032258.064516,263767441.860465,244014571.948998
"46","sp|P03952|KLKB1_HUMAN;sp|P20718|GRAH_HUMAN",931529411.764706,1337676567.65677,1257250000,342093189.964158,329294573.643411,389020036.429872
"47","sp|P24043|LAMA2_HUMAN",23637908.496732,22459405.9405941,33246428.5714286,35973476.702509,39731007.751938,36875045.5373406
