"","V1","V2","V3","V4","V5","V6","V7"
"1","0",1,1,1,2,2,2
"278","sp|P17900|SAP3_HUMAN",2456228.31332607,2629618.64965847,3301830.88605113,14421836.0476738,18835303.2593648,16041854.4150259
"279","sp|Q92496|FHR4_HUMAN;sp|Q02985|FHR3_HUMAN",32625961.1620512,36093997.1198637,6609333.34649001,9497895.58508064,18730662.6857017,39297160.144191
"280","sp|P07359|GP1BA_HUMAN",3361711.29216399,2479512.1243294,6725232.14037197,7966286.82246908,11301181.9556189,10221412.2272301
"281","sp|Q03167|TGBR3_HUMAN",2005856.66563384,1304370.17062664,1637242.56524781,7020712.33530298,11615103.6766083,15826527.5101262
"282","sp|P15151|PVR_HUMAN",14081721.83894,10880008.7012029,8580487.2122104,14828084.9504252,22079161.0429221,24331940.2536635
"283","sp|P01854|IGHE_HUMAN",523479.054974179,2790115.72059254,460329.626460474,19195260.6550025,2324568.05757723,2375734.57480459
"284","sp|Q9UNW1|MINP1_HUMAN",14379223.0045514,4578198.48489634,5243183.56869809,11882780.4054777,16951772.9334284,18625777.273822
"285","sp|Q9BWP8|COL11_HUMAN",1006593.01613767,2574349.76665126,1908326.12023733,8796621.3862023,7917337.55501714,8536824.22545615
"286","sp|P07900|HS90A_HUMAN;sp|Q92538|GBF1_HUMAN;sp|Q14568|HS902_HUMAN;sp|Q58FF8|H90B2_HUMAN;sp|Q58FG1|HS904_HUMAN",11602545.4588449,17183505.8058681,24263220.2255069,5401308.63075664,5607068.1996654,9362330.17268866
"287","sp|P07478|TRY2_HUMAN;sp|Q8NHM4|TRY6_HUMAN",5182428.48818691,4640873.18517868,3199315.17222202,24984307.5192096,117197442.502715,62337138.9684564
"288","sp|O94985|CSTN1_HUMAN",2939352.20845015,1640806.71123202,1125191.77402355,4721855.15325462,7391477.36444701,5613699.11446859
"289","sp|Q9BYE9|CDHR2_HUMAN",464145.949577538,144835.526370776,109776.744192565,4659367.75788789,3545768.62092113,5411207.52983943
"290","sp|P27487|DPP4_HUMAN",1870799.19476116,3280130.16037622,2949854.01716287,4593210.5333706,6165136.59661615,5767511.9804134
"291","sp|P06733|ENOA_HUMAN",2350718.92299796,18651443.4877764,24989043.0527657,4341381.79276039,2746316.90464958,14103912.2709288
"292","sp|Q13332|PTPRS_HUMAN",2378678.45243524,1419050.90838611,2670795.01518467,7494948.38637915,6085765.20838997,4724458.237971
"293","sp|P14780|MMP9_HUMAN",133770.182932405,116902.761073033,14309078.5945297,12952.4976998432,100980.028032452,4005320.08459597
"294","sp|Q9NY15|STAB1_HUMAN",1386313.37400938,538119.651334813,1301735.59513398,3272883.19127522,2382166.53737384,2881041.67990886
"295","sp|Q12860|CNTN1_HUMAN",5080028.94993488,3113024.87351601,1913996.38710711,7148672.93562824,5634679.68167775,8372801.2628766
"296","sp|Q14112|NID2_HUMAN",3891833.9384878,6093726.40336618,5246669.87097178,4560572.05777474,6948516.72623245,9423882.48492423
"297","sp|Q99497|PARK7_HUMAN",827372.825870188,1413715.81408767,5269788.64901752,2308470.4570211,1082663.00373147,3516675.09489927
"298","sp|TRYP_PIG|",6188024244.71731,3531685364.12063,4002394447.45542,5596078635.4002,8005003885.23006,7385712838.05891
"299","sp|CRP_HUMAN|",269734390.154344,196876347.926529,321435823.500306,271171142.586544,497042724.899905,570616297.984143
"300","sp|P01620|KV302_HUMAN;sp|P18135|KV312_HUMAN",88952848.5178113,95847695.7010734,90209408.5307309,447889415.283392,375659659.450665,489868708.646765
