"","V1","V2","V3","V4","V5","V6","V7"
"1","0",1,1,1,2,2,2
"140","sp|P49747|COMP_HUMAN",215192509.792252,122615971.077049,107836534.335586,102577847.944722,74399447.8744911,127042873.890809
"141","sp|Q16363|LAMA4_HUMAN",1282351.73448704,1692258.03319251,5994398.97887444,6944913.08354684,8491940.12634635,3232520.35523964
"142","sp|P21333|FLNA_HUMAN",458069.957429263,1255144.49951275,2541407.33701944,338540.53918141,1072847.08484639,3929864.50492935
"143","sp|P18065|IBP2_HUMAN",110075431.276221,115708029.044539,146201455.204978,89374758.6053027,201956307.169856,244396037.061133
"144","sp|P18428|LBP_HUMAN",418484972.960049,319492319.003578,304845587.448677,153358960.788644,272065491.524159,234706326.340648
"145","sp|P22792|CPN2_HUMAN",291551142.299181,185650942.123701,321435823.500306,304686677.063532,432165569.22876,314377281.153528
"146","sp|P43251|BTD_HUMAN",60591070.7295236,73914979.7478548,68227345.7623229,70077935.7246124,78271149.1000272,75795070.5246862
"147","sp|P26038|MOES_HUMAN;sp|P15311|EZRI_HUMAN;sp|P35241|RADI_HUMAN",16065062.9430161,26854624.6513818,33802605.9551934,17062453.9155578,16323929.4914495,34559968.2363981
"148","sp|P80108|PHLD_HUMAN",60392736.619116,45247020.3129392,55784668.7236014,33413972.2513007,45727930.6907913,58353591.2278124
"149","sp|P12259|FA5_HUMAN",12594216.010883,8599991.90436758,14412767.5698524,12085904.8568534,12452228.2659134,602915333.719095
"150","sp|P02461|CO3A1_HUMAN",128917171.764944,143339797.174578,110947203.595267,188905739.77939,260555028.421214,258392285.879612
"151","sp|P15169|CBPN_HUMAN",134867195.077172,102755637.733583,161754801.50338,110702825.99975,110919008.082926,139962488.18479
"152","sp|Q14515|SPRL1_HUMAN",51170200.4851623,32294629.0019833,36809586.2395511,64492013.3117809,93757954.0021717,65674705.9944014
"153","sp|Q16270|IBP7_HUMAN",38080149.1982603,25127639.1432544,50081775.0808541,91101316.4419961,140218368.708605,128119508.415308
"154","sp|P00742|FA10_HUMAN",37980982.1430565,29272404.3627602,19597216.3359864,36054590.1191846,100350310.142949,96789443.7524047
"155","sp|O00533|NCHL1_HUMAN",12098380.734864,8382304.09187343,14620145.5204978,24781183.0678339,21346677.0272802,30899410.8531036
"156","sp|P11021|GRP78_HUMAN",6098566.14699492,13038740.5863622,13998011.6685617,4323090.25513325,10226650.058128,11304662.507233
"157","sp|P02042|HBD_HUMAN",13982554.7837362,9584769.57010734,655314324.039333,170624539.155578,16114648.3441233,11412325.9596829
"158","sp|P00746|CFAD_HUMAN",171559005.502579,120025492.814858,348394957.084202,943513076.640071,1046405736.63138,748260994.526377
"159","sp|P05090|APOD_HUMAN",2032924631.67796,1122540580.28284,2084148403.98585,2153119184.58229,1684713235.97652,2250166156.20162
"160","sp|P07360|CO8G_HUMAN",652519223.241024,773689507.641097,716490819.479713,610388976.383942,830846154.885316,715961958.791425
"161","sp|Q9UK55|ZPI_HUMAN",60293569.5639122,57854014.5222695,51014975.8587582,38390521.310005,36728841.3557614,55123687.6543173
"162","sp|Q12841|FSTL1_HUMAN",402618244.12744,226235101.564696,317288264.487398,368670879.246874,289854389.046892,343446413.314984
