"","V1","V2","V3","V4","V5","V6","V7"
"1","0",1,1,1,2,2,2
"163","sp|P01880|IGHD_HUMAN",61582741.2815616,113981043.536412,37120653.1655192,393045813.411956,782711491.000272,100772991.493049
"164","sp|P07333|CSF1R_HUMAN",64260251.7720643,56127029.0141421,84299136.9373382,213280673.944472,307643286.569626,273465169.222589
"165","sp|P13611|CSPG2_HUMAN",53252708.6444422,45333369.5883455,37224342.1408418,31078041.0604803,51378521.6686008,67504984.6860487
"166","sp|Q92859|NEO1_HUMAN",6360453.97365638,3509998.15988122,6728271.47887485,9954977.2450677,7169648.30342145,9856551.91066545
"167","sp|Q7Z7G0|TARSH_HUMAN",20428413.3719834,16579060.8780235,33802605.9551934,49765490.5870436,33484983.5722042,74718436.0001878
"168","sp|P35555|FBN1_HUMAN",2194196.45940865,2398782.24475678,4142109.17324559,7764229.28633673,7283971.32063952,7064560.4917902
"169","sp|P02652|APOA2_HUMAN",9728288115.49307,7477847250.19185,7807779841.79775,6550763556.86594,6006368928.26412,4446500586.17832
"170","sp|P19652|A1AG2_HUMAN",5107103342.99585,7218799423.97273,5578466872.36014,4103113917.7889,5891264297.23467,4651061145.83302
"171","sp|P01859|IGHG2_HUMAN",25188432.021766,10361913.0487647,13479566.7919483,49156117.2329165,118243848.239346,344523047.839483
"172","sp|HBA_HUMAN|;sp|P69905|HBA_HUMAN",117017125.140488,116571521.798603,5153342073.53716,2559368087.33367,72411276.9748915,144269026.282783
"173","sp|P49908|SEPP1_HUMAN",120983807.34864,90666739.176691,90624164.4320216,168593294.641821,186260221.120386,171184889.395243
"174","sp|P05362|ICAM1_HUMAN",18246738.1574997,13470486.9633941,15138590.3971112,49460803.90998,141264774.445236,113046625.07233
"175","sp|P13647|K2C5_HUMAN",2593134.02804018,13729534.7896132,7941340.79280487,29249920.9980991,120336659.712609,49525188.1269257
"176","sp|P36222|CH3L1_HUMAN",38873485.6398908,40325111.6147759,37016964.1901965,83382587.2897199,144403991.65513,82470204.5765762
"177","sp|P06276|CHLE_HUMAN",39567655.0263174,33071772.4806406,47074794.7964964,35851465.6678089,39554136.8446662,49632851.5793755
"178","sp|P12955|PEPD_HUMAN",7216304.69519314,6356175.03448919,7763201.51668938,21429629.6201351,14440399.165513,22071007.7522169
"179","sp|P00740|FA9_HUMAN",53847710.975665,77109902.9378906,39712877.5485861,35546778.9907454,69690622.0596499,43819025.1470842
"180","sp|P05154|IPSP_HUMAN",21023415.7032062,34367011.6117362,31936204.3993852,26304616.4531516,35682435.6191301,22716988.4669159
"181","sp|O95445|APOM_HUMAN",345101352.109234,203784289.959039,283070902.630914,132030893.394197,87584160.1560465,96251126.4901555
"182","sp|Q9NZP8|C1RL_HUMAN",32824295.2724588,26077481.1727245,24263220.2255069,63781077.731966,31392172.0989414,33160343.3545502
"183","sp|Q9Y279|VSIG4_HUMAN",36394309.2597957,43174637.7031862,51326042.7847262,99530981.1740871,158007266.231338,215326904.899677
"184","sp|P35442|TSP2_HUMAN",14676724.1701628,11139056.527422,6617700.53975946,12999964.888044,11510463.1029452,15288210.2478771
"185","sp|LYSC_HUMAN|",84886999.2544553,72274343.5151337,468674168.45851,234608741.33892,231255667.795535,281001610.894078
