"","V1","V2","V3","V4","V5","V6","V7"
"1","0",1,1,1,2,2,2
"48","sp|P01042|KNG1_HUMAN",9105490196.07843,12331485148.5149,10419761904.7619,4510107526.88172,5200697674.4186,5036211293.26047
"49","sp|P00736|C1R_HUMAN",2839346405.22876,1921056105.61056,2382023809.52381,2247383512.5448,2065348837.2093,2159489981.78506
"50","sp|P24821|TENA_HUMAN",79445751.6339869,66248184.8184818,74900000,30374193.5483871,41141085.2713178,43891438.9799636
"51","sp|P01871|IGHM_HUMAN",1860261437.9085,1737425742.57426,1783333333.33333,3597347670.2509,5855968992.24806,8965391621.12933
"52","sp|P04003|C4BPA_HUMAN",3944313725.4902,4294125412.54125,4636666666.66667,1817849462.36559,1733565891.47287,2042550091.07468
"53","sp|P23142|FBLN1_HUMAN",444784313.72549,468963696.369637,369404761.904762,593677419.354839,554906976.744186,593275045.537341
"54","sp|P04196|HRG_HUMAN",5888496732.02614,7189834983.49835,4101666666.66667,1917562724.01434,2621085271.31783,1832058287.79599
"55","sp|P07358|CO8B_HUMAN",1496601307.18954,1582046204.62046,1010130952.38095,474021505.376344,602186046.511628,467759562.84153
"56","sp|P05155|IC1_HUMAN",16504575163.3987,18645544554.4554,12865476190.4762,10815053763.4409,15510852713.1783,11148269581.0565
"57","sp|P05156|CFAI_HUMAN",2056078431.37255,2415445544.55446,1681428571.42857,943440860.215054,1302248062.0155,990091074.681239
"58","sp|P25311|ZA2G_HUMAN",8084444444.44444,9562904290.42904,7808452380.95238,4487096774.19355,7572945736.43411,4350163934.42623
"59","sp|Q86VB7|C163A_HUMAN",117630065.359477,120772277.227723,177059523.809524,292236559.139785,454542635.658915,448269581.056466
"60","sp|P02748|CO9_HUMAN",5384967320.26144,5099273927.39274,4330952380.95238,1541720430.10753,2057054263.56589,1987978142.0765
"61","sp|Q15582|BGH3_HUMAN",292326797.385621,320646864.686469,235654761.904762,96645161.2903226,170868217.054264,126295081.967213
"62","sp|Q9NR99|MXRA5_HUMAN",35386928.1045752,27827062.7062706,22164285.7142857,15417204.3010753,20985271.3178295,26818214.9362477
"63","sp|P36955|PEDF_HUMAN",2195947712.4183,2062310231.0231,1859761904.7619,2.14e+09,2919689922.48062,2112714025.50091
"64","sp|P05546|HEP2_HUMAN",2014117647.05882,2486072607.26073,1757857142.85714,611318996.415771,509286821.705426,521551912.568306
"65","sp|K1C9_HUMAN|;sp|P35527|K1C9_HUMAN",100845751.633987,61728052.8052805,32991666.6666667,49089605.734767,43878294.5736434,73516211.2932605
"66","sp|P01876|IGHA1_HUMAN",5958431372.54902,4039867986.79868,4381904761.90476,21476702508.9606,17418604651.1628,19022222222.2222
"67","sp|Q12805|FBLN3_HUMAN",579058823.529412,533940594.059406,619071428.571429,859068100.358423,790472868.217054,935519125.68306
"68","sp|P04264|K2C1_HUMAN",115951633.986928,169504950.49505,137571428.571429,115820788.530466,260449612.403101,224524590.163934
"69","sp|Q08380|LG3BP_HUMAN",253163398.69281,177980198.019802,326095238.095238,256953405.017921,294457364.341085,218287795.992714
"70","sp|P07225|PROS_HUMAN",441986928.104575,385623762.376238,494238095.238095,349763440.860215,259620155.03876,352378870.673953
