"Protein","S0","S0.1","S0.2","S0.3","S0.4","S0.5","S1","S1.1","S1.2","S1.3","S1.4","S1.5","S1.6","S1.7","S1.8","S1.9","S1.10","S1.11","S1.12","S1.13","S1.14","S1.15","S1.16","S1.17","S1.18","S1.19","S1.20","S1.21","S1.22","S1.23","S1.24","S1.25","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","QM_fdr","QM_FDRup","QM_FDRdown"
"sp|O75170|PP6R2_HUMAN",34838.7157,47252.0703,824105.8293,1579767.485,261036.0569,260559.7561,712137.9093,721155.6567,620040.6899,595958.5016,728623.8021,592241.2843,801324.7148,694668.3032,114451.1655,99888.3382,108131.338,135750.0616,695623.1399,640930.7344,489086.5485,473618.4495,502671.7265,583318.147,238860.583,249872.7742,1165620.484,1200607.206,230836.4252,191032.2221,279161.5418,314285.1096,0.583,1.3998,0.995003,0.838856,0.796759,0.994690385082728,0.992032588097233,0.793027526936964
"sp|O00303|EIF3F_HUMAN",1978973.365,1440789.69,2908292.443,2673165.37,1055851.911,1075570.82,2200797.123,2111512.87,1158364.626,1268814.593,4636330.382,4355599.309,4468460.706,3582227.868,4998870.375,4163929.724,6211416.776,6220933.406,2046372.283,2124162.263,1179244.798,1145241.785,1542266.726,1521053.792,4561838.243,4221731.684,2116458.876,2445908.405,643712.2894,708576.0087,2961722.08,3066193.564,0.379,1.3991,0.995077,0.83896,0.796676,0.99476836103625,0.992110726248002,0.792942975631934
"sp|P16870|CBPE_HUMAN",801738.9061,870123.4377,11400000,11800000,1115149.945,1209979.261,10100000,9987443.57,4850108.281,4923216.977,14400000,12700000,2676365.414,2176396.384,857039.2764,795801.0099,1167624.264,1124287.982,10200000,9627158.478,3999890.492,3966736.91,5312728.505,5674234.999,4331296.56,4520517.494,9794616.595,10500000,3104666.866,3420570.979,1911591.247,1573912.242,0.602,1.3974,0.995254,0.839214,0.796473,0.994954617971437,0.992297386596712,0.792737154894675
"sp|Q9NSE4|SYIM_HUMAN;sp|Q58F21|BRDT_HUMAN;sp|O60287|NPA1P_HUMAN",5440721.6,6287815.029,14400000,15400000,5139775.327,6359287.326,1.2e+07,12300000,6780741.363,7097422.969,2e+07,16800000,9196984.267,7716608.246,12500000,10800000,17900000,20600000,1.8e+07,18300000,8526032.812,7790035.239,11700000,12400000,6852980.967,8732244.428,13100000,15300000,4232966.218,4344131.644,9660028.49,8770049.01,0.313,1.3967,0.995326,0.839319,0.79639,0.995030258348932,0.992373195753521,0.792652208074615
"sp|Q9Y3E5|PTH2_HUMAN",835886.7152,274918.6281,986669.4775,1176474.047,718522.0209,800939.1168,962109.038,983988.9665,444312.1607,423979.087,3368016.791,2523782.724,1136252.894,871502.8924,3037087.444,2678495.792,4769313.002,4545338.891,2137660.133,2101202.964,674147.5811,638688.8203,1099070.304,1134598.789,1067619.311,1164827.664,708698.6829,767781.2503,253212.9297,261613.2938,1622328.456,1113422.725,0.467,1.3961,0.995387,0.839408,0.796318,0.99509457189535,0.992437655378817,0.792579304503309
"sp|O00487|PSDE_HUMAN",1091001.826,1101853.674,3425254.588,3643627.232,628911.8035,696809.0397,1945757.303,1867772.343,1135454.283,1264434.295,6151097.833,5234488.374,3359517.007,2890231.712,3406041.061,2588184.854,3781122.05,3279027.279,2629621.303,2562614.661,1164048.928,1157996.079,1644398.447,1804320.067,1388391.582,1918666.866,1906306.869,2310082.864,797946.6098,767459.2983,1806916.478,1518791.752,0.37,1.3958,0.995417,0.839453,0.796282,0.995126548268112,0.992469705279335,0.792542820917536
"sp|Q13201|MMRN1_HUMAN",1299442.112,1024499.522,151017.5686,103210.9972,5399.2868,2157.7556,99570.0668,61849.4037,28903.6681,31456.357,74414.6413,46966.32,153745.6246,234113.8093,36211.4973,41648.1028,14608.8377,47692.5183,70889.4837,30376.6773,19639.4332,49038.9227,25326.3454,26425.2289,14123.447,7036.4168,66419.7042,37991.5285,8979.2977,8478.4189,8410.3208,18665.1882,-0.911,-1.3952,0.084638,0.844213,0.027851,0.078489682200356,0.0776859719739868,0.0253815139883947
"sp|P19623|SPEE_HUMAN",1893456.692,2014768.178,4397484.109,4196150.717,2408700.102,2568082.867,3201356.428,3032175.283,1951110.446,1945780.834,12600000,10100000,7304188.22,6119476.823,5403283.441,5391507.895,7225699.951,7222593.557,4402959.17,3993444.021,1977816.972,2125876.743,3290079.447,3412592.018,6046773.087,7072579.441,3708513.011,3923300.15,1087092.704,1251889.314,7761022.345,7938923.653,0.402,1.3938,0.995617,0.839751,0.796043,0.995336335777416,0.992679992998648,0.792299057818635
"sp|Q06210|GFPT1_HUMAN;sp|O94808|GFPT2_HUMAN",2503649.107,2001472.67,2770030.323,2800477.965,2311082.433,2234146.296,2701096.967,2797460.372,1123070.909,1001723.107,11100000,8286305.845,7075383.827,4422549.043,7201267.964,6311819.122,11200000,11700000,4600599.696,4861349.261,1391551.118,1296912.992,1900988.063,1995438.294,9304356.687,9839925.608,2501534.134,2896602.413,1548566.494,1495936.664,11300000,11400000,0.506,1.3931,0.995686,0.839855,0.795959,0.995408548508095,0.992752383942906,0.792213519314402
"sp|O75781|PALM_HUMAN",2986091.313,4784876.232,1.65e+08,1.7e+08,5571812.246,6304095.077,89600000,88300000,59100000,63300000,1.09e+08,87400000,23500000,20400000,6336292.97,5164023.21,7629444.218,6891686.721,1.07e+08,1.07e+08,47700000,49800000,55800000,62100000,13600000,15200000,1.14e+08,1.13e+08,28900000,30700000,16800000,16900000,0.816,1.3912,0.995869,0.840137,0.79573,0.99560112774232,0.992945456490151,0.791980765742459
"sp|P41218|MNDA_HUMAN",3925951.426,4290519.233,630233.9388,614342.8159,540792.4717,514563.3534,692424.2677,660020.8829,187518.5523,196954.7874,2027883.283,2204708.385,2451498.573,2176066.903,1318823.88,1331571.536,1400758.077,1228544.227,699338.9028,784101.5756,234226.5131,280757.3699,490731.145,448627.2197,781709.9947,790508.9075,267048.6276,286920.5169,503263.0787,476251.5965,885439.1839,987040.5917,-0.472,-1.39,0.085669,0.844413,0.028227,0.0794711526721817,0.0786520351469933,0.025733339787785
"sp|P26038|MOES_HUMAN",26200000,35200000,22100000,23200000,15400000,12600000,19400000,18100000,11800000,12500000,75100000,78100000,47200000,47900000,60600000,6.5e+07,1.09e+08,1.16e+08,53300000,59700000,24600000,27400000,42800000,48900000,27300000,27900000,22100000,26600000,9603144.566,7669984.569,44800000,33900000,0.452,1.3898,0.996001,0.840345,0.795561,0.995739977362486,0.99308467772575,0.791808723951024
"sp|Q96A72|MGN2_HUMAN",464760.2914,618173.8545,665996.5286,673986.7751,126462.7605,207352.1407,375962.2922,356956.8999,305918.9707,323469.2663,1655431.598,1405467.789,1394667.272,1178927.741,3310314.305,2600864.192,3181128.267,3310910.177,493474.5439,430259.4343,302676.2764,310734.2431,439373.3945,427510.7414,1113656.034,1329752.31,734307.2368,818549.4422,94230.635,89973.5859,875053.0401,896457.6321,0.63,1.3878,0.996186,0.840641,0.795318,0.995933845411512,0.993279088577936,0.791562158498512
"sp|Q8NBS9|TXND5_HUMAN",2284281.053,454349.1448,214406.3307,147272.2435,109160.9117,94959.233,138907.0406,128220.2783,96712.1111,78813.5246,3579747.169,3755398.554,1424035.226,2679922.205,2044154.509,9489903.685,4447269.99,5976237.059,2198113.114,958498.1539,1438548.413,466461.0813,767310.4588,2405178.169,299476.0219,322426.1956,113876.5825,152170.6083,84734.353,120351.776,487282.3453,296680.6521,0.875,1.3871,0.996249,0.840744,0.795233,0.996000421858898,0.993345858478437,0.791475640748016
"sp|P01625|KV402_HUMAN",5059540.179,6924295.543,2402058.672,2500239.809,735880.5682,643303.7944,305534.9771,326116.9237,597716.0128,548887.8145,5758658.711,4222163.878,7314227.859,7243176.82,1146340.576,1392321.591,2011623.342,2126515.736,430828.3895,380635.6915,176341.2456,175843.45,373019.4849,389114.9852,1266485.903,1374259.977,1329415.285,1720658.625,833519.7152,937906.6479,1857668.377,1714273.541,-0.703,-1.3869,0.086287,0.844533,0.028453,0.0800606320557716,0.0792323428091555,0.0259449970208504
"sp|Q9H0Q0|FA49A_HUMAN",151394.8629,71920.0447,5076834.467,6076240.982,355007.23,674449.272,2138578.654,2360529.212,1614193.139,1695706.359,5091616.776,3477637.499,250185.4485,237779.6084,295245.1435,458212.0912,368393.5171,403653.5456,3777851.695,3487325.352,2854273.851,2164068.116,3571428.947,3732798.297,411131.8105,521062.0107,5615139.418,6003412.758,1345922.691,1354240.446,897502.5309,792127.6202,0.776,1.3864,0.996312,0.840848,0.795148,0.996066341633222,0.993411973473546,0.791389009105341
"sp|P32004|L1CAM_HUMAN",2689194.899,2562223.169,47800000,48700000,2484595.549,2576470.236,42900000,43200000,24300000,24900000,28200000,23700000,11400000,9441548.692,4147941.547,3290136.72,3954630.013,4063164.165,30900000,33600000,15700000,17100000,13900000,15800000,4245793.779,5238050.447,49700000,52400000,18200000,18400000,3029613.872,2812819.248,0.65,1.3857,0.996375,0.840951,0.795063,0.996131831867848,0.993477659461609,0.791302264346684
"sp|O94856|NFASC_HUMAN",13200000,11400000,2.84e+08,3.06e+08,12300000,16100000,1.42e+08,1.42e+08,94400000,94100000,2.03e+08,1.57e+08,59400000,52700000,13500000,12600000,17900000,19200000,1.53e+08,1.47e+08,1.07e+08,1.05e+08,1.36e+08,1.38e+08,24700000,26200000,1.81e+08,1.89e+08,47200000,50500000,3.9e+07,36800000,0.636,1.3844,0.996489,0.841143,0.794904,0.996251381440724,0.993597579068771,0.791140865542923
"sp|P63010|AP2B1_HUMAN",7410750.771,6610134.556,78400000,76700000,5438829.428,5577326.374,51500000,47500000,32500000,33900000,60100000,49500000,16900000,16100000,6915858.263,7450426.651,9411774.443,9555246.476,66200000,57200000,3.1e+07,28800000,37300000,40600000,12900000,14600000,54400000,75200000,15900000,15800000,17200000,14700000,0.547,1.384,0.996524,0.841202,0.794855,0.996287709946976,0.99363402265745,0.791091125536599
"sp|Q9BX67|JAM3_HUMAN",2009309.741,1971182.18,6522931.683,6949274.63,559549.6494,468030.067,1865912.773,2053497.193,573032.2976,521611.0007,9469078.272,8261280.745,815181.4859,635941.5726,86692.8111,127416.7908,81968.7317,118854.5023,1435411.147,1550761.62,1917503.016,2216236.383,4765129.857,5143667.569,508096.1979,498996.8178,1834830.955,1967621.958,276745.6198,270060.9008,2118232.511,1399676.519,-0.771,-1.3827,0.087129,0.844696,0.028762,0.0808644418828763,0.0800237447431092,0.0262340523568594
"sp|O00194|RB27B_HUMAN",450740.8962,250379.493,1924110.248,1930791.333,143054.2595,119868.4258,1784076.268,1774575.739,1161686.661,1295082.9,1739334.637,1603383.447,730472.7362,610156.0464,205787.2915,195263.5301,298527.445,286847.1865,3494122.317,3419418.689,795226.5147,857758.375,1471925.132,1743760.752,512412.6235,554020.0507,2137296.598,1851491.17,949365.0896,910982.6941,176835.1068,163561.8948,0.638,1.3822,0.996677,0.841466,0.794635,0.996449021657827,0.993795856716109,0.790866838879873
"sp|P17612|KAPCA_HUMAN",182805.0379,99066.9741,3328938.449,3349639.423,64537.5134,262913.8667,1969269.549,1764086.485,857387.3296,829986.6704,3610828.154,2128451.646,862944.4112,730195.5936,730925.2466,649455.5569,676990.8746,682914.52,2821913.353,2733471.691,1253903.602,1359032.597,1335278.692,1546449.501,167411.9713,150421.1728,3248172.044,3879573.874,115980.5069,166897.0967,228365.431,219930.8597,0.773,1.3813,0.996753,0.841598,0.794524,0.996527914005055,0.993875015337164,0.790754414950624
"sp|Q99961|SH3G1_HUMAN",1832613.385,1986861.39,8428656.893,9001078.629,926338.7387,940481.3123,6063322.688,5551986.301,6019541.548,6376754.77,5105374.584,4557645.893,3253852.99,3080068.993,2015944.426,1853958.512,3206299.114,3430976.225,6460178.063,6571139.216,4016822.86,4252915.797,4560567.966,4506994.269,2037114.748,1912632.949,9921944.924,9658201.045,2103666.366,2016911.437,1747189.247,1628728.56,0.415,1.381,0.996778,0.841642,0.794488,0.996553969830342,0.993901160568723,0.790716898772469
"sp|Q92625|ANS1A_HUMAN",11.6582,189.0755,7549.5385,3712.698,32.3726,0,1368.6137,0,939.306,1167.7254,101606.6961,4358.7906,1487.6039,1628.3938,31025.9998,7263.545,3423.7829,11698.2938,1299.7151,3331.2852,3782.093,1732.271,38.1584,91.308,109.0649,685.4484,2746.4992,42866.3684,0,10739.5935,1287.2175,0,1.833,1.3785,0.996982,0.842009,0.79418,0.996767270943523,0.994115214621179,0.79040345971681
"sp|Q9UBI1|COMD3_HUMAN",3121477.302,316805.3643,675890.7799,903693.826,153453.0111,176491.909,753697.4239,625455.0206,340415.8102,327448.5846,1369652.928,1442010.486,256140.0646,319214.0815,409731.9363,1884879.214,730202.1058,1204097.399,3654477.354,966952.1092,848497.6709,810187.1778,1444452.978,1951244.29,711402.6078,702047.5271,1660249.214,1844293.278,186803.2402,216911.7884,1497914.457,756035.5249,0.5,1.3778,0.997037,0.842111,0.794093,0.996825374278716,0.9941735334433,0.790315439182704
"sp|Q9Y4G6|TLN2_HUMAN",2145041.635,3308763.456,37100000,37800000,4531947.938,4581276.582,28400000,27200000,20500000,21100000,23500000,18800000,6960690.171,6033957.571,4779516.003,4406666.354,6915345.601,6879930.882,2.8e+07,28800000,13200000,13100000,15700000,16200000,5671806.356,6131977.333,31900000,3.4e+07,9422476.39,10300000,6976141.241,6388228.32,0.51,1.3775,0.997061,0.842155,0.794056,0.99685078242398,0.994199030638507,0.790277681817024
"sp|Q96CS3|FAF2_HUMAN",1041115.707,1109548.142,4652542.328,4853112.905,1531495.621,668770.7377,3343512.81,3528955.553,1671144.739,1688626.468,3774192.795,3479540.319,4199796.011,3904786.633,3411514.648,3104486.913,3211809.497,3159929.376,3116604.641,3054293.513,1636318.682,1529976.004,1980386.602,2028598.967,1590013.076,1778087.997,3432801.817,3294088.759,606537.463,676546.282,2275377.33,2206040.092,0.324,1.3775,0.997061,0.842155,0.794056,0.99685078242398,0.994199030638507,0.790277681817024
"sp|P31942|HNRH3_HUMAN",5337854.005,4898710.057,13200000,12700000,1939820.346,2027262.085,8869734.561,8173119.851,4835913.398,5008632.729,28400000,24800000,6912203.903,7082348.734,9195780.398,8337563.45,9843874.004,9820545.843,10900000,12200000,4352098.486,4749710.798,6110184.48,7038317.703,5847254.92,6867352.974,9987469.306,11100000,3129409.858,3378930.894,4827244.485,4342083.304,0.367,1.376,0.997178,0.842374,0.79387,0.996972827193353,0.99432154277104,0.790088585780017
"sp|P45877|PPIC_HUMAN",75452.0283,62334.9422,24295.3006,12134.5927,73871.4095,159743.7875,3387.5437,3654.9175,6279.7181,1870.8587,64211.7073,43778.708,68354.5421,64930.0542,357578.1868,355757.8084,479486.2777,477962.3723,19089.2591,13174.4881,9627.6006,5286.9358,7721.4768,5889.0617,8404.2797,6998.3865,7402.7367,12948.2123,884.1595,8408.3641,8528.5984,12840.011,-1.07,-1.3746,0.088768,0.845012,0.029366,0.0824282821747864,0.0815638140268143,0.0267990257926773
"sp|O95571|ETHE1_HUMAN",2806107.074,2405481.509,2587224.619,2433118.565,462672.285,491187.2155,2452417.194,2233973.078,1415770.251,1330179.231,2449546.566,2040558.005,3018128.754,2360994.806,1447550.774,1728884.165,2303768.205,2275790.543,3521598.909,3068539.218,1467681.79,1467574.499,1571928.889,2010654.654,2828355.144,3588739.734,1929594.83,2294871.884,761331.243,714871.5768,3118956.984,3519988.426,0.344,1.3741,0.997323,0.84265,0.793634,0.997124128121427,0.994473441599402,0.789848324590846
"sp|Q99829|CPNE1_HUMAN",2070319.243,984365.3818,1047203.822,1323009.189,852451.3184,887850.2819,1026981.082,922889.8285,587711.9466,743803.8682,5578367.555,5856788.255,2237262.06,3396453.223,7347926.658,7601486.581,8459732.741,9021836.002,1092244.82,1265553.135,578611.3837,6505501.259,925324.9607,1296181.659,1457266.749,1493844,1200204.623,1390358.918,633581.0654,680015.2049,2043460.343,1982718.355,0.528,1.3738,0.997345,0.842694,0.793597,0.997147497650172,0.994496907133606,0.789810313264529
"sp|Q9BWF3|RBM4_HUMAN;sp|Q9BQ04|RBM4B_HUMAN",610351.7864,286057.5366,583309.1212,697657.7102,458418.4537,534059.842,284372.3891,362892.199,284257.53,264244.0914,3403904.072,2208008.911,3611892.644,4456900.566,3413273.191,2792010.506,4410198.286,4412058.091,1146405.779,1204346.81,457494.7693,488134.3749,569124.8264,641081.3482,1040817.824,1117512.111,507792.7325,522790.1193,177030.1737,304847.9426,1022608.386,971195.4174,0.581,1.3731,0.997397,0.842796,0.79351,0.997201555702029,0.994551190456395,0.789721540097314
"sp|Q9C040|TRIM2_HUMAN",2526803.451,2437730.764,58100000,58900000,17900000,12500000,34900000,35900000,19200000,19200000,77200000,64300000,11300000,9871087.225,14100000,12400000,15500000,15600000,3.1e+07,31400000,16900000,16800000,23700000,24700000,13600000,14500000,36300000,39100000,10600000,12900000,1.4e+07,15300000,0.471,1.3714,0.997521,0.843043,0.793297,0.997331313511426,0.994681496080554,0.789505483155106
"sp|P83916|CBX1_HUMAN",1215548.975,1048536.23,1509463.483,1546880.49,773809.7726,916333.9367,822886.4766,690383.1919,822784.2463,897350.4597,5446551.141,5117605.6,1000981.025,867344.9192,4356453.251,4014461.025,7564944.155,7669808.571,3488112.989,4126383.456,851456.5409,853302.667,1478384.417,1469278.119,1839603.811,1648029.604,1898219.648,1995422.079,1595190.785,1621580.177,757074.5805,711642.8053,0.426,1.3702,0.997607,0.843216,0.793147,0.997420139458621,0.994770717279691,0.789352576260407
"sp|P62826|RAN_HUMAN",10900000,1.1e+07,41900000,42100000,1.7e+07,16600000,22600000,21800000,16500000,15400000,62100000,54100000,28900000,2.7e+07,48200000,47800000,59400000,58700000,42200000,41300000,20100000,18700000,28400000,30200000,12400000,15700000,30300000,33300000,15100000,14600000,18500000,15600000,0.323,1.3691,0.997683,0.843376,0.793009,0.997499859943845,0.994850804622735,0.789212123752321
"sp|O94925|GLSK_HUMAN",11300000,9305228.161,1.11e+08,1.14e+08,10600000,10900000,7.4e+07,71900000,49500000,45700000,90100000,76800000,24900000,23500000,11900000,13700000,1.8e+07,19300000,7.7e+07,77200000,48600000,51300000,5.2e+07,53100000,14900000,16700000,89500000,1e+08,3.3e+07,32700000,28100000,25100000,0.497,1.3686,0.997718,0.843448,0.792946,0.997536971964838,0.994888077177428,0.789148191284285
"sp|O76003|GLRX3_HUMAN",865122.2431,1067282.856,1567045.843,1658595.99,436663.5113,554474.1365,1277571.42,1108605.679,535168.0585,584091.7417,3136277.88,3386999.736,1763054.43,2195082.848,1569268.88,1059278.535,1951022.558,1861505.444,1612933.609,2376300.435,755035.4731,1011730.066,1189210.409,731667.43,2221800.727,2136104.537,1112206.327,1161498.788,378708.4213,378561.615,1793982.672,1657292.437,0.367,1.3664,0.997867,0.843765,0.792669,0.997690978026432,0.995042828868385,0.788866213552945
"sp|Q9NTI2|AT8A2_HUMAN",0,0,149746.6278,180650.4244,12127.83,11190.0116,130557.611,132485.0375,38114.0389,37905.7989,56206.2144,41254.7865,1878.6673,1964.0258,3.0493,0.7512,26.4439,4.6318,248691.5559,230628.3665,54249.2067,63214.6803,119250.5361,135749.1033,6517.5995,11853.0559,65364.2202,86063.9359,18428.4119,20889.9848,13056.7754,10001.5059,2.595,1.3655,0.997926,0.843895,0.792556,0.997753856452429,0.995106007830505,0.788750543544272
"sp|Q16134|ETFD_HUMAN",131721.0923,105017.6176,1096197.525,1269503.226,50068.9195,74127.8739,1259631.978,1289523.201,483506.741,684597.1495,879328.4413,790356.0896,165902.6778,154052.9653,154756.0203,102398.6537,216281.2356,272536.3288,1322876.071,1508831.734,647609.9096,657316.2911,651557.6315,779057.147,104217.3927,89613.5567,846560.5925,1023297.755,186231.5946,155806.8416,381401.5388,253673.8832,0.655,1.3648,0.997972,0.843996,0.792467,0.99780098484989,0.995153377519097,0.788660451105515
"sp|P06132|DCUP_HUMAN",430824.9814,132431.5794,177063.4888,250471.3103,84391.5383,84195.9034,122031.5201,154337.6411,97723.8972,91639.8416,548512.3683,520343.2885,326255.8381,520369.5278,1614924.934,1578715.922,2455334.494,2344615.23,487609.1347,567226.1334,279352.3393,296868.5227,373463.2608,396149.4901,87581.1921,81848.6998,226772.2551,235289.7688,42180.271,51310.3796,676010.5642,191610.8078,0.626,1.3645,0.997991,0.844039,0.792429,0.997820980486021,0.995173477103908,0.788621806110853
"sp|P12429|ANXA3_HUMAN",1347477.192,1571690.119,3338292.694,3670904.277,1468607.987,1355056.887,3480590.014,3311403.368,1353434.258,1562574.785,2744519.278,2518903.547,911665.0921,1310837.736,891842.8708,743304.0275,781078.2445,924963.1437,2065513.484,2151791.076,1408597.812,1339771.797,1522578.585,1397636.654,1483957.16,1188693.408,2760280.868,2721580.669,924566.7243,1071358.426,945765.2643,933433.323,-0.279,-1.3644,0.090858,0.845413,0.030141,0.084423712912604,0.0835295964822848,0.027524685763816
"sp|P56192|SYMC_HUMAN",4330121.938,4836574.288,99900000,94400000,2.29e+08,2.45e+08,58800000,49400000,17900000,17300000,1.18e+08,1e+08,9548971.724,9104007.287,2575885.186,2226942.729,2903166.555,2964122.121,30700000,29800000,34100000,31400000,4.7e+07,44100000,17900000,19800000,47900000,47500000,12100000,12100000,46800000,46600000,-0.784,-1.362,0.091355,0.845509,0.030326,0.0848979927009615,0.0839969313845328,0.0276977530449163
