"","Protein","S0","S0.1","S0.2","S0.3","S0.4","S0.5","S0.6","S1","S1.1","S1.2","S1.3","S1.4","S1.5","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","QM_fdr","QM_FDRup","QM_FDRdown"
"597","sp|P02760|AMBP_HUMAN",5085772.0926,4841172.7701,4967937.625,5483134.0845,4724475.6765,4128056.815,1775427.0826,2089788.2983,1913869.0928,5304528.0473,4981554.4962,1517141.1385,1675617.9027,-0.87,-2.9671,1e-04,0.381323,8e-06,0.000197929025785729,0.000196048181708915,1.74594864734423e-05
"598","sp|P46777|RL5_HUMAN",477078.378,406288.1799,424088.8068,394088.0868,1086554.1515,1146689.0601,217704.5197,3195923.6628,2395406.1368,1450148.461,1552592.6144,2531945.0807,2570126.582,0.978,5.3485,0.000127,1.4e-05,0.343295,0.000257959482934772,0.00025310593906754,0.354720586482313
"599","sp|Q14008|CKAP5_HUMAN",275351.8124,343505.9348,203067.1805,229589.7088,415976.418,473906.737,176196.0077,1311736.0744,1431869.2653,777057.6848,734542.6998,907578.9609,879951.392,0.689,4.421,0.005453,0.000666,0.356144,0.00838607753453976,0.00827494259889603,0.367959215574196
"600","sp|Q9Y265|RUVB1_HUMAN",1572879.7752,1552561.3699,1351928.4572,1259464.7813,1210186.8962,1275741.1677,969543.7983,3174759.0414,3103547.8264,1385988.1985,1513758.9404,4004792.1016,4323362.2156,0.287,1.5364,0.991647,0.319071,0.328265,0.994270364236346,0.989747795819148,0.336455012400993
"601","sp|P52566|GDIR2_HUMAN",4535729.1617,3678651.2027,2958821.5189,3224153.9558,4775862.2138,4481348.2512,2538732.3699,6815156.1589,7048689.1794,6290036.4212,6242680.5478,7079018.5039,7003237.6091,0.279,3.021,0.200899,0.037698,0.386682,0.230700873523252,0.229135493291919,0.398056684534412
"602","sp|Q8WVM8|SCFD1_HUMAN",403862.5556,325225.8379,382020.4486,428038.6657,530495.8406,549663.6341,317970.2997,688135.5906,741896.9878,785034.328,702727.6405,1284082.1904,1068633.5207,0.194,1.5198,0.995811,0.323324,0.326074,0.997953293375204,0.993429093336045,0.334280634941984
"603","sp|P17655|CAN2_HUMAN",3348257.2512,2839451.5434,4723615.1841,4227064.9352,6166615.0365,5245050.9188,1725578.6869,2731358.0192,2074193.9344,3438525.7824,4199743.2363,3943274.9151,3822318.9963,-0.51,-2.9213,0.000121,0.38262,1e-05,0.000235832004260956,0.000233660731421705,2.12816317429239e-05
"604","sp|P36776|LONM_HUMAN",383994.0241,401380.2784,230051.3803,211413.3553,389647.8616,412356.8693,60533.4022,515728.2285,653334.3309,264907.13,274737.0764,709676.6534,771100.437,0.055,0.252,0.693652,0.528214,0.11066,0.714178994833373,0.710850839673594,0.120199993598891
"605","sp|P16885|PLCG2_HUMAN",175707.866,156462.457,149288.7556,154890.1927,277721.9055,223896.8276,126147.8715,420735.2765,456882.7187,687788.6594,734285.5959,591317.8454,667683.0933,0.621,4.998,0.000605,6.8e-05,0.347562,0.00109628362520801,0.00107786400931451,0.359122169015488
"606","sp|P39060|COIA1_HUMAN",1107561.365,1115756.6845,1749079.0845,2025123.2908,1777530.8352,1971332.8831,926223.1748,777270.0764,779790.8567,1517653.3628,2356805.8446,1415115.1604,1373075.5624,-0.604,-2.4718,0.000741,0.397967,7.3e-05,0.00125455087641185,0.00124543159473648,0.000131114221040962
"607","sp|P62826|RAN_HUMAN",3141949.3738,2960374.6166,2258019.9617,2040953.3655,2396315.7753,2767686.8785,1324681.0942,5121773.2475,4357208.5799,5758630.6519,5241320.209,4169258.3903,4492765.6113,0.366,2.6576,0.351151,0.076201,0.391968,0.384952898954908,0.382745549386847,0.402404344509139
"608","sp|O15511|ARPC5_HUMAN",1694540.1533,1423575.9981,1385491.6528,1257352.6439,1682038.2866,1573108.91,1028116.7721,2563905.2252,2550412.2765,3287063.1434,2628110.968,2950342.9415,3618778.228,0.286,2.6875,0.333661,0.072263,0.391774,0.367255616720802,0.365142433372364,0.402302019434809
"609","sp|P21266|GSTM3_HUMAN",200291.2152,156664.5588,228364.7186,221335.0222,490727.2032,337488.5739,237597.6526,270602.0492,277939.0563,431861.644,319080.1349,753282.4499,915963.8413,-0.011,-0.0512,0.482487,0.532485,0.069928,0.509227035362389,0.506825844466594,0.0781888154279236
"610","sp|Q7L576|CYFP1_HUMAN",965181.3174,988003.5245,779030.6558,800044.3426,1609151.6465,1800541.3289,446289.3141,1059873.213,1007287.0975,1145503.043,1195911.6061,1429189.5643,1523072.797,-0.258,-2.1888,0.002255,0.4099,0.000222,0.00352112515740201,0.0034969066734162,0.000370067615195586
"611","sp|P07357|CO8A_HUMAN",467002.9357,339127.8527,783519.692,503543.3375,635894.4665,553481.9456,331008.3984,179857.1854,226208.367,1160495.81,937829.6779,494923.4977,612341.988,-0.588,-1.7806,0.008944,0.429506,0.000962,0.0125885223393969,0.0125130924388315,0.0014458487742238
"612","sp|Q9BS26|ERP44_HUMAN",1426542.3998,1332843.7131,746608.92,915672.5323,1349790.7377,1166291.5529,404526.2441,1883452.704,2213402.3944,2287652.0762,2517683.45,3167991.6284,3199768.8909,0.451,3.7337,0.041008,0.006324,0.369878,0.0536486199194445,0.0531575001171942,0.381887096634944
"613","sp|Q9NYL9|TMOD3_HUMAN",1100300.1406,985740.1791,1549675.5089,1473840.9669,1683831.4953,1620130.9339,671635.3725,2058030.0382,1834293.7684,1411590.8097,1491307.6557,3041779.6566,2690522.5824,0.005,0.0375,0.546085,0.532859,0.08067,0.571756961030911,0.56905317428382,0.0893780424473466
"614","sp|Q96G03|PGM2_HUMAN",468067.0623,469518.0873,416224.6834,442873.0867,666362.6851,635183.5444,301542.0614,1219837.4613,1080960.1578,633902.0559,822223.4667,943229.5596,1038567.1936,0.165,1.4976,0.999708,0.328988,0.323089,1,0.996084827281113,0.331321803690082
"615","sp|Q14683|SMC1A_HUMAN",458015.4308,431157.606,296660.9795,278180.7747,470620.3326,495413.7612,373784.412,805319.5973,704126.8939,669169.6171,685368.5224,928633.8303,892746.6457,0.121,0.9177,1,0.45552,0.228188,0.999943113218328,0.995619940784968,0.237693529476144
"616","sp|Q9NUQ9|FA49B_HUMAN",531287.302,562342.469,301990.3003,275513.8558,588920.7212,630182.5845,121064.1312,1449944.366,1549884.0181,808987.3607,742969.3665,1949148.2535,3270196.2088,0.804,3.4419,0.083784,0.013952,0.377249,0.103504411376744,0.102672774446109,0.389147910130959
"617","sp|Q9NZB2|F120A_HUMAN",361188.3562,305338.3989,203520.4936,208770.3949,329656.8301,424510.1595,145674.5457,534191.906,367520.9649,645782.9819,693727.3282,716990.866,744491.9846,0.213,1.5615,0.984354,0.312619,0.33151,0.987837776979385,0.983323185992568,0.339677994880151
"618","Int_P01008ups|ANT3_HUMAN_UPS",1193467.8416,692220.5137,576637.4497,553338.5952,1076757.5862,1025039.8205,309081.381,399901.7698,442407.8511,649248.8545,515354.486,1144885.2468,1029314.5055,-0.645,-3.5568,6e-06,0.36803,0,1.36338111992401e-05,1.34760893661134e-05,1.10205121199372e-06
"619","sp|Q15084|PDIA6_HUMAN",7660079.8839,7095614.0001,5437642.1614,5322221.518,12605293.0937,14310611.3383,3797836.0197,40406976.9878,36373566.6252,26838483.7618,25383605.3968,42523968.7144,43350107.2286,1.311,8.6752,0,0,0.327717,5.90183131114204e-13,5.34293350581766e-13,0.338617091333871
"620","sp|P04004|VTNC_HUMAN",5828734.0066,5708472.0149,7579854.5485,8105077.5364,9584414.8617,8853328.1994,10422102.4596,3660911.271,3580458.0521,12148557.3137,13172029.7642,8958895.8328,8707964.1486,-0.351,-1.2035,0.048362,0.466568,0.005585,0.0601557338332076,0.0598354274714391,0.00741460764772507
"621","sp|P35442|TSP2_HUMAN",48490.0834,39669.4715,101574.3169,130413.979,58568.5374,55278.5175,96055.4271,1104009.0304,857632.8279,2196721.2862,2190837.9951,197573.4127,211068.142,1.765,3.1616,0.158996,0.027605,0.383801,0.186263406758436,0.184882966495785,0.395409012453471
"622","sp|P62714|PP2AB_HUMAN",96567.1403,79048.6955,108458.3896,37199.268,87957.6863,101244.1412,12026.274,216944.2987,194492.6966,118702.9072,159844.4447,136186.6011,130138.1449,0.209,0.947,1,0.450324,0.233575,0.999999896771782,0.995705693895496,0.243009999797519
"623","sp|P02765|FETUA_HUMAN",9019098.1772,9408102.7248,3859787.3048,3402758.7746,6892605.608,7197940.6149,4929088.4636,3011992.5601,2926867.0791,4668448.9362,5223640.4895,2823804.6042,2920480.8741,-0.869,-4.0709,0,0.358001,0,1.0316119794008e-06,1.01651631058389e-06,7.56556609833315e-08
"624","sp|Q9C0C2|TB182_HUMAN",215686.8879,196713.4101,392285.4463,331782.6456,626828.5806,662956.6885,77023.7937,644725.4657,608702.1489,507335.4812,426443.0305,487227.1143,535524.7071,0.018,0.0754,0.573076,0.532622,0.085564,0.59806357873468,0.595237134105787,0.0944463979968781
"625","sp|Q92499|DDX1_HUMAN",385158.5291,277162.1086,266150.2599,331736.8287,654651.1059,516580.1407,128720.0048,1090297.2009,726511.2381,691890.2177,658374.6485,881570.4057,1086169.8163,0.38,2.6361,0.364388,0.079129,0.392064,0.398281143867773,0.396001224699515,0.402434811596611
"626","sp|Q14847|LASP1_HUMAN",4075214.4987,3351609.9942,3412701.1868,3445828.5545,4008075.3593,4001544.7064,1354433.2324,5091993.6305,4148168.505,4296484.2894,4093595.8215,4038486.0741,3614536.5874,-0.106,-0.7442,0.139758,0.497526,0.017939,0.160932699500383,0.160150786826749,0.0219694155672545
"627","sp|P43652|AFAM_HUMAN",1199129.6645,1226787.7142,961891.2483,889205.0425,1066451.361,1207340.9074,2440368.8856,591333.6856,500070.9021,928221.0252,884573.4916,854181.9403,909284.8621,-0.979,-4.3452,0,0.354147,0,2.46160135650171e-07,2.41812965391532e-07,1.59261799418976e-08
"628","sp|Q9Y3I0|RTCB_HUMAN",886567.6723,876313.448,910142.5702,638416.5496,1030385.2413,1170607.4245,338921.8148,1723194.8408,1850599.2007,1365909.2069,1971913.6623,1704220.2781,1862463.1335,0.277,2.5087,0.451911,0.098188,0.391808,0.485489238248201,0.482719124121817,0.40177719241046
"629","sp|P50570|DYN2_HUMAN",1446371.2761,1546518.0146,1370516.4822,1359934.5689,2380535.4289,1670384.2164,657991.0247,2711783.5138,2210835.9043,2854188.6775,2517693.0412,2434210.1615,2546440.3522,0.139,1.1294,1,0.414919,0.266055,0.999973717683924,0.995770224720113,0.275029325374117
"630","sp|P31040|SDHA_HUMAN",334951.5078,285019.292,285285.8844,288124.9756,757578.3478,694733.7353,234683.4346,1234262.073,1189478.3929,784673.6412,769537.3004,1238959.5207,1523652.7231,0.556,3.2414,0.135359,0.022908,0.382051,0.160760776957368,0.159528017130607,0.393762815252845
"631","sp|Q9Y2X3|NOP58_HUMAN",196782.7167,197986.9322,199236.2019,179760.239,210826.7276,213543.5314,343929.7464,950121.5799,760369.0278,420927.5544,399056.943,995958.3514,809915.0656,0.572,2.3204,0.585432,0.131818,0.388456,0.616311871097382,0.612885070803183,0.397833143572751
"632","sp|Q9BW04|SARG_HUMAN",834254.7512,897858.6889,924031.5804,843836.4246,1441133.9847,1369840.7601,307671.8262,334582.7122,229634.725,288738.1578,276041.6511,524385.6704,486896.932,-1.475,-9.1999,0,0.327639,0,3.51092959803429e-25,3.26737515037486e-25,3.18183517378644e-26
"633","sp|Q14203|DCTN1_HUMAN",590999.683,540859.9176,540899.9554,562332.6314,1199155.6527,1020162.1814,464373.2786,1070583.3953,1045646.4931,1198097.6355,940906.6307,930992.4871,894076.9509,-0.084,-0.5764,0.189952,0.508836,0.02601,0.213792493357718,0.212805087415949,0.0310564110997783
"634","sp|P62140|PP1B_HUMAN",432925.8653,542345.4294,593151.6972,513922.2527,654989.0907,848351.265,263774.0097,903287.1302,651822.1598,749291.3233,675129.4398,708807.4303,837199.3454,-0.206,-1.7117,0.010828,0.4334,0.001209,0.0150233273432956,0.0149371154260617,0.00178810682488323
"635","sp|Q13576|IQGA2_HUMAN",1296457.8066,1247166.8717,1366168.8897,1067461.6034,456156.454,1076632.8523,1608421.767,571928.192,957252.1576,338547.9673,1274104.0572,1526775.428,410672.6367,-0.908,-2.6244,0.000407,0.392208,3.8e-05,0.000720701385657339,0.000715091560243801,7.24948905583505e-05
"636","sp|Q02252|MMSA_HUMAN",2197071.4713,2206460.467,1571199.5706,1234866.6887,1199840.0025,1336365.4798,385645.1203,1376098.6822,1231391.2047,1222050.531,1717860.7148,1942211.4694,1592423.6682,-0.294,-1.4416,0.02365,0.450551,0.002814,0.0309604221167821,0.030797936565804,0.00391960880786615
"637","sp|Q92973|TNPO1_HUMAN",852326.1654,848983.5556,982745.8776,846829.5058,1355402.7248,1320047.4208,608150.3001,1705924.3968,1728456.0431,1658814.1118,1366969.9769,1515585.4735,1339972.6715,0.005,0.045,0.551442,0.532831,0.081624,0.577011370208102,0.574282742423927,0.0903675442739881
"638","sp|Q9UNF0|PACN2_HUMAN",416674.5017,457413.0092,556020.1777,518020.5196,704920.521,858590.7578,233546.6404,569877.5989,490603.5035,498730.7545,584324.9669,649854.9355,675852.4792,-0.445,-3.8436,1e-06,0.362024,0,3.06862973140084e-06,3.03149594754823e-06,2.56344615344825e-07
"639","sp|P51149|RAB7A_HUMAN",5112607.6566,5012483.5395,3568728.4599,3300505.8899,5109930.8261,5531754.746,3102341.8739,6569588.5505,6413053.2905,2942320.9538,3032479.2337,6596094.3497,6606119.4689,-0.2,-1.1872,0.050628,0.467659,0.005842,0.0627797424417832,0.062445293826505,0.00773180379850048
"640","sp|P61160|ARP2_HUMAN",2459446.182,2997694.7969,1748902.8806,1566749.005,2918573.3252,2152994.5677,809925.3047,4999097.5209,5554696.4609,3335940.8905,3404248.2226,4170502.0592,4540142.3844,0.4,2.6253,0.371237,0.08063,0.392099,0.405162094633318,0.402844237105863,0.402435801534655
"641","sp|P12277|KCRB_HUMAN",1635541.5811,2035321.6248,4882341.8069,3713926.6838,4800659.68,3967561.3436,1189081.1876,380971.5697,492043.0423,1207383.0695,1056485.0775,3174812.5791,3192933.4592,-1.317,-3.6029,4e-06,0.367048,0,1.06021159677129e-05,1.04807445218821e-05,8.76005312131193e-07
"642","sp|P08123|CO1A2_HUMAN",1092860.0422,1006536.9198,2675952.9419,2977822.1937,2967023.9255,3238454.3533,1672505.9941,2635246.814,2564509.5956,7275190.8519,7401072.3177,3056587.0667,2991196.3578,0.226,0.7621,0.98401,0.480769,0.199182,0.985923050134022,0.981495005841616,0.209005887683361
"643","sp|ANT3_HUMAN|",667105.6198,1685319.7661,1902128.592,901183.9764,2216981.9518,1421143.8968,403737.8072,275791.8366,271425.8515,633377.7317,713750.9914,867280.0183,804330.6996,-1.328,-4.6815,0,0.350199,0,3.43626447311443e-08,3.3669443149739e-08,2.10024090892339e-09
"644","sp|ALBU_BOVIN|",424699.0039,333027.7457,86097.767,71742.8836,142199.8526,167509.183,142039.9159,69616.9194,77120.9165,67931.0998,60408.542,53102.566,41307.9517,-1.732,-5.568,0,0.340844,0,8.0226242390329e-11,7.84630031462128e-11,6.09096761074472e-12
"645","sp|P0CG05|LAC2_HUMAN",92427016.0959,97057143.2475,237055360.6081,254958614.1494,183671161.4364,185179727.6446,125423489.4765,76406924.7013,75664722.5112,196136805.794,197296186.3344,258398460.9414,264925330.4662,-0.096,-0.3234,0.301613,0.523914,0.043193,0.328592608128061,0.32709943967596,0.0498453123557101
"646","sp|P30040|ERP29_HUMAN",3689259.9485,3714446.1728,2357632.7562,2338008.7175,4223583.8916,4013708.9172,1672106.8222,5661405.439,5620494.6655,5014164.3203,4954806.6208,5995061.4177,6410220.5718,0.266,2.5518,0.420942,0.091407,0.392064,0.45478245206339,0.452185629045395,0.402169639318911
"647","sp|P20774|MIME_HUMAN",533454.7974,519139.1214,1464096.3783,1651110.1475,2356235.8667,2494080.1658,2524642.2377,127529.2916,141326.3721,1023111.5464,774689.2093,512434.7543,529495.7434,-1.78,-3.8483,1e-06,0.361932,0,2.99903303052639e-06,2.96263363984597e-06,2.5011633575888e-07
"648","sp|P50895|BCAM_HUMAN",2622267.4394,2689337.5885,4402022.0674,4588859.9935,6679846.3994,5819234.1528,1762323.8624,7238568.6696,6476333.7208,3934121.5438,3694511.3115,4439315.0234,4018581.0831,-0.088,-0.4427,0.241707,0.51733,0.034261,0.267423565467078,0.266213716322233,0.0401551526347486
"649","sp|Q9Y277|VDAC3_HUMAN",3396796.8555,3279754.9702,1858639.0676,2073448.9466,3028880.4271,2368061.3315,842722.2567,4557865.9212,4945608.6407,2847909.9863,2947429.6714,5675642.9757,5648152.4368,0.249,1.4829,1,0.332719,0.321081,0.999907412173361,0.995430952548852,0.329332804445997
"650","sp|Q07955|SRSF1_HUMAN",802224.2388,615263.3004,641004.2162,631800.7778,1059169.0669,1076310.6025,347413.4622,1720951.0992,1839603.8039,1452344.3947,1379802.1707,1600237.3618,1633746.4841,0.305,3.1259,0.169648,0.029941,0.384556,0.197648169807662,0.196211628934378,0.396111029682448
"651","sp|P49257|LMAN1_HUMAN",570626.5585,495704.3783,447727.4041,436823.5758,759179.2533,702325.7443,419441.5388,1474279.6263,1251428.5758,1752927.249,1744818.8318,1964906.925,2177422.3556,0.676,5.8615,1e-05,1e-06,0.338169,2.42590773070092e-05,2.37213519272898e-05,0.34942032481731
"652","sp|Q9H4B7|TBB1_HUMAN",39319955.5863,32983630.4951,34606128.4123,36279240.4362,46607212.8736,49523272.4467,20745880.8659,43546201.2634,38291925.974,64044019.0421,64679050.7439,46099349.9499,39212725.3652,-0.008,-0.0468,0.485638,0.532534,0.070437,0.5123742942337,0.509957411579783,0.0787213250388023
"653","sp|Q13642|FHL1_HUMAN",8442143.1354,8262681.2572,11998168.9393,10085544.5242,16417960.6037,17122015.4769,5414648.8151,1560182.6279,1518331.0194,3432210.2847,3027795.963,2492853.2169,2811329.1469,-1.814,-9.3425,0,0.327261,0,6.9718314443997e-26,6.47620858853785e-26,7.13197394083087e-27
"654","sp|P31943|HNRH1_HUMAN",358633.2026,455424.5061,393255.7454,391666.4427,558614.0614,429548.1167,209492.4222,1552349.0557,1376613.9787,629147.0593,624126.5642,912483.2889,1382838.4494,0.468,2.3856,0.541169,0.119452,0.390039,0.573272881156091,0.570038162993831,0.399619297158388
"655","sp|P09382|LEG1_HUMAN",5361766.8309,4959110.0495,5982456.8945,5793284.6942,11071488.7832,11837136.7617,1765780.3159,12711085.7217,12482597.9046,16439219.1198,15846733.5567,8021085.8603,8733547.8327,0.426,1.8225,0.86227,0.245537,0.359983,0.876944964543559,0.872778215945264,0.368193722133563
"656","sp|Q08257|QOR_HUMAN",1286654.4939,1246526.8131,1365853.6049,1505910.8146,1985343.4014,2375923.7681,786201.5719,1401179.8449,1465089.2391,2199178.0929,2049795.3685,2300790.5491,2778003.0004,-0.136,-0.97,0.087477,0.482208,0.010386,0.104371760980668,0.103829784246149,0.0132060301126946
"657","sp|P39023|RL3_HUMAN",196934.8821,205144.1205,204029.8374,211301.7668,475633.2507,466724.6044,74878.0566,1107305.4421,1203226.559,1138819.8156,1052034.2413,804050.792,877528.7452,0.993,5.1806,0.000268,3.1e-05,0.345272,0.000517373128869728,0.000508278867130536,0.356757742199548
"658","sp|P21912|SDHB_HUMAN",450237.6588,529952.253,449105.5036,536046.5032,1104994.8346,1005347.9718,485712.493,989198.4322,943497.3049,865528.5712,1137238.7018,1717243.3463,1832666.3485,0.161,0.9306,1,0.453249,0.230564,0.999958258262312,0.995648451162578,0.240038888989639
"659","sp|P09110|THIK_HUMAN",2085474.7765,2026336.3512,1003756.0941,961668.3386,1946013.7263,1947475.6454,318049.344,702937.1075,818507.3555,1674342.9863,1685627.2717,945422.5212,979573.2841,-0.668,-2.551,0.000544,0.394907,5.2e-05,0.000941460429980995,0.000934387988652504,9.66988309280309e-05
"660","sp|O43175|SERA_HUMAN",348991.5273,337459.2177,442422.538,453812.3941,630549.1655,675339.3004,439892.5055,2532511.4274,2164062.7178,2328013.532,2038775.3789,1466715.9357,1547680.6839,0.953,5.2326,0.000212,2.4e-05,0.344643,0.000416450011176212,0.000409008878867246,0.35610990529772
"661","sp|O14818|PSA7_HUMAN",1966550.2898,2029089.0073,1675330.4222,1676702.7005,2028951.9541,2279152.02,1149924.9699,2409544.6783,2241560.6649,2992223.0382,2544574.4389,2353928.3942,2412816.5615,-0.105,-0.9976,0.082101,0.480351,0.009679,0.098412640884299,0.0978984577863253,0.0123676065419587
"662","sp|P22102|PUR2_HUMAN",172264.2886,159922.9803,203057.9541,219128.4,358572.7461,338025.8853,185892.5538,785020.2837,593142.0354,715231.0057,782375.2513,896645.6425,806499.219,0.64,4.8654,0.001046,0.000118,0.349318,0.0018205124260228,0.00179134492895395,0.360937207348147
"663","sp|Q9UMS4|PRP19_HUMAN",273601.4786,253864.6607,241138.5885,209921.5108,561801.7778,513202.4825,119763.1462,1498524.1661,1390424.1982,1108039.609,933446.519,1383568.3104,1347710.1569,1.033,7.1127,0,0,0.331337,3.9869089935369e-08,3.75900817648219e-08,0.342362824655169
"664","sp|Q9H4A4|AMPB_HUMAN",1001601.8461,1088562.8134,1056020.5906,1006197.2975,1944100.1668,1673595.3818,467352.9722,1286945.5747,1499692.5362,2471534.6044,2541010.793,1737821.5636,1609272.0626,0.022,0.1294,0.61106,0.531861,0.092844,0.634891496167634,0.631898379449381,0.101956387835356
"665","sp|Q9UNZ2|NSF1C_HUMAN",1496784.9783,1434807.3669,1468934.4589,1484515.023,1537395.9006,1539338.8696,1861076.0295,2392166.435,2258850.4947,1754328.4091,1813571.2116,1598392.6536,1575208.1838,-0.244,-1.4498,0.023067,0.450001,0.002746,0.0302541801139002,0.030095335236944,0.00383122528113271
"666","sp|Q5JWF2|GNAS1_HUMAN",20170791.6707,20889233.188,20582139.8805,17196304.8647,26844637.3853,30318339.5151,22567411.3142,21394584.0473,22992766.0552,28787502.2799,24529764.2349,25237149.5219,28713236.5942,-0.15,-1.383,0.0283,0.454492,0.003347,0.0365706116707939,0.0363785263787494,0.00460568581917749
"667","sp|Q99714|HCD2_HUMAN",1869841.2241,1783492.0069,1075918.4268,1202806.979,1843388.4324,1628386.1221,597971.5032,2268558.6283,2091819.5141,3261180.7446,2833655.4798,3560418.2687,4435245.8584,0.369,2.6462,0.358102,0.077743,0.392024,0.391952320343243,0.389707053783757,0.402425148106853
"668","sp|P48147|PPCE_HUMAN",650272.1381,679574.2733,467885.0015,440261.3688,564524.7671,519287.3555,161329.4348,1143923.9129,1304992.9142,1446097.2564,1397493.2137,1350684.0638,1698032.4259,0.596,3.8788,0.028935,0.004116,0.366526,0.0389581521073923,0.0385615294809692,0.378526453793394
"669","sp|P40763|STAT3_HUMAN",301378.6045,259239.5715,215158.5574,225077.3828,383022.3675,412214.8365,74432.0412,592887.8715,591499.8902,377966.9526,384899.8124,495130.0826,542198.9822,0.143,0.8749,1,0.462865,0.220262,0.999981809271001,0.995607482591354,0.229865055158478
"670","sp|Q3LXA3|DHAK_HUMAN",1055304.5824,1039754.0168,906053.0524,744951.3301,862412.9454,974715.0539,738526.7242,889498.4223,910855.9415,1300593.3061,1257356.9264,1359851.2429,1410851.8783,-0.213,-1.5263,0.018332,0.44493,0.002177,0.0244556149942888,0.0243259347135523,0.0030880084614656
"671","sp|P07686|HEXB_HUMAN",2066212.6837,2022699.107,1063460.705,1049077.1976,1122530.8503,1086911.8713,638480.0585,1795391.6637,1997661.8,1321402.6731,1097967.5737,2260627.2497,1934906.0154,-0.081,-0.4865,0.223196,0.514641,0.031364,0.248337603660826,0.247209728650559,0.0369787141018287
"672","sp|O15523|DDX3Y_HUMAN",393236.2675,484631.6598,311453.4435,174062.2342,760147.8424,547091.1125,190517.2401,559498.8022,534588.2126,722475.5365,620568.5977,807844.2453,719036.5093,0.013,0.0816,0.577467,0.53256,0.086381,0.602356559387721,0.599510269136397,0.0952915752006905
"673","sp|O14579|COPE_HUMAN",909681.5471,1284845.135,876345.9036,747017.0428,1890667.8224,1446260.675,380193.0001,2158308.3414,1986156.9867,2415899.5432,2374247.1042,3072829.6672,3244544.5796,0.444,2.9986,0.207666,0.039533,0.387118,0.237799764473425,0.23621152796703,0.398448738301914
"674","sp|P53992|SC24C_HUMAN",257266.3355,226394.9494,278466.7958,255548.0011,517179.3621,475256.0048,132430.6724,1265303.7755,1258939.993,820968.4847,654350.1901,891187.1029,922717.3782,0.664,3.8835,0.028598,0.004057,0.366423,0.0385451901698002,0.038151381710257,0.378422366984627
"675","sp|P00390|GSHR_HUMAN",1358356.7485,1478120.3798,661414.9908,678334.6657,645898.2842,652432.4956,865815.2068,831544.2083,914015.0955,548710.3777,528656.8693,1855344.1224,1723315.5672,-0.403,-1.4423,0.023599,0.450504,0.002808,0.0308986099092313,0.0307364481119955,0.00391199496221865
"676","sp|P07858|CATB_HUMAN",5134582.3451,4043823.939,1244847.2882,1365966.4041,2566815.6061,2211582.5535,627952.4116,10536502.0311,11323661.3401,4973891.026,4564182.1028,14222899.2197,14085954.4522,1.146,3.9685,0.02294,0.003115,0.364608,0.0314939734943567,0.0311526868258346,0.376589259941562
"677","sp|A8K2U0|A2ML1_HUMAN",21058.1538,27043.2218,184403.6033,169730.4473,11625.5373,18171.7119,37504.2348,646585.7957,622600.7474,13644.3796,12713.0729,668796.787,652963.7249,0.796,0.8365,1,0.469206,0.213104,0.99994583059084,0.995518123998221,0.222789669682103
"678","sp|Q9UPQ0|LIMC1_HUMAN",229427.0139,247105.9149,456206.6004,457736.063,1019893.4842,960919.2293,67739.6618,110426.0772,126015.8161,186608.6148,154083.8147,380243.6942,334528.6457,-1.258,-3.5954,4e-06,0.367208,0,1.10420787687144e-05,1.09155071708206e-05,9.09441409584576e-07
"679","sp|Q9NY33|DPP3_HUMAN",482355.1442,384036.8583,569193.3267,575279.8242,437419.8375,532607.1389,527854.4748,786909.3377,763000.7834,653010.782,656572.0534,1700383.1452,1696797.5195,0.096,0.42,0.797088,0.51865,0.137666,0.812689504387597,0.808980542070218,0.147564809702149
"680","sp|P51911|CNN1_HUMAN",866827.1041,853881.0396,916150.0137,808947.5035,1609542.2096,1610371.7626,393978.9241,286005.5946,329824.1049,681665.7306,631196.5358,380409.0867,389770.7957,-1.372,-7.2671,0,0.331176,0,1.48172214347235e-16,1.39559693908248e-16,8.31504796645382e-18
"681","sp|P05090|APOD_HUMAN",1901177.7631,1816547.9599,2212522.3575,2135275.1223,1151515.546,1864942.39,1825222.3471,923397.405,1028600.4996,1268722.1269,1426342.1618,870328.7789,769051.5761,-1.042,-4.7572,0,0.349386,0,2.14372276172803e-08,2.09965811878484e-08,1.30928659285411e-09
"682","sp|P50213|IDH3A_HUMAN",732180.4838,579903.6932,337434.6025,413652.32,779388.3816,1029357.6686,285420.3898,821931.797,800875.2369,736515.1836,843307.0574,1716602.2674,1541330.7904,0.081,0.4389,0.8084,0.517224,0.140867,0.823375833763641,0.819625124742546,0.150789655880538
"683","sp|P14598|NCF1_HUMAN",77076.4868,107974.266,23019.4648,21355.6459,15042.4011,14846.1328,36275.4868,322430.2429,444116.3066,39449.9335,31927.3106,203319.1007,239241.1225,0.781,1.3411,1,0.367587,0.3005,0.999998112411031,0.995704220464439,0.308990257366931
"684","sp|P60981|DEST_HUMAN",3116725.3767,2771254.26,1461801.554,1837078.2766,2280211.6761,2270074.4181,420684.418,2113224.466,1742091.6385,2591875.2974,3174149.7114,2079232.7853,2116782.2422,-0.205,-0.9389,0.09379,0.484306,0.011233,0.111335092600446,0.110761318475506,0.0142066690815605
