"","Protein","S0","S0.1","S0.2","S0.3","S0.4","S0.5","S0.6","S1","S1.1","S1.2","S1.3","S1.4","S1.5","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","QM_fdr","QM_FDRup","QM_FDRdown"
"1","sp|Q15149|PLEC_HUMAN",26700118.2548,25982736.9791,25397168.077,25394283.8384,37850317.0533,37609325.1157,13248809.2133,52668445.6213,52558298.1815,43471569.7421,42525537.0397,40381726.9429,42096011.8637,0.265,2.0349,0.747992,0.193608,0.375944,0.770960082351565,0.767088880336889,0.384525151014759
"2","sp|P35579|MYH9_HUMAN",46078156.1253,42425251.7573,38693186.2276,40491705.1561,58383128.2493,59760992.1238,23237048.416,84423821.1306,83728969.2627,86520775.1536,88804381.0739,80221575.5618,81784098.7888,0.361,2.8205,0.269133,0.056523,0.390234,0.301541211891324,0.299736336094382,0.401143983852207
"3","sp|Q09666|AHNK_HUMAN",31976710.7204,31045597.3154,46951186.187,47631643.8331,57845187.4018,59098110.516,19443794.5867,30268235.6016,27217964.8684,27801275.9425,28666291.8183,30889819.049,30821372.2497,-0.607,-4.6614,0,0.350418,0,3.88613652806524e-08,3.80822154121383e-08,2.37865999290749e-09
"4","sp|P35749|MYH11_HUMAN",36030551.7518,29982935.4329,28013140.2022,29533426.1601,53396257.6617,53577748.8008,19669019.663,8463141.7257,8272592.5202,21650091.9997,22260926.7572,31536745.1216,31326678.8008,-0.901,-3.5447,6e-06,0.368286,0,1.4567841352199e-05,1.43987430014789e-05,1.17017886749636e-06
"5","sp|P21333|FLNA_HUMAN",113788954.8968,110531629.1299,117336269.2503,121428315.2125,182352451.5303,184235443.8959,68922409.6328,92506278.5437,93255678.3269,131032848.7015,137091860.3818,88099144.6477,92256729.4722,-0.293,-1.6299,0.013596,0.438316,0.001575,0.0185454643155928,0.018443605817969,0.00228555257904863
"6","sp|P35580|MYH10_HUMAN",19822819.613,19149383.5246,29299246.134,27040199.3121,32791010.6966,35257898.0328,10876778.0512,14451040.578,14917836.1887,17360328.8227,18251432.1204,11992932.4724,12186600.7976,-0.725,-4.2628,0,0.355223,0,3.86482860891697e-07,3.79955982204464e-07,2.56722026276449e-08
"7","sp|Q9Y490|TLN1_HUMAN",35923870.3181,32403043.3751,43544691.3138,41869848.7763,66520977.1699,66873913.7774,22165322.9743,38838356.5348,38981622.7977,51701372.6176,50914798.6671,44633410.0206,44258745.9978,-0.237,-1.6811,0.011785,0.435203,0.001336,0.0162462636818318,0.0161546777928545,0.00196172314714284
"8","sp|P12111|CO6A3_HUMAN",54898695.3488,49756713.9015,73666245.315,71260480.0956,88054019.1562,85091552.7963,60581559.5945,43997540.2192,44821241.5273,108167580.5263,109399600.0639,88184135.0894,89180900.2026,-0.143,-0.7053,0.150368,0.500171,0.019604,0.172187122497423,0.171361138607466,0.0238627378594635
"9","sp|Q01082|SPTB2_HUMAN",12670234.4661,12790448.344,18566502.8361,20052687.4311,28618251.2816,29319135.9995,9083986.1763,8726439.3957,8774677.5127,9362516.1264,10135409.6808,11679588.4805,11131209.0588,-0.816,-5.007,0,0.346757,0,3.97682698558318e-09,3.89662597722491e-09,2.65061767135729e-10
"10","sp|P01024|CO3_HUMAN",62225599.3247,57235163.32,73156526.8795,74384713.4815,67071452.4109,64612129.864,75325289.9025,18747398.6435,18569886.5467,46423833.4241,46835862.09,39250858.7837,40202296.4037,-0.969,-4.9623,0,0.347231,0,5.4510468727832e-09,5.33978469145078e-09,3.54104047394147e-10
"11","sp|ALBU_HUMAN|",4254774059.2356,4065640107.5134,3150412708.5165,2907787039.5257,3593296616.9029,3718724638.4357,1811224443.4701,1293653924.9938,1308260049.1485,2157973461.1053,2056360384.8749,2616904267.3486,2296718835.5025,1.127,5.1331,0.000333,3.8e-05,0.345856,0.000630884323311329,0.000619929905590264,0.357360059990767
"12","sp|Q13813|SPTN1_HUMAN",9149473.0097,9691106.5886,14384439.2267,14027135.4365,21418314.7111,22130932.5029,5976308.7182,7280488.4698,7303746.0441,7698992.8551,8052428.1699,9814213.5583,9830000.6526,-0.695,-4.3207,0,0.354461,0,2.8195904101623e-07,2.77041198665005e-07,1.83701907133769e-08
"13","sp|Q14204|DYHC1_HUMAN",7650691.7148,6766729.1069,8348619.827,8333496.2564,12198165.4965,12625757.1961,4899848.627,13334500.0024,13054116.4127,11710081.8757,10776334.6219,13330661.2113,13020425.826,0.143,1.1965,1,0.400605,0.277408,0.999945630240795,0.995736546524903,0.286217700350007
"14","sp|P15924|DESP_HUMAN",2095330.9657,1946385.0281,1327415.466,1300770.0144,1271163.4117,1411802.9239,1698934.2358,28291464.4441,27109213.2881,2549482.8693,2562810.1759,12462077.5933,12979383.7649,1.461,3.3092,0.116159,0.019453,0.38049,0.139738263964798,0.138645579218931,0.392276533810414
"15","sp|P98160|PGBM_HUMAN",7218488.4359,6636731.9588,9750026.2327,9350117.941,15136394.9792,15325014.1346,5254313.2522,8596747.623,8636302.4149,18627277.2396,18974050.4736,9902030.4402,10991900.8664,-0.003,-0.0137,0.509399,0.532799,0.074347,0.535799989665576,0.533268317654087,0.0828030308086332
"16","sp|P02549|SPTA1_HUMAN",21836038.0053,19024825.7314,11013247.1185,10399970.6758,7094134.9039,6676396.6469,29174485.1506,1611919.5228,1454349.6072,1660330.3452,1686122.6223,2878383.5456,2879879.4908,-2.269,-7.0422,0,0.331935,0,1.15880898198165e-15,1.09194528370824e-15,5.99698953873292e-17
"17","sp|P11277|SPTB1_HUMAN",21407889.3877,22426446.9277,10643370.355,10096920.8171,7240618.816,7237356.6434,28368342.5727,3615957.1157,3996220.2198,1641231.8793,1514400.5422,3062776.4432,3344129.0964,-1.962,-6.2554,0,0.335015,0,5.36904065385003e-13,5.20176572183784e-13,4.0482878031912e-14
"18","sp|P04114|APOB_HUMAN",17593530.1577,17171982.8788,12994543.1381,12905102.6204,11832200.8564,12350074.1131,22881622.7536,4064056.4461,4090142.5021,7244676.802,7003695.5731,6497462.8165,6603133.0416,-1.263,-5.9826,0,0.337064,0,3.65136860251119e-12,3.56428343037725e-12,3.13273113121474e-13
"19","sp|P02751|FINC_HUMAN",24945205.2693,24257958.367,29572262.7579,27912368.7011,37560201.677,36243866.4829,27456017.861,31204298.6635,32178951.8838,65764771.5821,73841075.3162,30757596.9711,30379841.2715,0.082,0.3724,0.76852,0.521918,0.12974,0.78555468733547,0.781950146555599,0.13956489318489
"20","sp|P35555|FBN1_HUMAN",4632113.6837,4384387.6906,13506436.0565,13209672.2136,14328463.1961,13758028.3342,6488529.4797,7061738.2231,7043891.326,31586976.1435,32141108.8251,9791371.3141,9940772.3784,0.109,0.2834,0.713727,0.526837,0.115493,0.733335405942972,0.729931473004691,0.125121110080411
"21","sp|TRFE_HUMAN|",190899864.3315,170445439.0602,112478104.2469,119249302.9883,167610641.8721,163200441.9084,125478207.1119,72414961.0814,68965222.8681,103275681.13,113946266.2368,111688920.5902,123239533.9181,-0.54,-3.9367,1e-06,0.360267,0,1.96263373655399e-06,1.93714593135316e-06,1.56731974476486e-07
"22","sp|P02545|LMNA_HUMAN",56488053.8019,77976380.4515,39345041.4828,46434836.1494,49818674.6732,59604073.2569,62562188.7151,41834543.484,39841619.8398,47075743.189,47421306.9105,45613849.425,43823140.7143,-0.494,-3.4278,1.2e-05,0.370727,1e-06,2.74180197250132e-05,2.70890107450753e-05,2.07693855987355e-06
"23","sp|P08670|VIME_HUMAN",325684305.24,339873223.7048,253537417.6653,252761699.6775,431159472.8898,409939822.3196,152645528.8377,297712860.6631,281652109.8167,344937541.9293,321286139.0427,450566800.5083,414976525.6004,0.473,2.9347,0.227688,0.045129,0.38832,0.258700875668084,0.25704788636603,0.399513652064616
"24","sp|P01023|A2MG_HUMAN",114053835.6526,110123742.9703,83506892.8817,83344271.5055,83541309.7638,81143690.5078,59864244.1767,27056043.4746,25941985.4178,32804323.7202,34047223.2172,41627539.2806,40023464.3557,-1.141,-9.4966,0,0.326891,0,1.3438024069857e-26,1.23363858770432e-26,1.40260190343537e-27
"25","sp|P78527|PRKDC_HUMAN",2273130.52,2102189.791,2181798.6631,2153154.488,2945780.6556,2964380.8452,1275197.0004,10534549.4199,10079273.777,5920351.5994,6084666.2071,10316302.9772,10407970.7822,0.99,8.5527,0,0,0.327952,1.61214108427085e-12,1.46047901677155e-12,0.338857586262433
"26","sp|O43707|ACTN4_HUMAN",39560955.3696,35719180.7778,44658431.074,49691154.5892,73027383.5644,80806855.0922,18976489.2178,61258681.5788,58980145.94,80113340.8458,79859633.669,61079252.5272,51966819.4857,0.072,0.3926,0.780669,0.520587,0.133079,0.797089108750282,0.793440527518657,0.142937867752723
"27","sp|P16157|ANK1_HUMAN",25695420.9913,25128344.2287,13689394.9024,12009920.7626,9347692.6729,8440138.6794,29732550.6617,2090601.8349,2089157.7186,2028672.2415,2118997.1802,3408660.3646,3370968.2918,-2.27,-8.1294,0,0.329379,0,6.89381189314285e-20,6.08916858514376e-20,2.32572130921162e-21
"28","sp|P18206|VINC_HUMAN",15205208.2565,14783863.1239,15959779.3066,16437944.8784,27528531.2624,28680300.4773,7634537.1249,12608238.7285,12070020.5774,18438518.4858,19101529.2432,12517294.6192,12032207.2362,-0.444,-2.5893,0.000468,0.393482,4.5e-05,0.000819134089562635,0.000812868569774156,8.32627070147672e-05
"29","sp|P26038|MOES_HUMAN",10109477.6644,8446592.9217,7830621.8577,7379842.979,14053591.7142,14758817.3119,4790854.954,14053365.8998,14704353.8933,13632581.8721,11335264.5446,13668386.2794,13676933.4793,0.145,1.1929,1,0.40139,0.276809,0.99989288594723,0.995685087888908,0.285626798326466
"30","sp|P12814|ACTN1_HUMAN",18790681.0085,19168023.9226,22971445.5532,29607804.5257,37992818.6737,45294963.8055,13646065.6438,42196212.4268,38219198.3806,59760382.9412,56260104.053,39091072.6714,29027687.4964,0.278,1.4478,1,0.341547,0.316189,0.999900133053952,0.995478961661319,0.324491249452673
"31","sp|P13647|K2C5_HUMAN",27596578.8684,26714882.0453,33710078.9314,36266913.5624,31419765.3754,31607069.8635,17120913.4075,1239785901.9067,1368052147.3892,113439695.268,96893755.423,555582498.2124,666883769.237,3.167,4.7362,0.001724,2e-04,0.351144,0.00289191972948889,0.0028482347687505,0.362820778095754
"32","sp|P11021|GRP78_HUMAN",40672798.3666,41758135.108,33508367.4595,30331644.0599,46530252.3066,45224032.3578,25929305.0841,77359890.6735,76685904.1515,107236363.9687,117011603.7103,130689367.7377,123077734.9682,0.699,4.5924,0.002943,0.000351,0.353332,0.00474237189047051,0.00467519928900848,0.365071685511766
"33","sp|Q7Z406|MYH14_HUMAN",5201560.483,3354155.299,4086972.8662,5460473.3687,8747632.4949,8270657.5899,1937220.3262,4098845.6708,3882826.3162,4885009.1979,4962056.5917,4886058.4161,4914025.6376,-0.372,-2.2292,0.001925,0.408125,0.00019,0.0030402330965384,0.00301925971404707,0.000320573525999971
"34","sp|P60709|ACTB_HUMAN",859938213.5082,791495159.2234,859971771.7601,986654738.3523,1246092575.7447,1503157329.6438,540820684.2649,1353171438.8032,1363431644.3698,1259503007.9786,1263024348.4406,934716751.7845,1010395637.2093,1.543,4.0543,0.018039,0.002366,0.362867,0.0252628106766636,0.0249747000792033,0.374823935045796
"35","sp|O75369|FLNB_HUMAN",3199648.3997,3126641.7243,4269080.3712,4324427.3577,6652313.7683,6395369.8548,1913600.8614,9995257.5502,9658972.6716,5283713.8994,5569616.6289,6924994.5674,7386830.2253,0.277,1.852,0.846252,0.238112,0.362577,0.862117790559821,0.857998750861382,0.370823136549877
"36","sp|Q00610|CLH1_HUMAN",16242096.0518,15420195.3479,17961347.7955,16043189.7097,22463235.8871,26484413.1558,11824931.2389,27711353.8502,26236813.4801,23686318.1053,22405953.8913,32445816.7884,35305232.2028,0.189,2.1444,0.689447,0.1686,0.381862,0.715994806292559,0.712251585795163,0.390721572162484
"37","sp|Q15063|POSTN_HUMAN",11133768.8457,9529276.8851,7168293.6797,8040510.405,4124787.9617,4678659.5158,1871192.1939,19844245.6386,19858017.8635,73182117.2832,73251591.5103,26377849.336,28187936.0351,1.519,4.8784,0.000993,0.000112,0.349141,0.00173506177166508,0.00170711167139123,0.360754491201075
"38","sp|P02533|K1C14_HUMAN",5250387.4962,5259764.827,5515006.2862,5246487.0977,5175176.9974,4898864.9479,4342281.1973,156963655.2261,147563480.4455,8432125.7681,5066813.3926,23061199.5003,25027223.6582,1.387,2.6944,0.329792,0.071376,0.39172,0.363401751980244,0.361308130043554,0.40226897882947
"39","sp|P68371|TBB4B_HUMAN",92485204.128,83674928.2142,79561354.7292,80977602.8674,126628138.4175,132608160.441,39308460.1653,169369298.0247,150899021.8537,118458149.2101,119070425.7642,147046179.0376,160253368.9135,0.244,1.998,0.767607,0.20234,0.373611,0.789231303540906,0.78531609385043,0.382109635876609
"40","sp|TRFL_HUMAN|",30556429.4423,25341553.6006,23690039.5219,24108113.69,18087516.2409,17246712.7672,37852221.2177,102962603.5503,102052494.5955,17165085.5771,18177539.6113,31750625.9187,28886937.8339,0.134,0.3938,0.78139,0.520505,0.133279,0.797779532601574,0.794128267480585,0.143139277549392
"41","sp|Q9P2E9|RRBP1_HUMAN",2276401.2228,2154149.8296,2003463.4961,2002118.7441,2401411.1423,2352957.1385,1379306.7669,6761083.1716,6569559.7106,8874612.1086,7915533.5221,11827268.2599,11466036.1223,1.092,11.383,0,0,0.32551,1.27849496932928e-23,7.03074635038062e-24,0.336334934457184
"42","sp|P46940|IQGA1_HUMAN",10127969.0155,9617504.2141,7605047.2297,7656217.4612,11872508.2294,12175217.5262,4099158.8146,9739743.2133,10212408.2481,9515232.5594,11149175.6096,17901341.9713,17140230.8557,0.088,0.6907,0.954195,0.490813,0.185882,0.958780202562011,0.954452223240153,0.195803056268062
"43","sp|P14625|ENPL_HUMAN",17010631.3572,15688390.5479,16583782.8821,16925763.6677,23294886.5828,22201067.6667,10694696.987,35693892.6289,34971903.7384,59188709.3785,59748711.3202,78791284.5211,85511789.9346,0.893,5.7058,2.3e-05,3e-06,0.339642,5.22792883422799e-05,5.11553437023532e-05,0.350939673027066
"44","sp|P55072|TERA_HUMAN",7627938.1685,7504064.388,6541033.472,6801149.9165,11699545.9917,11606142.2487,5249561.283,14713373.9472,14461982.8291,12552300.2043,15093116.276,19425684.5973,18725092.5369,0.425,4.5509,0.003424,0.000411,0.353993,0.00545521205015576,0.00537924973690172,0.365751209269957
"45","sp|P02538|K2C6A_HUMAN",23613046.5588,23123629.0563,29956611.8293,32994078.7113,30230982.6072,30338363.8238,12760763.2123,1146124771.4984,1278926245.3451,95747072.4157,78559578.2294,553564168.8283,657995265.0807,3.17,4.4751,0.0045,0.000546,0.355233,0.00702259791760342,0.00692765199104264,0.367025124248178
"46","sp|Q04695|K1C17_HUMAN",5713973.1271,5485858.5808,4979357.9939,4783804.0756,5948724.9081,5720853.3632,4821185.9713,55394475.1343,36135237.693,10079064.4635,7385362.1109,63426853.1242,68509596.6231,1.407,4.203,0.011414,0.00144,0.360019,0.0165851453781176,0.016382437652476,0.371923645177897
"47","sp|P05787|K2C8_HUMAN",42075991.4173,35082628.4025,38686529.3041,45977852.7848,68333322.4941,74611168.5766,18429869.5309,589457475.3635,560524036.0027,93846262.2522,74700582.8061,234841648.1608,266853570.699,1.671,3.143,0.164544,0.028803,0.384196,0.192235392985863,0.190824424582034,0.395777345488913
"48","sp|P11142|HSP7C_HUMAN",26963477.8541,23417480.5054,21329634.6991,18979809.4584,31664588.5052,31651671.7287,15281683.6939,55258199.4009,51096875.2772,61680390.2899,91387567.4438,53656931.8485,59691864.5123,0.668,4.5541,0.003385,0.000406,0.353941,0.00539688985430483,0.00532164209736386,0.365698352741864
"49","sp|P0C0L4|CO4A_HUMAN",7082265.86,7039068.0494,12861494.9247,12628210.3659,8937048.1594,7048335.4967,11101669.4182,2702932.3154,2823001.3344,7364767.1039,7677713.7085,4357962.1728,4485475.0501,-1.026,-3.7993,1e-06,0.362909,0,3.81391620871281e-06,3.76893003166059e-06,3.22802051987518e-07
"50","sp|P24821|TENA_HUMAN",891277.8149,1125734.5445,1459926.6418,1542114.04,1857138.3627,1485725.7443,562423.4679,9238985.8049,8311728.5411,20891719.5636,24697593.9922,11756843.3533,10725033.3224,1.997,9.0735,0,0,0.327075,2.70702864460955e-14,2.36504147689655e-14,0.337954347728037
"51","sp|P08238|HS90B_HUMAN",17032601.9049,16272750.1863,10797050.2957,12040147.9544,20679981.7817,21674394.6921,8334889.6407,45698772.7995,41896645.7045,31551323.3584,33625140.4038,42294592.6816,39337350.7848,0.701,5.9853,5e-06,1e-06,0.337059,1.3517919113392e-05,1.31971645053219e-05,0.34827827299742
"52","sp|P02671|FIBA_HUMAN",17584845.9226,18245513.0839,58718583.3346,71341396.2432,32193364.8881,33320367.6449,90058515.1464,11281823.8341,10593822.4554,18129181.3438,17457926.6122,43457820.8992,42075004.4593,-0.897,-2.6258,0.000405,0.392158,3.8e-05,0.000717047382466411,0.00071146182044119,7.20936229411489e-05
"53","sp|P07437|TBB5_HUMAN",132174225.9488,123488822.4798,124646473.3881,128088990.578,192764680.9932,195184126.1586,60212630.1078,285876841.2869,260316870.2845,201233767.443,200832662.6307,234213872.7734,238887273.5408,0.637,3.1113,0.173995,0.03094,0.38486,0.202289243518597,0.200831580404218,0.396392260629361
"54","sp|P13639|EF2_HUMAN",9712977.1951,9835499.0009,6967673.1425,6961242.4537,12638075.159,12049152.6691,4282876.588,32103950.1581,29414877.0562,23985380.8624,24173090.1557,36877381.6192,36936111.526,1.011,8.8679,0,0,0.327377,1.3490927976767e-13,1.202900484753e-13,0.338267015282784
"55","sp|P07900|HS90A_HUMAN",19986442.6565,18348863.6229,12327239.5994,13672821.3362,22223058.3932,21923114.9666,12587925.6308,39607787.166,40980399.6052,22919100.832,23240789.3671,39095474.1668,36190470.7702,0.37,2.864,0.25217,0.051965,0.38955,0.284055243675287,0.282317496701748,0.400574288882091
"56","sp|P08603|CFAH_HUMAN",13299156.564,11833956.4102,17142425.5872,14024344.0689,12457875.8707,12484546.4568,15533343.4926,5800619.9793,6044521.2751,13971595.8305,14117708.6477,10305651.6973,12038773.5167,-0.591,-2.9916,9.1e-05,0.38065,7e-06,0.000180244121426399,0.000178500252101212,1.56891121975316e-05
"57","sp|P08727|K1C19_HUMAN",17275516.2178,15889991.8669,19871540.9468,19624663.5037,23849898.7023,23463394.745,10038644.9753,139933496.8587,124418139.7706,31471304.0919,29023086.3845,43748015.8309,46224720.5229,0.853,3.2961,0.119764,0.020084,0.380797,0.143712709983715,0.142592545219479,0.392570042002362
"58","sp|P49327|FAS_HUMAN",4297936.2287,4480534.3651,2932285.8335,2998957.4004,3229443.04,3039970.1882,1150011.5188,8880799.359,8510339.3753,3193610.8042,3231164.4508,8000329.3768,8330698.9864,0.352,1.5776,0.979059,0.308469,0.333547,0.98320032118448,0.978694071516405,0.341703417452522
"59","sp|P07355|ANXA2_HUMAN",111758712.7839,100797870.1326,159517721.1811,150853772.6482,192915985.8621,198943626.8257,46865256.1713,95598842.624,99589568.7481,106249179.4216,96972195.9077,157625816.2812,161391321.3351,-0.302,-1.8974,0.006362,0.423407,0.000644,0.00918605949562147,0.00912703216978886,0.000996370450730021
"60","sp|P07237|PDIA1_HUMAN",20592664.0789,20825861.8171,12089677.8712,13506951.6001,19452725.3614,19495112.7937,8819532.333,50338512.0921,50767579.9191,34368711.4228,34661082.0276,54685329.5861,59175019.6683,0.796,6.1159,3e-06,0,0.33601,7.65277950589568e-06,7.44467762767465e-06,0.34719851486207
"61","sp|P08729|K2C7_HUMAN",39365961.4722,34438203.555,38754604.4872,43735941.738,70559772.0703,74337883.6697,15065165.0383,562367872.057,534097389.7073,92455463.5814,73234026.5808,207078940.8275,239611686.3265,1.624,2.9566,0.220665,0.04315,0.387916,0.25138935483134,0.249759012854744,0.399158402298283
"62","sp|P04259|K2C6B_HUMAN",22781019.7544,22265279.5912,28854884.0716,31677058.4833,29032833.4882,29045733.1078,11943326.2561,1092391115.2714,1222607276.9773,92756572.156,75609871.0944,512321021.3533,622864405.3394,3.12,4.2052,0.011333,0.001429,0.359978,0.0164767077912016,0.0162751489525955,0.371882017794574
"63","sp|P52272|HNRPM_HUMAN",2819634.9793,2413319.1094,2552064.7726,2546373.43,4090180.0682,3875069.8946,1346315.4816,8112803.0794,8780247.156,5897394.3438,6199978.7293,11427029.0677,12462359.8729,0.798,6.6714,0,0,0.333072,5.13806604201791e-07,4.9063032002132e-07,0.344151004960375
"64","sp|P02675|FIBB_HUMAN",18175590.8417,16761919.9821,53779492.2691,56354767.8466,27269070.3066,31302742.6133,53716482.1378,12099319.3177,10972700.7355,25395941.2953,22494165.4016,39981761.5358,44460986.0634,-0.641,-2.0154,0.004316,0.41774,0.000423,0.00641862150522289,0.00637543867486734,0.000673853601876299
"65","sp|P10809|CH60_HUMAN",11662994.2942,10633798.4077,7237955.512,7934647.792,10632980.2935,9869669.5202,3997085.8866,23674724.621,27188713.2926,14518497.9412,13232879.7051,30119930.7681,29572462.5972,0.703,4.7493,0.00164,0.00019,0.350953,0.00276209306370856,0.00272011313341044,0.362623906564415
"66","sp|P30101|PDIA3_HUMAN",15525744.8276,13976098.1709,10849720.8456,11169467.2725,16808412.7471,15194075.3223,6656662.8371,32149528.6934,32518420.3354,25497704.002,24950605.8635,34010664.853,33491805.8013,0.622,6.8661,0,0,0.332259,1.62448452842921e-07,1.54690372085107e-07,0.343311790565063
"67","sp|Q05707|COEA1_HUMAN",1746960.3262,1758229.3453,5938044.8611,6129893.7134,6977372.8241,6384879.5168,4139081.0571,1313030.9989,1260786.6341,14104430.486,13994738.1741,6709738.7394,6888726.8101,-0.136,-0.2831,0.325129,0.525815,0.046575,0.352372426425695,0.350762657702086,0.0534801557867434
"68","sp|O60437|PEPL_HUMAN",2506333.1311,2512901.3213,2854332.2105,2849244.1441,4639796.1042,4134475.5129,1020166.2408,1779403.0661,1689643.7247,1086488.7093,1110499.8997,1801082.3962,1909873.1231,-0.995,-6.5413,0,0.333533,0,7.74855242755709e-14,7.3766678539074e-14,4.20717843731008e-15
"69","sp|P00558|PGK1_HUMAN",69254620.277,71247896.6572,48455868.6456,47244357.4599,76082410.3315,75235492.9562,38186105.0272,200810637.8974,211419977.6832,99113840.2571,100529094.9083,125332666.5807,144535973.0761,0.614,3.493,0.073638,0.012223,0.375952,0.091920760603874,0.0911728823411312,0.387883714086997
"70","sp|Q13509|TBB3_HUMAN",75972356.0169,67211431.9663,71959329.8893,75734001.5971,105632229.4887,106367468.3691,38332694.6208,142122314.9351,129866788.9312,128530515.2277,124314006.7545,131672255.1918,122782289.2794,0.277,1.9797,0.777358,0.206721,0.372387,0.798260482476504,0.7943229653482,0.380848072430918
"71","sp|P08779|K1C16_HUMAN",5455652.7419,5182752.0192,5299951.3383,5054221.2248,5068089.6501,4728804.5417,4720850.4937,140877300.1147,131495765.1811,7777051.9588,4696087.5242,26443059.044,28841924.6711,1.357,2.6766,0.339908,0.073681,0.391852,0.373576977083913,0.371430573025544,0.402347123295832
"72","sp|P20700|LMNB1_HUMAN",1772494.5079,1575240.1863,1282470.1344,1165675.1158,1912744.8371,1989356.1627,879300.0517,4985759.9191,4831245.1442,3583983.7385,3852990.5562,5460391.6701,5117823.37,0.775,7.905,0,0,0.329356,1.65050720218022e-10,1.54773662674132e-10,0.340309377664408
"73","sp|P14618|KPYM_HUMAN",29275672.9162,25307739.8576,16206188.0246,15136409.1166,24651361.0629,24803734.8629,10966991.1654,49258064.5003,45591864.5898,41217580.5197,42674705.5668,75924893.2799,79660076.7559,0.663,4.056,0.01795,0.002353,0.362834,0.0251527386356767,0.0248655691591214,0.374789713179109
"74","sp|Q9BVA1|TBB2B_HUMAN",115041413.7473,104353637.1279,102638330.929,105340250.8717,167280561.761,170111372.516,51452036.0853,225259523.5728,197575629.5873,158650311.2954,153871265.8529,194086275.4778,200314340.9524,0.404,2.5957,0.390653,0.084852,0.392143,0.424573012929798,0.422147037172563,0.402387235395265
"75","sp|P00738|HPT_HUMAN",199317225.6989,158410698.8933,249652825.2119,236314650.6914,62555725.6157,76265800.0103,124576195.4025,56343206.591,54632269.4939,50422757.3928,57636025.7772,86834323.5069,100914808.4761,-0.917,-3.4359,1.1e-05,0.37056,1e-06,2.6276317486052e-05,2.59614853053096e-05,1.99668587216929e-06
"76","sp|P01009|A1AT_HUMAN",93231193.9201,97018561.7066,108494817.7652,109578943.7719,63063951.4717,66628126.5566,44781984.0003,26117449.2249,25679336.1243,30606178.4371,31334115.694,59770513.6882,58803991.3036,-1.017,-5.4481,0,0.342006,0,1.84364641173214e-10,1.80506917246362e-10,1.39897303054647e-11
"77","sp|P06733|ENOA_HUMAN",32430539.2185,32527470.9647,21846130.8875,21492248.0247,26360109.7265,26013108.1149,14445027.9943,75238694.3337,69831259.8258,44141983.4179,43642516.5697,70691795.1399,71224868.2319,0.608,3.8784,0.028964,0.004121,0.366535,0.0389939384749627,0.0385970661266374,0.378535326295415
"78","sp|P13667|PDIA4_HUMAN",3416001.9257,3380249.0623,2737913.853,2668390.3086,3925314.4858,3527858.4315,1708383.8027,8090864.6716,7720619.6058,11245333.0166,12351004.8196,15507260.3228,15656530.8255,1.009,7.9233,0,0,0.3293,1.44266015948329e-10,1.35262492348868e-10,0.340252937320926
"79","sp|P05164|PERM_HUMAN",13551808.809,12563840.2383,12764473.7141,12091639.6986,7043365.8866,7588624.9484,14910994.2092,79248218.8926,79754877.6302,8093246.2328,8074113.0158,27669684.0953,27785099.863,0.589,1.4309,1,0.345754,0.313785,0.999975463210412,0.995577850047286,0.322113977422447
"80","sp|P08107|HSP71_HUMAN",37583658.7868,32790196.817,42523635.0482,37290181.5893,61051523.9067,49863057.3024,24078758.233,66503775.5741,55740967.8486,47464864.87,76664665.7374,89235602.5275,101699454.3929,0.267,2.2451,0.632407,0.146982,0.386057,0.661607107751405,0.658014917344595,0.395205130108205
"81","sp|Q9UPN3|MACF1_HUMAN",1056065.8363,910348.423,1601421.2509,1647553.1881,2055981.4913,2080779.0771,676064.9692,1526564.6471,1320330.075,1183247.4936,1183599.4936,942203.0459,1026019.0748,-0.587,-2.9834,9.4e-05,0.380874,8e-06,0.000185970559741689,0.000184182301985852,1.6262042822319e-05
"82","sp|P53621|COPA_HUMAN",2878418.0028,2385265.4952,2557555.7744,2610279.4531,3654404.4237,3725799.9316,1471324.5484,4981542.4972,4792641.4121,6892213.2997,7657728.1272,7622535.4711,7971554.8061,0.557,4.5256,0.003753,0.000452,0.354402,0.00593782501400064,0.00585597108512336,0.366171775842644
"83","sp|P15311|EZRI_HUMAN",5782103.3032,6895235.0461,6697170.8733,6322768.859,11196540.6987,10249091.5507,3818115.8028,8883443.9157,9586248.8303,7535107.8106,7188174.2728,8770497.4695,9412225.3303,-0.073,-0.6665,0.161503,0.502801,0.021384,0.183949340034182,0.183077814444471,0.0258757990937911
"84","sp|P19012|K1C15_HUMAN",6623404.9761,6389069.3169,6890090.0172,6255886.8976,6725444.8987,6711684.9014,6835617.0214,164384411.0322,159442870.0442,13217013.0372,9989136.6855,27813328.0521,29299815.8839,1.444,3.0013,0.206846,0.039308,0.387066,0.236957113843824,0.235371369763516,0.398401957443013
"85","sp|Q99715|COCA1_HUMAN",839400.3661,711749.4733,1776078.2241,1700840.1478,1925831.4347,1966996.8073,706137.3778,4413185.4365,3843043.1115,5064147.2562,4758165.4727,1606802.0304,1675133.6364,0.494,1.5286,0.993674,0.321071,0.32724,0.996112239787933,0.991588051271243,0.335437505617048
