,Protein,S0,S0.1,S0.2,S0.3,S0.4,S0.5,S0.6,S1,S1.1,S1.2,S1.3,S1.4,S1.5,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown
1081,sp|Q15717|ELAV1_HUMAN,992275.8,1037982,1054903,1501030,1443663,1246784,1123901,1371031,1406406,1615207,1468427,743886.6,1465398,-0.06,-0.4562,0.050809,0.469932,0.004999
1537,sp|O43837|IDH3B_HUMAN,72210.33,65880.09,70079.37,116903.8,142030.9,35112.04,86273.48,81268.79,71374.66,153978.9,162216.7,160498.9,176459.7,0.089,0.456,0.43599,0.533583,0.049464
2024,sp|Q9BZZ5|API5_HUMAN,103965.3,127017.4,120327.2,177089.1,184119.2,150008,81782.24,262246.5,196802.6,103298.3,141211.5,229038.6,277418.9,0.086,0.4553,0.435529,0.533565,0.049397
1469,sp|P48594|SPB4_HUMAN,9737.651,5894.992,4897.949,2814.515,3975.1,31275.75,12953.55,5061.838,9226.477,3776.574,4537.065,50096.49,47217.07,-0.285,-0.455,0.051002,0.470043,0.005017
1316,sp|Q07020|RL18_HUMAN,496823.8,723340.4,1009509,1246321,1143415,454436.7,669366.5,337312,370325.9,1499276,1683007,1096728,891311.3,-0.13,-0.4543,0.051114,0.470108,0.005028
2086,sp|Q9P035|HACD3_HUMAN,58217.6,37957.91,103466.8,99695.44,107546.9,47550.02,36962.6,95295.31,71002.11,122540.7,123267.9,127298.7,106971.7,0.083,0.4538,0.434543,0.533526,0.049252
1880,sp|Q9UBQ0|VPS29_HUMAN,59923.77,95741.35,106350.3,158329.3,152471.3,40359.68,69252.13,144302.3,143497.5,69422.5,81996.58,161424.4,165268.9,-0.087,-0.447,0.052302,0.470784,0.005141
1208,sp|Q13492|PICAL_HUMAN,452883.3,321823,300848.4,724426.6,703702.8,210688.9,439150,491780.7,501895.5,418600.3,392005.9,1005718,865500,0.09,0.4459,0.429361,0.533315,0.048494
1105,sp|O75828|CBR3_HUMAN,72995.33,125738.6,83804.73,134531.5,131426.5,116345.1,85289.79,75499.72,100747.4,92886.63,67554.21,345537.3,343996.9,-0.142,-0.4452,0.052598,0.47095,0.00517
2263,sp|P49815|TSC2_HUMAN,33065.07,23070.07,13510.68,46887.4,58153.01,20719.28,31277.96,35961.87,46182.28,71834.26,55047.49,32431.16,39599.91,-0.092,-0.4442,0.052764,0.471043,0.005185
1312,sp|Q9NSD9|SYFB_HUMAN,345077.3,413116.3,434892.3,340948.1,357535.4,285384.4,350189.7,501706.2,444815.3,543318.9,460202.4,477026.7,464338.4,0.052,0.4434,0.427727,0.533246,0.048256
2153,sp|O00139|KIF2A_HUMAN,29351.34,48526.29,55648.3,102285.3,99055.39,51383.12,33070.03,39368.14,32211.64,117943.6,121453.1,87537.09,112814.6,-0.123,-0.4431,0.052946,0.471145,0.005203
1995,sp|Q9H3K6|BOLA2_HUMAN,217294.6,135631.6,43383.8,150829.7,114267.2,300347.5,243654.7,273421.6,248165.9,99198.03,99295.3,492542.1,522724,0.176,0.4405,0.425836,0.533165,0.047981
416,sp|Q9Y230|RUVB2_HUMAN,1196006,986268.2,987816.8,1069798,1055917,1818430,1162274,1138502,1063443,1242850,1330258,1356066,1398639,-0.059,-0.4369,0.053985,0.471718,0.005302
723,sp|P50895|BCAM_HUMAN,2244507,4096937,4202999,6092270,5230248,2343170,2257383,4770415,4251419,3131886,2965366,2916512,2536582,-0.08,-0.4347,0.054358,0.471921,0.005337
2529,sp|Q9H3P2|NELFA_HUMAN,46685.35,30216.33,29085.18,18281.85,14508.23,27163.2,42394.06,30238.85,22329.95,70653.82,59865.72,101155.6,78261.47,0.138,0.4321,0.420379,0.532922,0.04719
992,sp|P35659|DEK_HUMAN,313305.2,304663.4,369424.7,603656,488774.7,330713.5,207938.8,443630.8,399843,397374.7,404945.6,501512.5,429727,-0.059,-0.4294,0.055265,0.472411,0.005424
1980,sp|Q96RQ3|MCCA_HUMAN,89246.84,29175.7,30421.24,13332.19,17215.91,10854.12,74145.28,36478.71,45698.1,39890.56,36264.73,124661.7,97869.12,0.184,0.4277,0.417534,0.532791,0.046779
1492,sp|O14617|AP3D1_HUMAN,57962.86,72831.05,80607.64,139306.8,121966.5,42512.33,60237.53,83402.02,102738.2,114083.4,91825.94,132089.8,142759.3,-0.057,-0.4271,0.055663,0.472623,0.005462
1797,sp|Q53GG5|PDLI3_HUMAN,125728.3,286364,166895,635345.4,378473.6,57688.8,101669,119128.1,200934.9,635500.8,774034.2,239385.1,242772.7,0.169,0.4266,0.416824,0.532758,0.046677
2527,sp|Q6ZS81|WDFY4_HUMAN,10576.46,1669.963,3286.652,7161.32,5185.93,71737.55,9302.742,14721.61,16047.23,27532.48,27462.35,15249.59,17719.33,0.235,0.4244,0.415405,0.532691,0.046473
1070,sp|Q16698|DECR_HUMAN,3410784,1306206,1318769,1591182,1759916,900035.3,2750046,1631206,1523310,1923970,2505318,1554075,1556814,-0.079,-0.4225,0.056466,0.473047,0.005538
1588,sp|Q86X55|CARM1_HUMAN,116576.6,75484.49,85989.46,114582,90652.62,150840.5,101593.8,165058.1,158211.6,114844.3,127698.4,172898.7,186554.1,0.073,0.4206,0.412961,0.532573,0.046122
2107,sp|Q8WUP2|FBLI1_HUMAN,50316.91,85472.81,89240.69,92865.63,85551.48,3413.749,44304.58,78764.63,92900.47,189090.8,164090.5,51311.7,55371.42,0.18,0.4184,0.411549,0.532505,0.045919
1913,sp|Q6VY07|PACS1_HUMAN,72913.92,110162.9,100207.1,173971.4,179980.2,60376.1,68069.44,131900.5,125587.2,165841.6,185579.3,108853.5,118668.8,-0.059,-0.4154,0.057726,0.473702,0.005658
614,sp|Q14240|IF4A2_HUMAN,429835.7,308697.3,296854.6,523546.5,526592.5,425830.9,362662.7,608179.7,649068.2,413500.4,398396,461330.3,445196.5,-0.061,-0.4134,0.058085,0.473886,0.005692
1421,sp|Q96AG4|LRC59_HUMAN,949970.2,715309.6,903733.4,1388415,1211455,1362273,917559.8,960424.6,1020811,2163298,2141673,1118712,931008.6,0.075,0.41,0.406177,0.532235,0.045152
824,sp|P36957|ODO2_HUMAN,1249236,1072915,675134.5,1904735,1582745,275558.2,1225644,1491807,1119722,713517.7,1277259,1005522,1114954,-0.095,-0.4057,0.059485,0.474595,0.005826
1920,sp|Q9Y263|PLAP_HUMAN,102628.3,85521.21,88017.51,108721.6,104114.7,64086.6,67561.73,164945.4,161225.3,173568.2,225656.6,89301.93,70779.25,0.082,0.4054,0.403248,0.532083,0.044736
2702,sp|O75439|MPPB_HUMAN,39472.04,10396.44,13279.85,35172.46,34479.66,32590.29,40053.67,40948,54471.54,59650.02,58744.92,42107.5,43017.63,0.097,0.4047,0.402803,0.532059,0.044672
1027,sp|P62857|RS28_HUMAN,1237246,1990567,1660399,2217475,2021356,292047,1059459,1310908,1173271,2015995,2160575,1598440,1998355,0.107,0.4035,0.402041,0.532019,0.044564
2171,sp|Q03169|TNAP2_HUMAN,2817.585,7676.242,4401.295,10417.28,5681.913,1843.802,2880.804,6710.301,5769.306,7854.145,8539.939,20158.35,21862.52,0.098,0.4017,0.400899,0.531958,0.044403
436,sp|P22695|QCR2_HUMAN,2723434,1910141,1848447,2461357,2036437,1473127,2494691,2407246,2439275,1812218,1842636,2539617,2407933,-0.047,-0.4006,0.060429,0.475064,0.005916
1382,sp|Q32MZ4|LRRF1_HUMAN,233968.1,174561.1,133350,292123.8,283122.5,41433.75,125712.7,340167.1,171552.2,185015.7,218751.4,295320.2,241977.5,0.091,0.3976,0.398304,0.531818,0.044036
211,sp|P05023|AT1A1_HUMAN,12535479,13330509,14610680,14865944,15396120,10804484,11930154,13864950,15194842,11441320,12038221,12060722,11451728,0.042,0.3949,0.396598,0.531724,0.043795
848,sp|P26373|RL13_HUMAN,538523.6,372047.3,351420.5,853309.6,763647.2,515999.8,518621.2,409229.2,348836.5,1180146,1162381,913799.9,774783.4,0.093,0.3948,0.396535,0.531721,0.043786
270,sp|PPIA_HUMAN|,43217138,75485462,70013290,101491323,87410264,43131737,52986389,82731243,73326690,62732441,62139828,61556741,74647864,0.054,0.3943,0.39622,0.531703,0.043742
1991,sp|P28065|PSB9_HUMAN,52547.26,12971.82,9488.015,61364.88,60204.56,15202.54,61940.12,23709.23,26937.15,7554.28,4249.114,230466.5,681691.2,-0.305,-0.3941,0.06165,0.475661,0.006032
2373,sp|Q9P1F3|ABRAL_HUMAN,197485.4,166478.8,153576.9,236140,210361.8,62716.85,329929.2,130941.8,141450.9,142440.3,196465.7,414430,423647.5,-0.104,-0.3928,0.061896,0.47578,0.006055
305,sp|Q16181|SEPT7_HUMAN,3786411,4169432,4538858,6816723,6108121,3023945,3582163,3152772,3426797,6812993,6620920,4792627,4843911,0.065,0.3902,0.393638,0.531559,0.043379
2571,sp|P67812|SC11A_HUMAN,24815.39,23025.18,19955.89,34088.47,34958.15,28549.25,24867.49,26353.72,28921.24,25508.04,23802.4,107575.1,99968.16,-0.125,-0.3886,0.062699,0.476166,0.006131
627,sp|Q709C8|VP13C_HUMAN,241272.7,272642.4,297106.2,339371.6,372620.5,122926.3,253534.9,288787.4,260506.3,359764.4,359368,322661.8,345357.3,-0.047,-0.3832,0.063744,0.476661,0.006231
983,sp|O75390|CISY_HUMAN,4562857,2187328,1891211,3802822,4682095,3334335,4338799,3148379,3585042,3688673,3611072,2863548,3292911,-0.055,-0.3814,0.064096,0.476826,0.006264
1112,sp|Q9UHD9|UBQL2_HUMAN,123970.5,102190.5,78359.04,140863,154291.1,65566.28,117327,222049.4,214202.4,120184.2,130596.3,129646.1,150840.3,0.055,0.3797,0.387058,0.531178,0.042459
1560,sp|Q14116|IL18_HUMAN,247178.3,421490.7,526043.6,429444.5,419992.7,236304.8,216715.4,681426.1,655041.9,425293.4,499215.5,369456.8,313243,0.075,0.3789,0.386559,0.531149,0.042389
1625,sp|Q5T2P8|AXA81_HUMAN,14006.8,26891.8,13253.07,11387.56,16989.74,3877.011,12999.33,6294.664,4616.534,106538.7,82309.37,17249.31,14247.08,-0.201,-0.3774,0.064883,0.477192,0.006339
1138,sp|Q5T1M5|FKB15_HUMAN,261217.4,195391.5,114425.4,280470.5,248046.5,183282.8,166436.5,261138.9,186558.3,502350.9,360432.3,132983.8,173482.6,-0.085,-0.3752,0.065319,0.477393,0.006381
2034,sp|Q9NUJ1|ABHDA_HUMAN,144711.8,62632.75,76072.76,147179.7,174033.6,46751.72,176320.6,133637.7,108098.9,121706.5,166174.6,169013.7,166094.9,-0.065,-0.3733,0.065698,0.477567,0.006417
1570,sp|Q13753|LAMC2_HUMAN,55749.51,143672.1,128625.4,191477,176706.7,65369.27,34236.89,130413.6,131041.8,100756.7,120918,240426,233388.8,0.099,0.3729,0.382823,0.530924,0.04187
404,sp|O00151|PDLI1_HUMAN,3519467,5527045,6655301,7354122,6225455,3356129,3216316,4319298,4154591,6935291,7237351,4583994,4602119,0.066,0.3711,0.381705,0.530855,0.041715
601,sp|Q92973|TNPO1_HUMAN,842694.1,1004478,840378.5,1631074,1530896,812890,850435.7,1276668,1359751,1470465,1133802,955780.1,909406.6,-0.048,-0.3703,0.0663,0.477841,0.006474
1193,sp|P39059|COFA1_HUMAN,353691.7,156822.7,153581.7,377455.6,341979.5,528106.8,335097.5,137324.6,151159.9,770753.5,990337,274685.6,285819.2,-0.149,-0.3682,0.066724,0.478033,0.006514
920,sp|Q15366|PCBP2_HUMAN,641438.1,690270.1,623447.9,1886560,1854752,453878.5,673075,807075.9,863509.8,1773298,1574947,1053595,962775.7,0.081,0.3641,0.377371,0.530585,0.041117
652,sp|P25789|PSA4_HUMAN,545529,499088.6,579355.1,766652.9,671893.3,660463.9,726482.9,552950.8,666021.4,1173695,1193992,541505.7,531891,-0.063,-0.3626,0.067866,0.478544,0.006623
1273,sp|Q13151|ROA0_HUMAN,176757.7,192035,195134.4,126877.7,258472.2,62619.33,193856.9,138523.4,238228.1,369367,99351.98,286908.5,185439.6,-0.091,-0.3624,0.067907,0.478562,0.006627
1064,sp|Q16836|HCDH_HUMAN,1498934,1118622,1174002,1314220,1238382,721280.2,1395525,1716878,1718870,1658844,1542221,1059729,1144237,0.046,0.3605,0.375151,0.530444,0.040812
523,sp|P43304|GPDM_HUMAN,491005.3,399103.7,430341,499285.1,438190.9,369292.8,424527.6,671467.4,658994.6,347699.7,439559.9,721731.1,734430,0.056,0.3565,0.37269,0.530285,0.040475
2159,sp|P48595|SPB10_HUMAN,1943.591,2917.546,3513.18,1431.41,1460.594,11005.55,3476.017,47395.03,37739.81,157.0899,1129.22,9010.069,17454.18,-0.352,-0.3565,0.069128,0.4791,0.006743
2385,sp|Q96K76|UBP47_HUMAN,80699.21,64592.72,70176.46,68982.43,50251.56,26851.32,58897.55,114640.6,60177.6,89079.56,106209.4,70714.24,69323.75,-0.061,-0.3562,0.069191,0.479128,0.006749
2441,sp|Q8WWP7|GIMA1_HUMAN,20942.97,47973.24,33788.17,159731.1,112043.1,1427.115,13247.65,28027,32339.43,66263.76,64693.69,41920.03,35178.82,-0.177,-0.3518,0.070114,0.479528,0.006837
2442,sp|P56211|ARP19_HUMAN,188561.1,175053.3,161294.4,180977.5,117636.7,66040.67,152748.2,241115.8,235040.2,137962.5,119708.3,186515.6,198104.8,-0.065,-0.3518,0.070114,0.479528,0.006837
2615,sp|P16298|PP2BB_HUMAN,9398.264,19127.04,15323.66,36461.92,42127.14,15213.87,8436.451,36584.23,44596.98,32926.97,29346.09,24764.39,39560.81,0.088,0.3497,0.368522,0.530009,0.039906
2102,sp|Q8WUA2|PPIL4_HUMAN,15239.72,39085.21,29459.42,81233.33,61281.43,34324.26,14264.5,65838.44,70348.36,52111.98,64918.29,58036.01,56217.71,0.076,0.3438,0.364921,0.529766,0.039417
1722,sp|Q9H845|ACAD9_HUMAN,139128.1,87596.66,76983.11,163887.5,151965,57600.6,164420.7,180523.4,166117.6,164938,129050.2,131478.3,126227.4,-0.051,-0.3436,0.071862,0.480274,0.007003
709,sp|P50897|PPT1_HUMAN,4511469,581043.1,605709.4,1302031,1261306,435244.2,4024598,1847820,1564049,763048.6,771691.2,1418451,1455577,-0.127,-0.3431,0.07197,0.480319,0.007014
975,sp|P80188|NGAL_HUMAN,749329.5,1531821,1639870,570848.9,590062.5,3967610,755907.1,5425347,5109687,522874.8,446025.4,1409138,1228222,0.187,0.3428,0.364313,0.529724,0.039335
1671,sp|O00391|QSOX1_HUMAN,181474.7,303309.6,330610.9,430588.2,461243.4,89706.57,207825.8,236482.3,307812.1,539034.8,640217,313163.8,306341.9,0.075,0.3428,0.364313,0.529724,0.039335
1562,sp|P17213|BPI_HUMAN,341738.2,544111.5,572891.5,162121.2,173975.1,1317795,358499.8,1453783,1542226,115423.2,130650.5,390729.9,333224.8,-0.202,-0.3395,0.07275,0.480646,0.007088
428,sp|P47756|CAPZB_HUMAN,6167490,4285233,3844934,5302557,4938128,6118779,6378109,4667282,4725417,4726914,5184966,4755637,4761010,-0.04,-0.3389,0.07288,0.4807,0.0071
1125,sp|Q58FG1|HS904_HUMAN,173202.2,156031.6,158814.7,141117.6,152905.8,274966.5,192141.6,567880.1,584611,57156.16,70805.81,263803.4,261377,-0.136,-0.3345,0.073844,0.481099,0.007192
2332,sp|Q9NUY8|TBC23_HUMAN,20242.86,23964.36,14846.64,18361.09,11265.18,6879.518,20101.1,22650.91,30410.26,15357.78,24250.36,60018.91,57763.09,0.106,0.3337,0.358792,0.529338,0.038591
2140,sp|O95182|NDUA7_HUMAN,1296.208,1034.449,509.0372,8716.562,7829.189,2405.06,7319.075,2445.195,3263.575,21043.63,25884.52,2846.642,3302.111,-0.214,-0.3335,0.074065,0.48119,0.007213
1173,sp|Q9Y2Q3|GSTK1_HUMAN,1303659,719445.9,837441.1,1922005,1798354,463363.7,1232351,1401239,1199287,1711158,1443391,1193561,1337907,0.058,0.3313,0.357343,0.529235,0.038396
1527,sp|Q96C23|GALM_HUMAN,72711.81,94803.06,65001.93,148654.4,145952.8,48243.26,51117.62,140489.7,151359.8,90185.28,117186.1,107298.8,172995.7,0.052,0.3307,0.356981,0.529209,0.038347
1340,sp|Q96B97|SH3K1_HUMAN,138361.2,80279.5,91087.26,214268.7,251183.2,59521.96,182854.5,137788.8,140286.9,277993.2,275069,175725.1,196196.2,0.07,0.3288,0.355835,0.529126,0.038194
1610,sp|P50914|RL14_HUMAN,16334523,469865.2,410944.3,1009419,762514.3,655534.5,2767259,1181676,1154694,1320251,1279385,1080051,1388934,-0.174,-0.3282,0.075243,0.48167,0.007325
1374,sp|Q9C0C9|UBE2O_HUMAN,210547.5,64910.8,78131.23,163106,222441,198082.6,227018.4,222408.8,189420.1,168214.2,178812.5,274478.7,281546,0.074,0.3275,0.355052,0.529069,0.038089
2610,sp|O14949|QCR8_HUMAN,21933.76,25176.49,15270.51,32074.28,51866.68,1104.13,33160.19,31687.71,28793.32,34916.1,36071.38,41902.79,43451.37,0.125,0.3275,0.355052,0.529069,0.038089
1078,sp|Q9NNW7|TRXR2_HUMAN,54486.04,14223.67,26591.62,21494.24,18911.8,5168.586,56961.39,34751.54,29606.66,14634.1,28238.33,143617.2,133161.5,0.143,0.3263,0.35433,0.529017,0.037993
1093,sp|P42330|AK1C3_HUMAN,252023.6,303488.4,288732.5,426312,562372.9,209674.1,317850.5,228708.6,262990.8,132544.5,201135.9,2963647,2638613,0.169,0.3261,0.354209,0.529008,0.037977
1778,sp|Q9BZF1|OSBL8_HUMAN,143952.8,140951.3,176224.3,152444.6,159323.5,29789.26,157523.5,156541.2,166332.3,174377.1,118300.8,260664.3,276435.6,0.073,0.326,0.354149,0.529004,0.037969
1687,sp|Q9UPY8|MARE3_HUMAN,55158.49,48266.06,21883,67026.86,40962.12,12269.71,38599.68,35672.21,25876.4,60162.83,79570.67,78487.26,83369,-0.08,-0.3237,0.076255,0.482076,0.007422
2407,sp|Q9H4A6|GOLP3_HUMAN,157682.3,211476.6,223107.7,296471,313797.7,199544.5,209804.1,157519.2,160461.3,438840.7,460367.6,325477.1,285732.8,-0.061,-0.321,0.076868,0.48232,0.00748
525,sp|P11766|ADHX_HUMAN,2481434,3670309,2898020,3586093,1958672,2539932,3376044,3387756,3761781,1746780,3803804,2692365,2484364,-0.05,-0.3175,0.077668,0.482636,0.007556
632,sp|Q5T4S7|UBR4_HUMAN,415343.9,296541.4,301087.4,419175.7,402060.7,300602.2,352814.7,409351.2,527897.2,496484.9,586618.2,396458.8,419672.3,0.034,0.317,0.348754,0.528603,0.037251
1160,sp|P15144|AMPN_HUMAN,103901.4,177202.6,170330.9,270355.1,196135.2,135788.7,117030.1,165209.2,158066.8,199797.8,210874.1,258750.6,245068.5,-0.046,-0.3167,0.077852,0.482708,0.007574
1694,sp|Q96CS3|FAF2_HUMAN,10917.37,49538.87,38814.54,46851.68,43278.38,17827.13,30608.87,29682.42,26015.55,124637.9,124001.7,55004.46,48168.24,0.107,0.3166,0.348515,0.528585,0.037219
1780,sp|P21964|COMT_HUMAN,55900.86,95856.3,68607.54,185596.5,140611.4,53986.23,39335.07,107885.9,174085.7,14043.97,7071.78,725228.3,590564.1,-0.219,-0.3153,0.078174,0.482834,0.007605
1820,sp|O00330|ODPX_HUMAN,101878.2,50524.76,61501.05,56857.94,88855.7,108425,104578.5,95899.04,86815.18,157569,150129.4,58804.97,109014.7,-0.075,-0.3149,0.078266,0.48287,0.007614
2450,sp|O75427|LRCH4_HUMAN,43769.22,37610.71,25944.94,53407.53,46015.73,10262.3,30341.51,35722,36335.31,63449.68,75978.36,74370.57,72900.07,0.055,0.3144,0.347201,0.528486,0.037046
748,sp|P36542|ATPG_HUMAN,1269775,976626.4,1241473,1166847,1024893,769346.1,779759.9,1211855,1449792,972317.1,837948.5,1187179,1231944,-0.04,-0.3121,0.078916,0.483123,0.007675
699,sp|Q9H4A4|AMPB_HUMAN,1099594,1102689,1007655,1869021,1571705,961636.1,965708.1,854244.8,1016762,2123188,2321342,1085791,1003731,-0.056,-0.3092,0.079593,0.483384,0.00774
1515,sp|O94905|ERLN2_HUMAN,132095.7,115886.7,120626.9,182470.8,153953,83104.24,125610,289910.5,291483.5,97753.93,130612.8,154909.7,195542.4,0.06,0.3088,0.343867,0.52823,0.036606
2521,sp|Q9BSJ2|GCP2_HUMAN,75873.05,83223.86,85884.67,147623.4,134935.9,35171.3,76529.02,117533.5,119295.2,116905.3,91256.94,135544,146621.2,-0.041,-0.3037,0.080889,0.483878,0.007864
1459,sp|P14927|QCR7_HUMAN,178716.1,290711.4,380297.8,376164.2,361599.6,202702.1,165775.5,400235.6,376400,380634,433452,271821.8,281626.9,0.048,0.3028,0.340309,0.527952,0.036139
863,sp|P20339|RAB5A_HUMAN,1152411,959449.5,908565.7,858820.6,951835.1,584601.4,1170827,1321374,1243983,533918.6,559799.3,1495462,1603134,-0.074,-0.3018,0.081341,0.484049,0.007907
2559,sp|P35658|NU214_HUMAN,27347.44,48462.72,34534.56,78742.71,67750.48,65374.57,28052.29,116882.6,105348.3,92285.89,91082.62,39867.52,52742.68,0.076,0.3018,0.339718,0.527905,0.036062
1336,sp|O95793|STAU1_HUMAN,81056.1,79824.06,90288.87,110750.9,89600.1,76600.23,71606.62,149808.3,140434.4,169025.7,168315.5,88646.03,84640.99,0.048,0.3017,0.339658,0.527901,0.036054
2110,sp|Q9NUQ7|UFSP2_HUMAN,50994.19,60736.78,57227.2,83319.33,56039.95,10573.8,42962.85,89063.92,76769.42,88941.44,88573.68,88207.48,50336.56,0.059,0.3009,0.339186,0.527863,0.035992
195,sp|P49368|TCPG_HUMAN,3351357,2650643,2953119,3769976,3916606,3392620,2980180,3393656,3434224,3461194,3472210,3045765,3009389,-0.027,-0.2972,0.082444,0.484461,0.008012
781,sp|P40121|CAPG_HUMAN,16699508,8308371,5688905,9089932,10294735,3676935,15067367,9635725,10335920,9287902,9683831,5342521,4942179,-0.071,-0.2958,0.082782,0.484587,0.008044
1386,sp|Q96P48|ARAP1_HUMAN,63660.79,48746.33,37558.8,75290.34,54433.12,13385.36,89590.09,97989.8,97579.21,52196.01,41077.62,92679.58,85351.21,-0.07,-0.2957,0.082806,0.484596,0.008047
1141,sp|Q9HAV0|GBB4_HUMAN,1396520,2331467,1945384,2470490,2361010,1256961,1458059,1718552,1847047,2118394,1835811,2138889,2076496,-0.035,-0.2952,0.082927,0.484641,0.008058
683,sp|P62195|PRS8_HUMAN,366323,238892.2,237874.3,343266.2,336971.7,321943.2,481947.9,473087.7,391091,351822.4,368858,402731.2,358930.6,-0.039,-0.2949,0.083,0.484667,0.008065
2008,sp|Q9H993|CF211_HUMAN,59246.67,49989.01,64689.84,39452.7,24886.82,16570.94,79809.29,80546.44,129452.4,28713.5,72589.14,105191.3,73443.39,0.096,0.2925,0.334238,0.527465,0.035348
648,sp|Q15019|SEPT2_HUMAN,4284116,4673740,4955841,3834628,3742544,2628338,2883325,2812995,2686330,3640881,4229377,4446236,5015863,-0.045,-0.2921,0.083681,0.484918,0.00813
1489,sp|Q9UBE0|SAE1_HUMAN,134127.5,67439.35,63698.65,124030.9,130944.1,29939.47,117050,98653.45,85219.45,111950.3,92175.13,230440.4,355875.2,0.079,0.2906,0.333122,0.527374,0.035203
1868,sp|P22087|FBRL_HUMAN,573901.5,195105,169727.9,183876,136728,138107.1,631723.2,304296.6,243902.4,168852.7,179996.3,495061.8,457240.3,-0.099,-0.2906,0.084048,0.485052,0.008165
1910,sp|Q9UI09|NDUAC_HUMAN,75181.75,53251.52,68882.08,56597.6,34010.68,78118.74,55838.87,44811.85,56927.71,155881.7,131139,95975.51,116637.3,0.078,0.2894,0.332419,0.527316,0.035112
1641,sp|P01620|KV302_HUMAN,19949843,35206299,27263356,25838413,27773508,6138281,9823456,13212433,12528460,27561500,27539604,11245262,11536360,-0.078,-0.2887,0.084514,0.485222,0.00821
2095,sp|Q9NWZ3|IRAK4_HUMAN,58942.06,39537.76,47346.47,30626.53,29813.15,50136.72,38297.43,59409.69,56736.37,46224.92,56497.84,75661.89,71865.7,-0.065,-0.2883,0.084612,0.485258,0.008219
1548,sp|Q92556|ELMO1_HUMAN,34524.6,49354.38,33218.33,111197.1,129417.1,34707.94,42075.66,65873.17,67101.86,117525,116831.5,57909.24,74250.69,-0.059,-0.287,0.084933,0.485374,0.00825
2284,sp|Q9BWS9|CHID1_HUMAN,49267.31,32481.97,36985.82,48919.07,70963.86,21259.15,61386.75,46871.9,56605.89,130936,111059,64696.91,53369.96,0.057,0.286,0.330431,0.527151,0.034855
65,sp|Q05707|COEA1_HUMAN,1554839,6122697,6294031,6358173,5717873,5063234,1497640,943041.4,941952.1,11437606,11357344,4193672,4359442,-0.151,-0.2849,0.085453,0.485562,0.0083
1335,sp|Q08AF3|SLFN5_HUMAN,185392.3,146170.3,206455.1,298581.5,332703.6,90399.3,154226.9,217688.5,201019.3,350119.7,446177.8,161644.2,167570.4,-0.054,-0.2817,0.08625,0.485847,0.008376
1839,sp|P01623|KV305_HUMAN,19918040,35155073,27188496,25807421,27765595,6263344,9827247,13219596,12572290,26434852,26149190,11348231,11648569,-0.084,-0.2801,0.086651,0.48599,0.008414
719,sp|P40763|STAT3_HUMAN,295611.8,250732,255289.8,382285.6,397598.7,149208.6,323460.3,455211.2,460861.4,332036.2,350720.6,339338.7,368273.3,0.035,0.2761,0.324664,0.526664,0.034114
995,sp|O75436|VP26A_HUMAN,626657.9,780909.7,753130.1,1148093,1056788,533352.5,616613,941607.7,1024341,811175.2,991463.9,816158.5,815696,-0.028,-0.2753,0.087863,0.486417,0.00853
2160,sp|Q9NWV8|BABA1_HUMAN,21459.16,9025.409,19052.31,65113.58,72366.12,0,23575.14,30824.39,35123.64,80260.14,103932.5,15660.87,29777.09,0.131,0.2746,0.323795,0.526589,0.034003
1060,sp|P13760|2B14_HUMAN,1314702,1355366,1289496,1535831,1266997,690544,1320399,986632.7,930591.9,1029283,1103530,3830730,3667125,0.072,0.2732,0.322983,0.526519,0.033899
2056,sp|Q13243|SRSF5_HUMAN,20000.27,31357.77,26813.53,3060.343,4656.224,1746.157,22786.88,5863.798,7754.363,16500.39,23200.62,98641.32,123585,0.189,0.2711,0.321767,0.526413,0.033744
1428,sp|P53597|SUCA_HUMAN,503099.7,490633.6,493375,648581.3,624993.5,269518.8,458401,546581.3,523470,739028,635177.6,659157.3,628466.1,0.029,0.2694,0.320785,0.526328,0.033619
19,sp|P35555|FBN1_HUMAN,4077942,14183125,13957267,13060002,12309498,8186316,4075004,5200199,5317834,24974547,26091825,6028979,6097455,0.104,0.2689,0.320496,0.526302,0.033583
611,sp|P51149|RAB7A_HUMAN,4610521,3622244,3130321,4547312,4571501,2994710,4101571,5071572,4978356,2427145,2533377,4345578,4301091,-0.043,-0.2675,0.089861,0.48711,0.008721
690,sp|Q9NY33|DPP3_HUMAN,398345.6,515850.6,537258,394753.2,487374.7,738687.9,476325.1,511626,512146.4,565845.1,559728.6,996699.3,950992.8,0.053,0.2675,0.319689,0.526232,0.03348
2321,sp|P40429|RL13A_HUMAN,22029.78,33523.63,27675.26,66948.61,44074.79,5400.81,21456.56,7423.885,10907.4,81093.65,90397.83,93685.8,94721.93,-0.122,-0.2664,0.090145,0.487208,0.008748
612,sp|Q9NYL9|TMOD3_HUMAN,974051.6,1636155,1584323,1732889,1630427,828610.2,1027018,1630899,1486069,1266518,1300617,1976768,1949471,0.037,0.2654,0.31848,0.526125,0.033327
1924,sp|Q16512|PKN1_HUMAN,27709.46,32160.98,21046.14,90044.61,97018.43,10250.62,37223.14,61753.36,59562.81,68912.33,69774.09,47241.25,41079.56,-0.059,-0.2648,0.090561,0.48735,0.008788
