,Protein,S0,S0.1,S0.2,S0.3,S0.4,S0.5,S0.6,S1,S1.1,S1.2,S1.3,S1.4,S1.5,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown
958,sp|O75694|NU155_HUMAN,146867.6643,146779.8438,106697.3543,219522.5044,281006.9477,87083.4008,149593.5206,501570.0931,520414.1685,320000.7867,267836.0918,325122.6501,361188.8623,0.612,3.8262,0.050496,0.006713,0.323111
100,sp|O15230|LAMA5_HUMAN,1819237.44,3018234.76,2578514.392,4712986.06,4353048.153,1642130.816,1733791.891,747887.2795,671096.2023,2106809.029,2301358.623,868576.9027,832617.1136,-0.921,-3.8235,0,0.317202,0
980,sp|Q9HD20|AT131_HUMAN,172542.2081,197130.908,114239.286,470875.4021,470275.5463,103781.7647,215225.4871,697232.9733,746718.2161,904162.9393,793729.8123,331766.7349,558458.4269,0.836,3.8228,0.050977,0.006787,0.323174
1403,sp|Q16527|CSRP2_HUMAN,256293.4554,284426.9751,268679.8456,418118.8483,438783.6307,279679.3019,321891.337,296139.153,303662.745,336574.6624,244709.0849,209062.129,225885.3766,-0.41,-3.8175,0,0.317312,0
843,sp|Q7L014|DDX46_HUMAN,208191.5895,154643.5176,153514.4152,281159.5241,262529.4833,150556.6263,167501.7517,364239.5276,322082.3643,347938.0158,391693.0791,591630.25,566918.3761,0.517,3.8166,0.051864,0.006924,0.32329
2042,sp|O75475|PSIP1_HUMAN,275532.2906,248427.34,289985.5207,429539.3878,398876.9594,182112.753,240574.2425,277615.4711,205571.5164,270343.6512,262934.7807,263594.5008,225282.298,-0.371,-3.8112,0,0.317428,0
734,sp|O95340|PAPS2_HUMAN,211246.7744,322414.3745,272524.6216,318055.5055,294115.0185,72441.5283,231210.9105,205542.4725,167336.2516,159471.1893,158634.584,131820.8564,129030.8691,-0.66,-3.8111,0,0.31743,0
1838,sp|P49458|SRP09_HUMAN,307643.2617,369496.63,348751.7611,577029.8406,382917.1616,233588.9638,301703.0459,622475.309,494429.7502,696052.1658,928590.6661,924050.8147,854107.6158,0.525,3.8092,0.052942,0.007092,0.323428
809,sp|Q12882|DPYD_HUMAN,138687.8241,133651.8297,118692.5796,276955.9907,229325.2444,210993.0192,139166.1578,271098.2782,358229.5632,772175.9525,692374.4624,475343.4641,537053.9197,0.789,3.802,0.054012,0.007257,0.323563
34,sp|P60709|ACTB_HUMAN,721419246.9,947551796.7,1026836508,1047717591,1211191855,577227833.4,693350934.1,966868920.8,1013987895,951806090,980323536.2,584611751.2,625117238.4,1.327,3.7991,0.054448,0.007325,0.323617
966,sp|Q86UE4|LYRIC_HUMAN,206871.4558,267492.7127,337014.1743,478197.0382,359372.5161,307415.1169,133601.3214,633525.9867,654074.4665,725836.8005,895707.1255,755643.7384,515853.5803,0.687,3.7955,0.054995,0.00741,0.323685
954,sp|P02763|A1AG1_HUMAN,12944701.49,24818213.65,35037761.11,17250564.67,17619886.36,17993734.25,16397981.46,5024307.365,5466462.342,3129739.687,3303177.783,11268870.41,12359729.7,-1.065,-3.7906,0,0.31781,0
2467,sp|P29622|KAIN_HUMAN,245427.0943,301735.9922,294109.1363,275936.3877,211988.2537,255780.0492,224240.422,98203.802,89310.5019,284393.3365,237101.7185,74118.2648,61578.0812,-1.075,-3.7898,0,0.317825,0
925,sp|P09668|CATH_HUMAN,3093682.547,1475498.95,1164647.987,1176662.456,1328950.06,1274742.645,3047669.751,953165.6609,952369.4146,777519.0159,953997.7649,498342.6334,494756.4951,-0.887,-3.7885,0,0.317849,0
804,sp|P30086|PEBP1_HUMAN,13209064.83,11857584.08,10131701.12,13914630.98,12444881.71,7942210.05,12768431.47,3795828.944,3522516.822,8202490.928,8945361.365,6319373.62,6545956.913,-0.625,-3.7881,0,0.317856,0
1197,sp|O76076|WISP2_HUMAN,62363.8217,575442.0919,601123.1099,747119.3481,767580.369,195673.3656,112970.5108,50638.7066,36250.8879,192108.5201,117976.7711,61624.0233,89667.7331,-1.673,-3.7856,0,0.317903,0
2141,sp|Q9BXJ9|NAA15_HUMAN,7663.5072,15100.1938,13965.0923,9064.7353,12873.5392,5425.6751,7707.5721,79781.8969,63550.1601,28162.113,54224.7387,33225.8937,32785.3355,0.935,3.7847,0.056665,0.00767,0.323887
2027,sp|Q9NP61|ARFG3_HUMAN,26133.6208,42290.2108,21332.6499,44120.2343,53437.716,14365.8045,36349.5279,63921.415,64935.456,114906.0988,164703.7457,147849.7593,127101.8236,0.737,3.7765,0.057966,0.007872,0.324041
512,sp|P21399|ACOC_HUMAN,518223.9167,660046.045,611470.2031,1102544.563,923652.9257,586757.2959,564068.3628,1078398.16,1087658.754,1650716.106,1641751.846,1168810.57,1196720.668,0.423,3.7708,0.058887,0.008016,0.324148
726,sp|O75534|CSDE1_HUMAN,84196.3294,97576.2494,76840.3036,124776.1699,148935.1685,57780.1411,95244.856,326728.206,219407.9986,157964.3074,166679.8481,218839.8171,260276.6854,0.519,3.7683,0.059295,0.008079,0.324195
1885,sp|Q05048|CSTF1_HUMAN,25143.8794,46702.684,23844.921,51843.1699,34651.798,34168.236,23426.7068,151977.3341,136307.5796,103558.2475,106502.038,83360.7371,84021.1371,0.701,3.7665,0.05959,0.008125,0.324229
282,sp|Q15746|MYLK_HUMAN,2060729.685,2669762.773,2791266.675,4160562.338,3098108.446,2365086.721,1534045.483,1119774.264,1186944.803,2115833.259,2343509.019,953570.2507,1004265.642,-0.711,-3.7642,0,0.318306,0
2058,sp|P01700|LV102_HUMAN,42659.5183,159121.2182,149933.3961,97275.0439,84347.4779,128706.8425,60758.0222,9079.1971,11880.47,72613.4582,128604.3019,24241.5663,18410.7798,-1.77,-3.7613,0,0.318361,0
1177,sp|Q8WU39|MZB1_HUMAN,636758.8913,455406.3138,641721.0002,884874.787,924145.0107,1336814.142,688201.3047,1737907.084,1512099.107,1813780.706,2142187.105,8430392.645,8327809.372,1.212,3.7601,0.060653,0.008291,0.324349
2490,sp|Q92734|TFG_HUMAN,19329.0856,32829.8361,38067.7217,65091.1355,34713.7704,15353.7191,17165.0341,128251.8536,97785.9274,79912.2642,62568.863,144464.1456,140116.4261,0.807,3.754,0.061683,0.008452,0.324463
2605,sp|Q08AM6|VAC14_HUMAN,905.8753,1861.562,3915.8312,4162.15,4844.0511,445.4996,3132.5129,45109.7433,8590.0039,11430.4501,9559.6254,22723.9525,26626.2164,1.488,3.754,0.061683,0.008452,0.324463
554,sp|P30044|PRDX5_HUMAN,4997166.252,4638668.045,4885485.956,4864520.993,4468624.46,5110030.277,5027526.983,2373356.062,2851656.656,2819724.472,3017062.306,4133853.24,4004579.441,-0.445,-3.7461,0,0.31865,0
904,sp|O14950|ML12B_HUMAN,2343011.195,2437900.342,2396740.558,2570854.146,3431475.275,1377784.941,2050759.03,1356296.021,1131437.901,1442001.089,1575566.847,1727631.096,2164525.928,-0.487,-3.7456,0,0.31866,0
789,sp|P10643|CO7_HUMAN,732942.7792,1595796.894,1103599.972,1056127.304,1065542.258,1378243.41,994701.1423,290089.0393,298791.2037,833164.0607,894194.2476,495283.0161,585578.6283,-0.906,-3.7331,0,0.318899,0
811,sp|P80723|BASP1_HUMAN,901203.6342,353127.9463,428071.459,290658.5351,296355.1945,514259.7466,989238.6065,1240553.317,1119505.758,1698632.595,1853350.033,1658774.506,1669040.568,0.949,3.7327,0.06541,0.009034,0.324863
4,sp|P35749|MYH11_HUMAN,28752964.47,28941125.41,28982002.41,49318403.75,47868306.31,25724289.78,31725013.28,5982470.697,6039110.806,17383853.36,18172153.28,20208966.91,20200787.89,-0.904,-3.7309,0,0.318942,0
1438,sp|P00748|FA12_HUMAN,601773.396,294598.2531,493549.5023,243893.6984,282390.2587,306493.9056,370638.864,85894.5958,119613.1737,259601.4185,247528.883,204919.1006,213430.0361,-0.954,-3.7301,0,0.318957,0
991,sp|P05455|LA_HUMAN,154714.0911,125617.0727,114594.872,317069.9824,316459.4254,82469.4563,161548.0005,354718.7787,364967.5261,355719.6783,380684.1458,388562.7125,428807.3657,0.563,3.7296,0.06597,0.009121,0.324922
880,sp|Q9H9B4|SFXN1_HUMAN,288887.6818,315717.488,281819.91,403123.1968,338044.8769,362529.2281,254393.8633,882602.4491,766267.1165,509278.1804,593154.8922,679129.9468,686819.0596,0.519,3.7269,0.066461,0.009198,0.324972
1234,sp|P15153|RAC2_HUMAN,6234298.808,4769204.815,5204707.166,6111432.208,7206521.734,4591603.358,6480964.676,12179452.34,12244473.02,8113743.583,8220936.865,7471520.096,8352845.858,0.525,3.7238,0.067029,0.009287,0.32503
640,Int_P01008ups|ANT3_HUMAN_UPS,724394.6033,750368.3125,727080.8358,1048630.66,976046.5988,438568.3153,1055772.128,393435.545,411074.7328,607876.6843,506660.6623,797071.7218,738915.6753,-0.541,-3.7205,0,0.319142,0
1901,sp|P11172|UMPS_HUMAN,72367.411,69638.0802,75861.0779,75166.5712,75202.7129,34300.9376,74671.1907,274017.6783,275113.4053,128769.825,124536.2935,428937.3487,440767.9037,0.962,3.7187,0.067975,0.009435,0.325126
2214,sp|O95218|ZRAB2_HUMAN,7815.9057,10180.501,30787.6992,11582.1177,18268.4912,19627.9656,6373.5455,43040.0766,69133.2611,124300.5606,96256.2299,56914.3977,47576.2295,1.13,3.7185,0.068012,0.00944,0.32513
604,sp|O76094|SRP72_HUMAN,16732873.6,2049882.549,2239544.261,2501662.852,2319183.077,4367299.354,13156810.97,883750.8448,928334.6405,1030863.683,1170641.811,1271895.581,1437987.847,-1.385,-3.7179,0,0.319193,0
2480,sp|Q96J02|ITCH_HUMAN,13930.2551,23311.5528,21958.7796,22660.0394,28296.9246,5940.8588,14995.3057,82438.8966,52630.3543,40708.6871,83059.9696,43800.0242,56503.9748,0.658,3.716,0.06848,0.009514,0.325177
1281,sp|P22061|PIMT_HUMAN,271318.5553,260785.7725,262896.793,254351.2654,269590.8398,282610.4272,250248.6712,249473.7237,258618.1226,165784.0795,179264.9559,180169.5375,189360.4344,-0.534,-3.707,0,0.319404,0
559,sp|Q96CX2|KCD12_HUMAN,2175725.323,2864680.738,2562163.591,3887685.717,3825506.203,1553442.135,2124701.981,1372697.719,1456018.882,1648030.287,1653594.313,1875614.715,2357999.164,-0.476,-3.7053,0,0.319437,0
1033,sp|Q9Y446|PKP3_HUMAN,131134.187,68802.0271,69685.252,87834.5737,81939.0404,104229.0281,112161.5614,445401.4541,343174.1784,134121.8194,194439.8144,355571.5986,330883.005,0.833,3.7034,0.070886,0.00989,0.325413
1561,sp|Q9UKY7|CDV3_HUMAN,222205.2274,254243.959,255543.7809,356547.7891,393552.4869,61056.9454,173553.7454,609172.0692,633314.5144,906648.843,985370.2091,459321.7561,428690.267,0.837,3.7001,0.071529,0.009991,0.325474
446,sp|P32926|DSG3_HUMAN,148424.7457,129656.6444,94817.8943,139291.1736,132945.8749,359353.4083,146776.6659,7418010.985,7551957.131,366429.6838,390057.124,1437800.905,1414056.34,2.088,3.6987,0.071804,0.010034,0.325501
411,sp|P35222|CTNB1_HUMAN,621175.4015,948548.0712,1010921.559,1293299.581,1427609.551,406872.8756,704670.6134,664439.0985,619164.0016,575489.9723,508149.4204,641755.749,615616.8311,-0.545,-3.698,0,0.31958,0
1738,sp|Q5JRX3|PREP_HUMAN,52253.6705,37647.8995,31383.7056,54608.7381,60071.1064,20659.4332,50293.2237,105161.0269,115150.0304,81633.4879,89666.4933,111855.3676,150962.4481,0.494,3.6953,0.072474,0.010139,0.325564
116,sp|P0C0L5|CO4B_HUMAN,540368.5598,717304.6152,451870.8869,670450.0488,607584.5978,762760.8884,408016.0947,199647.1654,168925.2059,487502.0157,677967.5339,304820.8774,270381.5312,-0.867,-3.688,0,0.319775,0
2244,sp|O60216|RAD21_HUMAN,73498.6014,100378.041,95815.533,211937.6678,157503.3275,36335.9714,63717.5505,68939.9121,33772.214,50473.2583,118842.1018,61310.1568,68798.8012,-0.842,-3.6837,0,0.31986,0
1513,sp|P46109|CRKL_HUMAN,233575.8528,345000.6899,153465.8145,294277.6786,209424.9707,147312.5265,230626.4755,643681.3987,394754.3252,465037.912,563499.3445,482211.8956,466486.8774,0.536,3.6816,0.075234,0.010572,0.32582
735,sp|P20774|MIME_HUMAN,468909.7361,1374929.274,1578925.067,2152741.549,2282818.969,3162190.835,465589.0534,98038.1149,106129.3177,867638.9017,651147.1623,356159.3538,351074.5757,-1.669,-3.6799,0,0.319935,0
984,sp|Q9ULA0|DNPEP_HUMAN,819327.5075,1374493.893,1519683.168,2470524.171,2530213.633,1373305.907,1051865.654,758429.7135,777324.7207,1292819.173,1347922.61,644832.6514,715103.9308,-0.643,-3.6792,0,0.319948,0
2120,sp|Q96KP1|EXOC2_HUMAN,68555.5989,59547.258,73253.8551,87267.0323,89003.8814,20922.6615,70984.0888,51812.1218,53726.0122,21567.4315,17214.3238,55784.1247,66785.2396,-0.942,-3.6745,0,0.320041,0
2487,sp|Q52LJ0|FA98B_HUMAN,11205.1806,35774.4492,32201.5819,84920.5194,65512.3548,2062.6021,11963.6493,160158.7351,193076.3774,91200.2564,105502.5184,159426.0624,142727.8209,1.396,3.6701,0.077626,0.010947,0.326034
887,sp|P18124|RL7_HUMAN,1076167.654,1280907.193,1209116.619,1436453.377,1366704.631,247290.8646,1093772.759,2230486.206,2589046.344,2924861.528,2632289.005,2169705.142,2478273.59,0.774,3.6658,0.078538,0.011091,0.326113
546,sp|P55145|MANF_HUMAN,142642.9981,112235.4552,157375.0315,204345.8966,177705.302,84976.2993,121657.7812,203568.9077,223687.445,621101.759,591251.6045,912344.0787,869263.1028,0.974,3.6592,0.079956,0.011314,0.326236
577,sp|P43652|AFAM_HUMAN,1114258.15,928495.3155,874083.2615,931003.8397,1073986.959,2951886.466,1043018.351,453109.3566,398740.4307,800011.2322,755513.0811,571485.2286,616226.7466,-0.811,-3.6577,0,0.320373,0
1460,sp|Q9Y6G9|DC1L1_HUMAN,242589.8708,234689.0466,234757.7883,251248.3065,288034.7671,293788.6686,197062.2318,175797.3615,187876.5861,182794.3688,195962.4636,241713.4771,226925.0016,-0.452,-3.6538,0,0.320451,0
1080,sp|P62834|RAP1A_HUMAN,1146499.324,1501560.972,1225298.055,1148041.257,1186836.437,1067241.738,1154113.802,917852.1925,1024857.974,798585.9797,1040350.792,881733.5151,901813.377,-0.398,-3.6464,0,0.320598,0
791,sp|P20742|PZP_HUMAN,34316.1837,62855.3789,71661.1076,1674.877,1273.708,3557.1661,23301.2882,2234.3225,1723.6001,2695.7841,1607.0498,2278.253,2494.5736,-2.776,-3.6441,0,0.320644,0
1889,sp|O00233|PSMD9_HUMAN,130163.6433,175468.3394,227436.6521,135632.8819,190910.9499,314527.1586,198427.5918,128800.6394,137895.1614,133268.2321,105636.6977,126006.0272,146353.1862,-0.684,-3.6428,0,0.32067,0
1063,sp|A5YKK6|CNOT1_HUMAN,21742.1597,52702.3395,42360.0684,115128.4443,66846.035,10393.589,27903.4035,135120.0309,135520.5299,157820.5928,173162.9732,105641.7631,118209.7181,0.817,3.6422,0.083716,0.011906,0.32655
1131,sp|Q14444|CAPR1_HUMAN,243611.8735,277653.8607,369908.2519,350655.4653,385406.1665,217059.7474,151714.7125,689986.023,711496.75,522543.7031,472051.1785,648089.7564,739751.5227,0.59,3.6412,0.083941,0.011942,0.326568
1624,sp|P37108|SRP14_HUMAN,210841.7209,168661.1098,118037.9001,762997.3712,785511.6668,158360.7335,200561.2974,886063.5525,798978.0079,790360.0802,715742.983,1589377.189,1908239.713,1.136,3.6412,0.083941,0.011942,0.326568
2670,sp|Q5VZK9|LR16A_HUMAN,33092.0261,52353.3711,45153.5288,67753.8279,78459.6432,42003.0198,32419.7277,61344.2913,50952.9342,40935.6326,44378.4558,45299.1957,54070.5045,-0.446,-3.6379,0,0.320767,0
1618,sp|P22528|SPR1B_HUMAN,20724.4121,33792.0944,29631.2249,60740.2955,50855.0885,21470.9367,21389.5174,5626862.256,5959154.016,90065.0018,59539.4369,1034298.204,1100601.736,2.722,3.6314,0.086184,0.012296,0.326748
1802,sp|Q9HAB8|PPCS_HUMAN,61495.0836,160499.0357,165360.869,146261.6426,154534.3473,20888.6642,63757.0858,354779.1402,308652.6876,422889.6125,430709.7017,237527.2887,260915.9191,0.903,3.6314,0.086184,0.012296,0.326748
1432,sp|Q06033|ITIH3_HUMAN,373141.1597,719684.4571,834080.9157,188789.0805,204280.0848,274823.0315,358251.5696,88203.2148,89271.9342,257848.0183,214993.0858,82320.6282,131693.611,-1.308,-3.6292,0,0.320941,0
1937,sp|P20908|CO5A1_HUMAN,0,3535.6209,1948.4043,1797.8393,499.0379,267.93,225.5424,51680.4288,65717.4558,284854.0117,207586.6751,8599.1098,5573.2932,3.491,3.6281,0.086951,0.012417,0.326808
666,sp|O14579|COPE_HUMAN,1132708.887,869349.8589,727090.0318,1582700.674,1200162.835,415059.967,749338.2879,1532090.724,1409798.526,1893184.424,1882977.533,1953318.566,2012075.606,0.521,3.628,0.086974,0.012421,0.32681
1518,sp|P35625|TIMP3_HUMAN,345832.4221,1201336.569,1306600.836,802041.1442,834884.5541,796242.4075,293991.2781,155462.9288,167734.6501,450884.4909,677879.7165,226613.493,260367.8455,-1.122,-3.6268,0,0.320989,0
2438,sp|Q9NRY5|F1142_HUMAN,65224.3548,55727.7872,35761.9523,99288.1242,119276.5997,38987.6605,100061.3867,51888.6326,58054.2586,32803.5965,31569.3327,70134.3063,74424.5908,-0.742,-3.6264,0,0.320997,0
348,sp|Q14126|DSG2_HUMAN,206563.8108,399002.8698,337839.6948,204436.3135,228434.9331,274933.063,215693.3568,1834212.583,1760707.709,499171.4809,517325.5265,734274.8495,1013804.093,1.047,3.6248,0.087723,0.01254,0.326869
1006,sp|Q9BTV4|TMM43_HUMAN,693940.7701,907720.7986,883718.9434,1182190.704,1158210.865,568993.3423,721320.9734,806150.7365,818285.1646,553955.909,556945.3357,700484.7599,671651.0798,-0.414,-3.6167,0,0.321192,0
82,sp|Q9UPN3|MACF1_HUMAN,896582.0522,1681470.709,1735737.315,1953568.406,2013522.327,956211.7215,953161.2469,1167827.951,988458.7214,1033781.238,1051839.101,612558.3387,672922.0615,-0.583,-3.6094,0,0.321339,0
466,sp|O94979|SC31A_HUMAN,1464696.874,1238080.913,967452.882,2022475.787,1924779.682,1262060.073,1449534.096,2273158.615,2131339.093,4040409.089,4151526.817,2409025.915,2431079.538,0.534,3.6058,0.092287,0.013264,0.327214
2265,sp|Q92629|SGCD_HUMAN,42513.6333,120455.4072,114121.9593,139182.5233,133383.3773,33481.2079,46090.4498,18794.4092,15064.2732,84691.5092,87602.5213,27214.1621,13707.6047,-1.524,-3.6051,0,0.321425,0
1166,sp|O60568|PLOD3_HUMAN,25648.7996,37985.6946,25922.4599,52290.6371,57758.8376,35428.3286,33176.6971,225009.7288,170522.7003,83270.1824,96189.3154,98538.7948,122418.7336,0.762,3.6047,0.092558,0.013307,0.327234
1087,sp|Q9Y624|JAM1_HUMAN,542146.7545,600257.883,714829.8599,840355.7049,835068.0339,521687.5213,539257.1981,743958.8505,752534.2536,260405.2478,317683.2879,285916.611,232775.9252,-0.724,-3.596,0,0.321609,0
444,sp|Q9UJU6|DBNL_HUMAN,1259527.833,901545.6598,865662.937,1258217.65,1233721.202,1264485.503,1013438.769,1926092.776,1939772.754,2051452.238,2091756.5,1731978.251,1591202.163,0.406,3.595,0.09497,0.013692,0.327409
461,sp|Q15029|U5S1_HUMAN,302919.4923,250046.7881,249777.4322,377545.8471,299075.1124,136421.9265,228367.0323,640330.722,634030.0186,534294.3776,438603.8702,514074.5886,463584.3026,0.469,3.5944,0.095121,0.013716,0.32742
2073,sp|Q9GZT3|SLIRP_HUMAN,56306.5917,35902.3619,29168.0586,39403.4805,56985.1816,12894.704,53421.3553,180679.6014,134656.9628,131631.1231,94722.0422,87401.2313,92061.1739,0.69,3.5923,0.095651,0.0138,0.327458
2128,sp|Q9NYL4|FKB11_HUMAN,15977.0427,26619.2786,35089.2072,37573.4634,43032.3819,36783.2155,17745.0455,75370.8926,53986.6615,113623.8526,159744.6732,155898.7218,152661.6448,0.876,3.5895,0.096361,0.013914,0.327508
2337,sp|Q96A72|MGN2_HUMAN,5581.8221,6057.6558,10884.068,77305.5997,45114.9241,1603.512,1639.6936,159161.0993,179591.9944,111085.4898,142671.1652,53705.3722,60057.215,1.959,3.5862,0.097203,0.014048,0.327568
2500,sp|P35542|SAA4_HUMAN,187277.344,224640.3124,525335.4782,198386.0381,181545.1704,451549.5054,187749.5616,178013.1286,138709.0068,124968.9867,112109.6898,142675.2697,164298.3347,-0.864,-3.5844,0,0.321843,0
670,sp|Q27J81|INF2_HUMAN,260604.43,336736.3308,346565.4503,365644.1943,460551.6239,164111.632,294528.4906,197843.1201,260796.9474,267722.8675,278015.4568,296776.4131,216354.9861,-0.45,-3.5825,0,0.321882,0
2406,sp|Q6UB35|C1TM_HUMAN,48475.4273,16126.5799,3998.066,30520.8513,29194.7371,3967.6794,30069.2435,123670.9539,70103.4506,118757.9846,136958.3308,90332.4676,62698.9339,1.254,3.574,0.10037,0.014556,0.327785
1604,sp|Q15819|UB2V2_HUMAN,12128.7181,31570.2109,23553.1877,50892.0953,29002.7252,22701.1851,21133.8672,181734.7073,178275.2931,49758.3949,72188.2707,114412.7927,119591.2603,0.976,3.573,0.100633,0.014598,0.327803
1099,sp|P49593|PPM1F_HUMAN,298417.4194,306871.9673,307479.0887,489888.0914,460727.7053,138765.4625,309682.1295,195744.8283,198098.2308,182503.1185,190456.0755,323294.9913,351133.5496,-0.565,-3.5703,0,0.322129,0
2116,sp|O14786|NRP1_HUMAN,88459.6843,166412.6184,177625.3285,161631.039,164117.1997,107931.847,82304.0192,66897.6187,72761.5966,113534.6512,110945.504,117968.9187,114941.8039,-0.642,-3.5679,0,0.322178,0
1133,sp|P67809|YBOX1_HUMAN,816396.6898,272202.4256,356101.0987,697508.7668,1030178.272,544101.2129,866433.944,1771316.125,1696865.743,1379455.856,1191226.429,1561115.5,1616387.042,0.739,3.5655,0.102626,0.014919,0.327936
57,sp|P08727|K1C19_HUMAN,15567239.42,21850256.89,22145289.25,22078896.39,20764895.95,13146803.62,15408915.89,109945402,98888324.79,27206675.82,25914374.15,29529565.42,30671349.23,0.946,3.565,0.10276,0.014941,0.327945
1883,sp|O94906|PRP6_HUMAN,38242.1879,69798.4463,87013.7921,68486.3405,78523.2322,53998.2707,36074.4902,179506.3601,236540.7312,139226.9172,133943.987,149089.6073,135199.841,0.63,3.5645,0.102894,0.014962,0.327954
71,sp|P00558|PGK1_HUMAN,71107379.76,47682007.64,46327829.94,69284624.98,69231489.28,60905854.29,67692665.08,129501203.9,136539506,82990713.71,86532964.89,80113035.25,90923293.42,0.49,3.5585,0.104513,0.015223,0.32806
1579,sp|P11310|ACADM_HUMAN,204291.054,145499.8228,132765.4182,224538.0925,188230.5072,101916.9913,207595.5143,268769.3446,237517.1737,389026.8567,443713.894,545989.61,454273.0145,0.525,3.5585,0.104513,0.015223,0.32806
2343,sp|O15254|ACOX3_HUMAN,8931.5554,4303.3699,5242.8582,33242.5165,12120.9605,6617.9036,11970.1404,52086.8599,34856.701,26398.9481,35429.3713,59104.5735,65385.3726,0.942,3.5585,0.104513,0.015223,0.32806
2563,sp|Q8TE77|SSH3_HUMAN,208744.7915,129405.2567,124979.3989,316036.8172,247676.5057,96308.3113,177629.7194,124783.9292,101686.735,178105.6442,169664.9539,62560.4074,75192.8273,-0.77,-3.5508,0,0.322525,0
2198,sp|O43237|DC1L2_HUMAN,575584.9877,611837.1051,452784.2907,841003.344,636799.5714,236856.0949,467906.5998,318899.5251,221748.7456,435854.081,624487.3673,294709.2106,299302.8079,-0.647,-3.5387,0,0.322772,0
2678,sp|Q96D15|RCN3_HUMAN,9176.4495,14787.6355,15386.6313,10494.1719,22199.6687,41595.2291,7194.3648,94732.5116,130894.4179,93349.2541,96811.0322,56990.9291,47757.6111,1.205,3.5369,0.110508,0.016196,0.328437
1759,sp|Q9NUU7|DD19A_HUMAN,28975.7057,108378.1163,77915.3706,74555.6373,70747.1324,94124.1854,39536.5562,25203.5736,22130.6017,80381.3479,47323.1646,46493.4454,32752.3966,-0.988,-3.5364,0,0.322819,0
689,sp|Q02878|RL6_HUMAN,601294.312,743106.4172,846863.5761,1916113.092,1919889.096,862804.042,746676.5955,1833352.582,3051182.696,2338229.554,2366194.914,1902851.118,1977297.321,0.64,3.5356,0.110877,0.016257,0.32846
88,sp|P63267|ACTH_HUMAN,658072227.3,886425217.6,957500853.8,973749728.5,1134134737,536329799.7,624040878,870681216.9,913402881,892423845,919837048.5,490270541.8,532314268.1,1.216,3.5293,0.112679,0.016551,0.328569
2277,sp|Q14699|RFTN1_HUMAN,183367.6271,271939.6545,268300.6525,360650.0465,337980.7105,269484.9766,212737.7339,168545.8416,168462.5689,266104.4637,292721.891,222725.9472,203872.4815,-0.458,-3.529,0,0.32297,0
474,sp|P58107|EPIPL_HUMAN,158930.3625,159055.6577,176734.4056,244057.7187,219547.7604,78104.0048,144331.3655,1140356.927,1120656.519,213886.7732,230658.9461,858643.4209,919775.9265,1.084,3.5268,0.1134,0.016669,0.328612
1324,sp|P08185|CBG_HUMAN,144356.5974,261794.9392,201558.7291,295755.2465,405410.1866,189467.34,122253.5698,73554.1904,84916.3236,215631.6117,205840.6006,107510.995,114988.4622,-0.827,-3.5259,0,0.323033,0
1157,sp|P23193|TCEA1_HUMAN,365238.84,333090.5937,294414.1779,649486.8839,669184.1094,201800.4116,357493.3208,879586.8364,874556.981,646501.2144,661325.0797,1004554.95,1073418.42,0.577,3.5166,0.116378,0.017158,0.328786
478,sp|O43795|MYO1B_HUMAN,1981527.617,2528548.7,2449940.104,4043993.918,3578080.435,693300.1421,2035507.483,532886.1937,602681.55,1734806.968,1976338.713,824722.2243,810215.0522,-0.932,-3.5116,0,0.323326,0
807,sp|P13798|ACPH_HUMAN,2644822.907,1823786.959,1598051.826,1732479.801,1622222.006,2848705.224,2794443.143,1361080.999,1414886.286,1162346.815,1432140.195,1608033.344,1290241.684,-0.521,-3.5047,0,0.323467,0
959,sp|P49321|NASP_HUMAN,87548.3188,98301.9898,61574.5884,129360.9548,124451.7957,83725.8153,94693.7949,466925.6639,585831.1107,264087.1812,267438.7227,184588.2264,187147.0675,0.797,3.4986,0.121773,0.01805,0.329091
2197,sp|Q14011|CIRBP_HUMAN,111723.981,137980.2567,149930.9849,126852.78,106753.3988,57756.5719,127822.4058,49236.3462,54337.3603,116220.619,78364.5158,125762.345,101119.0729,-0.673,-3.493,0,0.323707,0
1455,sp|P06681|CO2_HUMAN,581235.9028,688125.1301,472607.0558,544638.1267,625338.6447,1101663.565,516290.9589,139490.6091,150471.6412,703340.7982,528146.6467,236656.2154,166875.9313,-1.115,-3.4927,0,0.323713,0
2644,sp|Q96FV9|THOC1_HUMAN,4914.9264,1804.7831,711.6567,8405.4501,8736.8955,5393.0085,5191.5467,41714.2432,40825.9152,35194.5895,36120.6087,20856.7242,19331.2863,1.324,3.4921,0.123765,0.018382,0.3292
870,sp|P09871|C1S_HUMAN,2007217.681,2199426.844,2374487.794,1451501.232,2013971.34,4540209.531,2036151.026,802202.0523,814826.1768,1665689.153,1895415.063,916819.2088,969934.4681,-0.8,-3.4916,0,0.323735,0
2681,sp|Q9UIV8|SPB13_HUMAN,2130.5462,5158.8641,591.9591,5193.8323,3699.7131,8711.4793,2274.6784,233969.3186,180095.5423,8101.0776,19182.6176,95412.1085,72942.2406,2.328,3.4887,0.124816,0.018557,0.329256
703,sp|Q9UKG1|DP13A_HUMAN,362336.4863,532817.7069,607171.5246,384900.417,308466.3262,294739.1634,267007.1833,236575.6725,259010.9192,139521.171,153219.4379,273560.6364,309017.1105,-0.766,-3.4877,0,0.323815,0
