"0","1","1","1","2","2","2","LogFC","Zstatistic"
"sp|P09619|PGFRB_HUMAN","195525.891362091","545635.822176898","233317.267164286","659004.367209319","1114488.77436434","424005.630360656",4.56989786877792,0.0469538243184844
"sp|O95428|PPN_HUMAN","214232.740805229","122216.875201584","225589.607044048","539674.193215771","303460.557179845","370539.147438251",0.0624022018299116,0.000638831158577569
"sp|P13591|NCAM1_HUMAN","5158137.85941176","7956409.6169637","6151847.9955","3794608.3854552","11446511.627907","8653551.91256831",-1.57013348299081,-0.0155695190988866
"sp|Q9UJJ9|GNPTG_HUMAN","7788689.94332026","10484001.3996172","7462495.96972619","8820788.53046595","11114728.6821705","10134790.5282332",-2.13047286343728,-0.0213149088457825
"sp|Q9NZK5|CECR1_HUMAN","1446058.80956863","514978.54039736","822937.875616667","3335738.90002867","6442988.57010853","2630969.78455373",-0.842222589887335,-0.00860655402756055
"sp|P04075|ALDOA_HUMAN","4263327.18726797","9617287.82085809","11173269.4173333","1414304.172","2896460.63223256","3466505.98271038",8.82046741196684,0.0862967006949541
"sp|Q14126|DSG2_HUMAN","3953649.03350327","3788539.65462706","2884351.13278571","5441067.34026523","8220631.72058139","7131174.34853188",-3.31214915122701,-0.0326611393031621
"sp|Q13740|CD166_HUMAN","2914468.45750327","2456012.12472607","1723333.42471429","3478845.57830824","6325635.30982946","3632765.10705282",-0.842726565959027,-0.00865814729323136
"sp|P11142|HSP7C_HUMAN;sp|P34931|HS71L_HUMAN","4808178.40592157","3240485.18707591","5397769.71053571","655454.02927957","1175374.65092248","723379.440936248",1.34595363291877,0.0134931522954911
"sp|Q7Z7M0|MEGF8_HUMAN","737345.100529412","2057951.27561716","1884432.49478571","3382258.16403584","3249071.53937984","2583574.74692896",3.19365699647005,0.0331074561842204
"sp|O43707|ACTN4_HUMAN;sp|Q9H254|SPTN4_HUMAN","1105623.43461046","5864966.85825743","3294752.24664286","147973.597364158","132228.344622481","436066.426579964",0.136773514694741,0.00143519829300524
"sp|P01621|KV303_HUMAN;sp|P18135|KV312_HUMAN","19301960.7843137","14125412.5412541","8069330.74709524","61131899.6415771","62706976.744186","65642258.6520947",2.65990753268696,0.0252181886281396
"sp|P04211|LV001_HUMAN","46856209.1503268","41246204.620462","43819047.6190476","55609318.9964158","252155038.75969","101347905.282332",-5.73139372057746,-0.0573556682876185
"sp|A0M8Q6|LAC7_HUMAN;sp|P0CG04|LAC1_HUMAN;sp|P0CG06|LAC3_HUMAN;sp|P0CF74|LAC6_HUMAN","4293986928.10458","3277095709.57096","4012500000","11121863799.2832","10451162790.6977","14032786885.2459",0.0973669748449071,0.000937377076588763
"sp|B2MG_HUMAN|","1363725490.19608","687907590.759076","675119047.619048","1618422939.0681","2977751937.9845","1738506375.22769",5.19706019465427,0.0518638284681738
"sp|P02656|APOC3_HUMAN","1211267973.85621","796673267.326733","1885238095.2381","508537634.408602","411410852.713178","755431693.989071",-1.94211733351012,-0.0199524072970765
"sp|P69891|HBG1_HUMAN","14826143.7908497","8123588.8959736","779571428.571429","111985663.082437","4099829.17474419","5604132.7032204",2.44377902346828,0.0243433559437875
"sp|P01700|LV102_HUMAN;sp|P04208|LV106_HUMAN","33149019.6078431","27120792.0792079","36558333.3333333","115053763.44086","103682170.542636","201916211.29326",-6.20169373172595,-0.0622966549764817
"sp|P80748|LV302_HUMAN","138470588.235294","166679867.986799","77957142.8571429","470953405.017921","465325581.395349","643169398.907104",3.62961823295367,0.0354773880025089
"sp|P13797|PLST_HUMAN","34358.032469281","344831.360505611","57189.3986473809","7.67025089605735e-06","91296.0618054263","53055.9616861931",3.17895840569071,0.0335409346479641
"sp|Q14651|PLSI_HUMAN","1.39869281045752e-05","1.41254125412541e-05","163545.954096429","52.3460557080287","8.29457364341085e-06","7.7959927140255e-06",-2.28936439573233,-0.0241744239927602
"sp|P59665|DEF1_HUMAN","194418300.653595","100007920.792079","345202380.952381","42493189.9641577","30109302.3255814","158258652.094718",-0.344073349099779,-0.00350144126831269
"sp|P07585|PGS2_HUMAN","4330730.17142484","9141039.91338614","5812645.95672619","8974193.5483871","13437209.3023256","7272695.18591621",-6.24026596037762,-0.0621194226663612
