"0","1","1","1","2","2","2","LogFC","Zstatistic"
"sp|P17900|SAP3_HUMAN","21.7538568295451","22.0601505040939","21.9350240787076","23.4237502324611","23.5770540853485","23.1848217041588",1.47912689028329,6.78745941488034
"sp|Q92496|FHR4_HUMAN;sp|Q02985|FHR3_HUMAN","25.4298233729524","25.8366317960763","22.9934777017911","22.9064341483284","23.6280730001435","24.5742640253662",-1.11183740655995,-1.12527783235823
"sp|P07359|GP1BA_HUMAN","22.2070160307417","21.973876450016","22.9522975011045","22.5575582461612","22.8313186294855","22.5219209817813",0.262269822391799,0.690301723027569
"sp|Q03167|TGBR3_HUMAN","21.4474809533983","21.034493998363","20.871096283499","22.3329404151046","22.8320779394244","23.1017406163065",1.6458124601531,4.66348717827167
"sp|P15151|PVR_HUMAN","24.2381558841467","24.1099061086326","23.3625570370029","23.5307728501552","23.8532284768654","23.8675837023539",-0.165107648267675,-0.464349441298904
"sp|P01854|IGHE_HUMAN","19.3863554704315","22.0571301429533","18.8974239682099","23.6837259632624","20.434776184523","20.2490247034979",1.3747925011135,0.856854384403667
"sp|Q9UNW1|MINP1_HUMAN","24.2895265189496","22.8619772467463","22.6346903683315","23.1847828772164","23.4555767793871","23.4523024567814",0.110708995962751,0.202338781086635
"sp|Q9BWP8|COL11_HUMAN","20.4432528532565","22.0093569967854","21.0772055216582","22.6448596773851","22.2671413748212","22.1959572784037",1.1456943153716,2.34824012231308
"sp|P07900|HS90A_HUMAN;sp|Q92538|GBF1_HUMAN;sp|Q14568|HS902_HUMAN;sp|Q58FF8|H90B2_HUMAN;sp|Q58FG1|HS904_HUMAN","23.9795147691614","24.7701553409365","24.8455390173755","22.0480883039135","21.860003817884","22.46097335316",-2.37429499969604,-6.72428172612257
"sp|P07478|TRY2_HUMAN;sp|Q8NHM4|TRY6_HUMAN","22.7925105210096","22.8801891356617","21.9409844496931","24.2869690600358","26.2636202241908","25.2281499086699",2.71141924068432,4.34659315987431
"sp|O94985|CSTN1_HUMAN","21.9641152797705","21.3443072718676","20.2843244452709","21.7248288141756","22.1496769080396","21.5655873307503",0.587633424418281,1.08619548321557
"sp|Q9BYE9|CDHR2_HUMAN","19.0645410821131","17.6671164418336","16.6876428489787","21.4767250512674","20.9523904470731","21.2857969794293",3.43743397712749,4.6592791999015
"sp|P27487|DPP4_HUMAN","21.3375391561537","22.3589702232139","21.7056904589701","21.7075338434303","21.90636169134","21.6303432057615",-0.0504020353274413,-0.137906257914917
"sp|P06733|ENOA_HUMAN","21.6883719530048","24.8873772058977","24.8643984539561","21.7028725229082","20.8080410372636","23.0134049977458",-2.05927607065371,-1.89903699183197
"sp|Q13332|PTPRS_HUMAN","21.6754908379893","21.1449342490233","21.5509573916381","22.4047773000746","21.8798615934966","21.3321854241248",0.447562813624264,0.957321875514927
"sp|P14780|MMP9_HUMAN","17.0573595504152","17.2329378048991","23.6281858418483","12.6390555013737","15.6967811754803","20.6390897212277",-2.91674057982861,-0.933635799795664
"sp|Q9NY15|STAB1_HUMAN","20.7495625518564","19.6547982356738","20.3544385867924","21.0970764507201","20.4488037942167","20.4898809344032",0.407201828255104,1.04912959890058
"sp|Q12860|CNTN1_HUMAN","22.7967781918295","22.2950597564866","21.1106985368172","22.3718659354015","21.80020210837","22.1979504223266",0.0176288277903735,0.032132216000343
"sp|Q14112|NID2_HUMAN","22.4175126702089","23.2699148540452","22.588589182641","21.7470120908173","22.1243558258497","22.397544051906",-0.666933753183992,-1.95413720814289
"sp|Q99497|PARK7_HUMAN","20.0369349907558","21.0700184782299","22.4041831608115","20.6204085868453","19.3275605118292","20.8062704428066",-0.870129844621947,-1.07451384204111
"sp|TRYP_PIG|","32.6375390863017","31.9630114180062","31.994865521864","32.2753784608487","32.6761871795691","32.7016344975603",0.36262625238881,1.07727107137775
"sp|CRP_HUMAN|","28.3065233791953","28.1135918735581","28.5390201655471","27.804179484312","28.5327239042619","28.699611791612",0.0403791936504662,0.112365277082785
"sp|P01620|KV302_HUMAN;sp|P18135|KV312_HUMAN","26.7306742902835","27.1304559467192","26.7333079045723","28.505049545522","28.1142862971046","28.4247680211042",1.47382431758937,5.15862537203846
