"0","1","1","1","2","2","2","LogFC","Zstatistic"
"sp|P06310|KV206_HUMAN","383.620467128275","1289.73041269151","2491.59782815835","110769.268506678","135330.44614831","8190.50249022011",5.93804246265228,0.0596227193913764
"sp|P01614|KV201_HUMAN","17774.7794139488","8.41491273488791e-06","1.01047018032754e-05","9.8974457203277e-06","1.01974369994416e-05","1564536.0752211",1.40090687338925,0.0140752793219316
"sp|P02745|C1QA_HUMAN","57404346.9852456","34080396.576296","42742888.6278548","175184789.2498","146843092.791959","29797344.4485929",6.37591774365007,0.0602233047619015
"sp|P01766|HV305_HUMAN","70644070.1114723","51078520.3007696","70429771.5688293","347400344.783502","245758231.686543","359876378.375611",3.02431156986828,0.0313841553501335
"sp|P13473|LAMP2_HUMAN","6053856.71389017","1222484.70679769","3223261.31250042","5688882.81402537","7499452.76276644","6190297.24163898",-3.40529681012784,-0.0333678061145887
"sp|P11684|UTER_HUMAN","6479785.88291018","5110115.86207336","26474318.7245814","26525154.5304782","59858955.1867223","40289367.1417594",-1.61696512864,-0.0161644192455159
"sp|P40189|IL6RB_HUMAN","126433.971733607","8.41491273488791e-06","184.970137813714","1425659.60690011","866467.606843829","779835.712069119",0.4075199063123,0.00422416533872756
"sp|P01743|HV102_HUMAN","22420553.0312744","10182044.4092144","16268569.9032733","109861647.495637","66079391.7563817","101667699.896783",2.49609953335505,0.0256062198562116
"sp|P31949|S10AB_HUMAN","1343086.66712134","1129768.68581651","2228303.83400435","375563.71987781","469025.10768313","1001010.28235394",-0.961500025320947,-0.00968760940809233
"sp|P14543|NID1_HUMAN","1190914.93523568","1639722.22869327","1810508.19344657","1894356.98226696","2332260.39173228","3708722.02922569",-1.79195674801319,-0.0174838456277303
"sp|P35590|TIE1_HUMAN","1033730.33879104","1148234.62865977","376143.069564947","1074242.58270967","1842868.45830468","2704812.0004603",1.50085525619281,0.015328604283498
"sp|Q15904|VAS1_HUMAN","677131.35353297","274785.852667798","711912.398583694","816566.949441171","933031.150270634","1526216.81721368",0.105652466482737,0.00111228040383214
"sp|P28827|PTPRM_HUMAN","197347.950319782","82401.9668795104","20803.3664159733","1396297.70784144","1682773.90830375","1476847.72917582",-2.56170439911109,-0.0248492866644871
"sp|P30530|UFO_HUMAN","1222020.06145793","203379.435835825","601673.686350831","4904768.18693002","6523334.38051442","8700410.24271776",-1.05516227821796,-0.0102673773082209
"sp|P01714|LV301_HUMAN","15559090.6811861","13295562.1211229","15864381.8311423","146482196.66085","123388987.693244","148986722.242964",5.23632656383273,0.0512527657954199
"sp|P60900|PSA6_HUMAN","1074968.8098866","1203317.47690798","1145277.32639361","301598.275200802","321228.174371271","377686.039213677",-0.474180132651069,-0.00464816824642508
"sp|P01593|KV101_HUMAN","316980232.51112","217104748.560108","237460492.376971","1494514303.76948","1142112943.93746","1542327335.89548",2.88517991636062,0.029875831421091
"sp|P01613|KV121_HUMAN","20584387.0502648","12454070.8476341","25362801.5262211","180133512.109964","113191550.693802","143740710.896381",-2.05690876821818,-0.0208082227980007
"sp|P01597|KV105_HUMAN","312148216.771622","213738783.466153","232408141.475333","1425232183.72719","1091125758.94025","1479375199.73648",0.977685402367272,0.00973938779483877
"sp|P01606|KV114_HUMAN","312148216.771622","213738783.466153","232408141.475333","1425232183.72719","1091125758.94025","1479375199.73648",-1.08927066434964,-0.0110070398696356
"sp|Q9H6X2|ANTR1_HUMAN","415882.929251554","445324.133489679","1940.82165938525","80981.3809989157","400803.659544314","546396.677565924",-1.27472285521591,-0.0122229228586698
"sp|Q9BQE3|TBA1C_HUMAN","285618.804190651","184040.760009163","329477.068556697","28403.3086468439","114106.193591542","75521.9715162368",2.38316269376277,0.0237405554801668
"sp|Q8NBP7|PCSK9_HUMAN","153851.53721975","267602.269794308","302750.05074209","221247.061987667","1786148.38843768","58866.8949703063",-0.854718674072112,-0.00860502916079868
