"0","1","1","1","2","2","2","LogFC","Zstatistic"
"sp|P35542|SAA4_HUMAN","28.9031121232749","29.3388363335689","26.7517475317394","27.7644585834889","28.0190314105745","28.1164439122325",-0.414246890616548,-0.500589514427359
"sp|P10451|OSTP_HUMAN","26.2316922938932","25.2678519571886","25.2820658164083","24.384427534038","24.8239595952376","24.5285037117114",-1.00076590600955,-2.68003661599232
"sp|Q9UGM5|FETUB_HUMAN","24.8670283171295","24.4488442625338","24.4361889617277","23.6208677298601","25.2206652717442","23.9315685693242",-0.3204235578295,-0.583621042415404
"sp|P01781|HV320_HUMAN","24.4676214695644","24.7945158173451","24.29614100162","26.814211618686","26.2480763884273","26.4169953964944",1.99030119071644,7.32156916431752
"sp|P01768|HV307_HUMAN","21.0404210882621","19.7900787805247","20.2866909540172","24.9890188415081","24.2891205739423","25.2353493175013",4.44666877913857,8.37140670030572
"sp|Q9UHG3|PCYOX_HUMAN","21.0667498645571","19.4296044164726","16.7925431218919","20.7503633473865","21.7421521850292","21.5768843100051",2.20826218786345,1.6943354412263
"sp|Q9HCU0|CD248_HUMAN","22.074403384815","22.1105090874726","22.9804862938866","22.5955498021068","22.7241684521125","22.6548295934647",0.258073489451035,0.746701597578093
"sp|P05451|REG1A_HUMAN","23.3100801925779","21.9419953989901","22.9086889215617","24.0359052291389","25.1134662124326","25.3100801925779",2.11717789023384,3.77874274622522
"sp|Q13093|PAFA_HUMAN","21.1823795382444","21.3609081935386","21.2149904859343","22.7188414431748","23.7695118112152","22.6589010678209",1.84390713374012,4.3290128493018
"sp|P13598|ICAM2_HUMAN","23.1037737658294","22.0566860839291","22.5105402503389","24.29614100162","23.3238859921029","23.5754247590989",1.13328855761673,2.53528622712511
"sp|P32119|PRDX2_HUMAN","19.3460851449948","21.9026358293983","24.6264487621234","22.607968271309","20.7115897509929","21.3080017062746",-0.348240323222208,-0.232975487081795
"sp|Q15848|ADIPO_HUMAN","26.2624854474388","26.3975430338282","25.2570989008917","27.6864560714876","27.7129282828488","28.6997528941011",2.07780731407014,4.22226059890378
"sp|P78324|SHPS1_HUMAN","21.5356069773404","21.5880210016508","22.3888791300469","22.7343427045344","24.2678519571886","23.1908543116172",1.53809760926577,3.05810423778612
"sp|P09382|LEG1_HUMAN","19.5712600054121","20.6888777202672","20.8645957423404","21.3397636443204","21.6994486561421","22.439055654785",1.43290523035814,2.29257947066704
"sp|P09960|LKHA4_HUMAN","20.2578171620333","20.972031327705","20.831191329614","20.0855657445039","21.2301296322359","21.3115720881476",0.190554811011069,0.419377014604763
"sp|P29401|TKT_HUMAN","21.642814225462","21.2487606374785","22.6330002011935","20.855014254497","22.8567994974447","23.6430634759743",0.611949988709745,0.657643971569207
"sp|P98095|FBLN2_HUMAN","21.0665474590082","21.4657407937185","22.346984132661","22.5615847467429","23.429819436852","23.0644768529274",1.41436598005956,2.89073570002045
"sp|Q6UX71|PXDC2_HUMAN","22.8996096777938","22.0582126310131","21.6361930925752","22.9332232693039","23.351107460838","22.836328365289",0.844901315921736,1.90663972882126
"sp|P62805|H4_HUMAN","20.3077444328079","25.5314814115113","23.4169953964944","19.8921019845008","18.1459572786615","21.7337012112454",-3.23461553853438,-1.77941340940145
"sp|P15085|CBPA1_HUMAN","18.3441352183735","16.446585162752","18.1783670913273","20.9620961570767","23.429819436852","23.1475847589997",4.88594303587303,5.2055808388563
"sp|P17936|IBP3_HUMAN","24.0359052291389","25.1487992855448","25.2570989008917","24.5165310700453","23.4676214695644","24.7023976153567",-0.606989842794713,-1.07696635809776
"sp|P16930|FAAA_HUMAN","21.3378659565238","21.0118893612262","21.4511615097837","23.2468200099927","23.429819436852","23.5165310700453",2.13216036866756,8.15897360928732
"sp|Q02818|NUCB1_HUMAN","21.5400579859309","22.0141222751297","21.5383627062656","21.4484999301491","22.6741041387717","22.8288431937248",0.614755489061081,1.22668536743439
