"0","1","1","1","2","2","2","LogFC","Zstatistic"
"sp|P09619|PGFRB_HUMAN","138627.486446684","333549.606024832","189921.867478282","872591.407749007","1405988.41729804","585556.088843837",-1.1668942076045,-0.0115691323687926
"sp|O95428|PPN_HUMAN","151890.607251673","74711.7196419302","183631.498749423","714585.649831335","382832.055661593","511718.332025257",0.210021247208714,0.0020391005962311
"sp|P13591|NCAM1_HUMAN","3657109.9674545","4863788.60266626","5007646.77191766","5024462.41280951","14440399.165513","11950643.2219321",-1.6167530996787,-0.0161113283729225
"sp|Q9UJJ9|GNPTG_HUMAN","5522166.40994885","6408916.70648481","6074523.27830324","11679655.9541021","14021836.8708605","13996248.818479",2.53323726221923,0.0246666261891774
"sp|Q9NZK5|CECR1_HUMAN","1025252.95564743","314808.673256599","669877.116491666","4416870.7333234","8128181.73742752","3633396.03674411",1.57965757347436,0.0153787100567842
"sp|P04075|ALDOA_HUMAN","3022690.89660498","5879090.83915432","9095118.5026684","1872688.14872479","3654043.17544737","4787280.02612393",-3.81652525163386,-0.0374189189451409
"sp|Q14126|DSG2_HUMAN","2803129.67243775","2315951.14882436","2347881.75028656","7204548.02174496","10370775.5949382","9848224.31918652",-2.19431657558296,-0.0214997746079101
"sp|Q13740|CD166_HUMAN","2066352.61334067","1501371.14041791","1402805.31435772","4606359.09496667","7980134.19448242","5016885.56815825",-1.86808353175764,-0.0187937912252699
"sp|P11142|HSP7C_HUMAN;sp|P34931|HS71L_HUMAN","3408989.37811649","1980923.01411994","4393821.83797312","867890.385227376","1482799.27370761","998994.366712483",0.474703972269414,0.00498151971236772
"sp|Q7Z7M0|MEGF8_HUMAN","522776.278978198","1258034.77209724","1533941.07044146","4478467.15375284","4098881.08020312","3567943.00764504",1.0965284415252,0.0109387808499154
"sp|O43707|ACTN4_HUMAN;sp|Q9H254|SPTN4_HUMAN","783884.919940136","3585280.33792883","2681951.09245845","195932.676714209","166813.27372161","602212.171114521",-1.71068897365632,-0.0175792888482587
"sp|P01621|KV303_HUMAN;sp|P18135|KV312_HUMAN","13685053.6181248","8634927.54063724","6568490.97974878","80945093.8732117","79108273.6893323","90652626.9627639",1.09499147433702,0.0103629227875303
"sp|P04211|LV001_HUMAN","33220963.493274","25213988.4186607","35669007.5110017","73632613.6236869","318107343.935939","139962488.18479",7.68825994613557,0.0750535202094142
"sp|A0M8Q6|LAC7_HUMAN;sp|P0CG04|LAC1_HUMAN;sp|P0CG06|LAC3_HUMAN;sp|P0CF74|LAC6_HUMAN","3044428594.75675","2003303189.42784","3266202722.6644","14726522724.7374","13184712281.5554","19379421440.9709",-0.496210991151137,-0.00515711995090231
"sp|B2MG_HUMAN|","966878788.237079","420520971.229034","549551569.2102","2142962962.01351","3756596594.50665","2400894989.6314",1.30697628235226,0.0126628561297839
"sp|P02656|APOC3_HUMAN","858786698.064934","487009913.29194","1534596834.77565","673357556.310406","519017245.369164","1043258854.23893",0.499227011694465,0.00512096462494164
"sp|P69891|HBG1_HUMAN","10511707.8516031","4965986.03982644","634576528.974797","148280849.504252","5172158.27129225","7739364.27275348",-1.00364879119375,-0.0107481087836851
"sp|P01700|LV102_HUMAN;sp|P04208|LV106_HUMAN","23502592.0833013","16579060.8780235","29758735.9176089","152343338.531766","130800717.078922","278848341.845081",-0.550439402854636,-0.00549319595332092
"sp|P80748|LV302_HUMAN","98175384.6517649","101892144.979519","63457652.8974797","623592065.723362","587033618.250204","888223482.711167",-5.08400977262658,-0.0523242052965394
"sp|P13797|PLST_HUMAN","24359.7799109352","210796.945081006","46552.5656248262","1.01562225687844e-05","115174.964877118","73270.8228152304",-2.29668528880063,-0.0239792113387131
"sp|Q14651|PLSI_HUMAN","9.9167055203803e-06","8.63492754063724e-06","133127.536585795","69.311708257418","1.04640573663138e-05","1.07663452449838e-05",-2.63366307801937,-0.0264903111130645
"sp|P59665|DEF1_HUMAN","137842206.733286","61135286.9877117","280997123.124461","56265473.0310656","37984528.2397191","218556808.473172",2.87284627525057,0.0293184050512141
"sp|P07585|PGS2_HUMAN","3070479.48464097","5587958.3741456","4731533.96878337","11882780.4054777","16951772.9334284","10043666.0352746",-1.67310799516123,-0.0159603264469579
