"0","1","1","1","2","2","2","LogFC","Zstatistic"
"sp|P49747|COMP_HUMAN","28.0402765328816","27.541046153933","27.0211724523516","26.3519352599599","25.7473992121514","26.4176915069199",-1.36092153680529,-3.62062822240212
"sp|Q16363|LAMA4_HUMAN","20.7891129655126","21.4019970716588","22.7239210846614","22.3001478045018","22.3650540801123","20.790719940567",0.176631354017188,0.226564313931641
"sp|P21333|FLNA_HUMAN","19.0776432410514","20.8149067249732","21.2484143387377","17.7415800310697","19.251652955192","20.8626265185319",-1.0604014428877,-0.965786682269765
"sp|P18065|IBP2_HUMAN","27.0600756628098","27.4394090480354","27.4505149733531","26.161391645477","27.2008844717955","27.3819704545294",-0.437871190116491,-1.10199250317311
"sp|P18428|LBP_HUMAN","28.9497679549117","28.8339605454122","28.4729896347175","26.9735241715006","27.657991807001","27.3968983773025",-1.41036414769252,-4.63489221106333
"sp|P22792|CPN2_HUMAN","28.4239745631929","28.0402211664418","28.544344652511","27.9682548989873","28.328035252559","27.8289441559574",-0.30271856650225,-1.13606040012338
"sp|P43251|BTD_HUMAN","26.2449620433886","26.8442171947776","26.3764579187161","25.7963294979478","25.7799677016952","25.62216549009",-0.77179520079146,-2.89796480082521
"sp|P26038|MOES_HUMAN;sp|P15311|EZRI_HUMAN;sp|P35241|RADI_HUMAN","24.3963120264892","25.4078226650389","25.3512437679096","23.759961891208","23.4376176674348","24.3976476814576",-1.18853055820905,-2.46562160609792
"sp|P80108|PHLD_HUMAN","26.2617767057186","26.1468294559926","26.0850460751299","24.73351725123","24.9750920590619","25.2118958668137",-1.18028214657348,-4.46387600002507
"sp|P12259|FA5_HUMAN","24.0450447907858","23.7650366750146","24.1214825671699","23.2625266875607","23.0471140833441","28.5225134867547",0.933288298604212,0.454499216742194
"sp|P02461|CO3A1_HUMAN","27.2744223681265","27.7277347336526","27.0410761144518","27.2513809277995","27.5805678075583","27.4846018638039",0.106821650906715,0.385639731818502
"sp|P15169|CBPN_HUMAN","27.3623270972998","27.2815460829407","27.6037370843675","26.4634595359483","26.3279080682715","26.563205973595",-0.978600204015715,-4.58911953873083
"sp|Q14515|SPRL1_HUMAN","26.0173106210556","25.6579606010872","25.4859367865513","25.6804190221048","26.0184850619079","25.3910660128519",-0.00225775532385741,-0.00683097421268274
"sp|Q16270|IBP7_HUMAN","25.5796018990465","25.2901903182503","25.9304760864165","26.1759125982968","26.6146942740286","26.3723438288098",0.771335950382888,2.48458913286549
"sp|P00742|FA10_HUMAN","25.5979674589003","25.5205877176712","24.57481033129","24.8452800733054","26.1014967998827","25.9331031860938",0.373948643654279,0.729626229967076
"sp|O00533|NCHL1_HUMAN","24.0087826201611","23.7319947621803","24.1354643437079","24.2811875346457","23.8107707305064","24.2204615186465",0.142113219908823,0.526410122880215
"sp|P11021|GRP78_HUMAN","23.0587743940305","24.3718247139809","24.042555552893","21.7142124283941","22.7182995523195","22.7166186803982",-1.48254675302868,-2.90284737148846
"sp|P02042|HBD_HUMAN","24.1656585318935","23.9134173734522","29.6364383901704","27.0911221273242","23.4497908051205","22.8334210432369",-1.36434791199257,-0.559065798095798
"sp|P00746|CFAD_HUMAN","27.6410972443943","27.3730619502701","28.6425958206268","29.6124890774592","29.6137167691185","29.1156806938724",1.56610975182515,3.52292393087948
"sp|P05090|APOD_HUMAN","31.1053387657504","30.4321750681139","31.1280589132645","30.8593141397935","30.3638617056322","30.8714980669725",-0.162972676768758,-0.528596142571358
"sp|P07360|CO8G_HUMAN","29.5326106809904","29.9980110176248","29.6496519577817","29.0064329911345","29.3007676499316","29.1141265556184",-0.589018988908694,-2.57981222930411
"sp|Q9UK55|ZPI_HUMAN","26.2592453999401","26.5013618732785","25.9561290269874","24.9337542905295","24.6591570640712","25.1300143620601",-1.31691091946362,-4.74454713584147
"sp|Q12841|FSTL1_HUMAN","28.8862583783142","28.3181481878183","28.5221749402739","28.2458716135237","27.7536512065781","27.9633950741944",-0.602009280277882,-2.26786585944503
