"V1","V2","V3","V4","V5","V6","V7","V8","V9"
"sp|P02747|C1QC_HUMAN",1041254079.63993,889397536.685636,1627916912.56606,3321084779.9925,2867151718.36998,2777717073.20583,"2.35884988625053","0.0230917514743335"
"sp|P02792|FRIL_HUMAN",34311801.1005158,21155572.4745612,50496530.9821448,44179568.1742121,13707915.1498711,15934190.9625761,"-2.03283175095183","-0.0198577197761665"
"sp|P0DJI9|SAA2_HUMAN",29353448.3403257,8175314.30611908,27684956.4111554,3486494.85956008,4414035.64085364,5643004.93504054,"9.83250510237553","0.0978467682153119"
"sp|Q14118|DAG1_HUMAN",10412540.7963993,9412071.01929459,20737795.0645358,30570229.932041,34008186.4405199,30253430.1384046,"-1.66158336704425","-0.0170594312882051"
"sp|P01767|HV306_HUMAN",28956780.1195105,35057805.8149872,36602208.2889058,59718588.7044523,52215646.2579059,66966667.4237995,"0.160554112718579","0.00167914063721832"
"sp|Q9Y5Y7|LYVE1_HUMAN",27270940.1810458,27804466.6808519,35150562.6343883,118827804.054777,91979064.2498983,117353163.170324,"-3.5658057690688","-0.0351545843475798"
"sp|P62258|1433E_HUMAN;sp|P27348|1433T_HUMAN;sp|P61981|1433G_HUMAN;sp|Q04917|1433F_HUMAN;sp|P31947|1433S_HUMAN",66541094.0417518,50514326.1127279,54540401.0197293,17164016.1412456,31182890.9516151,73641801.4756894,"1.44047491455098","0.0143324446951714"
"sp|Q12913|PTPRJ_HUMAN",2871494.8998348,2221609.64008023,3812593.33864633,11374969.2770385,12242947.1185871,12058306.6743819,"3.74483706295154","0.0385694661395393"
"sp|Q9NQ79|CRAC1_HUMAN",1828508.58891631,2475469.41272802,3063542.57995752,17976513.9467484,6446043.86502252,9222478.69844296,"1.41756168447504","0.0138611282949332"
"sp|Q6EMK4|VASN_HUMAN",57913560.2390209,70029262.354568,60865428.5144127,125937159.852927,151728831.81155,150728833.429774,"-0.576459530684114","-0.00618295078081264"
"sp|Q8WZ75|ROBO4_HUMAN",9756405.25013951,14333979.7174578,2773506.53320099,11273407.0513507,13184712.2815554,13242604.6513301,"-0.693551475818852","-0.00717334747119826"
"sp|P07998|RNAS1_HUMAN",37485146.8670375,19946682.618872,48733818.4016592,149296471.761131,203002712.906488,177644696.542233,"3.57893454432666","0.0375762117146791"
"sp|P07737|PROF1_HUMAN",8689213.78326007,5019100.85553635,30069802.843577,26203054.2274637,17474975.801744,54908360.7494176,"-0.642539441737984","-0.00634063402391391"
"sp|P24592|IBP6_HUMAN",13883387.7285324,11311755.0782348,26855444.6085739,95265367.6951977,120336659.712609,88176367.5564176,"-1.24198157510169","-0.0121358728773246"
"sp|CATD_HUMAN|",10511707.8516031,1997539.77077415,1778768.11737679,14015587.1449225,16847132.3597652,12919614.2939806,"0.0610249074090075","0.000571779065360077"
"sp|P55290|CAD13_HUMAN",6574489.89312544,3901196.75901229,9902166.17273425,7758740.43405234,17579616.3754072,10461029.660713,"1.69149055918421","0.0169552835177845"
"sp|P11226|MBL2_HUMAN",8746741.04517724,11916200.0060794,9789033.96661626,37578023.5045023,61110095.0192726,65674705.9944014,"0.421081979232141","0.00401530231074048"
"sp|Q10588|BST1_HUMAN",1726781.1325725,1330455.88952023,1403790.34199616,3616936.47677804,6144359.25743971,8090748.66396904,"1.77182632500062","0.0180315447013109"
"sp|P01034|CYTC_HUMAN",103133737.411955,101892144.979519,345284287.824522,562654730.310656,793175548.366586,664283501.615503,"-1.47271640337477","-0.0140945956130475"
"sp|P04406|G3P_HUMAN",10710041.9620107,25559385.5202862,30173491.8188997,7025823.75696615,7409881.13625902,13673258.4611295,"-1.66670052893539","-0.016762378437821"
"sp|Q92820|GGH_HUMAN",17651735.8262769,13211439.137175,7120532.16376896,3880724.66407103,6182140.23778914,5454186.9889245,"0.05366705682398","0.000547351196868817"
"sp|P04180|LCAT_HUMAN",22907589.7520785,10361913.0487647,30484558.7448677,12492153.7596048,22393082.7639115,16795498.5821748,"3.52115827698198","0.0345807868365512"
"sp|P05109|S10A8_HUMAN",330226293.828664,94984202.9470097,293439800.163182,34226470.0568034,27415830.2997422,233629691.816149,"-1.43383363659777","-0.0146046811892426"
"sp|O14498|ISLR_HUMAN",29353448.3403257,22537160.8810632,27373889.4851873,33921783.3797399,32229296.6882465,48663880.5073269,"2.41094785580609","0.0235006350517729"
"sp|P33151|CADH5_HUMAN",27667608.401861,23918749.2875652,23226330.4722801,56671721.9338169,68121013.4547028,82362541.1241264,"0.60608189699438","0.00602326947386073"
"sp|P06702|S10A9_HUMAN",174534017.158693,49391785.532445,164865470.76306,21023380.7173837,16533210.6387758,98942712.8014015,"6.78106163056284","0.0688645009477083"
"sp|P39059|COFA1_HUMAN",4272446.68383089,3591935.35775272,1324107.29929696,7349123.07078956,11091900.8082926,10001400.1512495,"-1.70135763352488","-0.0169822049991368"
"sp|P00558|PGK1_HUMAN;sp|P07205|PGK2_HUMAN",5069965.3254472,11570802.9044539,23744775.3488935,1767670.85533759,3215200.93698201,7989393.49312321,"4.73522600923205","0.0456958716104448"
"sp|P14625|ENPL_HUMAN",1651983.89030811,963869.689450514,748342.129982199,3536133.91634798,6545958.10441003,7587036.18917486,"-1.91257640184401","-0.0193052736423729"
"sp|P54108|CRIS3_HUMAN",11999213.6796602,3080791.64575678,6915798.00618165,30976478.8347924,20195630.7169856,15611200.6052266,"-1.2166663655014","-0.0122422931919111"
"sp|P17900|SAP3_HUMAN",2456228.31332607,2629618.64965847,3301830.88605113,14421836.0476738,18835303.2593648,16041854.4150259,"2.396418334328","0.0253166316001392"
"sp|Q92496|FHR4_HUMAN;sp|Q02985|FHR3_HUMAN",32625961.1620512,36093997.1198637,6609333.34649001,9497895.58508064,18730662.6857017,39297160.144191,"0.365020968118665","0.00361966129148997"
"sp|P07359|GP1BA_HUMAN",3361711.29216399,2479512.1243294,6725232.14037197,7966286.82246908,11301181.9556189,10221412.2272301,"3.83045991031279","0.0387646925528534"
"sp|Q03167|TGBR3_HUMAN",2005856.66563384,1304370.17062664,1637242.56524781,7020712.33530298,11615103.6766083,15826527.5101262,"3.21503103172819","0.0318691710104694"
"sp|P15151|PVR_HUMAN",14081721.83894,10880008.7012029,8580487.2122104,14828084.9504252,22079161.0429221,24331940.2536635,"-2.8988710806693","-0.0298778418415107"
"sp|P01854|IGHE_HUMAN",523479.054974179,2790115.72059254,460329.626460474,19195260.6550025,2324568.05757723,2375734.57480459,"-2.97555266646065","-0.0295690496230619"
"sp|Q9UNW1|MINP1_HUMAN",14379223.0045514,4578198.48489634,5243183.56869809,11882780.4054777,16951772.9334284,18625777.273822,"-0.505996001434526","-0.00504278190044509"
"sp|Q9BWP8|COL11_HUMAN",1006593.01613767,2574349.76665126,1908326.12023733,8796621.3862023,7917337.55501714,8536824.22545615,"-0.0425940903590001","-0.00041142582064028"
"sp|P07900|HS90A_HUMAN;sp|Q92538|GBF1_HUMAN;sp|Q14568|HS902_HUMAN;sp|Q58FF8|H90B2_HUMAN;sp|Q58FG1|HS904_HUMAN",11602545.4588449,17183505.8058681,24263220.2255069,5401308.63075664,5607068.1996654,9362330.17268866,"2.67267017000392","0.0269338938587562"
"sp|P07478|TRY2_HUMAN;sp|Q8NHM4|TRY6_HUMAN",5182428.48818691,4640873.18517868,3199315.17222202,24984307.5192096,117197442.502715,62337138.9684564,"3.62983887415034","0.0367085968078135"
"sp|O94985|CSTN1_HUMAN",2939352.20845015,1640806.71123202,1125191.77402355,4721855.15325462,7391477.36444701,5613699.11446859,"-4.78587603735657","-0.0480399809934001"
"sp|Q9BYE9|CDHR2_HUMAN",464145.949577538,144835.526370776,109776.744192565,4659367.75788789,3545768.62092113,5411207.52983943,"-3.51543587487634","-0.0340737424684054"
"sp|P27487|DPP4_HUMAN",1870799.19476116,3280130.16037622,2949854.01716287,4593210.5333706,6165136.59661615,5767511.9804134,"-1.08385588341321","-0.0107287366003416"
"sp|P06733|ENOA_HUMAN",2350718.92299796,18651443.4877764,24989043.0527657,4341381.79276039,2746316.90464958,14103912.2709288,"-0.475087818116572","-0.00500106564497913"
"sp|Q13332|PTPRS_HUMAN",2378678.45243524,1419050.90838611,2670795.01518467,7494948.38637915,6085765.20838997,4724458.237971,"4.94743627766309","0.0491121209081631"
"sp|P14780|MMP9_HUMAN",133770.182932405,116902.761073033,14309078.5945297,12952.4976998432,100980.028032452,4005320.08459597,"-0.934985316321797","-0.00963568496135485"
"sp|Q9NY15|STAB1_HUMAN",1386313.37400938,538119.651334813,1301735.59513398,3272883.19127522,2382166.53737384,2881041.67990886,"-2.90044616357843","-0.0298871555704803"
"sp|Q12860|CNTN1_HUMAN",5080028.94993488,3113024.87351601,1913996.38710711,7148672.93562824,5634679.68167775,8372801.2628766,"-6.24957176253496","-0.0633337741025976"
"sp|Q14112|NID2_HUMAN",3891833.9384878,6093726.40336618,5246669.87097178,4560572.05777474,6948516.72623245,9423882.48492423,"-6.91175940420359","-0.0679968045270524"
"sp|Q99497|PARK7_HUMAN",827372.825870188,1413715.81408767,5269788.64901752,2308470.4570211,1082663.00373147,3516675.09489927,"0.42230764327877","0.00428287477007811"
"sp|TRYP_PIG|",6188024244.71731,3531685364.12063,4002394447.45542,5596078635.4002,8005003885.23006,7385712838.05891,"1.43127995250283","0.0150487815995635"
"sp|CRP_HUMAN|",269734390.154344,196876347.926529,321435823.500306,271171142.586544,497042724.899905,570616297.984143,"3.56647684337388","0.035362153950268"
"sp|P01620|KV302_HUMAN;sp|P18135|KV312_HUMAN",88952848.5178113,95847695.7010734,90209408.5307309,447889415.283392,375659659.450665,489868708.646765,"-0.525630905857502","-0.0053489764581484"
"sp|P35542|SAA4_HUMAN",497818617.123091,586311580.009269,117168542.114628,231561874.568284,284622360.363735,313300646.62903,"-1.10263106569317","-0.0105546921877156"
"sp|P10451|OSTP_HUMAN",78143639.5005967,34885107.2641745,42305101.9316531,22242127.4256378,31078250.377952,26054555.4928609,"0.256547591792258","0.00255691061789825"
"sp|Q9UGM5|FETUB_HUMAN",30345118.8923637,19773984.0680593,23537397.3982482,13101527.1137319,40914464.302287,17226152.3919741,"-1.43375291181207","-0.0152823673331644"
"sp|P01781|HV320_HUMAN",23006756.8072823,25127639.1432544,21359928.9164719,119843426.311656,83398537.209521,96466453.3950552,"-0.309388335177883","-0.00308884952825414"
"sp|P01768|HV307_HUMAN",2138775.9202623,782827.416084307,1326279.54807572,33820221.154052,21451317.6009433,42527063.7176862,"4.1422558935642","0.0431421826374698"
"sp|Q9UHG3|PCYOX_HUMAN",2178166.31417744,609750.873045456,117704.147412968,1791488.39061754,3670625.60587278,3367888.40356487,"2.83183758541242","0.0287548558395771"
"sp|Q9HCU0|CD248_HUMAN",4379504.45170056,3910075.58094481,8581204.90063755,6436806.71981128,7250307.77106758,7109704.59779793,"2.42689919945016","0.024601743765513"
"sp|P05451|REG1A_HUMAN",10313373.7411955,3479024.42178958,8164603.69953439,17468702.8183092,37984528.2397191,44787996.2191328,"-4.66647730315996","-0.0451658026038679"
"sp|Q13093|PAFA_HUMAN",2359929.5452019,2325588.110487,2523951.91497327,7011080.45413048,14963602.0338287,7129797.45433646,"-2.25117688480058","-0.0221538093872377"
"sp|P13598|ICAM2_HUMAN",8939152.23562047,3766888.92075619,6195557.85245699,20921818.4916959,10987260.2346295,13457931.5562298,"2.78660701353597","0.0281044791077325"
"sp|P32119|PRDX2_HUMAN",660875.031676633,3385392.80080047,26855444.6085739,6492452.79021844,1796841.97698908,2795219.79685763,"-2.24157252212067","-0.0221247694836625"
"sp|Q15848|ADIPO_HUMAN",79829479.4390614,76332759.4592332,41579279.1043944,219374407.485743,230209262.058904,469412652.681295,"-0.461863985437138","-0.00478624526075231"
"sp|P78324|SHPS1_HUMAN",3014609.69790946,2722078.00324657,5694515.37860601,7086818.25870883,21137395.8799539,10308870.2879177,"-2.81948356619592","-0.0269461883378368"
"sp|P09382|LEG1_HUMAN",772509.326716325,1459591.97867519,1979710.78285556,2695511.36321437,3563567.96994436,6122053.61529167,"-0.0101200403037632","-0.000106570617560477"
"sp|P09960|LKHA4_HUMAN",1243305.99963894,1776107.2915646,1934398.81884498,1130030.01396519,2573984.59292832,2802145.97408814,"-0.190116088492314","-0.00193346975203491"
"sp|P29401|TKT_HUMAN",3247160.00642634,2151656.89786305,6744418.87486622,1926269.55353658,7948448.51499201,14103912.2709288,"-1.30864208572236","-0.0134212434700741"
"sp|P98095|FBLN2_HUMAN",2177860.74577189,2500866.76815047,5531528.05321211,6287036.30386149,11824384.8239346,9444254.22856346,"2.89379376359219","0.0288710226944386"
"sp|Q6UX71|PXDC2_HUMAN",7759555.05645142,3770876.85755821,3379680.88601166,8134302.3499214,11196541.3819558,8062841.65864976,"0.451452507663322","0.00453225504806865"
"sp|P62805|H4_HUMAN",1287086.20472839,41879398.5720906,11613165.2361401,988215.323332254,303513.178482005,3754605.25474796,"1.75514241528937","0.0173737118325185"
"sp|P15085|CBPA1_HUMAN",329991.202755076,77121.267348757,307585.8477523,2074683.84361792,11824384.8239346,10004275.4760087,"1.49107727872978","0.0148630245584523"
"sp|P17936|IBP3_HUMAN",17056733.4950541,32121930.4511705,41579279.1043944,24374934.1650826,12138306.544924,29392122.5188059,"2.11570272057873","0.0209067852002658"
"sp|P16930|FAAA_HUMAN",2628482.64152793,1825860.78384981,2972868.08697065,10109329.1380964,11824384.8239346,12919614.2939806,"-1.2684480443257","-0.0126771432208762"
"sp|Q02818|NUCB1_HUMAN",3023924.74599754,3657377.85194382,3158099.54279676,2906524.91843842,7003023.47994353,8021117.34439989,"-3.945902871331","-0.0407290764212882"
"sp|P06744|G6PI_HUMAN",126930.285537811,961263.012064257,3212185.37445934,25248.9371708705,1.04640573663138e-05,413111.698442446,"-0.732326492749628","-0.00697443030348211"
"sp|P29279|CTGF_HUMAN",7248636.5288528,7664951.79170028,5943795.23763937,14320273.821986,48343945.0323698,23685959.5389644,"-6.32368619075342","-0.0611938592587395"
"sp|P23470|PTPRG_HUMAN",1185350.96079574,382155.753555001,1690053.03599349,2393331.53133316,7400648.57182963,6386990.25642748,"-1.4329007757531","-0.0141920998988074"
"sp|P04070|PROC_HUMAN",5021939.00720479,4164430.50365208,2991898.2085997,3684339.02582243,4229416.32519306,2464408.81584735,"-2.16290586989104","-0.022165226935226"
"sp|P35916|VGFR3_HUMAN",139252.453392808,481575.179960158,183819.856720258,1626270.7379521,1688360.4748003,2358773.37463266,"-2.23421962312949","-0.0222452132802694"
"sp|Q76LX8|ATS13_HUMAN",1435421.71886618,3051406.8552216,953846.947272404,6586165.13234262,998419.005845979,2015026.86021031,"-1.96490196427652","-0.0194828065949328"
"sp|P03973|SLPI_HUMAN",8719824.77596913,3995256.38400083,7566023.14466404,24374934.1650826,14440399.165513,21317363.585068,"1.53650221623006","0.0155483203431365"
"sp|Q8NBJ4|GOLM1_HUMAN",51368534.5955699,26077481.1727245,49044885.3276273,59210777.5760131,83398537.209521,53508735.8675697,"0.399468191380241","0.0039835589613874"
"sp|Q15166|PON3_HUMAN",103133737.411955,47060355.096473,43964125.536816,74445111.4291897,42588713.4808972,46187621.1009807,"-6.95566849521086","-0.0681336710005487"
"sp|P10645|CMGA_HUMAN",1570185.82978947,248668.670428944,703898.994456175,32804598.8971736,8162907.50601959,9513950.90738468,"4.40837287724907","0.0439702129332612"
"sp|P00338|LDHA_HUMAN",59500233.1222818,55522584.0862975,98089770.6552545,60632648.7356429,81619647.4572476,117353163.170324,"1.57099849059785","0.0151298753597821"
"sp|P07195|LDHB_HUMAN;sp|P07864|LDHC_HUMAN;sp|Q9BYZ2|LDH6B_HUMAN",63764416.4960453,57422268.1452377,100785684.013644,61546708.7668335,86328473.2720889,121659701.268317,"-0.762001238569712","-0.00741056736176331"
"sp|P14207|FOLR2_HUMAN",2326511.67163713,1845699.25614722,1755531.4159332,12085904.8568534,8163092.88830629,13780921.9135793,"-2.58559687734209","-0.0264542376043744"
"sp|Q9HCB6|SPON1_HUMAN",5898626.69649759,9930166.67173283,13790633.7179163,10664033.6972236,10344178.7592019,11304662.507233,"-0.317187409231093","-0.00317883693648411"
"sp|P05164|PERM_HUMAN",2535438.68093945,3900272.16551095,6437268.58323104,1133157.80247039,468983.527205879,6936913.84233469,"-6.99428776636003","-0.0690858031966451"
"sp|A1L4H1|SRCRL_HUMAN",687107.309013191,2134547.51945615,1728539.33517739,1711351.79807625,5099987.0324685,1579828.82155572,"-5.03308685342366","-0.050887278765186"
"sp|P11717|MPRI_HUMAN",686877.911021075,158687.270253681,675287.853070564,1118186.00900186,3287811.59296674,976732.733711916,"1.760435113183","0.0177405453473584"
"sp|Q96S96|PEBP4_HUMAN",2746112.12819265,80821.2096382969,13272188.8413029,23460874.133892,44158322.0858442,33268006.8070001,"2.20387270446504","0.0216358118924658"
"sp|P17813|EGLN_HUMAN",1448698.08918308,1263878.89364722,1368438.54498292,4145425.07515018,4355322.4449075,5053049.78535758,"-0.962563091760159","-0.010020853673258"
"sp|P02794|FRIH_HUMAN",3728784.33700845,1954317.12546431,7547429.59094914,4920712.9542011,2043490.29723779,4844493.47000337,"0.956621215352996","0.00949204075297625"
"sp|P07237|PDIA1_HUMAN",249899.101583727,1583716.28421566,1319470.59272742,1069771.1060951,430079.473168953,1043992.23560601,"1.63113064815618","0.0165772322674647"
"sp|P05121|PAI1_HUMAN",4503055.62865817,7969349.74444813,2407702.64509649,1471641.09051737,3245972.22423712,4741090.22914457,"4.49210103460701","0.0468677871694602"
"sp|Q13308|PTK7_HUMAN",1904176.88583516,2386256.89206036,2679674.39155351,2266946.43636195,3151849.8301378,1850701.9500952,"-0.354927714813169","-0.00363398513504938"
"sp|P09619|PGFRB_HUMAN",138627.486446684,333549.606024832,189921.867478282,872591.407749007,1405988.41729804,585556.088843837,"-1.1668942076045","-0.0115691323687926"
"sp|O95428|PPN_HUMAN",151890.607251673,74711.7196419302,183631.498749423,714585.649831335,382832.055661593,511718.332025257,"0.210021247208714","0.0020391005962311"
"sp|P13591|NCAM1_HUMAN",3657109.9674545,4863788.60266626,5007646.77191766,5024462.41280951,14440399.165513,11950643.2219321,"-1.6167530996787","-0.0161113283729225"
"sp|Q9UJJ9|GNPTG_HUMAN",5522166.40994885,6408916.70648481,6074523.27830324,11679655.9541021,14021836.8708605,13996248.818479,"2.53323726221923","0.0246666261891774"
"sp|Q9NZK5|CECR1_HUMAN",1025252.95564743,314808.673256599,669877.116491666,4416870.7333234,8128181.73742752,3633396.03674411,"1.57965757347436","0.0153787100567842"
"sp|P04075|ALDOA_HUMAN",3022690.89660498,5879090.83915432,9095118.5026684,1872688.14872479,3654043.17544737,4787280.02612393,"-3.81652525163386","-0.0374189189451409"
"sp|Q14126|DSG2_HUMAN",2803129.67243775,2315951.14882436,2347881.75028656,7204548.02174496,10370775.5949382,9848224.31918652,"-2.19431657558296","-0.0214997746079101"
"sp|Q13740|CD166_HUMAN",2066352.61334067,1501371.14041791,1402805.31435772,4606359.09496667,7980134.19448242,5016885.56815825,"-1.86808353175764","-0.0187937912252699"
"sp|P11142|HSP7C_HUMAN;sp|P34931|HS71L_HUMAN",3408989.37811649,1980923.01411994,4393821.83797312,867890.385227376,1482799.27370761,998994.366712483,"0.474703972269414","0.00498151971236772"
"sp|Q7Z7M0|MEGF8_HUMAN",522776.278978198,1258034.77209724,1533941.07044146,4478467.15375284,4098881.08020312,3567943.00764504,"1.0965284415252","0.0109387808499154"
"sp|O43707|ACTN4_HUMAN;sp|Q9H254|SPTN4_HUMAN",783884.919940136,3585280.33792883,2681951.09245845,195932.676714209,166813.27372161,602212.171114521,"-1.71068897365632","-0.0175792888482587"
"sp|P01621|KV303_HUMAN;sp|P18135|KV312_HUMAN",13685053.6181248,8634927.54063724,6568490.97974878,80945093.8732117,79108273.6893323,90652626.9627639,"1.09499147433702","0.0103629227875303"
"sp|P04211|LV001_HUMAN",33220963.493274,25213988.4186607,35669007.5110017,73632613.6236869,318107343.935939,139962488.18479,"7.68825994613557","0.0750535202094142"
"sp|A0M8Q6|LAC7_HUMAN;sp|P0CG04|LAC1_HUMAN;sp|P0CG06|LAC3_HUMAN;sp|P0CF74|LAC6_HUMAN",3044428594.75675,2003303189.42784,3266202722.6644,14726522724.7374,13184712281.5554,19379421440.9709,"-0.496210991151137","-0.00515711995090231"
"sp|B2MG_HUMAN|",966878788.237079,420520971.229034,549551569.2102,2142962962.01351,3756596594.50665,2400894989.6314,"1.30697628235226","0.0126628561297839"
"sp|P02656|APOC3_HUMAN",858786698.064934,487009913.29194,1534596834.77565,673357556.310406,519017245.369164,1043258854.23893,"0.499227011694465","0.00512096462494164"
"sp|P69891|HBG1_HUMAN",10511707.8516031,4965986.03982644,634576528.974797,148280849.504252,5172158.27129225,7739364.27275348,"-1.00364879119375","-0.0107481087836851"
"sp|P01700|LV102_HUMAN;sp|P04208|LV106_HUMAN",23502592.0833013,16579060.8780235,29758735.9176089,152343338.531766,130800717.078922,278848341.845081,"-0.550439402854636","-0.00549319595332092"
"sp|P80748|LV302_HUMAN",98175384.6517649,101892144.979519,63457652.8974797,623592065.723362,587033618.250204,888223482.711167,"-5.08400977262658","-0.0523242052965394"
"sp|P13797|PLST_HUMAN",24359.7799109352,210796.945081006,46552.5656248262,1.01562225687844e-05,115174.964877118,73270.8228152304,"-2.29668528880063","-0.0239792113387131"
"sp|Q14651|PLSI_HUMAN",9.9167055203803e-06,8.63492754063724e-06,133127.536585795,69.311708257418,1.04640573663138e-05,1.07663452449838e-05,"-2.63366307801937","-0.0264903111130645"
"sp|P59665|DEF1_HUMAN",137842206.733286,61135286.9877117,280997123.124461,56265473.0310656,37984528.2397191,218556808.473172,"2.87284627525057","0.0293184050512141"
"sp|P07585|PGS2_HUMAN",3070479.48464097,5587958.3741456,4731533.96878337,11882780.4054777,16951772.9334284,10043666.0352746,"-1.67310799516123","-0.0159603264469579"
"sp|P05997|CO5A2_HUMAN",7823265.52904445,8631289.81059149,5666378.46683678,3644553.91906035,8148253.35755425,6470145.93697965,"-0.634491669739559","-0.00615852422833601"
"sp|Q13790|APOF_HUMAN",116025454.588449,100165159.471392,143090785.945297,38898332.4384442,38193809.3870454,43496034.7897347,"-0.85467872308215","-0.00857657145490496"
"sp|Q9NRN5|OLFL3_HUMAN",1771921.44853254,3627711.29940552,2599903.08361407,1856874.26932755,3003148.14234254,3676258.58839271,"-3.15190727667883","-0.0300242547322202"
"sp|P01625|KV402_HUMAN;sp|P06312|KV401_HUMAN",34906803.4317386,47233053.6472857,35980074.4369697,106640336.972236,98048217.5223603,198100752.507703,"-5.58201791242186","-0.0577652954067349"
"sp|PPIA_HUMAN|;sp|Q9Y536|PAL4A_HUMAN",1219151.17195017,7348679.37586862,6751692.7788381,4359239.19960696,3962381.56632691,7477642.93818028,"-0.317629198537434","-0.00331967481040264"
"sp|P11362|FGFR1_HUMAN",6771988.07087453,5471797.26872602,7488764.55343828,12390591.533917,14858961.4601656,11196999.0547832,"0.571572365305485","0.00589495501848802"
"sp|P05062|ALDOB_HUMAN",950314.152213399,1050275.69460384,1743521.29404527,5081864.04925626,6357788.05260193,7407530.90237258,"1.81902899050226","0.0186790683260053"
"sp|P16070|CD44_HUMAN",27865942.5122686,18478744.9369637,16175480.150338,45093628.2054027,37356684.7977403,30038103.2335049,"4.29847963040386","0.0430747073560071"
"sp|P15259|PGAM2_HUMAN",7689062.66200345,3310861.82949967,3088626.41236085,1456375.02151553,643189.014126543,2490741.27978011,"-0.48601681041817","-0.00489953880822355"
"sp|Q9Y4L1|HYOU1_HUMAN;sp|Q9BXT5|TEX15_HUMAN",3970025.8683776,4654794.30310563,5055069.69415368,9468092.0747965,11824384.8239346,12381297.0317314,"-1.12945104747631","-0.0114870775090807"
"sp|P08107|HSP71_HUMAN;sp|P17066|HSP76_HUMAN",3550241.27843398,1940706.95732254,1836192.0217015,741402.55315865,436709.723951717,537295.631152271,"-2.47476971348995","-0.0245447679031497"
"sp|P00533|EGFR_HUMAN",671040.01828228,558393.925921071,453150.938415613,1799519.10775528,1856902.15558047,1770820.06965936,"-1.14837561642775","-0.0118328251826637"
"sp|Q06828|FMOD_HUMAN",1803795.73134951,697700.549203483,3419349.82743073,1792717.65003177,5307204.48456114,2914390.95001314,"0.311358454348511","0.00318298487584675"
"sp|P13987|CD59_HUMAN",1437871.93747449,877179.550279475,1611676.48786292,7169761.90116848,2722000.90275499,8358672.92499822,"-1.74512038406269","-0.0172379553727212"
"sp|P04746|AMYP_HUMAN",22571.1429171277,15750.4428175013,39632.6285548694,365251.275045475,632287.333138678,308197.539591376,"4.41513677158091","0.043479591022151"
"sp|O95479|G6PE_HUMAN",7502124.9227969,3303709.12785554,2845895.46087325,1423550.78657764,2841474.90348551,738568.602770598,"2.55586201395069","0.0252635460814764"
"sp|Q9UBG0|MRC2_HUMAN",1500985.7774299,367318.569808443,989256.423144575,2429240.62137658,4088725.69787943,3454076.44571135,"0.208619090433905","0.00203702506101025"
"sp|Q92626|PXDN_HUMAN",2349297.59828754,1095966.88609105,1511143.43374253,431795.84143846,1032908.86153224,767639.733165732,"3.41501145649097","0.0338019032583825"
"sp|Q86YZ3|HORN_HUMAN",1231078.09086325,300908.890940355,91661.1509166935,225970.422498513,751960.595681594,1038152.73746947,"-6.68039310984823","-0.0634864151332281"
"sp|P21810|PGS1_HUMAN",526932.987378374,498892.622299807,450391.883863078,922609.993027461,1068705.71021285,1239003.71292686,"-2.9019060246044","-0.0297976451382291"
"sp|O15031|PLXB2_HUMAN",43191.063114686,247730.02246049,38070.3468570027,1124381.35453431,1119353.36142345,1651966.04135631,"0.951282698753398","0.00975556911125284"
"sp|Q99542|MMP19_HUMAN",307084.617961935,189702.019847328,872858.804206534,1613447.82141399,201061.011316043,2096217.31023973,"-2.86734040053393","-0.0281294470875973"
"sp|Q16627|CCL14_HUMAN",2899311.58210406,4268228.98331173,7843264.82418912,17468702.8183092,28252954.8890473,19056431.0836214,"2.40291509426694","0.023775651673762"
"sp|Q9UBR2|CATZ_HUMAN",3324590.37002399,1738854.77471187,2176992.37414516,8668964.14310456,13707915.1498711,18625777.273822,"-1.03436081043877","-0.0102926972747869"
"sp|P01619|KV301_HUMAN",5544965.65175976,3542524.50370979,3876191.77836072,35140530.087994,26578705.7104371,30145766.6859547,"-0.810419024486329","-0.00818071075680803"
"sp|IGF2_HUMAN|;sp|Q99996|AKAP9_HUMAN;sp|P30533|AMRP_HUMAN",33022629.3828664,24695892.7662225,30691936.695513,57585781.9650075,41123745.4496132,42742390.6225858,"-2.15666317747377","-0.0220180533915179"
"sp|Q9UGM3|DMBT1_HUMAN",21618418.034429,2087107.06089378,1317254.9490756,974700.968927288,465082.999909032,1039805.83484807,"6.26226689084411","0.0595731104571976"
"sp|Q9UNN8|EPCR_HUMAN",10809209.0172145,8807626.09144999,20426728.1385678,33007723.3485493,41856229.4652552,33590997.1643496,"-2.64746302868673","-0.0268461522514255"
"sp|P15086|CBPB1_HUMAN",969878.504290818,349549.391925299,538460.746934011,1000733.39079531,10777979.0873032,6101461.70527536,"3.66665393484824","0.0363297253648745"
"sp|P37837|TALDO_HUMAN",2579622.74981124,2895535.96398729,6137224.0794476,2414127.62797692,2083273.55194333,6594136.54445706,"-0.023727027732865","-0.000235704667697997"
"sp|Q8N2S1|LTBP4_HUMAN",622932.637021429,1033266.16704505,1557310.18063276,3410823.8494107,3373910.49005224,1709542.88814662,"-1.20863366055936","-0.0119739830505444"
"sp|Q9BTY2|FUCO2_HUMAN",1087063.99634847,633904.450310029,2851782.86178935,1476316.67820145,3583627.03215585,2635137.73329531,"2.52253940204673","0.0253359280620362"
"sp|Q9UBP4|DKK3_HUMAN",32824295.2724588,23918749.2875652,17212369.9035648,57077970.8365683,39030933.9763505,45972294.196081,"1.98988264871402","0.0188678567450454"
