"V1","V2","V3","V4","V5","V6","V7","V8","V9"
"sp|GSTP1_HUMAN|",443843.233522204,10189214.4979519,4574478.95200078,3617632.88997521,1129996.02664573,2974438.42218132,"3.9609193102554","0.0391677777579966"
"sp|PRDX1_HUMAN|",1546769.13422605,2349870.70453539,5283841.98601264,956513.859002469,995768.491088702,1596798.59927492,"1.72215269051022","0.0163483392056625"
"sp|Q76M96|CCD80_HUMAN",1824546.4783094,1783839.60667544,1346996.41040992,479635.220055916,68442.150624593,569532.682884379,"3.00478541924885","0.0283456340840029"
"sp|Q92743|HTRA1_HUMAN",1403787.08513816,719673.008705946,614070.011340206,824875.399001463,580647.968784719,1033418.59082243,"0.171148039829659","0.00172352928064336"
"sp|P06331|HV209_HUMAN;sp|P01825|HV207_HUMAN",54839381.527703,25991131.8973181,45623149.1419789,352420923.136819,226023639.112378,412351022.882881,"-5.07144471446205","-0.0517108549656248"
"sp|P28799|GRN_HUMAN",1928062.19730129,470626.109971977,1261043.49445579,3551165.42129586,2280469.88289313,3543201.37888567,"-0.744856356873462","-0.00756651124044591"
"sp|P04206|KV307_HUMAN;sp|P18135|KV312_HUMAN;sp|P18136|KV313_HUMAN",74375291.4028522,88076260.9144999,78492554.3192682,404217658.237619,303457663.6231,418810830.029871,"-0.0486745588241068","-0.000460079583641099"
"sp|Q92520|FAM3C_HUMAN",3835896.96310139,2080604.0529248,4454972.539744,12187467.0825413,10408350.0085167,9163089.89728062,"0.598219379789613","0.00609575344542249"
"sp|P18669|PGAM1_HUMAN;sp|Q8N0Y7|PGAM4_HUMAN",8005530.12688327,4244696.43202192,4085481.92272406,1364844.01357785,914251.784423638,2757879.20463481,"-3.4193327916268","-0.0337680767601995"
"sp|Q14315|FLNC_HUMAN",499870.502594891,717652.502236728,773471.515544619,884378.491248893,653942.680499758,312866.803074125,"-6.18269047079606","-0.06015289398689"
"sp|P31946|1433B_HUMAN;sp|P27348|1433T_HUMAN;sp|P61981|1433G_HUMAN;sp|Q04917|1433F_HUMAN",44526007.7865075,31862882.6249514,38572298.8200367,9356128.54673306,20300271.2906488,58461254.6802622,"-4.50535906295083","-0.0435164573597016"
"sp|P19801|AOC1_HUMAN",976507.839582928,385287.816285876,3194754.50077808,449109.784245077,367647.042440498,111865.450304474,"0.827580103634764","0.00817808291174898"
"sp|Q13228|SBP1_HUMAN",1510422.58084502,262715.041865595,1054726.27373286,1606565.5597681,745787.147463284,1953724.68893362,"-0.375902395637615","-0.00384634831380687"
"sp|Q7Z5L7|PODN_HUMAN",1369617.00764292,173847.415228683,390535.916568317,677926.803570765,655001.1416676,1113633.3670839,"0.175884302376954","0.00181484742311235"
"sp|Q86WI1|PKHL1_HUMAN",6666.0114490158,430288.88977101,1260629.31195453,1327757.29632449,234172.93146607,904759.294892763,"4.77127642993388","0.0464094471172288"
"sp|P16035|TIMP2_HUMAN",4435831.05147186,162608.364945101,1564988.89362252,7625430.26489463,6696789.51354811,4707666.16200998,"0.263819670895467","0.00275792804737298"
"sp|P20023|CR2_HUMAN",263620.416627258,102219.046152702,273136.807085847,1365678.81241687,1626241.08168463,979625.255231382,"1.6067935001525","0.0167983141226323"
"sp|P49746|TSP3_HUMAN",481800.41596868,225144.291752647,960103.533822036,68341.7793130628,367712.330519702,513963.054394312,"-0.473549835352614","-0.00473503502315506"
"sp|P49788|TIG1_HUMAN",687113.924447444,442264.271929817,1898650.52970655,3118226.53844467,3532635.36878089,2332912.34096567,"-0.535387631247955","-0.00538409065000004"
"sp|P55285|CADH6_HUMAN",161429.186509719,454285.570661218,278003.942494762,2110847.93406635,6252702.64767452,3136472.82033806,"-6.96012761702386","-0.0654213117559943"
"sp|Q01995|TAGL_HUMAN",540203.050373063,169359.639774223,218145.902250006,2852124.6945882,7018811.22904271,6878463.82879549,"3.21080550109782","0.0323390433932048"
"sp|P69892|HBG2_HUMAN;sp|P02100|HBE_HUMAN",10511707.8516031,4964191.25632123,633539639.22157,148280849.504252,5455122.10995559,8706490.52939103,"1.85982989416532","0.0192058117605256"
"sp|Q13508|NAR3_HUMAN",432692.15361887,156952.991254006,777283.365946573,1474199.35970142,5514773.50805316,2923250.79407204,"5.97876440514515","0.0606090306718336"
"sp|P30740|ILEU_HUMAN",580225.670361936,1328580.41434415,2448750.3720009,947466.421821749,1280307.51549029,3285922.57104062,"-4.42226861494363","-0.0442616081408391"
"sp|Q6UVK1|CSPG4_HUMAN",1328245.98880934,717276.736699387,1056658.73760863,627445.95629866,590746.47330603,1246365.01415371,"3.30073209746101","0.0327961254565517"
"sp|P54289|CA2D1_HUMAN",171468.696643748,112505.496583656,267363.117410352,849713.887844206,1387935.88936042,650956.191128006,"-1.36472039490472","-0.0133723400324864"
"sp|O15204|ADEC1_HUMAN",200780.545594421,429846.298961178,414014.938110348,1595720.49749732,1611979.59592556,840834.223572913,"-0.904007723765813","-0.00914182540056134"
"Int_P02741ups|CRP_HUMAN_UPS",5220046.88185934,5642.57814892575,60428.0479482979,736500.095063894,286395.105412242,246541.209280188,"-3.11511016917332","-0.030954355123427"
"sp|P04207|KV308_HUMAN",43022.9935499384,118339.669488221,1.03688975322679e-05,1095388.95065317,799326.834339238,2028227.34261251,"0.912150745352617","0.00891394216621341"
"sp|P04434|KV310_HUMAN",4838509.74684448,1269638.67008848,1558873.53042039,15132771.6274888,9781671.26216464,17764469.6542233,"3.0551003069033","0.0311287302792632"
"sp|P01605|KV113_HUMAN",107949.664563287,210396.477261053,163669.800319209,54073.7792436392,9982.74468646874,2274691.22746283,"2.08671421925246","0.0206515844838237"
"sp|P06889|LV405_HUMAN",16065062.9430161,13038740.5863622,9510710.48964273,148280849.504252,115104631.029452,133502681.0378,"-0.36327146512385","-0.00362034333114556"
"sp|P01701|LV103_HUMAN;sp|P06888|LV109_HUMAN;sp|P01702|LV104_HUMAN",39071819.7502984,19169539.1402147,17212369.9035648,276249253.870936,178935380.963966,142115757.233787,"-1.81600062292473","-0.0180833395625611"
"sp|Q12884|SEPR_HUMAN",114431.323350967,46395.5652020187,19610.6567498212,27681.9808212723,392328.679113657,28780.0993845604,"1.06986270491002","0.0106452375168158"
"sp|P01703|LV105_HUMAN",19040074.5991302,835590.570657105,748060.073054058,46617061.5907204,12661509.4132397,64275081.1125535,"-3.56642571585963","-0.0349951126026933"
"sp|P01617|KV204_HUMAN",11900046.6244564,19514936.2418402,21567306.8671173,56468597.4824413,37775247.0923928,55446678.0116668,"0.968973058021985","0.00929962842161283"
"sp|P02647|APOA1_HUMAN",56723555576.5753,51636866693.0107,59932227736.5086,43367070368.7094,54936301173.1474,37036227642.7444,"0.404745889860646","0.00391837681148053"
"sp|P00751|CFAB_HUMAN",15470060611.7933,14506678268.2706,11302098310.172,10156222568.7844,11405822529.282,10034233768.3249,"0.114559667671215","0.00111090819806463"
"Int_P01008ups|ANT3_HUMAN_UPS",3609680809.41843,3609399711.98637,3318047210.32574,1838276284.94998,3233393726.19096,2207100775.22169,"-0.627510347938195","-0.00595630416642756"
"sp|P01009|A1AT_HUMAN",90737855511.4797,63639415974.4965,55680979748.2787,2234368965.13257,9040945564.49512,13242604651.3301,"0.25742521848109","0.00262657919898813"
"sp|P02675|FIBB_HUMAN",24295928524.9317,32812724654.4215,32558338251.3213,33109285574.2371,35368513898.1406,24224276801.2136,"2.05861634734701","0.0213874751688353"
"sp|P06681|CO2_HUMAN",1160254545.88449,1001651594.71392,908315423.82667,1178121817.97899,1067333851.36401,1058331737.58191,"-4.0144008511256","-0.0416799002326348"
"sp|P00734|THRB_HUMAN",7467279256.84636,7287878844.29783,7071588117.00672,4448425485.12757,6121473559.29357,4952518812.69257,"-1.51336980267891","-0.0149443557646364"
"sp|P02679|FIBG_HUMAN",25386766132.1736,33417169582.2661,34735806733.0975,41742074757.7039,32333937261.9096,22932315371.8156,"2.992210321054","0.0307545639393686"
"sp|P13671|CO6_HUMAN",861761709.721048,818591130.852411,693679244.908724,643904510.860931,634121876.398616,556620049.165664,"-1.48181034235605","-0.0148594496699965"
"sp|P22105|TENX_HUMAN",37881815.0878527,25991131.8973181,48733818.4016592,112734070.513507,75236572.4637962,90437300.0578642,"-5.3127798801048","-0.0557388217128708"
"sp|P00738|HPT_HUMAN",17552568771.0731,26077481172.7245,16693925026.9514,2599992977.60881,8057324172.06163,3068408394.82039,"2.90595537689835","0.0300676237724213"
"sp|P43652|AFAM_HUMAN",1715590055.02579,1623366377.6398,2042672813.85678,2610149200.17759,2469517538.45006,2433194025.36635,"1.2268828618374","0.0123295827058829"
"sp|P19827|ITIH1_HUMAN",3113845533.39941,2944510291.3573,3100300362.14811,2041400736.32566,2155595817.46064,1787213310.66732,"-2.363650968048","-0.0246270090058741"
"Int_P06396ups|GELS_HUMAN_UPS",1428005594.93476,1329778841.25814,1690130297.75967,3057022993.2041,3264785898.28991,3046875704.33043,"-6.94452897957731","-0.0731316563298896"
"sp|P19823|ITIH2_HUMAN",5563271796.93335,4792384785.05367,5298506638.98891,4651549936.50325,4530936839.61388,3542127585.59968,"-3.20981881845448","-0.0318292341759839"
"sp|P01011|AACT_HUMAN",39071819750.2984,32985423205.2343,27581267435.8327,25288994196.2732,51901724536.9165,37789871809.8933,"1.4584414280368","0.0144269082440543"
"sp|Q15063|POSTN_HUMAN",591035649.014666,568178232.173931,645982316.260292,152343338.531766,356824356.191301,209943732.277185,"-0.738636810740439","-0.00742180545198408"
"sp|P02790|HEMO_HUMAN",55533550914.1297,46283211617.8156,54851467945.6973,32093663317.3587,31915374967.2571,24977920968.3625,"-2.0152252080553","-0.0197575874863823"
"sp|P02649|APOE_HUMAN",4442684073.13037,2063747682.2123,2778864538.6478,5362485516.31816,6278434419.78828,5200144753.32719,"0.667873785987882","0.00664115573682724"
"sp|P09871|C1S_HUMAN",542443791.964802,550044884.338592,841954479.620155,1421871159.62982,1381255572.35342,1421157572.33787,"1.93227091749988","0.0193828650169804"
"sp|O00391|QSOX1_HUMAN",170567334.950541,128660420.355495,181455706.814689,374764612.788144,332757024.248779,336986606.167994,"-0.392635232320143","-0.00382193998315102"
"sp|P03952|KLKB1_HUMAN;sp|P20718|GRAH_HUMAN",660452587.657328,817727638.098347,1023410186.43484,452967526.567784,415423077.442658,537240627.724694,"-0.405308350748786","-0.00416394446748037"
"sp|P24043|LAMA2_HUMAN",16759232.3294427,13729534.7896132,27062822.5592193,47632683.8475988,50122834.7846431,50924813.0087736,"3.98093109635293","0.0404122706598747"
"sp|P06310|KV206_HUMAN",393.650539360251,1323.45147375978,2556.7427000588,113665.422021432,138868.771827892,8404.64990578438,"-1.41775241011035","-0.0145165962379047"
"sp|P01614|KV201_HUMAN",18239.5156225351,8.63492754063724e-06,1.03688975322679e-05,1.01562225687844e-05,1.04640573663138e-05,1605442.15607093,"1.31042525752093","0.0129335184808905"
"sp|P02745|C1QA_HUMAN",58905230.791059,34971456.5395808,43860436.5614933,179765139.467484,150682426.074919,30576420.4957541,"3.03784668359445","0.0319342409020563"
"sp|P01766|HV305_HUMAN",72491117.35398,52414010.1716681,72271215.7999074,356483412.164332,252183782.528163,369285641.902946,"-1.76534688367024","-0.016864166244346"
"sp|P13473|LAMP2_HUMAN",6212139.77051875,1254447.57364746,3307536.12721228,5837623.32824,7695532.11555468,6352147.64794244,"1.73379941077403","0.0173480277641771"
"sp|P11684|UTER_HUMAN",6649205.20753551,5243724.03891034,27166511.534542,27218676.4843422,61424016.740262,41342765.7407379,"-5.16045049785755","-0.0504251117130712"
"sp|P40189|IL6RB_HUMAN",129739.691781749,8.63492754063724e-06,189.806334007619,1462934.64840783,889122.114170739,800225.157344758,"0.438997915530336","0.00431394885710672"
"sp|P01743|HV102_HUMAN",23006756.8072823,10448262.3241711,16693925.0269514,112734070.513507,67807091.7337134,104325885.423893,"-0.494163354800791","-0.00485289066612595"
"sp|P31949|S10AB_HUMAN",1378202.77129032,1159307.41613763,2286564.66814899,385383.141834835,481288.15439669,1027182.51844999,"4.67981946020404","0.0457130723792889"
"sp|P14543|NID1_HUMAN",1222052.38447548,1682594.11328609,1857845.41737727,1943886.50165762,2393239.25547217,3805689.61315028,"-1.6545545999237","-0.016009343795407"
"sp|P35590|TIE1_HUMAN",1060758.06764001,1178256.16622508,385977.63909544,1102329.53745403,1891051.76794192,2775531.53203696,"2.0122787383143","0.0201517734992482"
"sp|Q15904|VAS1_HUMAN",694835.508989826,281970.354504248,730525.933033736,837916.763090191,957426.016117998,1566121.00958616,"0.731541773920637","0.00770462361223449"
"sp|P28827|PTPRM_HUMAN",202507.774589215,84556.433991355,21347.287519512,1432805.0583794,1726771.41442411,1515461.1261881,"1.20441851093255","0.0121146098682148"
"sp|P30530|UFO_HUMAN",1253970.77977361,208696.958248542,617404.939115715,5033007.3801208,6693892.31638182,8927889.61532667,"-1.77587650952355","-0.0182295335504036"
"sp|P01714|LV301_HUMAN",15965895.8878123,13643185.5142068,16279169.1256606,150312094.018009,126615094.132397,152882102.47877,"-0.839152819489936","-0.00856313912133483"
"sp|P60900|PSA6_HUMAN",1103074.75243704,1234779.20078767,1175221.54286194,309483.809849014,329626.948857962,387560.950953084,"-3.87397054214871","-0.0383488915854518"
"sp|P01593|KV101_HUMAN",325267941.068474,222781130.548441,243669092.008296,1533589607.88644,1171974425.02715,1582652751.01262,"-7.32506506070924","-0.0734856585022664"
"sp|P01613|KV121_HUMAN",21122582.75841,12779692.7601431,26025932.8059925,184843250.751876,116151036.766083,147498929.856279,"0.939282142902199","0.00911314546508973"
"sp|P01597|KV105_HUMAN",320309588.308284,219327159.532186,238484643.242162,1462496049.90495,1119654138.19558,1518054679.54272,"4.37535656943182","0.0431279729357809"
"sp|P01606|KV114_HUMAN",320309588.308284,219327159.532186,238484643.242162,1462496049.90495,1119654138.19558,1518054679.54272,"0.440035607141081","0.00461233988534035"
"sp|Q9H6X2|ANTR1_HUMAN",426756.530057227,456967.498764164,1991.56603592683,83098.7057259945,411283.000456866,560682.66752971,"3.31850657940791","0.0334287939412154"
"sp|Q9BQE3|TBA1C_HUMAN",293086.542443221,188852.656856946,338091.517157788,29145.9364828599,117089.593753703,77496.5554978462,"-3.64371159187241","-0.0373068719618417"
"sp|Q8NBP7|PCSK9_HUMAN",157874.112039248,274598.950955692,310665.699507936,227031.7481632,1832848.70525645,60406.0182945758,"3.91506909536619","0.0381778877975998"
"sp|P25786|PSA1_HUMAN",20825081.5927986,27977165.2316647,13168499.8659803,16453080.5614307,60482251.5772938,25516238.2306117,"5.58015318299325","0.0559506528838251"
"sp|P01598|KV106_HUMAN",7456485.77175742,3632190.7423276,2487231.1061975,61952957.6695848,39449496.271003,56307985.6312655,"-0.202294458200346","-0.00204466128015656"
"sp|P02786|TFR1_HUMAN",854282.898129018,1601379.72792916,1055338.33731152,1915594.61408756,1498128.27434624,2461419.49594806,"-1.10952465793976","-0.0111230224652844"
"sp|P01772|HV311_HUMAN",9758177.45664969,6241364.39806075,8202967.88939651,85210707.3521011,73562323.285186,169031620.346246,"1.83366904858498","0.0184461735007666"
"sp|P00352|AL1A1_HUMAN",686855.309262521,241365.601883609,280152.226366477,240221.348617177,835256.05334553,234498.829798645,"-3.47783846329969","-0.0347435807086393"
"sp|Q06141|REG3A_HUMAN",9426893.42816849,9843817.39632646,6710446.87119516,30468667.7063532,251137376.791531,47694909.4352784,"-2.16241628884147","-0.0217294879436898"
"sp|O95967|FBLN4_HUMAN",203119.883138293,735655.632860625,899581.565395305,616129.701464601,449252.169971745,15467.0498580126,"0.279994825230932","0.00278107212645713"
"sp|Q07075|AMPE_HUMAN",93967.0927129011,71012.7513290423,105584.020750542,555705.432517702,627680.553648398,348123.336083403,"-1.93035895857713","-0.0204237408282708"
"sp|P50895|BCAM_HUMAN",626132.956524467,1017346.38547523,382431.455505299,178325.795847233,298856.764514497,575868.719265125,"-2.07394733667716","-0.0210456644567505"
"sp|P48637|GSHB_HUMAN",113081.349634261,390853.653895207,788555.195267379,768509.078844341,1276272.76436928,1404515.13780941,"-3.66295022684235","-0.0365537809925639"
"sp|O00592|PODXL_HUMAN",1825336.57793835,988073.060629195,2043656.17106583,2234446.88367212,4493037.86550718,4714293.89292039,"-0.594212967023389","-0.00597111673830501"
"sp|Q99969|RARR2_HUMAN",7455565.86641989,4307470.15074535,10142235.6708575,20617131.8146323,23439488.5005429,15395873.7003269,"1.56445798221468","0.0159103174580383"
"sp|P04083|ANXA1_HUMAN",224952.543364624,420041.777393104,633968.947974236,85187.1227243952,69141.0500911569,181607.362525621,"-1.53312615777171","-0.0151693862180625"
"sp|O43240|KLK10_HUMAN",196444.860294679,1108438.41642062,260264.758044185,2130.38789386847,1.04640573663138e-05,51016.0579569863,"2.41234151560087","0.0251520257488714"
"sp|P49913|CAMP_HUMAN",1526382.48109268,1115042.60156258,925178.755486748,847114.440357311,1374976.80099099,4319682.09907194,"0.48528387577045","0.00495655149208191"
"sp|P01709|LV206_HUMAN",9.9167055203803e-06,8.63492754063724e-06,12744.5805551844,148945.062296199,3175585.14905055,479396.836294499,"-6.65817366268147","-0.0694204288806365"
"sp|P01609|KV117_HUMAN",322292929.41236,220190652.28625,238484643.242162,1482808495.04252,1130118195.56189,1528821024.7877,"-3.6350692432999","-0.0351513946972354"
"sp|P01608|KV116_HUMAN",321301258.860322,219327159.532186,238484643.242162,1462496049.90495,1119654138.19558,1528821024.7877,"-4.67114625533343","-0.0481145189982054"
"sp|P12318|FCG2A_HUMAN",7421073.88671344,4934829.57457914,6028550.12598817,23156187.4568284,8857289.69552438,23362969.1816149,"1.15072069235003","0.0116409104805269"
"sp|Q13201|MMRN1_HUMAN",78253.9045095324,113343.339112762,166497.519059159,8227767.02544889,6229394.03418587,6877487.86928875,"3.97268643927634","0.0386207427489254"
"sp|P83593|KV405_HUMAN;sp|P06312|KV401_HUMAN",2091734.78010482,2494785.34583928,2178613.42995823,25796805.3247124,13393993.4288817,55554341.4641166,"2.98111955898028","0.0295488966987519"
"sp|P01624|KV306_HUMAN",786055.800919828,1080169.83274637,2021320.67509302,5678795.56355032,3601753.1872939,6227837.99704984,"4.01135625331892","0.0406779678385228"
"sp|Q6FHJ7|SFRP4_HUMAN",4485474.20624071,2764793.04347744,394699.624828064,4722240.99424374,8263077.34988998,7069488.85738397,"4.4190738381151","0.0438871496590619"
"sp|P01604|KV112_HUMAN",963812.014627274,1276490.03952972,942547.036073789,11984342.6311656,3051474.51403697,8243162.49287445,"-3.65959807551533","-0.0385988284095432"
"sp|Q9BUD6|SPON2_HUMAN",5297791.68435562,4623290.15681837,9679183.43257916,6550863.60175197,5666565.74682033,10123263.5119344,"6.08960380621604","0.0614242350061411"
"sp|P34096|RNAS4_HUMAN",9620128.04432124,3739682.59205211,8885535.14869442,25898367.5504002,15591445.4758076,22932315.3718156,"-3.71749014688332","-0.0363664020241383"
"sp|Q9UEW3|MARCO_HUMAN",595030.246947192,244502.724595673,2404581.56027924,3755715.47319611,2108706.79391808,1727711.78802352,"-2.27469359077966","-0.0233793432003734"
"sp|Q12866|MERTK_HUMAN",941581.961268954,1205139.27404845,2340539.03001554,5853593.33416868,10240225.7839804,9740499.14435603,"-0.543288531109335","-0.00554490861530377"
"sp|Q99650|OSMR_HUMAN",2633974.41288639,153606.694761958,332636.95944045,3404999.45889195,2098265.23113589,1494491.20548371,"-2.65324748343073","-0.0266758452814245"
"sp|P32942|ICAM3_HUMAN",1494099.4673743,252005.170336649,14877.6118615806,1083368.51788511,5030429.02140785,4598935.80565847,"-1.44907626793152","-0.0146053685862395"
"sp|P05019|IGF1_HUMAN",3080229.69363401,3199766.38446147,6153196.79373291,6859672.88557127,11615103.6766083,9824380.81248768,"-0.84669969764421","-0.00837091659176464"
"sp|P02462|CO4A1_HUMAN;sp|P29400|CO4A5_HUMAN",1047999.09052526,362597.09418486,632019.59720826,2926663.92474756,1319957.33044349,8794580.07929266,"-7.70224835263252","-0.0789901719317398"
"sp|P78417|GSTO1_HUMAN",503620.431106301,322305.194142042,403865.907658426,895762.038877762,496629.018241793,122203.829450086,"-3.53190257513993","-0.0347363766635183"
"sp|Q92692|PVRL2_HUMAN",294187.510460988,1011504.06862511,2204010.82300739,1427475.33175898,1692883.39093995,2034873.36446685,"-2.03636274624368","-0.0202230448728607"
"sp|O00187|MASP2_HUMAN",9114476.79469318,6095339.23944968,13479566.7919483,4891279.26854308,11196541.3819558,17010825.4870745,"-2.08474637100579","-0.0209947447311497"
"sp|Q9BQ51|PD1L2_HUMAN",226044.649516836,59199.8915193862,658669.810331667,1636883.52335025,750211.720612908,1426944.43015195,"2.31982820623688","0.0241477777950811"
"sp|Q14393|GAS6_HUMAN",205287.639066574,449703.267359731,329634.800900823,3201750.52878997,3315242.69241899,2498817.42003595,"-1.40880859490048","-0.0139485266247723"
"sp|Q9BYZ8|REG4_HUMAN",14489.9263715379,54422.799899071,19493527.3606637,72767.2341649199,439.620273359843,30661.5388552052,"-1.82452738489396","-0.017856707019469"
"sp|P23083|HV103_HUMAN",25585100.2425812,23487002.9105333,40542389.3511676,120859048.568534,97001811.7857289,175491427.493237,"0.431761366912508","0.00419288778471185"
"sp|P12110|CO6A2_HUMAN",147597.940719646,514787.650813638,989156.736045255,150960.835125182,807137.21146628,106445.407912803,"1.2676984802846","0.011980544457517"
"sp|P10721|KIT_HUMAN",206550.310173728,290353.440411096,234248.983647104,128645.045835999,54189.7810476604,293016.993872584,"3.42972057862459","0.0330303266291677"
"sp|P37802|TAGL2_HUMAN",2779151.61597491,3882911.89583039,4111381.98955669,5439682.38719005,2841388.76336527,3455471.6736178,"-0.999123533998576","-0.00999023064402475"
"sp|LEP_HUMAN|",265633.022920995,210210.15175839,110745.367405597,1918704.89123381,223893.326759607,295752.031753613,"5.7150396701742","0.054916390846981"
"sp|Q9BUN1|MENT_HUMAN",2322062.53972207,1373368.24648033,2660296.25135837,1494279.68437218,2998545.43357985,3530848.62666509,"-1.27986496410987","-0.0124274548002059"
"sp|Q9Y5Y6|ST14_HUMAN",582949.732446495,482403.669653847,1146289.11164691,746712.813753524,1162354.58269541,1144366.32916288,"4.58576780718728","0.0459193589848682"
"sp|Q86VP6|CAND1_HUMAN",34374.0608751167,119688.211854326,2837767.99340407,4043.1233657565,5480.20235114071,33661.0025896534,"3.01149415431407","0.0290996167238544"
"sp|Q02487|DSC2_HUMAN",241072.628057383,25676.4805518368,475035.907034907,2967385.49515219,1346110.91812733,1068547.69713761,"2.1279762244769","0.0212121199410219"
"sp|P14314|GLU2B_HUMAN",24397.4953435378,684576.026052008,266676.180126308,39201.9209739425,67853.6184696155,1.07663452449838e-05,"-5.12053068297591","-0.0503776208471425"
"sp|P15941|MUC1_HUMAN",2953181.33097441,10793659.4257966,640405.191019583,4716142.14704441,13917196.2971974,10601709.0001567,"-3.74059755842327","-0.0394931114417451"
"sp|O15394|NCAM2_HUMAN",9.9167055203803e-06,57377.6789164349,36711.8868371502,422216.549186429,566331.567861872,365218.066067568,"2.56718297909251","0.026119818007406"
"sp|Q06323|PSME1_HUMAN",150779.736907609,201694.419203236,551600.417220982,46569.5066121317,73886.5378820273,213490.423178217,"-0.409431884867994","-0.00418261857654158"
"sp|P80419|HV322_HUMAN",16675.4703705128,3703.25104697976,11217.7609742162,482811.695968674,158622.557827225,720835.571059817,"-0.187306531904413","-0.00189867009985397"
"sp|Q96RW7|HMCN1_HUMAN",56895.0374995259,8.63492754063724e-06,136616.363893414,11839.0935867539,49764.3309681726,128036.734815122,"-3.72904016971527","-0.0364018566670799"
"sp|P12277|KCRB_HUMAN",1054.84165105112,2564.81064389861,328302.751251021,12279.5341338749,303.257938357601,16959.6708341274,"1.33859254596807","0.0137137353545444"
"sp|P06748|NPM_HUMAN",20424.585037734,2317923.55106209,13907.5439915312,139238.687363972,4365.18055068625,20736.8153874271,"-4.04126358956723","-0.039297460882938"
"sp|Q99972|MYOC_HUMAN",51269367.5403661,14938424.6453024,6820290.306685,2689408.37329185,686442163.230185,524321013.430713,"-4.16498900976654","-0.0422197543150381"
"sp|Q9NS71|GKN1_HUMAN",369524.914584237,276450.723860125,153379.900617637,2176464.5652,2859335.94754457,1799542.60948142,"1.10115185997618","0.0111096293721102"
"sp|P41271|NBL1_HUMAN",4467429.21849867,1410118.21227718,4013681.1635061,12593715.9852927,19777068.4223331,14642229.533178,"0.760081368713376","0.00804604690279772"
"sp|P01769|HV308_HUMAN",2760608.11346301,961788.455176539,1799608.43802635,23359311.9082041,31392172.0989414,51678457.1759224,"2.06072996866119","0.0194658776541478"
"sp|O75874|IDHC_HUMAN",653458.208022472,457141.552825902,1244130.37508256,808084.748250222,806595.626702311,1219416.39335921,"-0.964734588540721","-0.00948016242087595"
"sp|O75636|FCN3_HUMAN",2459076.0113417,2474814.33258508,4223117.71877637,3089171.46457656,4491282.31792768,3384964.66905161,"2.55254943225709","0.0247715499173632"
"sp|Q01459|DIAC_HUMAN",3165830.29802604,2700386.20263523,3433127.14541044,7000019.99056649,1892324.84504281,3367194.0905731,"-3.38473021150764","-0.0327135084214216"
"sp|P19021|AMD_HUMAN",1600362.67904755,1143061.3146116,1364751.51329568,2508157.5541652,2218244.97231579,2571595.54206618,"-2.29373342770164","-0.0225923717652766"
"sp|Q8WWA0|ITLN1_HUMAN",590186.691854279,37953.0146853288,336318.596812438,4340256.7768146,7273.67541125743,2989118.42328353,"-0.425350143963922","-0.00413901318221111"
"sp|Q12864|CAD17_HUMAN",1652.90069171681,7932.89242066309,395519.246361423,534288.940377708,549855.285880792,527430.452582589,"1.74623028657527","0.0165132715494014"
"sp|O75023|LIRB5_HUMAN",565504.554257845,2014792.81624198,649876.187856084,603753.236728466,234025.41473127,2027885.8610572,"0.97928061829137","0.00984043498347298"
"sp|P04066|FUCO_HUMAN",275133.296523959,208395.473552829,245934.401020273,2239194.54295841,1002213.29659113,1718932.77553145,"1.34712452404928","0.0132909213503992"
"sp|Q08554|DSC1_HUMAN",100583.649744862,113373.603411251,795952.613028216,3310416.14044834,1062668.02026807,1138663.2679671,"-0.166846908487004","-0.00172319760065437"
"sp|Q13444|ADA15_HUMAN",477.913790927525,65879.4928405203,208822.258956915,1159822.15537379,1282985.52518614,746259.839508789,"0.843744802406498","0.00864017034754658"
"sp|P16152|CBR1_HUMAN",261207.883582438,84588.0758802794,880492.817190105,29392.2272059279,454717.847452617,575313.429397914,"-2.41631180288119","-0.0246998196294309"
"sp|P30101|PDIA3_HUMAN",428904.984010716,543971.878577626,979384.765886089,31655.128412747,58623.1883416834,275841.765970628,"-0.845732661922352","-0.0081950933172785"
"sp|P28300|LYOX_HUMAN",1087330.14485791,317113.662335551,557063.581434338,2278472.10976319,3537093.41090408,2886184.96651632,"-1.72159281510018","-0.0168997082192996"
"sp|Q9NPH3|IL1AP_HUMAN",7619857.23181448,7504019.4565197,7370453.47702103,5557076.54394513,6056992.05067785,7682877.96522256,"-2.90763175906854","-0.0296553920102369"
"sp|P08174|DAF_HUMAN",155987.716945841,93284.529023899,331285.974939487,564638.285671968,1177157.68283173,923175.24729476,"-1.52743294623215","-0.0156783853907412"
"sp|P19971|TYPH_HUMAN",401572.694527637,1289048.77917347,1480828.18976236,199235.295551889,327367.85106092,443110.011955512,"1.5443536977557","0.0155643551372204"
"sp|Q8IWV2|CNTN4_HUMAN",188169.998455386,7885.18815124848,225285.983986064,596993.207353999,137091.293781597,419865.144521052,"2.06429035323163","0.0208976134229814"
"sp|Q16663|CCL15_HUMAN",11533.4056028712,176.296231719169,11949.3881755178,697025.021112874,1560863.19052274,1980227.22451569,"-0.840981741386908","-0.00854078517850232"
"sp|P31146|COR1A_HUMAN",37742.3978603652,175017.313119221,818487.786489912,143842.217359861,1.04640573663138e-05,2454708.89540167,"6.0616538598114","0.0626355193163969"
