"0","1","1","1","2","2","2","LogFC","Zstatistic"
"sp|P17900|SAP3_HUMAN","21.8060502713855","22.0660756220848","21.996532474787","23.4298266430204","23.8175461859094","23.4023065895005",1.60040064800823,6.49059865431577
"sp|Q92496|FHR4_HUMAN;sp|Q02985|FHR3_HUMAN","25.2802805983761","25.774572414785","22.8617893616252","22.9344234663301","23.7851030067507","24.5470570028407",-0.869983909196146,-0.820439054598705
"sp|P07359|GP1BA_HUMAN","22.2554701151099","21.9828528613732","22.919496848939","22.7091301352765","22.9035231148182","22.7091301352765",0.377335415209192,1.13831977348356
"sp|Q03167|TGBR3_HUMAN","21.4835340938143","21.0640320345409","20.9861420936029","22.4840578862136","22.9436145013055","23.3483316185611",1.77433610551248,5.24919551899516
"sp|P15151|PVR_HUMAN","24.2751099557715","24.1248589713605","23.2832237625439","23.4607596712935","24.0301684219241","23.9187811465473",-0.13270605031337,-0.309902109815445
"sp|P01854|IGHE_HUMAN","19.5564453194173","22.1852487857392","19.1219352466846","23.7327870749897","20.6165950877555","20.3374159288986",1.28137055249508,0.901308734533
"sp|Q9UNW1|MINP1_HUMAN","24.3330605262085","22.8418936937974","22.4840578862136","23.1427448548518","23.6111067873738","23.6111067873738",0.283396201616191,0.46250789885438
"sp|Q9BWP8|COL11_HUMAN","20.4871886576038","22.0351758682521","21.2102706564382","22.8748272710001","22.3858783009708","22.3219354806033",1.29591475009029,2.60634070238327
"sp|P07900|HS90A_HUMAN;sp|Q92538|GBF1_HUMAN;sp|Q14568|HS902_HUMAN;sp|Q58FF8|H90B2_HUMAN;sp|Q58FG1|HS904_HUMAN","23.9732105745748","24.7869549185295","24.725783433088","22.0912328985054","21.7677538888989","22.4615892158794",-2.41155185371953,-6.82424701253722
"sp|P07478|TRY2_HUMAN;sp|Q8NHM4|TRY6_HUMAN","22.7258549828612","22.9035231148182","21.9708682919197","24.1662202177668","26.244490612786","25.3198807002214",2.63267208162204,3.80095297167695
"sp|O94985|CSTN1_HUMAN","22.013915401278","21.4217670838514","20.3800193248808","21.9290272560283","22.2378805027372","21.6663942696188",0.648916655253024,1.27907575068438
"sp|Q9BYE9|CDHR2_HUMAN","19.34658701253","18.0555050115396","16.5982317529309","21.9064600016855","21.1512963608586","21.6028322019291",3.51645930597426,4.3834841034178
"sp|P27487|DPP4_HUMAN","21.4217670838514","22.3219354806033","21.8637436502675","21.8855310100103","21.8908243568781","21.7236545144915",-0.0467965339406306,-0.120163846605303
"sp|P06733|ENOA_HUMAN","21.7414255504089","24.8690076243186","24.7869549185295","21.7467945689266","20.7712364018157","23.2156772775165",-1.85147423182195,-1.3448481375205
"sp|Q13332|PTPRS_HUMAN","21.7829204246979","21.2204467367106","21.7236545144915","22.6360876494838","21.8730545955745","21.3872354867074",0.390580132903532,0.8975982462809
"sp|P14780|MMP9_HUMAN","17.6712952072765","17.758691326348","24.0092939070104","13.4950704112907","16.308668623193","21.1639905997541",-2.96420291630708,-0.918477411000456
"sp|Q9NY15|STAB1_HUMAN","20.9552134150384","20.0214961861681","20.5742345308426","21.291041984822","20.6310916194123","20.6570471189641",0.37406420502867,0.930634313058959
"sp|Q12860|CNTN1_HUMAN","22.6886894432807","22.2754507844394","21.2204467367106","22.5486041053681","21.7829204246979","22.2754507844394",0.127996628457054,0.25951365685596
"sp|Q14112|NID2_HUMAN","22.4426547742205","23.2399943843502","22.5006628731854","21.8730545955745","22.0912328985054","22.4689923613891",-0.587356524292566,-1.70335220943139
"sp|Q99497|PARK7_HUMAN","20.2530355121511","21.2102706564382","22.5155099283057","20.9222404812844","19.5564453194173","20.9861420936029",-0.813500481168317,-0.962184513012498
"sp|TRYP_PIG|","32.7853946712094","32.0421710262279","31.942008759736","32.4327092124373","32.5526161529879","32.6462002222724",0.289333864975077,0.879786735610159
"sp|CRP_HUMAN|","28.1405551423942","28.1405551423942","28.3712590554953","27.7242970491698","28.5030969149663","28.7285577680927",0.107685776164873,0.309354684375631
"sp|P01620|KV302_HUMAN;sp|P18135|KV312_HUMAN","26.904171477314","27.1840155842823","26.6268812735698","28.43646717255","28.2479434640365","28.5030969149663",1.48273037177453,5.22110816803615
