"0","1","1","1","2","2","2","LogFC","Zstatistic"
"sp|P05997|CO5A2_HUMAN","11034254.4984183","14119461.7747459","6961093.82323809","2752464.58750538","6458898.7974186","4685082.02510747",-5.8747502615825,-0.0607781229238044
"sp|Q13790|APOF_HUMAN","163647058.823529","163854785.478548","175785714.285714","29377060.9318996","30275193.7984496","31495810.564663",3.50883762721041,0.0357431986847108
"sp|Q9NRN5|OLFL3_HUMAN","2499190.66938562","5934377.38110891","3193957.0225119","1402361.10736201","2380513.84436434","2662006.8851439",-1.58545096865734,-0.0166164002774441
"sp|P01625|KV402_HUMAN;sp|P06312|KV401_HUMAN","49233986.9281046","77266006.6006601","44201190.4761905","80537634.4086021","77720155.0387597","143446265.938069",6.33712628493672,0.0599840764916266
"sp|PPIA_HUMAN|;sp|Q9Y536|PAL4A_HUMAN","1719540.80471895","12021308.4972673","8294392.47205952","3292214.02450179","3140872.08762791","5414618.28853188",4.59971757380432,0.0451725965665331
"sp|P11362|FGFR1_HUMAN","9551489.6633464","8951018.22211221","9199878.36705952","9357706.09318996","11778294.5736434","8107832.42258652",-0.106957724662828,-0.00109209598017636
"sp|P05062|ALDOB_HUMAN","1340362.0483085","1718089.3989571","2141899.87161905","3837959.63641577","5039645.65229457","5363849.62861202",2.8732793656545,0.0308846048200063
"sp|P16070|CD44_HUMAN","39303267.9738562","30228382.8382838","19871428.5714286","34055913.9784946","29611627.9069767","21750819.6721311",3.58857113053167,0.0368934861696972
"sp|P15259|PGAM2_HUMAN","10844969.2716993","5416060.41147195","3794349.1362619","1099893.36469534","509838.436234109","1803564.75924226",-4.17699857161912,-0.0417802183209617
"sp|Q9Y4L1|HYOU1_HUMAN;sp|Q9BXT5|TEX15_HUMAN","5599487.27732026","7614527.10710231","6210106.6192381","7150556.34403584","9372868.21705426","8965391.62112933",-0.0109344145509508,-0.000108405338642812
"sp|P08107|HSP71_HUMAN;sp|P17066|HSP76_HUMAN","5007405.87822222","3174697.90740594","2255745.00809524","559927.035784229","346167.919317054","389059.86483133",1.41405869026557,0.0142629691320602
"sp|P00533|EGFR_HUMAN","946462.358060131","913446.525989439","556691.759447619","1359044.95546953","1471915.82948062","1282264.31967213",2.59108635689342,0.0272942417943314
"sp|Q06828|FMOD_HUMAN","2544147.46488889","1141330.72239208","4200639.80945238","1353908.31270251","4206876.63463566","2110332.71691803",-1.93698068297308,-0.019301743135256
"sp|P13987|CD59_HUMAN","2028033.54115033","1434930.74633663","1979929.74002381","5414795.93170609","2157656.07497674","6052578.82219308",-4.96033014637927,-0.0514325310336449
"sp|P04746|AMYP_HUMAN","31835.2655094118","25765.3004565016","48688.3196113095","275847.530982079","501196.970249612","223168.189247359",2.64229445846249,0.0268452722381438
"sp|O95479|G6PE_HUMAN","10581304.6188627","5404359.69238284","3496156.39516667","1075103.62463799","2252359.86556589","534803.158824044",0.37612813158464,0.0037111676145425
"sp|Q9UBG0|MRC2_HUMAN","2117051.88903268","600876.649883828","1215292.41596786","1834627.48346237","3241021.64404651","2501123.10089617",-0.858734157998953,-0.00817758724598426
"sp|Q92626|PXDN_HUMAN","3313545.66654902","1792833.15635644","1856425.80780952","326103.767151254","818758.758575969","555853.78608816",0.629448675144184,0.00626624754204194
"sp|Q86YZ3|HORN_HUMAN","1736363.02022222","492240.63570429","112604.880738452","170658.906292473","596058.710257364","751734.315888525",-1.50748093130964,-0.0161432723251609
"sp|P21810|PGS1_HUMAN","743207.892504575","816111.550514851","553302.286309524","696779.74047957","847133.946821705","897172.039242259",-4.54098007903679,-0.0458522918926234
"sp|O15031|PLXB2_HUMAN","60918.4464844444","405248.19109835","46769.0709164286","849162.86874552","887280.96227907","1196201.21119854",0.629715568252209,0.0063142128563672
"sp|Q99542|MMP19_HUMAN","433124.737305882","310323.309332013","1072299.01180833","1218518.94384229","159375.594647287","1517886.94359927",-1.27778118755621,-0.0127135647957471
"sp|Q16627|CCL14_HUMAN","4089307.94287582","6982165.73631683","9635378.68873809","13192831.5412186","22395348.8372093","13798907.1038251",0.642179145420475,0.00607142840968531
