"","DE","Normalisation","Threshold","Go_BP","Go_MF","Go_CC","Total","DEs"
"3611","BT","AI-G",0.009,0,0,0,0,2
"372","BT","AI-G",0.01,0,0,0,0,2
"382","BT","AI-G",0.02,0,0,0,0,2
"392","BT","AI-G",0.03,0,0,0,0,3
"402","BT","AI-G",0.04,0,0,0,0,5
"413","BT","AI-G",0.05,0,0,0,0,7
"422","BT","AI-G",0.06,0,0,0,0,10
"432","BT","AI-G",0.07,0,0,0,0,14
"442","BT","AI-G",0.08,0,0,0,0,14
"452","BT","AI-G",0.09,0,0,0,0,15
"462","BT","AI-G",0.1,0,0,0,0,18
"1102","BT","MedI-G",1e-06,0,0,0,0,0
"2102","BT","MedI-G",2e-06,0,0,0,0,0
"373","BT","MedI-G",3e-06,0,0,0,0,0
"414","BT","MedI-G",4e-06,0,0,0,0,0
"512","BT","MedI-G",5e-06,0,0,0,0,0
"612","BT","MedI-G",6e-06,0,0,0,0,0
"712","BT","MedI-G",7e-06,0,0,0,0,0
"812","BT","MedI-G",8e-06,0,0,0,0,0
"912","BT","MedI-G",9e-06,0,0,0,0,0
"1012","BT","MedI-G",1e-05,0,0,0,0,0
"1112","BT","MedI-G",2e-05,0,0,0,0,0
"1212","BT","MedI-G",3e-05,0,0,0,0,0
"1312","BT","MedI-G",4e-05,0,0,0,0,0
"1412","BT","MedI-G",5e-05,0,0,0,0,0
"1512","BT","MedI-G",6e-05,0,0,0,0,0
"1612","BT","MedI-G",7e-05,0,0,0,0,0
"1712","BT","MedI-G",8e-05,0,0,0,0,0
"1812","BT","MedI-G",9e-05,0,0,0,0,0
"1912","BT","MedI-G",1e-04,0,0,0,0,0
"2012","BT","MedI-G",2e-04,0,0,0,0,0
"2112","BT","MedI-G",3e-04,0,0,0,0,0
"2212","BT","MedI-G",4e-04,0,0,0,0,0
"2312","BT","MedI-G",5e-04,0,0,0,0,0
"2412","BT","MedI-G",6e-04,0,0,0,0,0
"2512","BT","MedI-G",7e-04,0,0,0,0,0
"2612","BT","MedI-G",8e-04,0,0,0,0,0
"2712","BT","MedI-G",9e-04,0,0,0,0,0
"2812","BT","MedI-G",0.001,0,0,0,0,0
"2912","BT","MedI-G",0.002,0,0,0,0,1
"3012","BT","MedI-G",0.003,0,0,0,0,1
"3112","BT","MedI-G",0.004,0,0,0,0,1
"3212","BT","MedI-G",0.005,0,0,0,0,1
"383","BT","MedI-G",0.02,0,0,0,0,3
"393","BT","MedI-G",0.03,0,0,0,0,4
"403","BT","MedI-G",0.04,0,0,0,0,6
"415","BT","MedI-G",0.05,0,0,0,0,6
"423","BT","MedI-G",0.06,0,0,0,0,7
"433","BT","MedI-G",0.07,0,0,0,0,8
"443","BT","MedI-G",0.08,0,0,0,0,11
"453","BT","MedI-G",0.09,0,0,0,0,12
"463","BT","MedI-G",0.1,0,0,0,0,13
"1103","BT","TI-G",1e-06,0,0,0,0,0
"2103","BT","TI-G",2e-06,0,0,0,0,0
"375","BT","TI-G",3e-06,0,0,0,0,0
"416","BT","TI-G",4e-06,0,0,0,0,0
"513","BT","TI-G",5e-06,0,0,0,0,0
"613","BT","TI-G",6e-06,0,0,0,0,0
"713","BT","TI-G",7e-06,0,0,0,0,0
"813","BT","TI-G",8e-06,0,0,0,0,0
"913","BT","TI-G",9e-06,0,0,0,0,0
"1013","BT","TI-G",1e-05,0,0,0,0,0
"1113","BT","TI-G",2e-05,0,0,0,0,0
"1213","BT","TI-G",3e-05,0,0,0,0,0
"1313","BT","TI-G",4e-05,0,0,0,0,0
"1413","BT","TI-G",5e-05,0,0,0,0,0
"1513","BT","TI-G",6e-05,0,0,0,0,0
"1613","BT","TI-G",7e-05,0,0,0,0,0
"1713","BT","TI-G",8e-05,0,0,0,0,0
"1813","BT","TI-G",9e-05,0,0,0,0,0
"1913","BT","TI-G",1e-04,0,0,0,0,0
"2013","BT","TI-G",2e-04,0,0,0,0,0
"2113","BT","TI-G",3e-04,0,0,0,0,0
"2213","BT","TI-G",4e-04,0,0,0,0,0
"2313","BT","TI-G",5e-04,0,0,0,0,0
"2413","BT","TI-G",6e-04,0,0,0,0,0
"2513","BT","TI-G",7e-04,0,0,0,0,0
"2613","BT","TI-G",8e-04,0,0,0,0,0
"2713","BT","TI-G",9e-04,0,0,0,0,0
"2813","BT","TI-G",0.001,0,0,0,0,0
"2913","BT","TI-G",0.002,0,0,0,0,0
"3013","BT","TI-G",0.003,0,0,0,0,1
"3113","BT","TI-G",0.004,0,0,0,0,1
"3213","BT","TI-G",0.005,0,0,0,0,1
"3313","BT","TI-G",0.006,0,0,0,0,1
"3413","BT","TI-G",0.007,0,0,0,0,2
"3513","BT","TI-G",0.008,0,0,0,0,2
"3613","BT","TI-G",0.009,0,0,0,0,2
"376","BT","TI-G",0.01,0,0,0,0,2
"384","BT","TI-G",0.02,0,0,0,0,3
"394","BT","TI-G",0.03,0,0,0,0,4
"404","BT","TI-G",0.04,0,0,0,0,5
"417","BT","TI-G",0.05,0,0,0,0,5
"424","BT","TI-G",0.06,0,0,0,0,6
"434","BT","TI-G",0.07,0,0,0,0,9
"444","BT","TI-G",0.08,0,0,0,0,9
"454","BT","TI-G",0.09,0,0,0,0,13
"464","BT","TI-G",0.1,0,0,0,0,15
"1104","BT","RLR-G",1e-06,0,0,0,0,91
"2104","BT","RLR-G",2e-06,0,0,0,0,97
"377","BT","RLR-G",3e-06,0,0,0,0,101
"714","BT","RLR-G",7e-06,0,0,0,0,108
"814","BT","RLR-G",8e-06,0,0,0,0,109
"914","BT","RLR-G",9e-06,0,0,0,0,110
"1014","BT","RLR-G",1e-05,0,0,0,0,110
"1114","BT","RLR-G",2e-05,0,0,0,0,117
"1214","BT","RLR-G",3e-05,0,0,0,0,121
"1314","BT","RLR-G",4e-05,0,0,0,0,125
"1414","BT","RLR-G",5e-05,0,0,0,0,128
"1514","BT","RLR-G",6e-05,0,0,0,0,130
"1614","BT","RLR-G",7e-05,0,0,0,0,133
"1714","BT","RLR-G",8e-05,0,0,0,0,134
"1814","BT","RLR-G",9e-05,0,0,0,0,134
"1914","BT","RLR-G",1e-04,0,0,0,0,136
"2014","BT","RLR-G",2e-04,0,0,0,0,144
"2114","BT","RLR-G",3e-04,0,0,0,0,151
"2214","BT","RLR-G",4e-04,0,0,0,0,158
"2314","BT","RLR-G",5e-04,0,0,0,0,162
"2414","BT","RLR-G",6e-04,0,0,0,0,165
"2514","BT","RLR-G",7e-04,0,0,0,0,166
"2614","BT","RLR-G",8e-04,0,0,0,0,168
"2714","BT","RLR-G",9e-04,0,0,0,0,169
"2814","BT","RLR-G",0.001,0,0,0,0,171
"2914","BT","RLR-G",0.002,0,0,0,0,181
"3014","BT","RLR-G",0.003,0,0,0,0,196
"3114","BT","RLR-G",0.004,0,0,0,0,202
"3214","BT","RLR-G",0.005,0,0,0,0,208
"3314","BT","RLR-G",0.006,0,0,0,0,212
"3414","BT","RLR-G",0.007,0,0,0,0,217
"3514","BT","RLR-G",0.008,0,0,0,0,221
"3614","BT","RLR-G",0.009,0,0,0,0,224
"378","BT","RLR-G",0.01,0,0,0,0,226
"385","BT","RLR-G",0.02,0,0,0,0,248
"395","BT","RLR-G",0.03,0,0,0,0,261
"405","BT","RLR-G",0.04,0,0,0,0,269
"419","BT","RLR-G",0.05,0,0,0,0,278
"425","BT","RLR-G",0.06,0,0,0,0,284
"435","BT","RLR-G",0.07,0,0,0,0,286
"445","BT","RLR-G",0.08,0,0,0,0,295
"455","BT","RLR-G",0.09,0,0,0,0,301
"465","BT","RLR-G",0.1,0,0,0,0,305
"1105","BT","Loess-G",1e-06,0,0,0,0,53
"2105","BT","Loess-G",2e-06,0,0,0,0,57
"379","BT","Loess-G",3e-06,0,0,0,0,58
"420","BT","Loess-G",4e-06,0,0,0,0,58
"515","BT","Loess-G",5e-06,0,0,0,0,63
"615","BT","Loess-G",6e-06,0,0,0,0,63
"715","BT","Loess-G",7e-06,0,0,0,0,63
"815","BT","Loess-G",8e-06,0,0,0,0,64
"915","BT","Loess-G",9e-06,0,0,0,0,64
"1015","BT","Loess-G",1e-05,0,0,0,0,68
"1115","BT","Loess-G",2e-05,0,0,0,0,75
"1215","BT","Loess-G",3e-05,0,0,0,0,79
"1315","BT","Loess-G",4e-05,0,0,0,0,79
"1415","BT","Loess-G",5e-05,0,0,0,0,82
"1515","BT","Loess-G",6e-05,0,0,0,0,86
"1615","BT","Loess-G",7e-05,0,0,0,0,88
"1715","BT","Loess-G",8e-05,0,0,0,0,89
"1815","BT","Loess-G",9e-05,0,0,0,0,93
"1915","BT","Loess-G",1e-04,0,0,0,0,95
"3710","BT","Loess-G",0.01,0,0,0,0,167
"386","BT","Loess-G",0.02,0,0,0,0,186
"456","BT","Loess-G",0.09,0,0,0,0,253
"466","BT","Loess-G",0.1,0,0,0,0,255
"1107","BT","Quantile",1e-06,0,0,0,0,75
"2107","BT","Quantile",2e-06,0,0,0,0,86
"388","BT","Quantile",3e-06,0,0,0,0,90
"429","BT","Quantile",4e-06,0,0,0,0,93
"517","BT","Quantile",5e-06,0,0,0,0,98
"617","BT","Quantile",6e-06,0,0,0,0,98
"717","BT","Quantile",7e-06,0,0,0,0,98
"817","BT","Quantile",8e-06,0,0,0,0,100
"917","BT","Quantile",9e-06,0,0,0,0,100
"1017","BT","Quantile",1e-05,0,0,0,0,100
"1117","BT","Quantile",2e-05,0,0,0,0,103
"1217","BT","Quantile",3e-05,0,0,0,0,105
"1317","BT","Quantile",4e-05,0,0,0,0,111
"1417","BT","Quantile",5e-05,0,0,0,0,112
"1517","BT","Quantile",6e-05,0,0,0,0,113
"1617","BT","Quantile",7e-05,0,0,0,0,116
"1717","BT","Quantile",8e-05,0,0,0,0,117
"1817","BT","Quantile",9e-05,0,0,0,0,118
"1917","BT","Quantile",1e-04,0,0,0,0,118
"2017","BT","Quantile",2e-04,0,0,0,0,124
"2117","BT","Quantile",3e-04,0,0,0,0,131
"2217","BT","Quantile",4e-04,0,0,0,0,137
"2317","BT","Quantile",5e-04,0,0,0,0,141
"2417","BT","Quantile",6e-04,0,0,0,0,142
"2517","BT","Quantile",7e-04,0,0,0,0,143
"2617","BT","Quantile",8e-04,0,0,0,0,146
"2717","BT","Quantile",9e-04,0,0,0,0,147
"2817","BT","Quantile",0.001,0,0,0,0,150
"3117","BT","Quantile",0.004,0,0,0,0,178
"3217","BT","Quantile",0.005,0,0,0,0,180
"3317","BT","Quantile",0.006,0,0,0,0,183
"3417","BT","Quantile",0.007,0,0,0,0,188
"3517","BT","Quantile",0.008,0,0,0,0,194
"3617","BT","Quantile",0.009,0,0,0,0,197
"3712","BT","Quantile",0.01,0,0,0,0,197
"4112","BT","Quantile",0.05,0,0,0,0,252
"448","BT","Quantile",0.08,0,0,0,0,278
"458","BT","Quantile",0.09,0,0,0,0,282
"468","BT","Quantile",0.1,0,0,0,0,289
