"","DE","Normalisation","Threshold","Go_BP","Go_MF","Go_CC","Total","DEs"
"1","QPROTmodel","VSN-G",1e-06,53,5,10,68,184
"2","QPROTmodel","VSN-G",2e-06,22,4,8,34,189
"3","QPROTmodel","VSN-G",3e-06,39,4,9,52,200
"4","QPROTmodel","VSN-G",4e-06,38,3,10,51,205
"5","QPROTmodel","VSN-G",5e-06,38,3,10,51,208
"6","QPROTmodel","VSN-G",6e-06,42,3,10,55,210
"7","QPROTmodel","VSN-G",7e-06,42,3,10,55,210
"8","QPROTmodel","VSN-G",8e-06,39,2,10,51,214
"9","QPROTmodel","VSN-G",9e-06,35,2,8,45,217
"10","QPROTmodel","VSN-G",1e-05,35,2,8,45,218
"11","QPROTmodel","VSN-G",2e-05,41,2,11,54,228
"12","QPROTmodel","VSN-G",3e-05,42,3,12,57,234
"13","QPROTmodel","VSN-G",4e-05,43,3,12,58,239
"14","QPROTmodel","VSN-G",5e-05,32,3,12,47,242
"15","QPROTmodel","VSN-G",6e-05,28,3,12,43,243
"16","QPROTmodel","VSN-G",7e-05,35,3,11,49,248
"17","QPROTmodel","VSN-G",8e-05,39,2,11,52,249
"18","QPROTmodel","VSN-G",9e-05,35,3,12,50,251
"19","QPROTmodel","VSN-G",1e-04,35,3,12,50,251
"20","QPROTmodel","VSN-G",2e-04,1,0,12,13,261
"21","QPROTmodel","VSN-G",3e-04,1,0,13,14,272
"22","QPROTmodel","VSN-G",4e-04,0,0,13,13,275
"23","QPROTmodel","VSN-G",5e-04,0,1,7,8,281
"24","QPROTmodel","VSN-G",6e-04,2,1,7,10,283
"25","QPROTmodel","VSN-G",7e-04,2,0,8,10,286
"26","QPROTmodel","VSN-G",8e-04,0,0,7,7,288
"27","QPROTmodel","VSN-G",9e-04,0,0,8,8,290
"28","QPROTmodel","VSN-G",0.001,0,0,8,8,290
"29","QPROTmodel","VSN-G",0.002,1,0,8,9,300
"30","QPROTmodel","VSN-G",0.003,0,1,10,11,310
"31","QPROTmodel","VSN-G",0.004,0,0,9,9,314
"32","QPROTmodel","VSN-G",0.005,0,0,8,8,320
"33","QPROTmodel","VSN-G",0.006,0,0,7,7,324
"34","QPROTmodel","VSN-G",0.007,0,0,8,8,326
"35","QPROTmodel","VSN-G",0.008,0,0,8,8,328
"36","QPROTmodel","VSN-G",0.009,0,0,8,8,329
"37","QPROTmodel","VSN-G",0.01,0,0,8,8,330
"38","QPROTmodel","VSN-G",0.02,0,0,1,1,347
"39","QPROTmodel","VSN-G",0.03,0,0,2,2,356
"40","QPROTmodel","VSN-G",0.04,0,0,2,2,361
"41","QPROTmodel","VSN-G",0.05,0,0,2,2,368
"42","QPROTmodel","VSN-G",0.06,0,0,2,2,376
"43","QPROTmodel","VSN-G",0.07,0,0,1,1,382
"44","QPROTmodel","VSN-G",0.08,0,0,1,1,383
"45","QPROTmodel","VSN-G",0.09,0,0,1,1,390
"46","QPROTmodel","VSN-G",0.1,0,0,1,1,392
