"","0","1.000000e+00","1.000000e+00","1.000000e+00","1.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","pVal","BHpVal"
"163","1::P06909","2.308160e+06","2.413213e+06","2.810665e+06","2.921856e+06","2.130581e+06","2.346655e+06","2.786051e+06","0.473023362456476","0.86083084778601"
"164","1::P21180","1.368873e+07","1.163110e+07","8.173686e+06","1.317649e+07","1.695054e+07","6.958832e+06","2.444467e+07","0.474824033762002","0.86083084778601"
"165","1::P28665;1::P28666","1.817832e+06","3.322968e+06","2.593834e+06","1.626316e+06","1.390936e+06","3.655355e+06","4.426346e+06","0.475040434396962","0.86083084778601"
"166","1::Q64514","1.642074e+04","1.235181e+05","3.766176e+04","4.762070e+04","3.148532e+04","2.048575e+05","7.118621e+04","0.483583340701908","0.865910010318955"
"167","1::Q61702","1.369205e+08","2.239852e+08","2.352994e+08","1.922271e+08","1.432493e+08","2.059669e+08","1.773762e+08","0.483635356933998","0.865910010318955"
"168","1::Q9WV32","7.435497e+05","7.362590e+05","6.765183e+05","7.871786e+05","6.450482e+05","6.607436e+05","7.850204e+05","0.490217671582014","0.869819539345039"
"169","1::Q8CF98","3.623404e+05","4.797210e+05","4.778625e+05","4.815953e+05","2.529215e+05","8.425626e+05","6.987468e+05","0.494052234032325","0.869819539345039"
"170","1::Q9WTI7","1.193455e+05","1.886326e+05","2.529168e+05","9.413381e+04","3.000629e+04","1.721121e+05","1.610936e+05","0.501128027169736","0.869819539345039"
"171","1::Q9R182","2.061998e+06","3.294447e+06","3.088696e+06","2.270453e+06","1.295503e+06","4.537002e+06","5.038780e+06","0.508557534927767","0.869819539345039"
"172","1::Q6P5F6","1.039921e+04","3.210094e+04","2.548056e+04","2.296490e+04","1.855366e+04","2.490768e+04","4.518593e+04","0.509814721474764","0.869819539345039"
"173","1::Q9JHK5","7.837899e+05","1.033474e+06","7.838274e+05","5.292078e+05","2.651805e+05","5.834610e+05","9.821381e+05","0.510973407574687","0.869819539345039"
"174","1::Q99MN1","3.139394e+04","4.670585e+04","3.804684e+04","2.391623e+04","1.863182e+04","6.348154e+04","5.652032e+04","0.513316529578246","0.869819539345039"
"175","1::P80317;1::Q61390","3.113045e+04","4.042978e+04","4.775522e+04","3.899270e+04","1.471390e+04","1.355497e+05","5.266808e+04","0.514281850855452","0.869819539345039"
"176","1::P60710;1::P62737;1::Q8BFZ3","2.128954e+05","2.263735e+05","3.153728e+05","3.606310e+05","2.407464e+05","3.088575e+05","4.194122e+05","0.524197604071039","0.869819539345039"
"177","1::P59325","8.107979e+04","1.187586e+05","1.050790e+05","5.233043e+04","4.643334e+04","1.845511e+05","1.310573e+05","0.525260158827144","0.869819539345039"
"178","1::Q9Z1R3","5.202451e+04","6.975737e+04","2.925070e+04","6.587736e+03","6.411231e+04","6.565882e+03","1.336125e+05","0.525419433041172","0.869819539345039"
"179","1::Q8QZR4","7.765619e+05","8.961524e+05","9.617418e+05","8.678963e+05","8.413238e+05","5.754254e+05","9.507632e+05","0.526582412590897","0.869819539345039"
"180","1::Q3UHX2","3.538922e+04","6.410110e+04","6.707522e+04","3.315484e+04","2.250706e+04","1.298611e+05","6.884930e+04","0.528766658981244","0.869819539345039"
"181","1::P29621","1.986966e+03","2.219611e+03","2.804823e+03","3.208091e+03","1.412074e+04","1.105469e+03","1.968466e+03","0.528768289524273","0.869819539345039"
"182","1::Q91Y47","5.630714e+06","5.807148e+06","6.619964e+06","6.179539e+06","6.735195e+06","7.422159e+06","5.396697e+06","0.529922159956966","0.869819539345039"
"183","1::Q6WVG3","3.797414e+05","6.228920e+05","6.488701e+05","4.744939e+05","4.903994e+05","6.799288e+05","5.928633e+05","0.532364467224556","0.869819539345039"
"184","1::P01631","6.446312e+04","3.646037e+04","4.388395e+04","1.072257e+05","2.398686e+04","9.835493e+04","1.468712e+05","0.54661038996488","0.888241883692929"
"185","1::Q8BH43","1.973384e+04","5.114480e+04","3.504382e+04","1.820018e+04","1.423830e+04","5.689946e+04","5.252115e+04","0.556359609359939","0.896374511072119"
"186","1::Q9CQJ6","2.975475e+04","6.943052e+04","5.338299e+04","2.751797e+04","2.670685e+04","9.399486e+04","5.744352e+04","0.557610899864261","0.896374511072119"
"187","1::P10126","1.048036e+06","1.591953e+06","1.475308e+06","1.038904e+06","8.359245e+05","1.238834e+06","1.382528e+06","0.562037121161179","0.898635920686009"
"188","1::Q8K003","2.093541e+04","5.083753e+04","5.376521e+04","1.717164e+04","2.521356e+04","5.524952e+04","5.156131e+04","0.56532748146965","0.898635920686009"
"189","1::P29699","6.560297e+05","9.105226e+05","1.086914e+06","9.215768e+05","4.408280e+05","1.373881e+06","1.571508e+06","0.573863708810753","0.898635920686009"
"190","1::Q9QWK4","2.998995e+03","4.488962e+03","2.640053e+03","2.581950e+03","2.736263e+02","3.450532e+03","1.386583e+04","0.580789165649449","0.898635920686009"
"191","1::P16858;1::Q64467","8.719601e+04","5.487233e+04","1.044640e+05","8.674740e+04","3.264495e+04","2.212854e+05","1.032013e+05","0.584948082065394","0.898635920686009"
"192","1::P01592","3.685467e+04","6.779585e+04","7.063009e+04","4.421105e+04","1.392875e+04","7.614753e+04","1.506010e+05","0.589605744017369","0.898635920686009"
"193","1::Q61268","1.191272e+05","2.383370e+05","1.055000e+05","9.286463e+04","1.486740e+05","5.768540e+04","4.220002e+05","0.591876810796441","0.898635920686009"
"194","1::P01872","8.793738e+05","1.302126e+06","1.428932e+06","1.670966e+06","1.870922e+05","1.938786e+06","3.849390e+06","0.591925685912212","0.898635920686009"
"195","1::P19221","9.415656e+06","2.451566e+07","1.288789e+07","3.265398e+06","6.713955e+06","2.550842e+07","1.748470e+07","0.594162299620346","0.898635920686009"
"196","1::Q9DC11","9.684127e+04","1.461110e+05","1.702272e+05","1.123422e+05","9.577312e+04","1.137175e+05","3.232848e+05","0.594818866209027","0.898635920686009"
"197","1::P20029;1::P16627;1::P17879","6.576876e+04","6.830588e+04","7.153246e+04","7.444217e+04","3.388762e+04","5.006978e+04","9.325769e+04","0.600560718882912","0.898635920686009"
"198","1::Q922B2","2.377868e+04","3.669564e+04","1.219355e+04","2.963140e+04","2.065364e+04","6.011079e+04","2.088166e+04","0.602510560536512","0.898635920686009"
"199","1::Q05117","1.706616e+05","1.549863e+05","1.946132e+05","1.843822e+05","1.560174e+05","1.800071e+05","1.737863e+05","0.602531887832392","0.898635920686009"
"200","1::Q8BH35","2.852564e+05","3.452607e+05","4.668310e+05","4.496210e+05","3.360301e+05","4.336948e+05","4.970689e+05","0.603087836238531","0.898635920686009"
"201","1::P56716","4.205214e+05","4.097463e+05","4.871041e+05","1.035237e+05","2.601213e+05","3.640974e+05","7.210792e+05","0.604099732635076","0.898635920686009"
"202","1::P31230","2.329191e+04","4.611755e+04","4.435240e+04","2.569630e+04","1.490854e+04","7.625529e+04","4.568124e+04","0.613599380075075","0.900253598446154"
"203","1::P98086","2.702802e+07","4.220583e+07","4.654312e+07","3.367791e+07","7.222143e+06","6.938143e+07","7.362564e+07","0.616298615476498","0.900253598446154"
"204","1::P50580","1.596647e+05","1.838887e+05","2.357198e+05","1.052074e+05","7.888796e+04","3.863331e+05","2.082680e+05","0.616319054649713","0.900253598446154"
"205","1::Q9D0R2","3.588872e+04","6.312186e+04","6.056610e+04","3.890256e+04","2.311744e+04","1.007654e+05","6.481375e+04","0.620815150832003","0.900253598446154"
"206","1::P11983","1.486198e+04","2.809959e+04","2.843661e+04","4.979843e+03","1.007783e+04","5.048431e+04","1.885473e+04","0.624881218562431","0.900253598446154"
"207","1::Q8CG14;1::Q8CFG8","1.009948e+06","3.211787e+06","3.048904e+06","1.644639e+06","1.265655e+06","2.265115e+06","5.311192e+06","0.629225634866486","0.900253598446154"
"208","1::P34928","3.575508e+05","5.975110e+05","1.312405e+05","7.231009e+04","1.370995e+05","4.185824e+04","1.481881e+06","0.631844465058847","0.900253598446154"
"209","1::Q8K1B8","3.558018e+05","6.077676e+05","5.732751e+05","2.978341e+05","2.130997e+05","4.166122e+05","5.524178e+05","0.632243377637425","0.900253598446154"
"210","1::Q61703","1.104128e+08","1.650841e+08","1.781444e+08","1.479590e+08","1.459369e+08","1.685682e+08","1.616978e+08","0.632285136032416","0.900253598446154"
"211","1::P06683","1.752041e+06","1.136385e+06","2.219520e+06","3.088079e+06","1.366617e+06","2.484979e+06","3.374148e+06","0.64084339183444","0.90263456713121"
"212","1::P21981","6.787982e+04","7.051203e+04","9.268375e+04","9.835116e+04","6.567079e+03","1.214246e+05","6.508679e+04","0.645222181350729","0.90263456713121"
"213","1::P43025","9.582650e+06","1.422591e+07","1.334618e+07","1.276243e+07","5.268065e+06","2.303278e+07","1.729183e+07","0.65766880885728","0.90263456713121"
"214","1::Q91WP6;1::Q5I2A0;1::Q80X76","4.806529e+05","2.627731e+05","4.886285e+05","7.869769e+05","9.416958e+05","5.718253e+04","4.368047e+04","0.658745832468518","0.90263456713121"
"215","1::P14106;1::Q9R171","2.540052e+07","3.044910e+07","4.291101e+07","3.131282e+07","7.706266e+06","5.527065e+07","6.053832e+07","0.660951266635885","0.90263456713121"
"216","1::Q02105","3.549026e+07","3.925173e+07","5.812599e+07","4.325304e+07","1.281562e+07","7.172774e+07","7.992503e+07","0.663991011561759","0.90263456713121"
"217","1::P63005","2.767904e+05","3.684449e+05","4.179440e+05","2.452626e+05","1.993914e+05","5.566747e+05","3.863105e+05","0.665382101807035","0.90263456713121"
"218","1::O08638","8.871185e-06","1.177394e-05","1.193993e-05","6.946390e-06","7.243870e-06","1.000000e-05","1.688408e-05","0.667163447558315","0.90263456713121"
"219","1::P62918","8.871185e-06","1.177394e-05","1.193993e-05","6.946390e-06","7.243870e-06","1.000000e-05","1.688408e-05","0.667163447558315","0.90263456713121"
"220","1::Q6URW6","8.871185e-06","1.177394e-05","1.193993e-05","6.946390e-06","7.243870e-06","1.000000e-05","1.688408e-05","0.667163447558315","0.90263456713121"
"221","1::P26039;1::Q71LX4","2.672408e+05","3.389893e+05","4.058090e+05","1.717706e+05","6.614432e+04","2.654597e+05","4.016217e+05","0.669560987898866","0.90263456713121"
"222","1::Q8CG16;1::Q8CFG9;1::Q3UZ09","6.729072e+05","3.131958e+06","2.425129e+06","1.027952e+06","8.326059e+05","1.381738e+06","5.445117e+06","0.673307292094393","0.90263456713121"
"223","1::P51125","4.223235e+04","5.134532e+04","4.667115e+04","4.171968e+04","3.010757e+04","5.511480e+04","6.701113e+04","0.679530898252018","0.90263456713121"
"224","1::P25444","6.021520e+04","4.551380e+04","6.241812e+04","8.543805e+04","2.600015e+04","1.507447e+05","6.670267e+04","0.679827245263364","0.90263456713121"
"225","1::P33622","4.763761e+05","1.783763e+06","2.549770e+05","9.879415e+04","6.011111e+05","6.924020e+04","2.358416e+06","0.68129730903685","0.90263456713121"
"226","1::P42932","2.689203e+04","4.208469e+04","4.363096e+04","3.405729e+04","2.476326e+04","7.823276e+04","3.122861e+04","0.682443096946834","0.90263456713121"
"227","1::Q61129","1.249127e+05","1.734981e+05","2.301630e+05","2.460378e+05","1.581004e+05","1.853268e+05","3.093412e+05","0.685277748290249","0.90263456713121"
"228","1::Q9JHU4","4.060383e+05","2.615321e+05","2.417614e+05","4.283343e+05","4.843914e+05","1.419601e+05","2.276534e+05","0.692185177296518","0.904460686286087"
"229","1::P62264","2.706921e+05","2.359089e+04","2.879390e+04","2.073745e+05","1.718442e+05","7.911043e+04","5.571635e+04","0.692714037322789","0.904460686286087"
"230","1::P51859","3.022143e+04","6.669233e+04","3.890035e+04","2.488060e+04","3.324073e+04","4.633327e+04","5.428042e+04","0.70701386071397","0.916576140752021"
"231","1::Q06890","1.421258e+06","2.484344e+06","2.223044e+06","2.293280e+06","1.376424e+06","3.325093e+06","2.368838e+06","0.71062954918123","0.916576140752021"
"232","1::P15864;1::P43274","1.643610e+05","1.634787e+05","1.758400e+05","1.422275e+05","6.242553e+04","1.900190e+05","1.793777e+05","0.711482535814883","0.916576140752021"
"233","1::Q9R0Q6","7.607478e+04","1.084544e+05","8.464066e+04","5.774240e+04","3.988880e+04","1.367573e+05","1.059248e+05","0.714254985937194","0.916576140752021"
"234","1::Q9QXC1","1.398520e+04","1.507835e+04","1.745082e+04","2.713284e+04","1.255530e+04","2.072621e+04","2.828236e+04","0.719691281800137","0.919020916641894"
"235","1::P62631","1.567335e+05","2.302194e+05","2.161643e+05","1.220232e+05","9.871471e+04","1.887943e+05","2.083222e+05","0.723714267335507","0.919020916641894"
"236","1::P63158","1.010915e+05","1.633635e+05","1.734502e+05","7.200396e+04","7.445600e+04","2.055337e+05","1.540833e+05","0.725381057951461","0.919020916641894"
"237","1::P46412","1.015033e+04","3.265086e+03","4.300878e+04","9.310050e+03","2.145219e+04","8.236450e+03","8.946239e+03","0.73840891329331","0.928140003047985"
"238","1::P51670","4.954362e+05","6.854839e+05","7.828168e+05","5.718865e+05","5.545053e+05","6.995627e+05","7.364654e+05","0.739230781416914","0.928140003047985"
"239","1::Q8C8R3","5.082173e+04","3.681820e+04","4.337642e+04","4.049216e+04","2.068974e+04","5.203902e+04","7.340750e+04","0.741965287628003","0.928140003047985"
"240","1::Q00623","1.596286e+04","1.422608e+04","9.424309e+03","2.837643e+04","7.364615e+03","1.480531e+04","2.270285e+04","0.74857088352861","0.928140003047985"
"241","1::B2RPV6","7.007863e+05","1.025096e+06","1.151640e+06","3.958015e+05","2.432458e+05","1.394874e+06","1.225741e+06","0.754858623814512","0.928140003047985"
"242","1::P62245","1.603580e+04","1.949910e+04","2.545453e+04","1.453050e+04","1.183451e+04","3.572605e+04","1.705653e+04","0.755686416247676","0.928140003047985"
"243","1::P14131","3.473970e+04","2.471589e+04","3.717257e+04","7.221811e+04","2.047771e+04","6.734185e+04","2.010545e+04","0.758152482411764","0.928140003047985"
"244","1::P08607","1.606144e+08","3.351756e+08","3.221799e+08","2.256252e+08","1.027047e+08","2.932299e+08","3.092229e+08","0.759785240405727","0.928140003047985"
"245","1::P20918","2.815816e+05","3.329768e+05","3.778664e+05","3.421643e+05","2.642822e+05","4.096899e+05","3.748410e+05","0.763258498307744","0.928140003047985"
"246","2::P00924","1.159898e+07","1.730680e+07","1.634865e+07","5.603496e+06","9.361486e+06","1.323447e+07","1.932577e+07","0.763620203176603","0.928140003047985"
"247","1::P26638","5.964492e+04","1.362007e+05","7.668483e+04","9.004877e+04","3.429325e+04","1.793968e+05","1.026003e+05","0.767014366092588","0.928491074743659"
"248","1::P47879","9.838156e+05","1.321060e+06","1.338250e+06","9.975537e+05","8.701404e+05","9.534534e+05","1.458021e+06","0.770165768587776","0.928546632289294"
"249","1::P08071","5.921138e+06","6.930085e+06","9.908122e+06","6.171791e+06","6.998860e+06","7.601375e+06","7.982094e+06","0.776169072303383","0.92969873624884"
"250","1::P62242","2.279072e+05","5.106826e+04","6.126220e+04","1.899393e+05","1.926533e+05","8.377542e+04","6.884783e+04","0.780851097730318","0.92969873624884"
"251","1::Q99020","7.466385e+04","1.317360e+05","1.203216e+05","6.593463e+04","7.295518e+04","1.330850e+05","1.095830e+05","0.781325421692783","0.92969873624884"
"252","1::Q9JKF1","5.626093e+04","9.117180e+04","9.038488e+04","5.658942e+04","6.578110e+03","1.151637e+05","6.870082e+04","0.783558801119423","0.92969873624884"
"253","1::Q00896;1::Q00897","2.406302e+05","1.605940e+05","2.075403e+05","2.059087e+05","1.028936e+05","2.266198e+05","2.396100e+05","0.786861132136178","0.929926792524575"
"254","1::O88783","1.222856e+07","1.565779e+07","1.684276e+07","1.394339e+07","8.866132e+06","2.081592e+07","1.757498e+07","0.794057341962786","0.934228578080634"
"255","1::P62908","4.031353e+04","3.413328e+04","4.278658e+04","6.747768e+04","2.311493e+04","6.119499e+04","4.329643e+04","0.797632171954739","0.934228578080634"
"256","1::Q8CGC7","7.345954e+04","1.012952e+05","1.111990e+05","7.442369e+04","3.317843e+04","1.530607e+05","1.143942e+05","0.805140952829684","0.934228578080634"
"257","1::P80316","8.700216e+04","1.622383e+05","1.049669e+05","7.096666e+04","5.403033e+04","1.941100e+05","1.073518e+05","0.805813239935195","0.934228578080634"
"258","1::P80318;1::P60334","1.087078e+05","1.510826e+05","1.117391e+05","7.158396e+04","4.220896e+04","2.050855e+05","1.247877e+05","0.810527752935453","0.934228578080634"
"259","1::Q01339","2.082681e+06","9.909639e+05","1.484768e+06","3.369571e+06","2.504488e+06","1.320230e+06","1.651737e+06","0.811901014594201","0.934228578080634"
"260","1::Q9WUM4","7.104271e+03","1.682228e+04","2.188598e+04","7.355920e+03","6.736637e+03","1.059911e+04","2.824494e+04","0.816689965266376","0.934228578080634"
"261","1::O88968","8.414830e+05","1.193608e+06","6.160078e+05","8.732383e+05","1.310282e+06","4.057260e+05","1.154422e+06","0.820506772269075","0.934228578080634"
"262","1::Q8BP67","1.199420e+05","3.356927e+04","3.084115e+04","2.036577e+05","1.657325e+05","3.173702e+04","5.290067e+04","0.826455149479532","0.934228578080634"
"263","1::P58252","3.502731e+04","6.573523e+03","2.447812e+04","3.558027e+04","7.227077e+04","1.172115e+04","8.101903e+03","0.828168476929897","0.934228578080634"
"264","1::P80314","6.827567e+04","1.316784e+05","9.883075e+04","7.354048e+04","2.477669e+04","1.900346e+05","9.972026e+04","0.832559373752312","0.934228578080634"
"265","1::Q60605;1::Q8CI43","3.327314e+05","6.662447e+05","6.537425e+05","3.092818e+05","9.096466e+04","5.587787e+05","6.836745e+05","0.836280052527387","0.934228578080634"
"266","1::Q8BP47","6.400735e+04","1.800423e+05","1.044684e+05","6.174051e+04","4.411621e+04","1.302934e+05","1.629287e+05","0.836351007187298","0.934228578080634"
"267","1::P09405","1.081754e+05","1.407896e+05","1.206973e+05","8.073631e+04","5.393418e+04","1.654679e+05","1.432059e+05","0.836902275715346","0.934228578080634"
"268","1::Q8K0D2","1.067065e+06","8.765802e+05","1.059284e+06","8.637929e+05","7.519588e+05","1.078594e+06","9.944059e+05","0.837368758948528","0.934228578080634"
"269","1::P26645","6.280169e+04","6.082641e+04","6.179792e+04","8.011238e+04","5.925330e+04","4.527469e+04","8.689486e+04","0.858156216869657","0.950711293345335"
"270","1::P08226","2.859236e+07","4.216412e+07","2.496389e+07","2.631262e+07","1.714847e+07","1.757742e+07","4.996246e+07","0.858501836800135","0.950711293345335"
"271","1::Q8BYK5","1.769872e+04","1.427681e+04","1.383924e+04","2.200438e+04","3.046102e+04","5.317606e+03","1.074365e+04","0.869363611256758","0.95091345509688"
"272","1::Q9ER72","8.379559e+02","1.237197e+04","1.584947e+04","1.023036e+04","3.437143e+03","2.471398e+04","5.315038e+03","0.87099385752334","0.95091345509688"
"273","1::O08677","1.010380e+08","1.397272e+08","1.741013e+08","1.153691e+08","1.235859e+08","1.353291e+08","1.473513e+08","0.877236373268819","0.95091345509688"
"274","1::P40124;1::Q9CYT6","4.255224e+05","8.744150e+05","5.426773e+05","3.877561e+05","2.466638e+05","7.648373e+05","5.689752e+05","0.8775245105572","0.95091345509688"
"275","1::P57776","3.363912e+04","7.545452e+04","8.875426e+04","8.144781e+04","1.512587e+04","7.971681e+04","1.003826e+05","0.878493152819678","0.95091345509688"
"276","1::P40224","4.443930e+04","4.694041e+04","6.628625e+04","3.697971e+04","1.082109e+04","7.092303e+04","7.520804e+04","0.879560332753961","0.95091345509688"
"277","1::P61358","1.092588e+04","2.468975e+04","1.339783e+04","1.817484e+04","1.304405e+04","2.145707e+04","1.772776e+04","0.880946578802126","0.95091345509688"
"278","1::P01027","2.229636e+06","2.051009e+06","3.639709e+06","3.985271e+06","2.229093e+06","3.150438e+06","3.841096e+06","0.891530488604495","0.953310457091836"
"279","1::P47857","4.636447e+04","3.870173e+04","4.985971e+04","3.652436e+04","4.175454e+04","5.272109e+04","3.112908e+04","0.895729455825792","0.953310457091836"
"280","1::Q8VCC9","1.735160e+05","2.265984e+05","3.383161e+05","2.370082e+05","1.589529e+05","2.986895e+05","2.517100e+05","0.896157898196877","0.953310457091836"
"281","1::P24369","1.366681e+05","1.545190e+05","2.273631e+05","1.514176e+05","7.978842e+04","2.137786e+05","1.895034e+05","0.897064489317692","0.953310457091836"
"282","1::P62827;1::Q61820","1.317075e+06","1.147091e+06","1.075222e+06","1.117864e+06","5.302227e+05","1.747359e+06","1.069867e+06","0.903653710916058","0.953310457091836"
"283","1::P62900","4.012207e+04","2.526031e+04","3.446225e+04","2.086437e+04","1.838414e+04","6.849051e+04","1.110182e+04","0.904709144162958","0.953310457091836"
"284","1::O70172","2.303141e+04","3.463814e+04","3.481806e+04","2.163071e+04","1.890193e+04","3.765477e+04","3.154678e+04","0.905485517772848","0.953310457091836"
"285","1::Q61838","1.145144e+06","1.090597e+06","1.198157e+06","1.025427e+06","7.116828e+05","8.922121e+05","1.858519e+06","0.922395235265792","0.966050441309511"
"286","1::P63325","2.605447e+04","3.231592e+04","5.343906e+04","1.242709e+04","2.706187e+03","5.597686e+04","3.995199e+04","0.92532446262001","0.966050441309511"
"287","1::P11031","4.942408e+04","7.798897e+04","6.277856e+04","2.590192e+04","1.427837e+04","9.645211e+04","5.881974e+04","0.930412997721805","0.966050441309511"
"288","1::P51437","4.535971e+05","5.580503e+05","3.858729e+05","3.247374e+05","2.105354e+05","1.357508e+05","8.750921e+05","0.9305101240707","0.966050441309511"
"289","1::Q8BH61","2.211889e+06","2.153815e+06","1.838707e+06","2.723970e+06","3.154706e+06","1.650479e+06","2.020217e+06","0.935963750579594","0.96760429959544"
"290","1::Q6ZWY3","1.887200e+04","1.207294e+04","4.574360e+03","2.947032e+04","1.293877e+04","2.291175e+04","1.132958e+04","0.938479086564139","0.96760429959544"
"291","1::O08538","3.507377e+05","5.734357e+05","4.119786e+05","2.874213e+05","1.919889e+05","5.861672e+05","4.625176e+05","0.957094533645331","0.982218471529036"
"292","1::O88947","1.914966e+05","3.186481e+05","2.647638e+05","2.344437e+05","1.847744e+05","2.091291e+05","3.740209e+05","0.959223390255781","0.982218471529036"
"293","1::P80315","3.551469e+04","6.379745e+04","4.113831e+04","3.543878e+04","2.124336e+04","9.204055e+04","2.055140e+04","0.981365189544414","0.995810007795191"
"294","1::Q61704","7.053672e+05","1.198835e+06","1.724694e+06","1.616585e+06","4.143430e+05","1.560429e+06","1.998966e+06","0.981565339143442","0.995810007795191"
"295","1::P80313","3.597690e+05","5.098270e+05","5.843976e+05","3.500098e+05","1.738126e+05","7.450259e+05","4.451295e+05","0.984868038537187","0.995810007795191"
"296","1::Q78PY7","3.661207e+04","6.947363e+04","7.266196e+04","2.182669e+04","8.498135e+03","7.967281e+04","6.338707e+04","0.988813534145926","0.995810007795191"
"297","1::Q8BND5","1.272430e+05","7.409431e+04","1.802932e+05","2.194292e+05","6.183934e+04","1.886819e+05","1.982161e+05","0.990516947758709","0.995810007795191"
"298","1::Q9ES30","2.049935e+05","4.232030e+05","3.872895e+05","2.827691e+05","2.391850e+05","3.297124e+05","4.028439e+05","0.992822329040806","0.995810007795191"
"299","1::P56959","2.320754e+04","6.118261e+04","7.021506e+04","3.488002e+04","2.605483e+04","4.953675e+04","6.625602e+04","0.995810007795191","0.995810007795191"
