"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","pVal"
"660","sp|Q13642|FHL1_HUMAN",3876708.15889512,4489463.9823041,1.2e+07,9049950.79624026,15018941.1905728,15307498.1437635,2556615.74598885,2117093.11015093,2070238.82024798,5779672.9204751,5171876.2176231,2990145.06033563,3348798.63972516,"0.535125511296952"
"661","sp|P31943|HNRH1_HUMAN",164687.596542404,247451.384508198,393255.7454,350946.736135986,511572.666853269,384520.877136979,98915.3024621163,2106463.32809116,1877008.15181846,1059452.63246968,1066090.77151108,1094511.85506489,1647209.30023881,"0.32617817983854"
"662","sp|P09382|LEG1_HUMAN",2462171.61773234,2694494.10684889,5982456.894,5190984.29993186,10165258.9765462,10563068.8945268,833742.300578505,17233291.8059621,17043704.5211283,27616791.5206255,26988491.046629,9621188.32318194,10403226.2228472,"0.819420493512069"
"663","sp|Q08257|QOR_HUMAN",590843.33146276,677290.706960139,1365853.605,1349348.39398773,1818155.84040919,2126868.34318032,371218.039602579,1901333.948151,1997643.84692806,3703307.49457974,3501321.76985305,2759768.38429282,3309101.20484459,"0.612973441459653"
"664","sp|P39023|RL3_HUMAN;sp|Q92901|RL3L_HUMAN",90434.2714876415,111463.471907011,204029.8374,189333.72204937,435579.745155138,417800.351783728,35354.9094500547,1502560.45671778,1640595.0354856,1917716.42914811,1797013.71480859,964448.483192722,1045294.56160669,"0.645713147564854"
"665","sp|P21912|SDHB_HUMAN",206753.187833956,287945.459613221,449105.5036,480316.284995708,1011942.222119,899962.702644817,229337.164801389,1342294.90048053,1286455.14249572,1457507.4454863,1942554.21055741,2059811.09253418,2183035.23198284,"0.560693828382419"
"666","sp|P09110|THIK_HUMAN",957668.799261501,1100994.19073452,1003756.094,861688.232339813,1782138.15285618,1743332.15326679,150172.243603175,953851.991715467,1116031.80124097,2819511.04746241,2879274.46445099,1134022.03644316,1166847.96044097,"0.938768429945703"
"667","sp|O43175|SERA_HUMAN",160260.052410161,183355.857044247,442422.538,406631.667062277,577450.050878613,604547.081127691,207702.501958807,3436496.72625389,2950691.64246255,3920260.02258774,3482498.16849552,1759306.71771516,1843566.04947479,"0.663026221334962"
"668","sp|O14818|PSA7_HUMAN;sp|Q8TAA3|PSA7L_HUMAN",903057.604237193,1102489.82509137,1675330.422,1502383.85583893,1858092.07778194,2040240.66172543,542956.041186534,3269636.73665173,3056359.81123551,5038756.08680845,4346469.90281219,2823506.53929532,2874098.47616222,"0.663642761482629"
"669","sp|P22102|PUR2_HUMAN",79105.3127650961,86892.9149834175,203057.9541,196346.65723355,328377.011354761,302592.433437062,87772.2353461921,1065234.93091348,808747.007233459,1204413.75448196,1336400.47245659,1075514.80388379,960685.62103753,"0.661459341019162"
"670","sp|Q9UMS4|PRP19_HUMAN",125640.263072179,137935.400766785,241138.5885,188096.964733903,514491.942776673,459406.20165167,56548.1448244368,2033425.52999716,1895838.33517911,1865884.07794807,1594450.19117332,1659572.22012539,1605365.18654227,"0.447329387687233"
"671","sp|Q9H4A4|AMPB_HUMAN",459944.588271022,591462.188777874,1056020.591,901587.726555435,1780385.73638754,1498161.29844305,220668.414237907,1746323.51435958,2044825.31649005,4161942.43260242,4340382.72381444,2084494.39778601,1916932.45925078,"0.837727167202927"
"672","sp|Q9UNZ2|NSF1C_HUMAN",687337.142184602,779591.4903814,1468934.459,1330177.02123064,1407930.40388699,1377978.18100281,878737.743729447,3246055.29313252,3079934.43153476,2954202.5567112,3097819.64667634,1917251.23093553,1876356.25287498,"0.667520382404918"
"673","sp|Q5JWF2|GNAS1_HUMAN;sp|P63092|GNAS2_HUMAN;sp|P38405|GNAL_HUMAN",9276021.92445905,11355853.4223579,20600000,15411797.3955775,24543147.7992287,27123812.5003528,10670962.7592622,29038775.1691014,31360416.3188761,48497780.2313423,41849242.4457222,30227072.7400224,34186861.7777014,"0.602862375132184"
"674","sp|Q99714|HCD2_HUMAN",858647.930152541,969046.59384875,1075918.427,1077756.82943806,1688155.02753599,1457691.08420147,282342.108041913,3078325.41852417,2852188.2966517,5491667.60644775,4840258.57919059,4270675.47626855,5283175.50862608,"0.547085833714891"
"675","sp|P48147|PPCE_HUMAN",298610.82227131,369241.427617233,467885.0015,394489.477735187,516985.626688823,464853.229847725,76174.3535718414,1552249.96823204,1779353.09027058,2435156.4900915,2387103.3603648,1620127.99409988,2022662.01539084,"0.620792609228171"
"676","sp|P40763|STAT3_HUMAN",138395.769450736,140855.816996596,215158.5574,201677.152444211,350767.708058321,369004.552313188,35144.315922468,804520.44864372,806507.948227892,636477.715343923,657459.819038392,593902.104068392,645856.503849539,"0.48516678524511"
"677","sp|Q3LXA3|DHAK_HUMAN",484605.368297727,564942.306811474,906053.0524,667502.265643439,789788.372497028,872540.870074419,348707.573922924,1207006.76160935,1241948.76225921,2190135.0112758,2147732.03416253,1631123.90626075,1680578.33247374,"0.676761326501701"
"678","sp|P07686|HEXB_HUMAN",948823.473137593,1099017.92232661,1063460.705,940009.60627303,1028001.51346059,972976.69285187,301468.89056571,2436260.50800817,2723804.59618763,2225176.95945355,1875473.92660684,2711593.02872328,2304821.06228739,"0.261115492061381"
"679","sp|O15523|DDX3Y_HUMAN",180577.635585269,263320.865670948,311453.4435,155965.807425114,696135.106167463,489742.467196681,89955.8572612616,759213.080582587,728909.082882603,1216613.18721174,1060013.29385099,968998.681162364,856501.80336446,"0.573852829765027"
"680","sp|O14579|COPE_HUMAN",417733.9591671,698110.670980365,876345.9036,669353.215969594,1731452.97741014,1294656.87707372,179514.395814127,2928721.05887361,2708117.8255202,4068255.73254911,4055528.27270816,3685819.28024237,3864836.13547213,"0.572659869152528"
"681","sp|P53992|SC24C_HUMAN",118139.018243725,123009.94549993,278466.7958,228979.884755698,473627.22099743,425437.450952541,62529.3262550641,1716956.62952706,1716560.10004187,1382470.45652218,1117716.72448569,1068967.35652096,1099122.35081555,"0.403945231363961"
"682","sp|P00390|GSHR_HUMAN",623769.652261628,803125.28114258,661414.9908,607811.420590999,591506.606432419,584041.474580583,408808.930449809,1128365.66859776,1246256.25724423,924001.225984425,903015.897711518,2225461.17989948,2052778.7835676,"0.0740492050310544"
"683","sp|P07858|CATB_HUMAN",2357846.45570101,2197180.47450267,1244847.288,1223953.34114032,2350661.74594869,1979754.14180276,296498.08844126,14247997.1624096,15407508.8871,8375787.28727756,7796227.07734177,17032715.5915999,16795635.9256303,"0.127499051880734"
"684","sp|A8K2U0|A2ML1_HUMAN",9670.09389186689,14693.7254887825,184403.6033,152084.375909787,10646.5403425773,16266.8681707035,17708.243056586,877385.960227423,848913.853865541,22976.462544927,21715.6111067226,802213.060672312,777797.233763392,"0.0682044544242248"
"685","sp|Q9UPQ0|LIMC1_HUMAN",105354.951039583,134263.088488136,456206.6004,410147.410674726,934007.332734414,860191.188234876,31984.398587287,149842.898533488,171822.10676778,314239.70798075,263195.54768743,456097.373155485,398483.782969601,"0.288425892229499"
"686","sp|Q9NY33|DPP3_HUMAN",221501.826384891,208663.457973092,569193.3267,515470.703275222,400584.317987952,476776.771348943,249235.196588526,1067798.28672602,1040348.79213272,1099637.96507406,1121511.96105397,2039587.5003898,2021191.01905225,"0.289269600910879"
"687","sp|P51911|CNN1_HUMAN",398054.812987472,463949.661522879,916150.0137,724845.059744198,1474001.20705699,1441565.07443811,186023.647212623,388095.895266102,449713.967028899,1147891.48589848,1078167.21867731,456295.759311364,464287.119079463,"0.965968926586535"
"688","sp|P05090|APOD_HUMAN",873037.951083268,987007.290356135,2212522.358,1913280.67233029,1054545.38203685,1669450.4194825,861808.8359385,1253006.05773489,1402493.03938279,2136465.51700997,2436381.18155484,1043948.06775973,916078.743277146,"0.946178032671332"
"689","sp|P50213|IDH3A_HUMAN",336223.872296526,315086.188471923,337434.6025,370646.845816894,713755.382186957,921455.591081064,134765.944703093,1115322.08679526,1091990.47168098,1240255.26080832,1440480.06127842,2059042.12659906,1836002.18367405,"0.438960880110385"
"690","sp|P14598|NCF1_HUMAN",35394.2169018356,58666.9826833818,23019.46478,19135.4004660821,13775.666956504,13289.8917843679,17128.0694311392,437522.398658498,605550.968216419,66431.7431626444,54536.0718475636,243878.620884716,284979.205102774,"0.107963768448437"
"691","sp|P60981|DEST_HUMAN",1431228.36284999,1505739.57763851,1461801.554,1646085.94214771,2088192.99170131,2032114.61635906,198633.086631853,2867544.39953357,2375335.61150753,4364590.22711636,5421867.78835339,2494012.72363628,2521468.3596079,"0.997194857040367"
"692","sp|P48059|LIMS1_HUMAN",281640.607511996,503388.288456583,1029502.819,1145679.69575157,1370670.13613984,1463055.11532163,225668.061155111,871348.229492662,778666.082947178,2119680.26350893,2450289.45444466,848836.362211247,1024250.37094398,"0.954695154104363"
"693","sp|P05156|CFAI_HUMAN",191602.739979082,373732.202653462,983123.9896,746773.301450064,555300.199289669,596603.440804384,593368.973954579,632897.714403728,385759.9261062,1341527.5535644,1537992.06263843,913649.23610702,803875.305696017,"0.87821590855505"
"694","sp|O95834|EMAL2_HUMAN",129246.448847506,141077.414902943,387831.8815,404285.200748018,352958.0211721,339777.81514315,74865.2050618645,473145.144548965,554891.688069459,319261.783293095,340215.057806869,1110279.95557642,1179145.34055286,"0.0819761542367719"
"695","sp|Q15436|SC23A_HUMAN",83417.0112310953,72357.8283164717,185024.8054,175419.227185372,206867.356708826,236318.682617358,92989.0093948404,1018723.60885616,950959.691529067,1245982.56423437,1186174.8472577,750800.565055578,923336.57222214,"0.61762358433442"
"696","sp|Q9UKG1|DP13A_HUMAN",137116.534115223,207629.55332274,485958.4091,489168.074753985,336528.275649212,270660.927946065,101867.036991291,422284.242089705,458532.879878596,269800.602740421,301063.983945883,498701.850431345,538601.361146777,"0.188792419558693"
"697","sp|Q15019|SEPT2_HUMAN",1428772.51538109,2398807.09897999,4524393.831,4183676.75422488,4301013.83417013,3938424.38734994,933454.310246456,5020951.75457112,4904271.77424731,7955543.02537489,8948946.11004341,8410788.33485819,8980204.8458107,"0.607710314671301"
"698","sp|Q27J81|INF2_HUMAN",138787.65001307,140615.77446758,323370.5247,291714.232741088,415377.99062908,535583.394057555,55927.3336608769,443003.619314608,603652.479514285,634563.593671283,631762.46936036,584555.637206649,424376.227151616,"0.57987328836105"
"699","sp|O75367|H2AY_HUMAN",1221680.37610366,1592906.66242453,2472836.117,2611046.26903821,4219149.65642285,4145054.22118106,590093.414281663,3723343.18438656,3736355.98106566,9929027.17493943,11586451.3994367,6393286.90368425,6981058.38122046,"0.842138749300339"
"700","sp|P41226|UBA7_HUMAN",154703.251659997,135190.29891882,413306.2995,380465.854263521,482424.392715668,547016.375181068,82974.1998389302,730460.587028089,801435.320714728,1134104.93586223,1166799.01132508,435381.014473348,444755.16411655,"0.834753661499741"
"701","sp|P51114|FXR1_HUMAN;sp|P51116|FXR2_HUMAN",106197.784581197,115452.369404813,159994.2341,209031.879001786,280745.015858096,310091.836736607,54952.2454477266,1656033.11231718,1654833.68711664,542054.402040507,564036.17266084,917146.764033723,850866.79068031,"0.166771967219715"
"702","sp|P51858|HDGF_HUMAN",219966.246438501,277935.391585666,470711.1876,304478.746952476,536221.417406954,517183.779945989,97166.9733401383,2047116.75478208,2946598.19459037,2089982.90711268,2454173.69786073,1367277.76055893,1284506.53111313,"0.646257309669983"
"703","sp|Q02878|RL6_HUMAN",386229.810451229,350278.31912075,705511.4815,690065.464531259,1959567.61712549,1954222.4129497,336479.920728678,3172585.78750926,4834911.90056996,4332280.58493856,4556929.12131155,3402138.46886338,3430754.49018454,"0.574710552169487"
"704","sp|P22234|PUR6_HUMAN",105958.623249885,120748.30688622,129433.9037,104033.607499031,100556.624658379,90060.5127010774,76935.2711240483,1208477.91684512,943371.502810296,278693.054854993,244029.144836718,926170.429628395,1030144.38531797,"0.0426098209387012"
"705","sp|P25789|PSA4_HUMAN",382799.032872866,326613.906107053,493325.065,515462.164153827,908001.959045074,802937.594016666,242979.399064489,1196604.30159498,1361850.29379718,2840800.36559132,2853612.07682579,1153241.41746011,1126895.37007119,"0.874880633027065"
"706","sp|Q14258|TRI25_HUMAN",189564.266657458,223477.386588474,429816.6141,375058.579987132,546003.111765485,520601.509763386,142575.355222558,940314.591428908,872074.891085476,962138.3518363,1046846.32050646,814556.268792984,859364.786034927,"0.618165084722353"
"707","sp|O75533|SF3B1_HUMAN",235226.733675025,242113.793647769,250408.9622,289148.716847981,483728.846918045,515589.119178441,72722.4819724024,1339084.93419045,1297871.69071467,1229307.42393297,1255955.88727189,1348761.98602949,1271878.57619789,"0.484719073759733"
"708","sp|P52565|GDIR1_HUMAN",2417585.50636334,2485801.50415949,5194551.532,4496248.71635399,5271220.17428823,4673641.13934299,2108693.80756235,9298120.4466228,8917935.657625,8992087.43110388,10911983.5723827,15473382.4740591,15604456.0727487,"0.414505410812694"
"709","sp|Q9BT78|CSN4_HUMAN",373434.988801767,393705.278584965,497056.6883,420477.673601115,594531.13060832,595574.435419734,323004.721595348,1198589.19930695,1146274.33597877,871163.24855721,909653.448736845,1043992.27413392,1272671.33140476,"0.357152396973555"
"710","sp|O95479|G6PE_HUMAN",73318.8108024351,89378.1656189309,160459.9369,107250.662951262,280840.02046007,308284.361820042,23007.0980516236,255613.114982041,270924.565653423,527788.320266916,507477.216831528,684637.310479245,647210.624598907,"0.461448424879451"
"711","sp|O15031|PLXB2_HUMAN",88129.9206516985,109266.184632608,281765.8554,261009.777774458,265227.244987448,240257.127867664,74733.7384229372,354036.72594119,354965.040901179,665038.713515774,646998.765099927,408775.616565926,467463.449829372,"0.702357440207175"
"712","sp|P46977|STT3A_HUMAN",781611.158612691,872459.531984009,1217033.753,1051142.66962197,1529565.81395909,1466237.4251274,557745.12584019,3551156.06811733,3387673.2560594,7642730.3490851,8222933.19282918,2909342.3445608,3245292.38504511,"0.902846230881823"
"713","sp|P62191|PRS4_HUMAN",130103.052230379,145368.184019922,192630.2525,204047.073722036,209603.307040271,201406.217764816,83219.9163682724,729310.549352899,797831.744088696,771514.206984974,846495.21941992,759906.149735785,778011.988124646,"0.553461381999273"
"714","sp|Q14789|GOGB1_HUMAN",89018.1638565427,85155.432353854,134514.4589,123765.961079385,109713.148538276,123766.379498971,108006.135875044,311713.419868312,310018.760196685,517339.578426202,439125.081109303,393174.949927686,407011.602370666,"0.548181448773277"
"715","sp|O00232|PSD12_HUMAN",68834.9713656293,63153.0613407083,140754.4707,154167.13534938,134719.797072113,111500.553835092,31711.2221342381,1379842.54264593,917281.603685541,450628.754383069,441148.260871247,724752.398316221,716806.933106658,"0.235994435033298"
"716","sp|O75746|CMC1_HUMAN",50277.0499169578,52249.9441910112,121583.7672,120047.572581568,208726.499696723,193195.257856994,30093.7811764076,585535.214146327,681932.64335932,735850.416732796,741707.538170465,515781.097002967,603829.909261324,"0.588969075341464"
"717","sp|O43815|STRN_HUMAN",14650.7457985498,19154.6026711182,32523.01713,49546.1752912562,88155.1749501869,95840.7571127341,7513.93423784499,335886.209547843,303775.291949305,307676.742334648,314522.8858196,173970.807989557,189674.609294735,"0.644761144500643"
"718","sp|P50897|PPT1_HUMAN",2022635.74303107,2537735.87030318,517162.5379,470770.260967364,1081576.50444426,1061047.72278262,155659.720570983,3105263.15689266,2453594.37282288,1409653.17910134,1494545.59466056,2599460.41025747,2532776.65877606,"0.427084291716981"
"719","sp|Q14651|PLSI_HUMAN",287172.964337157,279809.440034492,231860.7738,211598.327039826,615745.260767423,720861.054390014,60425.0346379795,1284630.97031413,1361333.57558038,1338599.06393971,1309244.95203026,1278896.14846268,1260459.71409815,"0.499573724345399"
"720","sp|O00425|IF2B3_HUMAN",5015.85938311972,8193.38316155003,60631.52513,39713.7572637241,37305.3227757775,40722.8870389519,4742.45487700561,1490171.76755003,1589474.52856041,194249.08230237,176177.941301116,1060964.31055627,1085394.46387858,"0.0565788267090476"
"721","sp|P33527|MRP1_HUMAN;sp|O15438|MRP3_HUMAN",12238.1457292025,8711.67889505294,18701.83957,11639.7369817983,22657.751161815,19248.5481573415,9044.14184102128,231190.325194967,198353.595050762,172876.879783099,253299.61840317,668471.973814328,720452.28198979,"0.205569271719595"
"722","sp|P07988|PSPB_HUMAN",8541287.5146009,7824128.67377768,7734566.927,7559248.21546556,12088416.0802171,11279209.1585626,2655107.02301414,10487944.0689691,11293658.7775255,10578894.9192689,10100286.7175218,7725680.4056492,7771094.18047139,"0.88210278428359"
"723","sp|P11166|GTR1_HUMAN",3800923.70542015,4367985.56456865,4085770.405,3790016.86379514,2109708.76053528,2056340.07493456,4863314.88585843,23882357.1484199,20043396.5168469,2217152.26582782,3479960.5619598,5393965.76933337,5531473.49692004,"0.317865572155674"
"724","sp|P05387|RLA2_HUMAN",3247787.83014469,4306484.60858508,5976406.221,5007944.70737376,10256837.8862448,9936446.16349559,1984873.11034549,21032757.715938,22497689.9678894,33679014.0495433,30063129.2671311,27708150.0116872,24180951.0134961,"0.562099585177769"
"725","sp|P29590|PML_HUMAN",159008.971729866,208868.755068026,244069.2257,244976.010324337,390740.738998034,451659.726648883,89892.3654105771,1086726.69016483,1083154.05167435,1364247.65270051,1295829.33832968,792508.267696464,934556.853085956,"0.63448782826205"
"726","sp|Q9UQ80|PA2G4_HUMAN",268883.909256463,293713.780112995,473544.6042,379732.187117749,518672.297284507,509946.588808111,143239.035987453,1473871.66392317,1607229.12054313,1719752.94766128,1681644.71138878,937717.194685132,1054717.6023394,"0.654531293888696"
"727","sp|Q2VIR3|IF2GL_HUMAN",1582.03002477006,1169.58334165221,5205.734083,14483.5934752071,14776.7343525172,10014.7851408556,2115.30909244602,4408.71676572723,4558.30976442718,19233.42409092,25771.4430102038,29399.3738033349,49509.3561451286,"0.492947330254229"
"728","sp|P05534|1A24_HUMAN",17036654.1285857,23255049.1137281,35500000,34766147.6132794,59159975.665305,62662273.1031253,5807647.87340375,75989318.1995178,79219138.6142045,80998028.7891516,88481255.4566698,74248246.1352137,74091386.8492344,"0.591704540176765"
"729","sp|O60749|SNX2_HUMAN",292691.828866982,380299.962356958,842553.7724,713217.20367221,913469.205209877,878184.722797747,209335.383492842,1287149.68728725,1093809.86218663,1852826.88080848,1782790.02503252,1299114.14140168,1141779.30860983,"0.688603829811645"
"730","sp|O43242|PSMD3_HUMAN",389252.285051097,454533.180362647,523650.4236,542307.885150538,1119542.29153278,1096421.20436242,286708.737158493,2818726.08655514,2627155.16229236,2893246.92602243,3174156.21439635,2468192.6153628,2554306.64617404,"0.614896264603402"
"731","sp|P46063|RECQ1_HUMAN",42672.7490956708,57904.8236597607,187094.881,93174.555409997,322288.981249521,266486.630941069,18482.0511412494,569448.604680071,669426.844801289,1784910.68030585,2006073.63299928,928560.19315445,914788.345885189,"0.85064994012612"
"732","sp|Q1KMD3|HNRL2_HUMAN",562190.630095553,562910.098600256,1369371.66,1080979.19165599,2447537.48637378,2433952.74019491,226651.112739479,3353174.78080005,3167780.16483654,5507493.7759299,6180179.60926076,4804042.56232379,5135519.12564286,"0.672137546863058"
"733","sp|P62195|PRS8_HUMAN;sp|Q8NB90|SPAT5_HUMAN",229276.909758679,178555.21005427,204520.4534,185800.713639698,347719.065569183,361012.719688882,98843.9779359,870717.889820789,727757.477536959,680751.495019345,710927.318034508,747851.245995522,686664.466773102,"0.499897057992099"
"734","sp|P56192|SYMC_HUMAN",191576.696491348,192961.196207393,284942.8112,310182.182929552,564349.846827213,458354.387199611,164847.407419246,1112423.61659681,837729.786957544,1123855.14454566,1312687.82617619,1453572.43078092,1241352.18390213,"0.573405922976851"
"735","sp|O75131|CPNE3_HUMAN",3919859.51580843,4084264.44982801,6469702.381,5295928.59743846,10714732.4347379,10115481.2295045,2096531.29681842,22118319.4045025,13624588.6640069,13336341.624584,13676814.625066,7848497.17040928,10330948.7194131,"0.651580264245359"
"736","Int_P06396ups|GELS_HUMAN_UPS",35978.7817146931,26539.5930057968,116312.2395,80009.0572421384,31372.2056127099,57147.9484724154,35898.8678582125,199240.483783758,295425.14396747,121286.60597718,106023.759622495,1734657.2487925,2276805.67831269,"0.142077238900543"
"737","sp|Q8IWL2|SFTA1_HUMAN",452069.582808409,470352.791561581,1041092.28,1064610.66930362,2959676.07847005,2165654.14986694,281575.681109406,515049.723967864,381411.701030563,993789.512540288,1227249.10664236,372866.129193151,341889.601958656,"0.73300229038738"
"738","sp|Q13283|G3BP1_HUMAN",287338.725425399,299317.728600879,731434.4422,530584.895189349,820026.399669531,905444.617613834,131522.854786754,2146800.30500329,2161152.21992959,1876775.22108672,2386198.79325967,1790274.95827877,1609498.3959989,"0.656383884363543"
"739","sp|GSTP1_HUMAN|",4285640.08749512,5759428.05153079,10500000,10662813.3143821,12637889.5384088,11547761.757576,100405.563793091,23746661.9373493,26315479.7806222,11263974.0711033,10724987.4698708,23989740.269859,25014776.9105132,"0.0739665413990083"
"740","sp|Q9BWM7|SFXN3_HUMAN",578287.676012227,616509.015518755,1216429.092,1116730.56709089,1818297.78588765,1801739.78424593,204387.084020802,2284382.27520971,2737159.57537113,2898969.9352058,3072428.34990304,2315459.26147768,2107417.08609258,"0.636028204327193"
"741","sp|P56199|ITA1_HUMAN",86410.8209486175,83909.3575462012,452705.1254,407610.52837792,336862.259445516,329975.801218703,89871.1932289131,73617.3000571184,77605.8773571238,263986.721851721,234261.756269289,131926.39866855,127653.844914994,"0.94399028028939"
"742","sp|O75534|CSDE1_HUMAN",59226.5853049732,61491.7440500754,104900.4045,84192.2938282613,137152.314056791,159466.717700272,26890.625128456,607003.334613426,400857.849871987,314804.257168818,327103.460917263,411806.995651241,479121.045931981,"0.37656188653042"
"743","sp|Q12905|ILF2_HUMAN",485858.405483913,550241.15317643,717560.3605,663304.916922458,1035381.22589872,1292431.5992133,227443.24153569,2381902.36204846,1992308.14342718,3949984.4737508,4274215.46051598,2678003.96781006,2535262.5105698,"0.773521615978028"
"744","sp|Q15008|PSMD6_HUMAN",292894.420216592,240957.52196133,390637.0809,355075.857905138,576974.612833125,497058.927452797,161294.460885501,1501386.87633056,1471007.09536209,1711071.73049123,1345089.30492476,1315097.27466981,1459903.05452481,"0.43474790014159"
"745","sp|O95340|PAPS2_HUMAN",147397.152887773,150213.57638677,348284.0455,283994.287982043,326707.121678491,303266.569926191,32846.9488582438,395053.942946414,314323.050419856,349587.180723098,347103.204658159,261295.890933303,258602.26030828,"0.660055816790463"
"746","sp|P31949|S10AB_HUMAN",3291686.00463444,5311357.79743624,9834045.339,8154033.85128894,13462099.7256963,14054252.681701,1503495.54681216,67847605.5352838,65311475.7249638,34015804.1900387,33991833.6599948,26988457.8035914,27992726.5427172,"0.412599084112095"
"747","sp|P09211|GSTP1_HUMAN",69896.7530979695,67955.7925372946,189548.3465,86967.3733926833,91062.6041800428,76407.7445435859,9772.03842948615,441431.410091115,384400.476329012,186722.972969022,194402.642591147,1224288.49460432,970675.469217891,"0.0982393852014756"
"748","sp|P09651|ROA1_HUMAN;sp|Q32P51|RA1L2_HUMAN",895552.805636161,1184543.07350311,1501219.106,1369247.49568921,2802495.47398743,2621750.72584912,432859.136542788,9776679.44376921,9736029.0010076,7037517.06388387,6577934.12673359,7605684.79596127,7256693.24791547,"0.394108030295534"
"749","sp|P26447|S10A4_HUMAN",2152949.47415415,2330754.50398637,3274869.469,3007339.1234795,7173576.93180982,6487985.67435956,2313465.0085636,2533233.09316625,2854906.76479583,3337022.39172298,3168036.66458254,4312268.88554946,5029423.71052279,"0.21564472535667"
"750","sp|P20742|PZP_HUMAN",11159.3736080411,21200.3195012954,66655.20514,68040.5764070965,1531.9908500458,1219.32100347498,1614.67348282878,4579.81601213236,3567.77952208465,5243.88865162094,3280.1506142814,4048.00244079761,4546.33033648071,"0.576879779401775"
"751","sp|P61916|NPC2_HUMAN",851365.977416437,2235519.81233573,1894912.219,1008313.57049474,2567732.55342782,2570653.72592337,373023.778693068,2805125.76399212,3071543.00179168,2453454.32368388,2386656.82040724,3950059.90123831,3521498.68930387,"0.278532932500219"
"752","sp|P39019|RS19_HUMAN",453118.256741115,545692.669323135,1029926.023,1153426.91688311,1261491.98444887,1262960.36665462,216902.632802229,5594006.48404622,5257511.1677447,4599393.14785953,5092763.9655893,4697550.59631122,3983797.47465374,"0.553855185407783"
"753","sp|P30043|BLVRB_HUMAN",4683931.86284566,4901269.38152206,7111829.611,5251141.16064171,4090744.87162998,4267194.28051514,4684357.04359756,3006956.45034314,3097628.74470682,3187784.80516546,3204227.62298095,3408785.12987536,3756033.8641955,"0.557871425735784"
"754","sp|P04899|GNAI2_HUMAN",9230101.02384291,10921179.607148,20600000,15501400.8688076,24085253.2507356,27034294.9673484,10670962.7592622,30802812.9130188,32587563.0443974,49676545.7230763,42874121.8525562,30347021.4413717,34305979.7629896,"0.606402671458284"
"755","sp|P40121|CAPG_HUMAN",7576948.60166209,9182484.34630852,8326762.446,5735019.0930196,9157890.96986146,10742103.9605358,1706907.70013455,20082891.238444,20043396.5168469,20544198.5702214,21010027.8400973,11115407.0974769,10120146.3236448,"0.794584150091251"
"756","sp|P18085|ARF4_HUMAN",1355642.36619043,1488815.38094716,3531062.863,3607144.77059369,3447282.85657296,3169409.90226495,1215047.74014158,7342451.53196804,7293054.85635054,8719442.3037203,8211884.34202509,7959751.29058385,8623310.238677,"0.504147450365415"
"757","sp|P00568|KAD1_HUMAN;sp|Q9Y6K8|KAD5_HUMAN",18506122.948302,20538337.7686664,27600000,26253817.6564198,18041045.2106271,17097848.8038528,18367276.6077566,6468958.59909154,6458331.64186406,8952344.4600562,9496772.01263473,7392316.75820724,8268284.95723349,"0.413392380626248"
"758","sp|P06454|PTMA_HUMAN",709364.459127743,781980.407138962,959081.6189,935256.093632297,2134340.80672952,2171792.34293533,428193.992861798,4452040.32503046,4933591.55327785,5940175.02245683,5166682.26885612,4369163.75483078,4067550.21753883,"0.539633632674694"
"759","sp|P31942|HNRH3_HUMAN",627285.129104341,820595.044546195,1361157.481,1136938.26584229,1133761.7982943,1151134.71978294,347910.820114256,2075245.07343383,2196698.25647469,2197638.50363566,2059385.77582133,2938640.09434584,2942800.92247455,"0.34753751299534"
"760","sp|Q92599|SEPT8_HUMAN",58592.5123563614,64538.224271105,97983.30769,93609.1105711224,157204.680028509,182821.199146214,50259.1355341773,383391.184349059,393325.872517872,375332.496791019,337270.164707315,208336.052631062,244020.103730944,"0.560881918597063"
"761","sp|P30838|AL3A1_HUMAN",1398942.89852702,1958849.30900112,262400.5,218667.574422792,372613.067739881,317611.062440591,212747.443807759,1082097.96978724,1009056.14540081,441487.764448021,403707.152864244,3511120.70305901,3810910.94467788,"0.351794569551304"
"762","sp|Q03591|FHR1_HUMAN;sp|Q9BXR6|FHR5_HUMAN",120074.747361655,122845.605708236,890399.2505,1212715.36671541,499089.702730081,597679.639474363,402514.659902743,383804.299191889,416346.571329382,2203156.68547532,1832464.04410365,172634.810357776,137367.306850277,"0.98299679837928"
"763","sp|P36542|ATPG_HUMAN",390446.0838622,621227.81924309,790056.6356,859928.146207757,1178541.99036928,1061566.65681662,255677.100802483,1973471.70704901,2446745.06973634,1947746.31192169,1641633.99293682,2117868.60898435,2214362.15669873,"0.330315364750725"
"764","sp|P62942|FKB1A_HUMAN",1027001.09985868,646086.029605364,2536795.957,1883225.14955132,2321787.04851013,2432347.05167296,442719.373661881,2332790.73301568,2448608.10344258,4142012.8726707,3714514.51595994,2138057.11373462,2652871.10660153,"0.714280551645436"
"765","sp|P30086|PEBP1_HUMAN",5326824.47147153,6357104.54744436,11400000,9049950.79624026,12821047.357806,11368726.691567,2260058.06664205,7628008.61149122,6998318.98351875,15629971.5404587,16978275.7720784,11547898.8982248,11904696.4346057,"0.845152750164448"
