"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","pVal"
"1","0",1,1,1,1,1,1,1,2,2,2,2,2,2,"pVal"
"2","sp|Q15149|PLEC_HUMAN",12260880.4645077,14126898.9943208,25400000,22759282.2004458,34708406.7757749,33658592.4096787,6232597.71779915,71511376.2341891,71719908.624908,73251855.5577566,72595624.6507426,48459275.3451152,50148671.8063146,"0.614515236853876"
"3","sp|P35579|MYH9_HUMAN",21169535.1840377,23037712.2061232,38700000,36289406.6581911,53482083.2639909,53531484.7366699,10954262.6555258,114526758.143559,114124645.473475,145661735.764275,151682152.211434,96198858.4821347,97438511.9657134,"0.689494435274396"
"4","sp|Q09666|AHNK_HUMAN",14694688.1971628,16843610.3393825,4.7e+07,42651253.2575283,52932609.8057992,52904862.0056387,9160029.97918966,41115648.954382,37087101.0379753,46813829.5288652,49023398.2935603,37064148.7169322,36688339.4687527,"0.678622920534824"
"5","sp|P35749|MYH11_HUMAN",16531524.2218082,16300268.0703702,2.8e+07,26433024.60288,48903137.7790602,47981397.6903931,9301679.92732146,11484078.028297,11279649.8027661,36541730.2437545,38091351.2873308,37783840.925028,37283929.3951935,"0.733988860340631"
"6","sp|P21333|FLNA_HUMAN",52349826.7023926,60310991.8603696,1.17e+08,108420202.608423,166673615.651478,164712260.728215,32532271.4209365,125518070.240275,127214210.545702,220597542.024508,234014131.2271,105674805.888729,109945900.42097,"0.888161054122912"
"7","sp|P35580|MYH10_HUMAN",9092338.32199451,10377837.3381357,29300000,24192937.7721274,30037882.3811456,31599689.1505761,5146614.78212202,19675805.6052323,20316095.789185,29300742.2231027,31258821.9084374,14393844.1619154,14532394.2051553,"0.8996386999673"
"8","sp|Q9Y490|TLN1_HUMAN",16485603.3211921,17604289.5159998,43500000,37543855.2834126,60899974.9495787,59887229.5799869,10482096.1617531,52649741.8953802,53176358.1059204,87060251.3180694,86943936.3464188,53497120.8017856,52769267.4826541,"0.744600368321163"
"9","sp|P12111|CO6A3_HUMAN",25210574.4382575,27058444.9968145,73700000,63887276.4130624,80681019.4444794,76179420.5867995,28613289.5226234,59705892.8710497,61084637.0037239,181866675.867534,186186425.574846,105794754.590078,106253242.877037,"0.827625531357719"
"10","sp|Q01082|SPTB2_HUMAN",5831954.378249,6954781.04335794,18600000,18010298.1192504,26191568.1738038,26228637.1703082,4289153.90220126,11841360.3573474,11964240.8639809,15766015.6073315,17252136.6817059,14033998.0578675,13222096.3669856,"0.700248774602004"
"11","sp|P01024|CO3_HUMAN",28562800.1832353,31079177.7875058,73200000,66664984.0831956,61449448.4077704,57828326.3208842,35554136.9810815,25375004.4701961,25361032.327439,78135312.5949404,79940593.7330531,47139839.630273,47885430.0858396,"0.965165214483464"
"12","sp|ALBU_HUMAN|;sp|Q92985|IRF7_HUMAN",1951638276.18569,2211403034.88022,3.15e+09,2607461070.99596,3287682858.18026,3330052227.76609,854621353.72852,1750468222.81032,1786180233.81425,3637333517.35067,3518752630.13011,3142655975.35153,2739713661.62764,"0.822028287666586"
"13","sp|Q13813|SPTN1_HUMAN",4201520.40782209,5265587.84330769,14400000,12544486.2522142,19597886.6755035,19783374.7939867,2821812.73308106,9879274.19633483,9958631.15770368,12964724.4265439,13754613.0107385,11772021.7104675,11709298.7316664,"0.637413816940089"
"14","sp|Q14204|DYHC1_HUMAN",3513266.53889194,3676649.94678922,8348619.827,7467102.08687648,11172626.983231,11279209.1585626,2313544.34622739,18047463.0723855,17861802.3381425,19702223.2189828,18447829.3230122,15953177.2794563,15485338.0874606,"0.542736535899637"
"15","sp|P15924|DESP_HUMAN",962194.850475938,1057553.25748516,1327415.466,1165535.11127968,1164117.59319731,1263811.1484497,802179.821362458,38401744.7329706,36950751.4018062,4293203.46820604,4377618.95501176,14993587.6686619,15485338.0874606,"0.104081789026606"
"16","sp|P98160|PGBM_HUMAN",3314794.90068268,3606017.00142976,9750026.233,8378030.42624686,13828415.3644908,13696182.5496831,2480910.66538008,11665374.8322338,11775566.9213094,31321483.0660752,32454514.5497438,11877356.9199919,13102978.3816974,"0.904972377529355"
"17","sp|P02549|SPTA1_HUMAN",10010756.3343172,10323503.1112344,1.1e+07,9318761.21593056,6496731.39763206,5976545.5719872,13787261.6181618,2187297.59902254,1983000.39777017,2795914.4508069,2880120.58780795,3452583.68327879,3430454.42840606,"0.501957900200245"
"18","sp|P11277|SPTB1_HUMAN",9827072.73185265,12170866.8258764,10600000,9049950.79624026,6630879.76712553,6478703.12154835,13409528.4231436,4906680.64077741,5448831.73048308,2763753.57556997,2586796.54865678,3673760.56861064,3983459.2045903,"0.612686190004583"
"19","sp|P04114|APOB_HUMAN",8082078.50843957,9345487.02701223,1.3e+07,11558848.0466831,10806311.3444365,11100174.0925536,10812612.707394,5514729.9724267,5576894.42027172,12199678.5899479,11963238.9408371,7793622.26844534,7865519.04552707,"0.725336220061817"
"20","sp|P02751|FINC_HUMAN",11434304.2534173,13203217.1369998,29600000,24999369.0311983,34433670.0466791,32405346.9476162,12984578.5787482,42336905.8540171,43904582.8464266,110803956.222997,126060167.040584,36944200.0155829,36211867.5276001,"0.977739778420741"
"21","sp|P35555|FBN1_HUMAN;sp|P35556|FBN2_HUMAN",2127108.32125598,2382223.15625771,13500000,11827658.4663734,13095784.0869019,12353419.5546161,3063666.21431216,9582440.58695079,9604320.19514263,53212842.1982784,54831048.2656197,11744622.7354304,11841247.7787553,"0.994518743020355"
"22","sp|TRFE_HUMAN|;sp|P02787|TRFE_HUMAN;sp|O95714|HERC2_HUMAN;sp|Q9Y4I1|MYO5A_HUMAN",87708920.1768157,92368185.7320976,1.12e+08,106628133.143821,153852568.293672,145913578.797278,59020811.7215828,98243332.8150909,94081248.9566284,173446922.355148,194727087.298463,134342545.511211,146515121.904435,"0.913593061450473"
"23","sp|P02545|LMNA_HUMAN",25945308.8481157,42380696.9829624,39300000,41576011.5787671,45606297.02991,53352449.670661,29557622.5101687,56720598.2274972,54267155.1952726,79314078.0866744,80965473.1398871,54696607.8152786,52173677.5562133,"0.761879783423171"
"24","sp|P08670|VIME_HUMAN;sp|P41219|PERI_HUMAN",149702136.008597,184736371.464195,2.54e+08,226696787.272157,394705100.801029,367021885.318306,72241473.5472174,404371728.990291,384505973.996655,580962992.354621,548310482.656197,540968643.085321,494339638.945856,"0.566150739590468"
"25","sp|P01023|A2MG_HUMAN",52349826.7023926,59767649.5913573,83500000,74639693.2006746,76468389.5983431,72598719.2666209,28282772.9769825,36773402.2001238,35314555.7677779,55233583.041251,58076499.7205941,49898659.7613068,47647194.1152633,"0.281157438516531"
"26","sp|P78527|PRKDC_HUMAN",1043842.00696421,1142208.57093651,2181798.663,1929301.20525781,2697713.8068775,2653640.60130091,602105.296359418,14247997.1624096,13771313.2530717,9969580.23404785,10393415.1550219,12354716.2389774,12388270.4699684,"0.414889057910268"
"27","sp|O43707|ACTN4_HUMAN;sp|Q9H254|SPTN4_HUMAN",18184676.643989,19397319.0037405,44700000,44532926.1953605,66852604.0799886,72330166.6676075,8971163.38168059,83181164.3862579,80446285.3397257,134884451.268421,136479774.343396,73288656.5244193,61941352.3498422,"0.79272263294911"
"28","sp|P16157|ANK1_HUMAN",11801671.4583464,13637890.9522097,13700000,10752416.7876122,8560515.03191068,7555403.92759642,14023344.8650481,2836846.57264841,2848558.94885364,3416184.04701182,3619527.62153558,4088643.84122564,4015429.51413304,"0.497984174385866"
"29","sp|P18206|VINC_HUMAN",6979976.89365235,8041465.58138261,1.6e+07,14694969.6097367,25184200.167119,25691531.9722814,3604772.62588848,17097596.5948915,16498305.9764522,30984692.9255798,32625327.7842161,14993587.6686619,14294158.234579,"0.899037759467776"
"30","sp|P26038|MOES_HUMAN",4638010.96222952,4589390.96366304,7830621.858,6612595.6281118,12912626.2675047,13248594.8846608,2262081.18580357,19133024.76095,20043396.5168469,22901729.5536894,19301895.4953739,16432972.0848534,16319163.9844777,"0.510904854339988"
"31","sp|P12814|ACTN1_HUMAN;sp|Q08043|ACTN3_HUMAN",8633129.31583317,10432171.5650369,2.3e+07,26522628.0761101,34799985.6854735,40551442.4510225,6421464.31530821,57263379.0717795,52085561.0165682,100700252.008134,96167851.0079249,46899942.2275744,34544215.7335659,"0.808697058754186"
"32","sp|P13647|K2C5_HUMAN;sp|O95678|K2C75_HUMAN",12674168.570053,14507238.5826294,33700000,32526060.7825269,28755777.645365,28287540.4294109,8074047.04351253,1682620617.27504,1867990015.51567,190286429.379919,165518024.203693,666914779.502081,794516961.872015,"0.104778362395169"
"33","sp|P11021|GRP78_HUMAN",18689806.5507665,22711706.8447158,33500000,27149852.3887208,42584193.0098558,40461924.9180181,12229112.188712,105028093.368619,104580170.941643,180182725.165057,199851484.332633,157132798.767577,146515121.904435,"0.687501621291847"
"34","sp|Q7Z406|MYH14_HUMAN",2388603.41988652,1822454.35077842,4086972.866,4892773.79342874,8010986.46336271,7403688.63781452,914690.528992555,5561937.28472027,5294219.55494122,8226114.67057951,8475849.36114295,5860763.61715994,5853488.33652916,"0.741630215148672"
"35","sp|P60709|ACTB_HUMAN",394919745.298751,429783734.78876,8.6e+08,884386280.781103,1144736371.23268,1342762995.06697,255442073.131011,1831885349.45266,1854355051.89876,2121777885.12123,2152246754.35143,1121520357.61591,1203091651.4104,"0.718218904941091"
"36","sp|O75369|FLNB_HUMAN",1469307.36182972,1698836.60870681,4269080.371,3874837.11008072,6092116.41846522,5724977.32070721,903538.209018719,13563085.8295193,13169974.0959377,8897513.7319094,9513642.31170397,8306441.05162574,8799043.34067672,"0.477846992873857"
"37","sp|Q00610|CLH1_HUMAN;sp|P53675|CLH2_HUMAN",7439185.89981369,8367470.94279002,1.8e+07,14336555.7168163,20605254.6821883,23722146.2461832,5571564.62651742,37587573.4665472,35723604.676285,39909631.6487088,38262164.5218032,38863379.2371716,42048648.8067198,"0.485364274089794"
"38","sp|Q15063|POSTN_HUMAN",5097219.96839086,5177658.92474273,7168293.68,7204576.58830771,3777435.8429793,4188220.57640183,883514.257415756,26867651.7919724,27133577.5976363,123265191.421328,125206100.868222,31666457.1562139,33591271.8512606,"0.968661412742644"
"39","sp|P02533|K1C14_HUMAN",2411025.22400008,2857852.55557347,5515006.286,4701034.66237716,4739370.6688261,4385343.04667006,2050279.68776245,213041481.380791,201797461.530159,14199284.1103994,8654787.84126079,27708150.0116872,29779496.3220395,"0.236758766813816"
"40","sp|P68371|TBB4B_HUMAN",42476833.0699239,45477747.9163327,79600000,72578813.3163823,116305215.31724,119058318.895938,18556143.2052656,229324906.709259,205887950.61523,198706182.892305,203267749.022079,176324590.983464,190588776.461053,"0.53431419461481"
"41","sp|TRFL_HUMAN|;sp|Q86TE4|LUZP2_HUMAN;sp|P08582|TRFM_HUMAN",14051795.588537,13746559.4060122,23700000,21594437.0484545,16575782.6554492,15397015.6767679,17895110.1139839,139766067.402685,139076628.892407,28963952.0826072,31088008.6739651,38143687.0290759,34425097.7482777,"0.225057216731525"
"42","sp|Q9P2E9|RRBP1_HUMAN;sp|Q8N4C6|NIN_HUMAN",1045343.94323829,1170440.65642474,2003463.496,1793967.93281489,2199186.14122465,2106309.18259006,651262.440011297,9174466.08090202,8957570.76385546,14944409.2951629,13520778.8346702,14153946.7592168,13698568.3081382,"0.522361368447209"
"43","sp|P46940|IQGA1_HUMAN;sp|Q86VI3|IQGA3_HUMAN",4638010.96222952,5225596.56187049,7605047.23,6860236.7631055,10897890.2541351,10921139.0265447,1935485.44509585,13216365.1106116,13907662.8892407,16023182.5519616,18960269.0264293,21470817.5415238,20369175.484275,"0.535638890864778"
"44","sp|P14625|ENPL_HUMAN;sp|Q58FF3|ENPLL_HUMAN",7806553.10474276,8530473.62349372,16600000,15142986.9758872,21337885.9597772,19872892.3269912,5052181.48336749,48443190.3521926,47722372.6591593,99689881.5866481,101975500.979984,94519576.6632446,101845877.421375,"0.597810136653907"
"45","sp|P55072|TERA_HUMAN",3502817.90518742,4077275.37139061,6541033.472,6094066.54432213,10714732.4347379,10384033.8285179,2478666.94483883,19947196.0273734,19770697.2445089,21217778.8512123,25792798.4053227,23270048.0617633,22275063.2488856,"0.610267841475656"
"46","sp|P02538|K2C6A_HUMAN;sp|O95678|K2C75_HUMAN",10837332.5454076,12551206.414185,3e+07,29569146.1659335,27656830.7289816,27123812.5003528,6043731.12029008,1560494927.31153,1745275342.96354,161154082.227065,134259202.295256,664515805.475095,783796343.196081,"0.0993611878271288"
"47","sp|Q04695|K1C17_HUMAN",2623907.92088227,2980698.84888135,4979357.994,4286454.60461917,5447777.41171631,5121166.79736056,2276402.47575302,75175146.9330944,49222218.6570186,17007902.0950194,12615175.8992935,76047476.6554531,81595819.9223883,"0.0501882628707196"
"48","sp|P05787|K2C8_HUMAN;sp|O95678|K2C75_HUMAN",19332699.1593924,19071313.6423331,38700000,41217597.6858467,62548395.3241537,66780079.6213307,8687863.485417,799244793.205643,764921458.90824,157954575.892358,127597486.150835,281879448.170844,318045020.719382,"0.0986908253814164"
"49","sp|P11142|HSP7C_HUMAN",12398643.1663562,12714209.0948887,21300000,17024659.9137193,29030514.3744608,28377057.9624153,7224147.35472174,75039451.7220238,69674664.0823726,103899758.342841,156123296.307715,64412452.6245715,71113437.2170304,"0.923094719550134"
"50","sp|P0C0L4|CO4A_HUMAN",3252240.26694098,3824623.20547592,12900000,11290037.6269928,8184451.2632523,6309496.05479238,5241048.08087656,3667749.70993383,3849152.04795577,12401904.7383615,13114551.1198688,5227319.03180702,5343007.510163,"0.9752628352765"
"51","sp|P24821|TENA_HUMAN",409282.799593879,611659.161985873,1459926.642,1381787.74100904,1700747.0644301,1329985.03324103,265557.516853805,12536861.2888745,11333011.6250106,35194569.6817727,42190868.9146669,14153946.7592168,12745624.4258329,"0.945260366672556"
"52","sp|P08238|HS90B_HUMAN;sp|Q58FF7|H90B3_HUMAN",7806553.10474276,8856478.98490112,10800000,10752416.7876122,18956834.3076132,19425304.6619689,3935455.61777306,62012711.4592494,57130497.5548222,53212842.1982784,57393246.7827048,50738300.6707518,46813368.2182462,"0.560387792715428"
"53","sp|P02671|FIBA_HUMAN",8082078.50843957,9888829.29602456,58700000,63887276.4130624,29488408.9229539,29809338.4904868,42542201.0889169,15333558.8509741,14453061.4339168,30479507.7148367,29892316.0326587,52177685.0869434,50148671.8063146,"0.337051255802084"
"54","sp|P07437|TBB5_HUMAN",60615588.8132967,66831099.0885177,1.25e+08,114692445.73453,176747295.718326,174559189.358706,28424422.9251143,388088303.661823,354509054.039469,338474091.19791,343334601.289395,280679961.157351,284691984.838698,"0.555414041800332"
"55","sp|P13639|EF2_HUMAN",4460286.6045837,5344042.34407193,6967673.143,6237515.01875236,11538942.6220254,10742103.9605358,2022230.82181699,43558162.7536522,40086793.0336938,40414816.8594519,41336802.7423052,44261070.7978899,43954536.5713304,"0.488316167746627"
"56","sp|P07900|HS90A_HUMAN;sp|Q58FF7|H90B3_HUMAN;sp|Q14568|HS902_HUMAN;sp|Q58FG0|HS905_HUMAN",9184180.12322678,9943163.5229258,12300000,12275675.8325239,20330517.9530924,19604339.7279778,5949297.82153555,53735303.5839447,55903350.8293009,38562471.086727,39628670.3975819,46899942.2275744,43120710.6743132,"0.401104564203047"
"57","sp|P08603|CFAH_HUMAN;sp|Q02985|FHR3_HUMAN",6107479.78194581,6411438.7743456,17100000,12544486.2522142,11447363.7123268,11189691.6255581,7318580.65347627,7871163.52390556,8241682.76662191,23575309.8346803,24084666.0605993,12354716.2389774,14294158.234579,"0.902194425581294"
"58","sp|P08727|K1C19_HUMAN",7944315.80659116,8639142.07729618,19900000,17562280.7530999,21795780.5082703,21036620.2560492,4721664.93772663,189973295.498795,169073548.849593,53044447.1280307,49535837.9969773,52417582.489642,55032509.2031291,"0.212962248690665"
"59","sp|P49327|FAS_HUMAN",1973651.0242639,2434463.70826686,2932285.833,2687169.99109115,2957488.72536979,2721306.31636879,542996.906724404,12050819.4349487,11603816.7745619,5377883.15683446,5519256.50987339,9596291.19137766,9923360.79254422,"0.157975720880041"
"60","sp|P07355|ANXA2_HUMAN;sp|A6NMY6|AXA2L_HUMAN",51431408.69007,54877569.1702462,1.6e+08,135301244.577453,176747295.718326,178139890.678885,22144608.5579379,129724621.783463,135804237.624351,178498774.462579,165688837.438166,189518948.131886,191779956.313935,"0.461573109367039"
"61","sp|P07237|PDIA1_HUMAN",9459705.52692358,11301519.1954566,12100000,12096468.8860637,17857887.3912298,17455918.9358706,4164287.65838724,68254691.1684954,69265615.1738655,57927904.1652144,59272192.3619005,65611939.6380644,70517847.2905896,"0.437973535144658"
"62","sp|P08729|K2C7_HUMAN;sp|Q5XKE5|K2C79_HUMAN;sp|Q14CN4|K2C72_HUMAN",18092834.8427568,18690974.0540245,38800000,39156717.8015544,64654710.2472219,66511527.0223173,7129714.05596721,762607086.216589,728107057.142602,155765439.979138,125035287.63375,248293811.793041,285883164.69158,"0.108137003330016"
"63","sp|P04259|K2C6B_HUMAN;sp|O95678|K2C75_HUMAN;sp|Q5XKE5|K2C79_HUMAN",10469965.3404785,12116532.5989752,28900000,28404301.0139422,26557883.8125982,25960084.5712948,5618781.27589469,1479077800.66919,1663465561.26213,156270625.189881,129134805.261086,614137350.908391,742105048.345225,"0.101080175881298"
"64","sp|P52272|HNRPM_HUMAN",1294801.77644434,1311258.2805349,2552064.773,2281639.03468847,3745742.31098445,3468866.9722027,635685.060647793,11008685.2617886,11971835.0519473,9930921.34836365,10590384.2036017,13674151.9538196,14889748.1610198,"0.399711933586878"
"65","sp|P02675|FIBB_HUMAN",8357603.91213637,9128150.11940729,53800000,50536358.9017773,25001042.3477218,28018987.8303975,25355340.715592,16419120.5395387,14998459.9785929,42772347.84292,38432977.7562755,47979480.5397181,53007503.4532304,"0.466297676665711"
"66","sp|P10809|CH60_HUMAN",5372745.37208767,5759428.05153079,7237955.512,7109720.01020757,9707364.42805314,8835084.6699976,1887290.02857298,32159765.0237245,37087101.0379753,24417285.1859189,22547346.9503483,36104559.1061378,35258923.6452948,"0.268087293158921"
"67","sp|P30101|PDIA3_HUMAN",7117739.59550075,7606791.76617274,10800000,10035589.0017714,15385256.8293672,13606665.0166786,3143053.15197308,43558162.7536522,44313631.7549337,42940742.9131677,42703308.6180839,40782558.4587604,39904525.071533,"0.510249083493704"
"68","sp|Q05707|COEA1_HUMAN",802219.915105749,955320.321756378,5938044.861,5492597.67216164,6389801.95782663,5715586.62892578,1954335.39012454,1781720.18551503,1719077.98832672,23743704.904928,23913852.826127,8048244.48136107,8205712.58807721,"0.958663589906691"
"69","sp|O60437|PEPL_HUMAN",1150930.74619575,1365365.50555624,2854332.21,2553021.71382928,4249074.684282,3701080.48191129,481688.317078207,2414564.74620485,2303823.07159029,1829593.42475406,1896880.79800205,2160374.94423277,2275002.38567763,"0.3569794924988"
"70","sp|P00558|PGK1_HUMAN;sp|P07205|PGK2_HUMAN",31823184.1269808,38685969.5536785,48500000,42292839.3646079,69691550.2806457,67317184.8193575,18036760.0621157,272747374.251841,287697732.316646,166879514.615487,172521366.817059,149935876.686619,172721078.667829,"0.415502376983271"
"71","sp|Q13509|TBB3_HUMAN",34899884.4682618,36512600.4776292,7.2e+07,67829829.2351869,97073644.2805314,94888584.9847326,18083976.711493,192687199.720206,177254527.019735,217229640.619554,211808410.745696,158332285.78107,146515121.904435,"0.625423813431853"
"72","sp|P08779|K1C16_HUMAN",2505284.8736152,2816008.24173174,5299951.338,4528757.76233299,4641301.24401833,4233109.16660148,2229027.42537692,191330247.6095,178618023.381425,13096172.1095595,8021538.99339622,31666457.1562139,34305979.7629896,"0.206759505816435"
"73","sp|P20700|LMNB1_HUMAN",813945.441445111,855894.576900659,1282470.134,1044485.39051502,1751670.86704114,1780822.55978988,415176.02238531,6765437.44555881,6587385.17627777,6035251.93327183,6581417.79261723,6549668.89675009,6096248.08895052,"0.524047295300046"
"74","sp|P14618|KPYM_HUMAN",13454823.8805272,13746559.4060122,16200000,13530124.4577453,22619990.6955578,22200348.1851073,5193831.43149929,66897739.0577898,62175434.0930762,69378768.9420591,72937251.1196873,91041064.324115,94937034.274662,"0.443499650771622"
"75","sp|Q9BVA1|TBB2B_HUMAN;sp|Q13885|TBB2A_HUMAN",52809035.708554,56507595.9772832,1.03e+08,94083646.8916067,152936779.196686,152179806.10759,24316574.4292921,305314224.908777,269972279.614673,267748161.693869,263052381.087397,232700480.617633,238235970.576316,"0.527022687329223"
"76","sp|P00738|HPT_HUMAN",91382592.2261064,85848078.5039495,2.5e+08,211464196.82304,57328397.4713327,68301877.6824066,59020811.7215828,76396403.8327295,74446901.3482886,84871115.4048491,98388423.0560653,104115472.771188,120309165.14104,"0.865630259286191"
"77","sp|P01009|A1AT_HUMAN",42798279.3742368,52704200.0941969,1.08e+08,98563820.5531117,57786292.0198258,59618676.9809735,21153058.9210153,35416450.0894181,35041856.4954399,51528891.4958012,53464542.389841,71729323.4068785,70041375.349437,"0.391188014358717"
"78","sp|P06733|ENOA_HUMAN",14878371.7996274,17658623.742901,21800000,19264746.7444718,24176832.1604342,23274558.5811608,6799197.51032634,102042798.725067,95172046.0459806,74262225.9792429,74474570.2299383,84803731.8539517,84812005.5251686,"0.420449960594482"
"79","sp|P13667|PDIA4_HUMAN",1568658.84948368,1836632.19517391,2737913.853,2390970.39619944,3594760.20852058,3158051.83621639,806641.590280517,10978915.8941044,10527036.7427755,18860247.8677442,21180841.0745696,18592048.7091408,18701523.6902408,"0.640467481652437"
"80","sp|P05164|PERM_HUMAN",6245242.48379421,6846112.58955547,12800000,10842020.2608423,6450237.68539875,6793149.84241095,7035280.75721267,107470607.167889,108807009.662883,13628627.679381,13791653.5975814,33225790.2737548,33114799.910108,"0.160212673369388"
"81","sp|P08107|HSP71_HUMAN;sp|P34931|HS71L_HUMAN",17266258.6316663,17821626.4236047,42500000,33422095.5148279,55954713.8258535,44669248.9692279,11379212.4999212,90237315.3619274,75946747.3461479,79987658.3676653,131013750.840281,106994241.603571,121500344.993921,"0.700196046464292"
"82","sp|Q9UPN3|MACF1_HUMAN",484954.942990504,494630.777744624,1601421.251,1476264.87976127,1882845.43306312,1862662.09700347,319215.226069687,2071475.11987531,1800265.25349274,1992530.44872564,2021744.5788996,1130160.31763055,1222173.2508122,"0.707770965934861"
"83","sp|P53621|COPA_HUMAN",1321795.47047454,1296015.56625014,2557555.774,2338901.0508997,3346663.72747714,3335244.18380843,694710.153030808,6759714.60587417,6534749.1281481,11606147.4281575,13080413.1008265,9143132.30735388,9495555.48104854,"0.719703170549619"
"84","sp|P15311|EZRI_HUMAN",2655193.91129283,3746472.65526704,6697170.873,5665420.50197526,10256837.8862448,9130788.36645541,1802786.3515205,12054407.9721517,13070815.4019626,12688750.0915746,12278352.9752196,10520097.8159383,11211653.1838777,"0.521347562390007"
"85","sp|P19012|K1C15_HUMAN;sp|K1C15_SHEEP|",3041527.21643303,3471451.41957589,6890090.017,5605491.94195486,6159089.11088529,6008134.74640835,3227549.3215783,222540146.155731,216795921.508752,22228149.2726986,17062767.4675111,33345738.9751041,34901569.6894303,"0.226199186550169"
"86","sp|Q99715|COCA1_HUMAN",385460.207888245,386723.573791159,1776078.224,1524011.8467,1763655.43080618,1760807.01590299,333414.409797648,5988481.29231574,5239975.29966734,8527774.329189,8127576.34597721,1927338.16823911,1995385.43808747,"0.855720403673653"
"87","sp|Q05682|CALD1_HUMAN",2591057.86230068,2755598.03122631,6151477.567,4920705.18254356,8291807.13017706,8296165.83153416,1103764.75510693,7744184.58751889,7273247.70603081,22059754.2024508,22034907.2469313,4859281.99318907,5110265.98411435,"0.997095420031326"
"88","sp|P29401|TKT_HUMAN",9827072.73185265,11681858.7837653,9015534.244,7997659.0857269,15934730.2875589,14949428.0117456,6468680.96468548,45457895.7086401,39268695.2166797,35362964.7520204,32625327.7842161,55656197.426073,55508981.1442817,"0.263044108786031"
"89","sp|P68133|ACTS_HUMAN;sp|P62736|ACTA_HUMAN",375173758.033814,409136728.566291,8.59e+08,869153690.331985,1108104807.35324,1306955981.86519,256858572.612329,1791176786.13149,1799815197.43115,2054419857.02214,2083921460.56249,1066343954.99523,1150679737.88361,"0.720708741657884"
"90","sp|P63267|ACTH_HUMAN",352213307.725747,389576406.881847,8e+08,818079710.590827,1053157461.53407,1253245462.06251,237027579.873877,1669051096.16798,1677100524.87903,1987061828.92305,2015596166.77356,941597305.591967,1025605853.33104,"0.750211086535494"
"91","sp|P13796|PLSL_HUMAN",8173920.30967183,9943163.5229258,10800000,9677175.10885097,15202099.00997,16381708.5398171,3104763.18883811,37723268.6776178,40904890.850708,40078026.7189565,43044935.0870286,25908919.4914478,28230962.5132935,"0.667395270193002"
"92","sp|P68032|ACTC_HUMAN;sp|P62736|ACTA_HUMAN",368744831.947555,403159963.607155,8.23e+08,840480578.898353,1098946916.38337,1298004228.56474,244582243.774239,1750468222.81032,1786180233.81425,2037580349.99737,2083921460.56249,1037556266.6714,1120900241.56157,"0.730718839465504"
"93","sp|P07951|TPM2_HUMAN",1371157.45974806,1582533.49239648,2522928.39,2282737.83312034,4920965.45052942,5443572.50238873,482221.15554993,3269587.77646262,3008092.70269091,6682082.94025756,5606931.45512179,2825032.01329344,2728854.65167639,"0.804757045077265"
"94","sp|P04350|TBB4A_HUMAN;sp|A6NNZ2|TBB8L_HUMAN",39400132.7286429,42815370.7981723,75300000,67561018.8154966,108978902.541351,111896916.255581,17045210.4251931,215755385.602202,192252986.998328,191970380.082397,194727087.298463,160731259.808056,173912258.520711,"0.552709795699653"
"95","sp|P06576|ATPB_HUMAN",12214959.5638916,13963896.3136171,19300000,19354350.2177019,20971570.3209827,21394690.3880671,5429914.67838562,46679152.6082752,46904274.8421452,51865681.6362966,51927223.27959,55416300.0233744,52531031.5120777,"0.502709071006446"
"96","sp|Q01518|CAP1_HUMAN",1578047.28760968,1846629.78746529,2549681.422,2508587.49302796,3722451.06611237,3595547.81466466,879977.068399975,6975207.89210533,7057516.49247202,7772885.22609943,7726449.22538579,8347320.5466275,8302455.05911066,"0.48767241526481"
"97","sp|P00450|CERU_HUMAN",4638010.96222952,5331987.12601799,11600000,9229157.74270046,7156978.93119509,8099181.39282595,4151772.28676268,8650127.50490875,7532538.52285805,10765264.6190828,13778054.0405747,11691998.694837,12864742.4111211,"0.723948996685541"
"98","sp|O75083|WDR1_HUMAN",2864001.89420595,2934561.08300718,3642258.397,3821986.3526037,7285553.52343391,7491337.5728833,1380416.6472375,16961901.3838209,17316403.7934664,12587586.3506591,11897048.1292261,14513792.8632647,13817686.2934263,"0.372156732819169"
"99","sp|O15230|LAMA5_HUMAN",825305.307000212,1008547.51269156,2973977.383,2303677.04297873,4097792.96493084,3778215.88171725,587671.178921117,1391369.00408826,1245987.64955178,4167738.74921171,4627004.77760117,1597607.13483136,1464270.8525593,"0.965397235051974"
"100","sp|P35221|CTNA1_HUMAN;sp|P26232|CTNA2_HUMAN",1487264.24417253,1886532.60191425,5031962.176,4118367.00833773,5140879.14576549,4597781.90775377,1273581.18255262,5792489.15431279,5901401.36352336,5211687.80781408,5789325.07360498,4925952.21502991,5230969.59416951,"0.560557451992634"
"101","sp|P55268|LAMB2_HUMAN",1312669.07445739,1473514.72844623,4315787.99,3652667.73362908,5926217.81131601,6306511.91353012,1024414.0732224,2034274.90060134,1888738.5673554,4604129.50843496,4976466.44277856,2680081.22982413,2658200.49052816,"0.926001350057048"
"102","sp|P04406|G3P_HUMAN",17863230.3396761,24287399.4248515,31800000,27866680.1745616,44232613.3844308,45206354.1672547,14542728.008198,184545487.055972,177254527.019735,145493340.694027,155610856.604298,229102019.577154,223941812.341737,"0.374697099298791"
