"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","pVal"
"269","sp|P27797|CALR_HUMAN",6987876.10918354,7433352.70861479,8748897.96098864,7448520.34949314,7851642.87452658,7708986.65728303,6692695.53985533,11753278.5562529,11491380.0683376,13663944.1028251,13767280.3670367,11016934.5790248,11737705.2750304,"0.666184433121831"
"270","sp|Q16658|FSCN1_HUMAN",1672095.73158471,1382973.8286408,2140435.19580548,2474427.97071697,1665095.68781043,1705594.83978291,1847453.26337874,5506282.38821694,5250528.89096128,2575689.85011976,2719672.23018561,3590096.9475888,3149055.68573255,"0.177985979021015"
"271","sp|P00751|CFAB_HUMAN",4209426.49864797,4139496.62360523,7589774.23322672,7892429.14043401,3434146.71895907,3294043.36580797,6940442.88558316,1299951.32510056,1226514.06455919,3623499.21189926,3417928.29378124,2708785.76197601,2603060.0854825,"0.141764049728922"
"272","sp|Q92841|DDX17_HUMAN",2001844.81505123,2489969.06133311,2263133.33286755,2587691.99811682,2875917.9851164,2743985.93081533,2261063.38664036,3514577.72016517,3487370.11199384,3845662.15857539,4259118.9121297,2996480.14757965,3525663.05396784,"0.738306869941723"
"273","sp|Q14103|HNRPD_HUMAN",6338636.10745023,6442868.48822454,6009786.88362402,6447431.08687499,7601373.84405083,6374385.88132039,6929811.85368443,4613015.88719825,4230966.86898072,9080469.18225721,10259693.0123777,6207233.93115184,5750316.71245318,"0.657300046064424"
"274","sp|P19971|TYPH_HUMAN",3172210.41184257,4080850.20929029,2742718.19077726,2903485.02965171,3733632.88916845,4523601.48572743,2154924.30406739,4033354.73387825,3701825.41150562,6522177.77745108,5857623.68155446,6784819.46635065,6281399.59016323,"0.496944838165082"
"275","sp|Q9Y678|COPG1_HUMAN",2704447.66001356,2030160.92303726,1603079.33352545,1217469.5341024,1266997.72903825,1275407.06279487,676491.906249079,2358166.13926068,2169931.7096522,2892764.01665167,2957183.39559777,2891246.78683704,3020315.11774841,"0.835215595848616"
"276","sp|P09874|PARP1_HUMAN",2205012.30671952,1939513.04729465,1805968.59435926,1583870.36885698,1641199.84916007,1683733.59776363,1471117.19069221,2435670.04021781,2623034.90445414,4718663.52055211,4370223.2454666,2919368.24658838,2761048.37802983,"0.891321285054628"
"277","sp|Q9H223|EHD4_HUMAN",3578810.82896146,3169726.68696085,3830546.08515648,4064027.52723465,4474321.86432038,4117897.60636914,4762452.64418765,1051025.03284908,799124.767510935,1074198.29574424,1288941.73283593,1479000.93290052,1360962.21943708,"0.475015382370056"
"278","sp|Q15746|MYLK_HUMAN",2261801.48204339,2551379.50612595,3436230.68392399,3694002.51134608,4485970.47197494,3502445.00217455,3397500.15704754,1230495.25807596,1291326.94698433,2211518.64625385,2422195.14704122,985168.417026551,1036755.86633505,"0.0674538010698436"
"279","sp|P19823|ITIH2_HUMAN",12065934.5635825,10918310.8389798,8669799.67097582,10464239.3917233,6087802.12084895,5663967.74163037,12216766.7468535,2195173.51824702,2121850.34853102,7855610.76606959,8650262.46874777,1839037.76481865,1992481.25392391,"0.089141084280352"
"280","sp|P61158|ARP3_HUMAN;sp|Q9P1U1|ARP3B_HUMAN;sp|Q9C0K3|ARP3C_HUMAN",4947726.13048079,5900729.39732282,5728313.22800013,4271859.30329937,5309014.44027709,5009109.68886708,4362322.69573636,5899425.74473809,6142495.53688772,5533737.32918492,5784497.1198113,5560622.88127808,5423159.67764441,"0.578400850406361"
"281","sp|O43491|E41L2_HUMAN",1370756.33874176,1320862.20371716,2221162.16926399,2129414.21897412,2370795.32730063,2358602.74683322,1371759.46738973,692748.44208829,663910.094154377,850769.78591724,822056.534219246,750417.420668569,721191.647501073,"0.434856839186009"
"282","sp|P50454|SERPH_HUMAN",4078617.09932398,3665893.04260648,3164511.73739789,3361271.71314676,3257646.84993185,2618576.50544029,2932160.33103693,9534128.0596177,10747333.8768625,14269308.7149756,12188866.0574402,4667243.7045498,5683001.40086036,"0.796069618429339"
"283","sp|Q01813|PFKAP_HUMAN",419552.262934741,379730.838174146,352395.981927537,391291.180264795,487083.98484244,390264.524112452,434245.069717739,947194.570381973,988051.170567513,796447.465867996,953268.227378667,739408.089789696,683846.308153605,"0.681418643111378"
"284","sp|Q14112|NID2_HUMAN",1312593.49185368,1351753.0382132,1311076.97760673,1298683.66780707,827490.111198394,1158750.04998787,658372.977122821,514815.567477115,490195.562126321,1207454.65058385,1454556.18870565,523598.78514856,584038.409317317,"0.0565109397877551"
"285","sp|P02786|TFR1_HUMAN",1293958.88686251,1026850.72672411,1485600.60357108,1579976.25687083,968058.604333369,923707.771019261,920625.102860204,5870661.87626523,5870226.21222342,1169424.32508889,1134040.2362007,2928668.6581177,2584950.51354571,"0.152507224003707"
"286","sp|P07996|TSP1_HUMAN",1597627.77989745,1510080.33449177,2203894.1026606,2246642.69587958,1307927.48492136,1305612.14037427,4299607.49653733,1930320.52424929,2055311.36574705,5057254.24970396,4637136.23135661,1140064.92646977,1056260.10774421,"0.870934992308517"
"287","sp|Q16787|LAMA3_HUMAN",787142.364100824,750864.999727651,1652834.29143039,1895865.42985546,1680387.55707224,1342433.52813889,882911.322070274,475786.851206062,472242.178087331,632811.363784207,652440.821312465,650814.894793365,549065.506497669,"0.263875705235792"
"288","sp|P00533|EGFR_HUMAN;sp|Q15303|ERBB4_HUMAN;sp|P04626|ERBB2_HUMAN",360130.485258121,283438.417795121,415179.244068498,333863.156817838,295083.363616519,234542.214170693,430307.839607698,525228.97499025,554945.312066771,3327422.04516084,3631807.47785669,368949.023534166,323393.978383588,"0.867849484903636"
"289","sp|P55786|PSA_HUMAN;sp|A6NEC2|PSAL_HUMAN",1973056.7163844,1580397.05135872,1895649.54775831,2017450.23219633,2169304.17454053,1974663.54833484,2716020.5218156,3113957.65274902,3028043.57595778,2312708.15352583,2163432.75504069,1786386.5359451,1759699.56442219,"0.594841226595664"
"290","sp|P20810|ICAL_HUMAN",2112798.60338876,1938256.40531247,1852803.54205826,2004504.17041052,2579677.17092351,2334635.88664223,2070997.9085014,1612430.42104591,1751617.97025717,1514279.71489952,1580273.93770715,1336340.78221902,1224841.75599748,"0.38438528408725"
"291","sp|Q9ULV4|COR1C_HUMAN;sp|Q6QEF8|CORO6_HUMAN",1906350.53442363,1968494.65991382,1490216.26882904,1604594.17096521,1864520.00556749,1765951.22087975,1040641.30134554,1062654.68088735,1167720.37280087,1737643.20164873,1542900.67073328,1482480.78149074,1560497.32758858,"0.40904458065847"
"292","sp|Q16181|SEPT7_HUMAN;sp|Q6ZU15|SEP14_HUMAN",4748137.69469288,4960129.94255855,5585791.70233394,6194042.5618553,7268449.96060964,6531253.09758655,4726746.77163143,3779975.59697867,4098463.41619936,7115194.09219358,6835370.36843407,4934137.45329334,4960749.98929576,"0.883492865940471"
"293","sp|P01011|AACT_HUMAN;sp|Q49AM1|MTEF2_HUMAN",17922870.156055,17082302.8175518,38270333.6795993,42484938.2401744,11900839.9050778,11587967.6226379,13887563.7719388,2225965.86040868,2192642.05298351,10031756.4299222,8944347.75438055,10009288.1236262,11137481.70983,"0.455974281886685"
"294","sp|P09429|HMGB1_HUMAN;sp|B2RPK0|HGB1A_HUMAN",3661510.95376367,2980196.00603667,3591708.70789359,7592341.51299453,5060124.74740272,5657509.61407741,4189370.85316887,5630621.50067902,5417575.81499848,6147825.60169681,7349932.87916375,5328209.30762387,5862835.34158702,"0.826986689653739"
"295","sp|P10909|CLUS_HUMAN",11839093.2917194,11355340.4151835,14340582.5943178,16782306.564624,9561863.18980825,10409530.2372849,34400055.5597645,3054945.06658975,2976806.50412547,6731197.51812299,7289812.9406401,6491234.46824164,6006407.08507068,"0.333874676706381"
"296","sp|P53396|ACLY_HUMAN",2015104.91186288,2210954.64462301,2516123.76070753,2021426.42478078,1399485.38849326,1690193.4939547,2940077.77036749,3461115.34610886,2540306.55293049,1883529.64593443,1717866.31503017,1985638.21619934,1889888.40651149,"0.551554524866619"
"297","sp|P68104|EF1A1_HUMAN;sp|Q05639|EF1A2_HUMAN",9455828.58927333,8714357.12535496,9651651.75846047,10516754.611128,7662543.69723189,7738744.2409419,9026426.29641755,28848956.456257,23148103.7347808,13145060.1495533,13679590.6831703,25459867.1064049,27743667.0137082,"0.0628016251549077"
"298","sp|Q14624|ITIH4_HUMAN",5034972.56136912,5408670.60340612,5102562.16697983,5334827.58666387,2173625.62366359,2337085.40132189,5448171.63975006,878621.444162639,785722.218903794,1279895.80493754,1373888.79293564,1410121.21526297,1352095.57821361,"0.477124856973436"
"299","sp|Q16851|UGPA_HUMAN",2458277.17055226,2144338.09012017,2229812.21330701,2241365.4587585,2377237.35380437,2498581.54222443,1484699.23409091,3166149.61492618,3214066.96573505,3008153.20273613,3078013.26725296,3279847.40104046,3318003.3289746,"0.40509991513901"
"300","sp|P02748|CO9_HUMAN",3354863.19925212,3238168.19810322,8939545.0577674,9358414.05800071,3268929.15477686,3206723.59099058,6308574.92163168,1071710.79160138,1141061.34822299,2443357.70975756,2320913.11583495,4694659.44164023,4629896.27091703,"0.821530901290006"
"301","sp|Q12805|FBLN3_HUMAN",2733475.31419302,2891013.85830699,4196953.5651536,3824247.11087554,3479644.81193181,3548480.22064747,1936599.9081548,1119530.13306471,1002215.94993772,7225664.60172924,8242026.48297676,986774.137928501,1077537.27618195,"0.640580632885003"
"302","sp|Q08380|LG3BP_HUMAN",679240.329160365,695305.512628308,2387812.78568658,2322412.79463015,1712898.5993023,1597927.14768573,2122962.85022106,1014290.19277591,1097538.73579559,2162554.22599904,2384997.21032887,2507914.07709543,2347615.34134216,"0.624423668451155"
"303","sp|P14866|HNRPL_HUMAN",2561552.06608478,2492981.38986116,2579048.53339163,2271131.40586837,3700073.57254935,3048043.28006488,2095521.14677395,4523694.42300452,4397597.14947208,4478028.61560506,4942276.09769429,4664903.80840986,4372573.44191331,"0.615999911668327"
"304","sp|P60842|IF4A1_HUMAN",1288461.7280345,1250877.45876463,1018033.48922897,1124659.72842157,998029.864719317,979999.530568959,1194114.61341736,2107801.36489052,1880159.14393444,1439477.24680106,1560067.40567511,1650674.91301897,1781325.03659259,"0.286646058266837"
"305","sp|P17987|TCPA_HUMAN",2442650.88726493,2320136.15461088,1681947.20805475,1579583.05196377,1762010.46501297,1412599.14837907,2798426.34243298,2734311.93967581,2618753.82139825,2140068.22902998,1792236.10165083,2657176.22322923,2649729.07360833,"0.576049974300793"
"306","sp|P27816|MAP4_HUMAN",2165607.7934598,2056163.1963089,2818424.841177,2774298.17657128,3739717.29946722,3689107.1241936,973963.581616817,1804035.46255203,1571754.60090297,2748005.32945173,2564513.93255738,1094041.02595217,1141463.96561508,"0.238502857210352"
"307","sp|P62258|1433E_HUMAN",4035663.9506583,4353650.46926506,4944087.88913835,4623660.68765877,5290193.20145447,5474657.48814863,6460609.290998,5923781.48526727,5287771.02436735,4087704.48349249,4374557.96137985,3413374.4706348,3389320.79124802,"0.817891598431713"
"308","sp|Q10567|AP1B1_HUMAN",214301.213408387,146677.15287748,230244.076894796,140199.603809036,227971.459496454,140725.997854851,86685.7869101173,89280.7501792855,135028.828971066,118380.846455234,95264.2803507807,102219.970640346,77229.4889919739,"0.558852849370696"
"309","sp|O60506|HNRPQ_HUMAN",948586.922445043,962282.150796876,624613.001331481,641941.05193028,579737.384025011,446518.886933758,449991.671913097,1531551.6039591,1518951.72685003,2352754.8231469,2175379.04424875,1265527.20361132,1299923.18823634,"0.839450107941225"
"310","sp|Q96HC4|PDLI5_HUMAN",821769.841009248,750707.83657648,620896.804908095,819501.229383582,668293.358823092,732015.903830789,643233.165025374,851438.871649626,1013387.46124147,1456074.01035324,1420686.73755313,548875.928065094,429504.076265876,"0.7248864215115"
"311","sp|P31939|PUR9_HUMAN",3037035.74050343,3233398.20093989,2025885.92247572,2251233.65761572,1668454.45580556,1691812.1759066,4489067.64099928,2334113.55688085,2327957.56055467,2282170.38864878,2450061.18091859,3503721.85013888,3267737.5538206,"0.957454961654147"
"312","sp|O60716|CTND1_HUMAN",1304350.06801675,1353355.8938697,2121040.43641619,1968050.82489999,2818253.84706403,2879105.0537098,1105390.5022456,1301489.40515926,1284461.82209401,1192562.53929666,1306784.96387429,1219798.13440069,1125549.06379348,"0.0704287910571552"
"313","sp|P52209|6PGD_HUMAN",9746704.97551777,9881262.04797199,4945470.52093562,5476363.94042509,2740431.86366274,2541717.97462077,7645124.05291058,7624469.72016717,7348721.12764214,3419928.9600067,3495213.05210402,7725289.49138936,7936289.3620944,"0.87384723807435"
"314","sp|P54886|P5CS_HUMAN",347793.238208216,308574.271516053,413993.585689104,445617.836028873,365922.965903814,335326.574446514,506637.668626274,1074905.1847696,1029015.81501918,886161.113460603,1136339.67630519,641899.972052383,601272.854695818,"0.817606212858296"
"315","sp|CO5_HUMAN|;Int_P01031ups|CO5_HUMAN_UPS",1866951.37447665,1604252.07103177,2783409.56930305,2942164.1489813,1462619.58926632,1444518.53712216,4568515.76989928,544566.412420912,561614.25264435,1515380.52461197,1543211.21234904,1224058.89690209,1101632.33753328,"0.106812905188527"
"316","sp|Q15582|BGH3_HUMAN",2115313.5352961,1836716.47233092,2291640.72267833,2422731.90627918,3865262.79861294,3728347.27629634,2497889.49841136,2525744.39971007,2267716.44845838,9080469.18225721,9470485.85757941,5047867.19019853,5408577.48421655,"0.921839370123431"
"317","sp|P23142|FBLN1_HUMAN",2441835.83231632,2508203.07063122,6188132.04074624,5732236.82739344,5483850.32277478,7213019.60630151,4855944.45680281,2710320.48256355,2361033.30397183,5591602.2048065,5795767.52587372,1803269.21901732,1784199.69798405,"0.771512131414556"
"318","sp|Q16363|LAMA4_HUMAN",1407114.70846278,1593293.94459734,2152657.43268988,2234810.12955089,3214960.54419839,2926049.6821333,1396418.78681452,560684.77340114,526025.023474318,1779422.26912459,1882919.39908171,966982.096055001,1019200.66555148,"0.315934563321702"
"319","sp|P17980|PRS6A_HUMAN",1849713.92197196,1913583.36160833,1354493.77306937,1454895.65925071,1534794.24592799,1421962.64161734,1538994.83356689,1096699.12152731,977363.37609361,1259169.30713215,1415334.17766476,2361670.5555857,2300024.05568829,"0.936262384332126"
"320","sp|Q02952|AKA12_HUMAN",559454.381052416,761899.142274046,1291034.30723095,1384828.57955557,1210457.66061401,1032054.63321138,547895.519240918,228193.236169314,220015.290414813,979085.035449161,916267.210127987,194672.449679914,167021.748904415,"0.408664901101243"
"321","sp|P50990|TCPQ_HUMAN",3265118.60284359,3126445.23462021,4231715.33374621,4101312.33473686,3003344.84669234,3434168.25699201,6662870.30895592,5342669.32560072,4835091.46053171,3029530.29280866,3095384.54627448,3318244.00904328,3867782.37911246,"0.257730774192805"
"322","sp|P98095|FBLN2_HUMAN",2139550.76735672,2309017.71483172,1976154.93302957,2070701.12895592,2594119.99089902,2918554.56994452,3157932.18770909,1588414.53108668,1493825.1943715,3599316.54655962,3823129.77278067,1139562.37556366,1148809.04877067,"0.544442790256355"
"323","sp|O75643|U520_HUMAN",644131.560392793,621838.634334664,527960.069068594,504080.150459144,745777.852861059,802591.104125499,476296.28015679,1291414.42656251,1329053.53547942,1069926.77385638,1113974.23740982,1097536.68182822,1084356.9029542,"0.463038200502266"
"324","sp|P30041|PRDX6_HUMAN",15306392.7610105,17217876.6494371,14420251.8777091,15119195.1032649,10993148.7258769,9167040.74388991,42373578.3716304,7434356.58477318,7095274.42228689,5628472.47614884,5388270.06788161,9807758.83254649,10337183.6228961,"0.682753394332415"
"325","sp|Q04917|1433F_HUMAN",1014767.26414088,1085682.53188218,1111403.88542844,918126.353906972,2044235.99186121,2108850.06668489,563126.478044517,1854647.99860911,1967316.26672268,2966324.45385136,2301140.89414607,1227390.67789157,1803649.47644073,"0.65016227786948"
"326","sp|P05556|ITB1_HUMAN",4569719.85386768,3855802.3487054,5809034.27029572,6065676.02036014,5758482.55603778,5275328.63728376,5887012.09374281,1765273.8854808,1595678.42239544,3752521.67690971,3082636.89524453,1692734.77738924,1708847.49022279,"0.248862237420647"
"327","sp|Q8IVF2|AHNK2_HUMAN",88634.9519429409,116102.561331709,105727.573172207,110388.576959312,81654.1669692148,55542.7896362122,259254.760959895,1089714.80314168,1020252.87300293,210255.567534702,207808.605797572,117307.221533055,119628.197834047,"0.355319297882059"
"328","sp|P07585|PGS2_HUMAN",13867330.193736,13964104.6841891,27779238.3465817,26005015.5776156,31466627.5456294,33880074.828899,48980211.5586051,4553071.34577451,4389393.30939237,19717590.2243299,18590212.9796929,5478935.48277388,5449089.82651057,"0.24997080422687"
"329","sp|P18669|PGAM1_HUMAN",8248173.42630551,9508607.61257906,10143897.6869066,7732163.45132964,10287166.6976096,6887807.94390766,10397197.9880821,13808047.5346187,16038329.016241,9685833.79440769,8856658.07051408,7725289.49138936,9536885.53596218,"0.285307635237664"
"330","sp|P01861|IGHG4_HUMAN",5583858.62574765,6064101.800167,13682343.0742421,12813883.8736351,1833790.11867855,1845149.88382082,2090192.70301033,1177421.40056,1100933.85328945,1388946.116121,1287747.38355752,3494254.26200145,3696758.76596747,"0.665777473295487"
"331","sp|P04439|1A03_HUMAN",88436935.9525049,93274796.337108,85701905.5373266,105380789.869756,104888758.485431,105077333.52731,55814659.6830616,79971608.6380002,78951568.095413,74805769.9300237,82077544.0990215,63683255.9811923,65024219.5633785,"0.0676847345835228"
"332","sp|P21281|VATB2_HUMAN;sp|P15313|VATB1_HUMAN",7249549.28477299,7641477.20771969,3695847.47966678,3908064.65371038,3213398.84135366,3648987.56122797,4405728.98883554,6508768.01375908,6594639.31636776,3943230.40414091,3825490.16510753,4245061.76209406,5100610.47511439,"0.723792426903621"
"333","sp|P35237|SPB6_HUMAN",5371084.09105353,5127374.64179398,5208733.6667876,4836118.51106379,6886900.82570749,6245899.41550174,2773155.30299504,2215866.61663411,2261420.52221141,2999727.58931749,2439265.39877769,1772746.11858184,1804546.09106934,"0.459526071844318"
"334","sp|P07384|CAN1_HUMAN",3715769.92480164,3407804.65156436,3654850.99792442,3247475.8952737,2960075.69934162,2620154.45568599,5734216.22561017,3548302.34012319,2636687.75358964,2632471.25886022,3218285.41763872,1922780.27103215,2104670.57973551,"0.0679541180648714"
"335","sp|P06727|APOA4_HUMAN",7020530.76749988,7438970.07612087,4788603.72270631,4879810.85008187,5672231.10990279,4766351.87914762,19147241.3506415,2070218.83973821,2094204.22845948,3375958.62051678,3234451.62030281,1929583.29934172,1726634.33261921,"0.38851106047311"
"336","sp|Q15233|NONO_HUMAN",1089693.73399886,1355782.11055675,1163571.61188745,1114867.63505675,1242052.96851248,1142739.85662827,1025768.21474909,2493303.86242017,2414814.33090992,1705740.46756265,1543621.78509476,2559877.20301399,2487084.54542013,"0.0777714981988984"
"337","sp|O15143|ARC1B_HUMAN",3185490.0210344,3374340.90705483,2835664.73845061,2331461.59510146,2640099.63017906,2549897.05972427,2503111.84146851,4908848.40459249,4577768.17531271,4397870.55596743,4249785.46507938,3844352.77097699,3709801.07983658,"0.557157298278019"
"338","sp|P13611|CSPG2_HUMAN",341071.730965868,384525.042587458,498226.042216754,580555.225980646,314777.037985254,352765.466207275,879036.249899036,1080816.59813601,927411.043859812,3669363.5150053,3032134.29736893,395319.883782321,471310.264211761,"0.994327361339379"
"339","sp|P61247|RS3A_HUMAN",2524366.7835396,2849088.74352153,2095735.25841009,1958152.21378182,1895000.45892038,2349365.75099202,1829032.74554817,6431313.10917919,6713395.32776786,5230359.57591921,5264884.97846754,4333159.90744038,4786445.94095413,"0.492865390215049"
"340","sp|P23526|SAHH_HUMAN",2373838.37951393,2221695.54246235,1696720.97980223,2082943.50106788,1742485.22393739,1698166.23368999,2737483.25412259,3961528.89521565,3681002.02966631,2288336.10419132,2038997.2817636,2847494.33773801,2651495.80299515,"0.193057478288698"
"341","sp|Q15046|SYK_HUMAN",1062632.57752541,1019369.2963067,788363.471033411,792886.754969171,942836.716109407,1008599.68425653,1233991.14324209,1167830.28471562,1106933.7450515,1126750.93344576,1187521.15280604,1009511.87030387,1075215.21461729,"0.772156274733998"
"342","sp|P05107|ITB2_HUMAN;sp|P26010|ITB7_HUMAN",2985773.53876749,2944041.29314299,2421439.06904607,2112400.3634484,1570558.91324117,1826119.36722693,2207582.96596443,3899866.51843344,3474958.32529198,2111033.3483927,1967373.93078026,2381810.2771357,2526469.59583187,"0.981149103086126"
"343","sp|P05141|ADT2_HUMAN",16614631.4585327,15862138.3305838,7121409.16587805,7167622.11333693,12909385.6597454,10998748.9299614,5739942.32216969,10027272.6144255,11243364.6711792,5737469.5654052,5584526.11501003,16995636.8810566,13204918.4344092,"0.938531943612147"
"344","sp|Q7Z6Z7|HUWE1_HUMAN",4154535.89034326,3668009.23352872,1247763.0507443,905510.703231151,1380767.85540495,1349743.78965738,2860889.24570135,19314828.3966393,17195734.20298,740436.916749756,930369.218679382,16055166.8560179,16206036.2604113,"0.125196203683373"
"345","sp|Q92598|HS105_HUMAN",1281609.51610295,967183.100758036,504284.162452806,544129.536048214,897481.155865449,988189.340238289,789080.870979701,1964039.75906877,2047053.43185578,1428266.13373545,1397882.93442052,1327448.59513936,1427694.85333335,"0.253289530524021"
"346","sp|P55060|XPO2_HUMAN",924455.895556718,863493.355899683,1285185.75770632,1101181.68597613,1593853.71106612,1339530.13044401,1236670.37835609,4310075.47268057,4650381.24779839,1454712.12763893,1797121.27640109,2113126.54522878,2136036.43990708,"0.206173942728957"
"347","sp|P04003|C4BPA_HUMAN",2850810.01322941,2665234.0156234,5497590.87403782,6549064.05204273,1820393.22318046,2020785.32008763,10598923.6956125,1132953.9848272,1160028.25048934,2243669.9465089,1817581.74811174,1132059.22979454,1073151.45126093,"0.317004563441167"
"348","sp|Q9Y6N5|SQRD_HUMAN",8143347.38616354,6839073.83627248,4939776.32527125,4544024.70143546,4683482.5284855,4300460.41118934,2855017.1471047,4365481.08778655,4225080.56661713,3044215.13071186,3929307.59181965,4248313.55342086,4360372.23933283,"0.503616019609375"
"349","sp|O00410|IPO5_HUMAN",409004.491757128,311595.571100126,466943.122166424,355059.11249015,461022.147238817,366772.879992266,647820.537960299,950335.86338835,876345.361414273,748570.979998658,662855.557051852,637001.509541924,625202.587467223,"0.382746373464001"
"350","sp|P14317|HCLS1_HUMAN",820509.410325041,506737.828087428,432918.271604142,327317.41907641,462152.257955169,708047.78644352,447498.337888745,442141.646014289,568445.8258464,741952.944233583,1132959.25389939,1098067.72091492,815385.904691587,"0.633008593892104"
"351","sp|Q16891|MIC60_HUMAN",560083.960852161,415416.21059513,397990.010067401,331660.990865986,673601.932289849,554012.895724315,372766.254306328,580231.153302998,484424.510450997,356638.060036811,364442.64881204,590983.537747361,666690.699072584,"0.818594279050169"
"352","sp|P43490|NAMPT_HUMAN",1256726.97267225,1150495.36020084,788588.614372115,941351.007562806,1001949.42147024,922451.331488528,618489.663197075,4099892.70512198,3876186.71304341,2065269.76758044,2028116.94133744,5320701.66640802,5727734.84605474,"0.0556789565051494"
"353","sp|P78371|TCPB_HUMAN",1931217.44139295,1512605.78620753,1242296.80146198,1188270.38928823,1514625.33784069,1842647.35026116,1596748.53280025,1814384.34925076,2082074.19055566,1540439.18194881,1562710.413961,2463280.49558406,2487335.26013714,"0.374126970793951"
"354","sp|Q9NZN3|EHD3_HUMAN",251276.951698323,270264.480651212,942321.869891839,941513.065225784,599029.829342149,512713.243891544,346721.754678765,180820.166117429,111795.637601921,196434.398394252,161954.399743341,85275.4378256269,77654.0910767956,"0.284268861379882"
"355","sp|P41252|SYIC_HUMAN",371198.583390315,356396.52572952,309932.995627003,375900.906308886,326089.637023375,347564.873935414,336771.160663122,1442887.43734814,1356540.41561178,968348.707254449,983170.113186003,930060.798678109,1131086.98450215,"0.408827251373301"
"356","sp|Q16881|TRXR1_HUMAN",2269883.89191697,2564913.07712665,1328919.62554321,1361682.90177132,1524178.21464779,1253923.16428264,1366084.81235436,1172813.14387117,1312359.12637276,1039570.87348092,978264.697026012,2470760.54005055,2426255.15430401,"0.979824839880763"
"357","sp|Q14126|DSG2_HUMAN",308322.043760427,285638.004248563,547048.582598495,466403.788612415,216783.859518313,240709.214954394,461118.961291481,2027108.02604603,1911586.63902594,502772.378905656,536948.39447485,757567.231849287,989781.353076976,"0.127041059449295"
"358","sp|P48681|NEST_HUMAN",535501.964722868,612299.70683848,1476580.4453579,1483542.90158477,1194118.25824429,1226368.78126723,582882.246105835,294328.776388137,308127.031328476,643171.632303957,614921.826799016,478669.875493346,507186.095078246,"0.408802662701037"
"359","sp|P14868|SYDC_HUMAN",768838.337422831,721075.352835188,1543598.97657442,1058532.4787395,721926.451644344,742398.246830172,1722799.77087123,1254398.32971158,1313034.21436321,827815.185541825,988968.538287173,1201351.61560261,1077359.87410502,"0.264535248205223"
"360","sp|Q14247|SRC8_HUMAN",461680.03451766,398374.671303906,416115.062184204,403223.290920462,382609.383956635,348993.19926294,238355.638251937,452023.823007695,505680.28613662,587925.396135583,589847.460564009,809230.020680651,891118.026626096,"0.201334737068133"
"361","sp|P35609|ACTN2_HUMAN;sp|Q08043|ACTN3_HUMAN",13082386.9752226,12571582.5125851,17879190.6379595,28726470.6962033,24003388.9610891,31130387.5964086,17280267.5315178,22849031.0394286,19675888.1745636,35975954.0935143,33497459.2369938,18339165.4882547,11470939.2460524,"0.969717370522728"
"362","sp|Q16853|AOC3_HUMAN",1844061.01340229,1602991.83363157,3066149.13220648,2384909.7550234,2715076.16511796,2644383.13520307,5834999.9455787,308606.94257201,330868.283413312,898506.755912355,826831.228298359,464467.234400892,432060.329860017,"0.372518837495674"
"363","sp|P38606|VATA_HUMAN",2879250.88964706,2734574.32839738,2274614.63983809,1947793.67674862,1472154.07927576,1324614.92931851,2072653.83718915,2983760.70132306,3022023.71234251,1981575.60374114,1856041.43414732,2233640.87655927,2569323.01410618,"0.957429586296258"
"364","sp|RS27A_HUMAN|;sp|P0CG48|UBC_HUMAN;sp|P0CG47|UBB_HUMAN;sp|P62987|RL40_HUMAN;Int_P62988ups|UBIQ_HUMAN_UPS",21062643.0301084,21149517.7741117,14776190.6098839,14711030.3589393,19464933.0650848,16498123.3949421,19398028.5723254,16766914.8634656,17774436.7963495,14874673.3271261,14381108.1541021,10277993.8450658,10937407.1880965,"0.420350458296799"
"365","sp|P19827|ITIH1_HUMAN",5146313.39212531,6088086.68330214,3914311.77187057,3851903.61578924,2514021.34656752,2543382.65589398,5649683.49056422,1149323.88873537,1135682.9731256,4112176.30729276,4249044.50741933,1243317.96567947,1211976.06591542,"0.0448462547380723"
"366","sp|P54652|HSP72_HUMAN;sp|P34931|HS71L_HUMAN",6996323.35804861,6557971.62051201,6090083.56554625,6283627.43808008,7604372.857724,6289283.57900523,8988482.14210057,12164232.351926,10830005.6759153,18160938.3645144,44721738.7719028,9807758.83254649,10070417.5939181,"0.771673093796668"
"367","sp|P11215|ITAM_HUMAN",395440.680659826,386593.297585362,409871.04816128,314152.899586977,187281.097681525,166266.529090784,716923.472313291,1368251.27224995,1229944.4167738,215664.858547156,221185.83140187,718914.564759806,749588.757902763,"0.187803563574423"
"368","sp|P04075|ALDOA_HUMAN",2703689.45850227,2171731.93658591,1302420.7847475,2017466.44753308,1646667.25032851,1902424.6649034,5702884.63222484,1247334.44573966,1187982.37261543,2004667.79467187,1975112.81809639,4559493.52577437,3728265.32521187,"0.647717800410844"
"369","sp|P04792|HSPB1_HUMAN",17792046.2863028,14777547.6755011,18174714.4501572,17840650.2218526,18456387.3104172,18069373.2420794,21455111.6034495,38794038.3115479,30423222.0514261,15825960.5747911,14381108.1541021,17734577.6150156,18140089.9705015,"0.379920707277601"
