"","DE","Normalisation","Threshold","Go_BP","Go_MF","Go_CC","Total","DEs"
"1",0,"None",1e-06,0,0,0,0,0
"2",0,"None",2e-06,0,0,0,0,0
"3",0,"None",3e-06,0,0,0,0,0
"4",0,"None",4e-06,0,0,0,0,0
"5",0,"None",5e-06,0,0,0,0,0
"6",1,"None",6e-06,0,0,0,0,1
"7",2,"None",7e-06,0,0,0,0,2
"8",2,"None",8e-06,0,0,0,0,2
"9",2,"None",9e-06,0,0,0,0,2
"10",2,"None",1e-05,0,0,0,0,2
"11",2,"None",2e-05,0,0,0,0,2
"12",4,"None",3e-05,0,0,0,0,4
"13",6,"None",4e-05,0,0,0,0,6
"14",16,"None",5e-05,0,0,0,0,16
"15",17,"None",6e-05,0,0,0,0,17
"16",19,"None",7e-05,0,0,0,0,19
"17",28,"None",8e-05,0,0,0,0,28
"18",36,"None",9e-05,0,0,0,0,36
"19",40,"None",1e-04,0,0,0,0,40
"20",86,"None",2e-04,0,0,3,3,86
"21",112,"None",3e-04,0,5,1,6,112
"22",153,"None",4e-04,3,9,0,12,153
"23",179,"None",5e-04,6,9,8,23,179
"24",201,"None",6e-04,24,6,6,36,201
"25",225,"None",7e-04,31,11,5,47,225
"26",244,"None",8e-04,32,12,7,51,244
"27",263,"None",9e-04,32,8,7,47,263
"28",286,"None",0.001,33,11,13,57,286
"29",433,"None",0.002,45,12,14,71,433
"30",540,"None",0.003,56,15,14,85,540
"31",618,"None",0.004,66,13,14,93,618
"32",680,"None",0.005,56,22,16,94,680
"33",728,"None",0.006,55,19,20,94,728
"34",785,"None",0.007,55,20,17,92,785
"35",852,"None",0.008,66,18,18,102,852
"36",902,"None",0.009,71,24,18,113,902
"37",942,"None",0.01,74,28,18,120,942
"38",1215,"None",0.02,72,19,19,110,1215
"39",1341,"None",0.03,78,13,18,109,1341
"40",1457,"None",0.04,67,14,19,100,1457
"41",1553,"None",0.05,75,13,19,107,1553
"42",1617,"None",0.06,67,17,17,101,1617
"43",1675,"None",0.07,65,13,14,92,1675
"44",1723,"None",0.08,57,13,18,88,1723
"45",1767,"None",0.09,58,15,17,90,1767
"46",1808,"None",0.1,65,19,19,103,1808
