"","DE","Normalisation","Threshold","Go_BP","Go_MF","Go_CC","Total","DEs"
"1",0,"Loess-G",1e-06,0,0,0,0,0
"2",1,"Loess-G",2e-06,0,0,3,3,1
"3",1,"Loess-G",3e-06,0,0,3,3,1
"4",1,"Loess-G",4e-06,0,0,3,3,1
"5",1,"Loess-G",5e-06,0,0,3,3,1
"6",1,"Loess-G",6e-06,0,0,3,3,1
"7",2,"Loess-G",7e-06,0,0,0,0,2
"8",2,"Loess-G",8e-06,0,0,0,0,2
"9",3,"Loess-G",9e-06,0,0,0,0,3
"10",3,"Loess-G",1e-05,0,0,0,0,3
"11",3,"Loess-G",2e-05,0,0,0,0,3
"12",7,"Loess-G",3e-05,0,0,1,1,7
"13",8,"Loess-G",4e-05,0,0,2,2,8
"14",20,"Loess-G",5e-05,0,0,0,0,20
"15",24,"Loess-G",6e-05,1,0,1,2,24
"16",33,"Loess-G",7e-05,1,0,2,3,33
"17",36,"Loess-G",8e-05,1,0,3,4,36
"18",37,"Loess-G",9e-05,1,0,3,4,37
"19",38,"Loess-G",1e-04,1,0,2,3,38
"20",52,"Loess-G",2e-04,0,0,0,0,52
"21",75,"Loess-G",3e-04,0,0,0,0,75
"22",84,"Loess-G",4e-04,0,0,2,2,84
"23",96,"Loess-G",5e-04,0,0,1,1,96
"24",119,"Loess-G",6e-04,1,1,5,7,119
"25",129,"Loess-G",7e-04,0,1,1,2,129
"26",141,"Loess-G",8e-04,0,0,1,1,141
"27",150,"Loess-G",9e-04,0,0,1,1,150
"28",162,"Loess-G",0.001,0,1,1,2,162
"29",277,"Loess-G",0.002,7,3,13,23,277
"30",350,"Loess-G",0.003,14,5,13,32,350
"31",394,"Loess-G",0.004,14,7,15,36,394
"32",421,"Loess-G",0.005,17,5,20,42,421
"33",455,"Loess-G",0.006,20,8,16,44,455
"34",484,"Loess-G",0.007,17,12,18,47,484
"35",514,"Loess-G",0.008,24,12,18,54,514
"36",535,"Loess-G",0.009,19,7,18,44,535
"37",564,"Loess-G",0.01,14,10,15,39,564
"38",728,"Loess-G",0.02,0,4,9,13,728
"39",834,"Loess-G",0.03,8,6,14,28,834
"40",947,"Loess-G",0.04,0,4,9,13,947
"41",1015,"Loess-G",0.05,0,1,9,10,1015
"42",1089,"Loess-G",0.06,0,0,3,3,1089
"43",1131,"Loess-G",0.07,0,0,2,2,1131
"44",1188,"Loess-G",0.08,0,1,1,2,1188
"45",1247,"Loess-G",0.09,0,1,1,2,1247
"46",1296,"Loess-G",0.1,0,1,2,3,1296
