"","DE","Normalisation","Threshold","Go_BP","Go_MF","Go_CC","Total","DEs"
"1",0,"Quantile",1e-06,0,0,0,0,0
"2",0,"Quantile",2e-06,0,0,0,0,0
"3",0,"Quantile",3e-06,0,0,0,0,0
"4",0,"Quantile",4e-06,0,0,0,0,0
"5",2,"Quantile",5e-06,0,0,0,0,2
"6",2,"Quantile",6e-06,0,0,0,0,2
"7",2,"Quantile",7e-06,0,0,0,0,2
"8",2,"Quantile",8e-06,0,0,0,0,2
"9",2,"Quantile",9e-06,0,0,0,0,2
"10",2,"Quantile",1e-05,0,0,0,0,2
"11",8,"Quantile",2e-05,0,0,0,0,8
"12",9,"Quantile",3e-05,0,0,0,0,9
"13",28,"Quantile",4e-05,0,0,0,0,28
"14",30,"Quantile",5e-05,0,0,0,0,30
"15",30,"Quantile",6e-05,0,0,0,0,30
"16",32,"Quantile",7e-05,0,0,0,0,32
"17",32,"Quantile",8e-05,0,0,0,0,32
"18",34,"Quantile",9e-05,0,0,0,0,34
"19",36,"Quantile",1e-04,0,0,0,0,36
"20",56,"Quantile",2e-04,0,0,1,1,56
"21",69,"Quantile",3e-04,0,0,1,1,69
"22",82,"Quantile",4e-04,0,0,3,3,82
"23",99,"Quantile",5e-04,0,1,5,6,99
"24",119,"Quantile",6e-04,0,0,3,3,119
"25",133,"Quantile",7e-04,0,0,2,2,133
"26",141,"Quantile",8e-04,0,0,4,4,141
"27",165,"Quantile",9e-04,0,0,3,3,165
"28",176,"Quantile",0.001,0,0,5,5,176
"29",285,"Quantile",0.002,9,2,13,24,285
"30",336,"Quantile",0.003,10,5,12,27,336
"31",381,"Quantile",0.004,12,8,7,27,381
"32",411,"Quantile",0.005,18,6,9,33,411
"33",443,"Quantile",0.006,18,9,14,41,443
"34",488,"Quantile",0.007,17,8,14,39,488
"35",510,"Quantile",0.008,17,6,15,38,510
"36",538,"Quantile",0.009,14,8,13,35,538
"37",557,"Quantile",0.01,14,9,12,35,557
"38",710,"Quantile",0.02,1,3,4,8,710
"39",826,"Quantile",0.03,0,4,9,13,826
"40",952,"Quantile",0.04,14,3,4,21,952
"41",1031,"Quantile",0.05,10,0,6,16,1031
"42",1110,"Quantile",0.06,2,0,2,4,1110
"43",1161,"Quantile",0.07,0,0,3,3,1161
"44",1201,"Quantile",0.08,0,0,2,2,1201
"45",1249,"Quantile",0.09,0,0,3,3,1249
"46",1291,"Quantile",0.1,0,0,2,2,1291
