"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1","0",1,1,1,1,1,1,1,2,2,2,2,2,2
"906","sp|Q9BR76|COR1B_HUMAN",20.1417568972079,19.8161289009185,19.4444445973803,19.5987026868498,19.7081510933184,19.8830981447211,18.8394254047498,19.3834834471954,19.3507587991529,19.5459915987257,19.539376832443,19.623100187361,19.6073749784913
"907","sp|Q9Y2D5|AKAP2_HUMAN",19.2969928557798,19.5527608848322,20.0250876055408,19.808263441577,20.5098400434143,20.446533297103,18.9705458453003,17.0245285572885,17.3544709849143,18.1658653790377,17.8307189018903,17.4687854182917,17.5612019760124
"908","sp|P78344|IF4G2_HUMAN",18.3826641523233,18.201819691628,18.1494402799997,17.9823734161666,18.6529830733503,18.7938054165564,17.880356779828,19.0765723598195,19.1853333047875,18.7300648285782,18.5698746698317,18.699163668183,18.907556578881
"909","sp|P62879|GBB2_HUMAN",21.3181612130184,21.174748810887,21.6383958611286,21.3885654590375,21.8427762862695,21.4759220664836,21.0362406559805,20.538245071934,20.7292955081224,21.188219636879,20.8555591624223,21.4826434733614,21.4669397060043
"910","sp|A0AVT1|UBA6_HUMAN",17.9465549453018,18.1419057684776,18.0921178435139,17.9477402933802,18.6366248861402,18.3812250239242,18.5106786530551,18.9103332883428,18.5236849839183,18.8749781843309,18.6765786515271,18.1793052551056,18.0450814437235
"911","sp|P02763|A1AG1_HUMAN",24.0871859985771,23.8537886609616,24.8596398438905,25.3227400429476,23.7311394268255,23.7743339129257,24.5683300706698,22.6726407477726,22.8136683936427,21.7667139655957,21.8531231881408,23.6061504931838,23.618276046347
"912","sp|P63000|RAC1_HUMAN",22.0647580194361,22.1281885800034,22.1537675262654,22.4250699612779,21.9468765224855,22.1738344674414,22.2897571295342,23.2733317300586,23.269339617211,22.399284981446,22.3108001652008,22.5004125312204,22.6765661884264
"913","sp|P61604|CH10_HUMAN",21.9447289560174,21.9687024256789,21.6037626242225,22.0933720939124,21.882553537383,21.6276352280463,21.5175553042591,21.9693589359882,21.9720657149106,21.6429642339575,21.5395201996083,22.3115979214477,22.5312686626801
"914","sp|Q14194|DPYL1_HUMAN",14.2920887510952,14.8047232981384,15.7026591252838,16.4422111674986,16.1674634330274,16.2816059819583,14.1274467679351,14.0507630765503,13.1630399162551,14.5150313095652,14.9955641823734,15.5860493635911,15.7946870053347
"915","sp|P07602|SAP_HUMAN",24.1537201223563,22.7587367394299,21.9210959402113,21.5646639179413,22.4765072257856,22.1107501591349,20.3354357745205,22.3616349351952,22.3621572147568,21.9047437918425,21.5744638343795,21.4880080468662,21.6543687825904
"916","sp|B9A064|IGLL5_HUMAN",23.5576580196775,23.7339736528961,26.4733063561263,26.7665961625322,25.090192953632,25.0818706109758,22.8971717425889,25.0042522348481,25.074428554698,23.6220391386456,23.6849961791598,26.2272531098805,26.0486693219613
"917","sp|P04179|SODM_HUMAN",21.2664015498702,21.13578202556,20.3651996940261,20.3919093841389,20.2485911144147,20.356052187876,21.2216506370963,20.7776830700243,20.6602345849351,19.7125333775902,19.5063709848463,20.2175349584652,20.4215268010567
"918","sp|Q13938|CAYP1_HUMAN",19.7624859648543,20.0159406577041,18.8055491493197,18.9257291510798,18.400613554339,18.6497274843194,19.5822013572318,17.6133416449963,17.3463583217449,17.6571592421861,17.8772265235263,21.0086217751452,20.8877593935327
"919","sp|P62873|GBB1_HUMAN",21.4276627667419,21.2978037602926,21.6889711647142,21.6293536627319,21.7842656708622,21.7901479784245,21.3112399516369,20.9479518374572,21.1492659218086,21.6081838445026,21.3268922470188,21.4840785558534,21.487503644628
"920","sp|Q14141|SEPT6_HUMAN",14.4476138441718,15.608290883376,15.673610921172,15.7678077551111,16.21500222048,15.9245062259006,13.5957266768493,14.1513922684392,14.7777198225367,15.8000186554138,15.9780026938754,15.5729747787746,15.6099733705272
"921","sp|Q9UKM9|RALY_HUMAN",20.2323330339351,20.1079815153466,20.1619556759804,20.2260749795911,20.4915452213862,20.2992321398315,20.2944796584762,20.3949136091718,20.235647625597,20.7923443333604,20.6179891515405,20.6513103521501,20.5005164139896
"922","sp|P80188|NGAL_HUMAN",19.7631977128085,19.8307587656401,20.9724298774318,21.0765113452837,19.0821627083935,19.1111294570161,22.1590787636356,22.6293444852145,22.5552713041574,19.0253035817692,18.7157599105167,20.4428723012774,20.2316194704838
"923","sp|Q96CW1|AP2M1_HUMAN",18.5571048205702,18.8006895614169,19.189710587368,19.0232687891732,18.3309011827264,19.010840047336,19.658817929382,18.1878074282677,18.037560982414,18.8743746605015,18.9504273535688,17.8075697511807,18.1625470974712
"924","sp|Q9Y696|CLIC4_HUMAN",19.03458070099,18.6788179862195,19.0906973864961,19.3313896800472,20.1295306481973,19.9274362348107,19.9392333283398,19.7529918375306,19.7527447101295,19.759965952264,19.8003867143264,18.9032604399197,19.3097732943544
"925","sp|Q9NZU5|LMCD1_HUMAN",18.0780512524693,17.895807473957,18.9877497212214,18.9360654794013,18.5886039872079,18.6228167659509,17.883296465597,17.1792085593029,17.3287405234149,17.3491284862185,17.3633687820373,16.1819671994361,16.2612372881058
"926","sp|Q9HC38|GLOD4_HUMAN",21.064522584134,21.3547694197448,20.8152829323889,20.7255124877592,21.1619448557104,21.3983878655649,21.7064515019255,20.8045865000341,20.9537081930806,20.9011254812718,20.8144693166544,20.231418959031,20.2788775201394
"927","sp|P55795|HNRH2_HUMAN;sp|Q9NQA5|TRPV5_HUMAN",18.5241837534708,18.9924663196846,19.3138823809802,19.0917360211328,19.0080988098925,18.8161387207082,19.8657243504732,19.6514027797597,19.5884850623607,19.1349861774687,19.2411524331587,19.1515833772603,19.0301173163203
"928","sp|P16070|CD44_HUMAN",20.3570705139176,20.6143502177933,20.4160360075758,21.0889317801944,20.3191006379715,20.5696399161605,20.643759741268,20.1964649561474,20.0041545337989,19.6853515360436,19.5049388116107,20.4425057556086,20.7923663022449
"929","sp|P09496|CLCA_HUMAN",18.9988589701161,18.7065553434039,18.4674911999715,18.9682197132705,18.6293027712084,18.9577972924805,18.965735586414,18.9090342103178,18.5863674753034,18.5610860466636,18.2966113639336,18.9766934914309,18.9617241009933
"930","sp|P13693|TCTP_HUMAN",20.3663751333926,20.4850146662797,20.8862083369252,20.2749604163943,20.6022588561107,20.4192439095802,20.378397572916,21.3335258052048,21.5361163891783,21.2894183351339,21.1112779461367,21.1084247007918,21.0742785727129
"931","sp|P18621|RL17_HUMAN",18.7199261154549,18.7654811272657,19.1771542269689,19.1534353855538,19.4174217165815,19.2581702701764,19.1206790129073,19.6171707272807,19.6085528058593,19.1270311372519,19.0478002369326,19.703884900774,19.5369514458016
"932","sp|P62136|PP1A_HUMAN",15.706162025037,14.977580663081,11.04436801393,15.8889481263207,15.855874705386,15.8276426547166,15.0989896378169,13.4831083207126,15.0679835026266,14.9610900644789,15.4218559349048,12.5334959204976,12.616129187199
"933","sp|P27338|AOFB_HUMAN",19.1892501934137,19.2153933595647,20.1351501094653,19.2515848218474,19.1647328844731,19.1950737368608,20.1621306254706,17.1654426517905,17.3611415408065,18.5609134099063,18.8893216004122,18.0325619551313,17.8937103876666
"934","sp|P21397|AOFA_HUMAN",18.0316284014268,17.8613523976975,18.4895410548522,18.7890359096037,18.2221585461895,18.3730238292776,18.6397760940567,16.1487000280732,16.4573966221723,16.7871090917903,16.7259491534209,16.7598031288943,16.3761165488213
"935","sp|Q15366|PCBP2_HUMAN",19.7799261327466,19.6921626924227,19.8988825418392,19.7061560260432,20.6604723078517,20.6962474572666,19.5744527061409,19.6441810519409,19.6312161224739,20.5987827344102,20.4689256936523,20.0281413278937,19.8875754590685
"936","sp|O15355|PPM1G_HUMAN",18.9316300051428,18.8981952771414,19.5220912473718,19.3854568051737,18.7204206075209,18.667920517786,20.1810464037948,18.9869326616929,18.9371855834483,19.0856080303685,19.0578836272078,18.4956720550135,18.5752858522707
"937","sp|SODC_HUMAN|",22.8389508839473,22.7640465618786,22.6048462504481,22.6808305495483,22.5683020280088,22.4445014349436,23.6872219411527,21.9693749239241,21.8961630113387,20.9464115152721,21.1458397461138,21.6326100821674,21.5995358916343
