"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1","0",1,1,1,1,1,1,1,2,2,2,2,2,2
"1245","sp|P01591|IGJ_HUMAN",20.086617503508,20.0282713096741,20.2445844177702,20.1773903564751,19.9207550568286,20.1524411878198,20.9963663882184,19.8789794523551,19.790299377672,20.5049073830679,20.4868873539447,20.4765084054205,20.4502364600068
"1246","sp|Q9BWD1|THIC_HUMAN",17.3923207804589,17.7886626937448,16.4502552149218,15.5642614237738,16.2581616552984,16.455335379919,18.5584925955386,17.9956775611001,18.4990611069636,14.7311620826229,14.7546303195808,19.2579108243663,19.3874982572411
"1247","sp|P23193|TCEA1_HUMAN",18.8891402038948,18.6775949641432,18.6106785416377,18.4422451461613,19.3092642195794,19.4915000282447,18.5468175862818,19.6806069380495,19.7157536541763,19.2794650039443,19.2912940102386,20.0423466505898,20.1143547948119
"1248","sp|P39656|OST48_HUMAN",21.0462913161555,21.2887737004594,20.682195480417,20.903000520116,20.9372248159645,20.9974736308128,21.4406034688515,21.7434869606621,21.8212461478408,22.2600949431583,22.5136533678811,21.6949116430045,21.45976807557
"1249","sp|Q9NQG5|RPR1B_HUMAN",19.247353443355,19.2596711560371,19.2606385015887,19.1903873668026,19.7344812127624,19.34273139504,18.8870174001557,19.6696631964227,19.6993333058564,19.7418274802442,19.9821740982463,19.5729260963926,19.4664103663927
"1250","sp|P15144|AMPN_HUMAN",17.1523451824124,17.1573428463384,17.8980113161767,17.9175377605389,18.0902008375774,17.6634803812314,18.1356797442212,17.4514562669854,17.3560180516224,17.4594082645946,17.4958224244392,17.950643585041,17.8136925559464
"1251","sp|O43252|PAPS1_HUMAN",17.7347729277376,18.2652556412176,18.0637777806804,18.462529361456,18.5754539816684,18.2221697121791,18.5969262163405,18.0289737112094,17.9568157768997,17.6889824274951,17.7230457061181,17.7988974091446,17.5688061016486
"1252","sp|Q92878|RAD50_HUMAN",17.2935930102127,17.1953918408688,16.5605078679528,16.3120187435703,17.1580084046174,16.853397902657,16.4537154712047,17.1230621918077,17.3032775260697,17.5198691229521,17.285220261811,16.7925763951867,16.7142148198534
"1253","sp|Q96MM6|HS12B_HUMAN;sp|O43301|HS12A_HUMAN",18.3301053187485,18.489325721504,19.6846656566005,19.9833979185202,19.795998367958,19.6113477555507,18.7079231918897,15.1654814607843,15.1705200066679,16.7946671720971,16.5509443777396,15.7530862413062,15.5208799703656
