"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1","0",1,1,1,1,1,1,1,2,2,2,2,2,2
"228","sp|P55084|ECHB_HUMAN",1281668.19925427,1717663.03073615,2586084.88598888,2047166.85451589,3008610.90718232,3072479.59222532,533884.521393813,4592801.33734128,4786927.55516052,5337637.65660355,5305565.65956249,4363948.09039127,4629270.60609652
"229","sp|Q92597|NDRG1_HUMAN",480323.545595767,549742.853753356,1509514.72788757,1218238.81318519,1343490.06608699,1494818.62858967,634489.847867188,19443809.7831547,22328665.7861003,2754810.96053169,2882971.93391498,6834051.79350188,6716758.31641126
"230","sp|O75874|IDHC_HUMAN",1483388.16529407,1858945.16288861,1246651.881663,1226786.26389782,1506016.78989817,1403246.73301444,274552.579096714,6597375.9681724,7084945.89480919,4289691.41523891,5475436.96321279,8515579.4597366,8447182.78548639
"231","sp|P49189|AL9A1_HUMAN",1040613.54912636,989923.482287507,1950019.69167987,2044771.01683975,1801018.03961306,1766371.08452723,746354.930111865,2937001.71573725,2977925.25766473,2532738.76205241,2840256.88993415,4057656.82988742,3770159.69967905
"232","sp|Q16531|DDB1_HUMAN",465216.317591932,518620.29104782,808505.24813057,708566.650870336,1111847.81743101,1106123.22143844,348634.222847753,3621750.04711031,3758370.4620789,2489455.59170824,2442754.10405904,2406469.26532391,2408532.71552454
"233","sp|Q99832|TCPH_HUMAN",1054750.32292636,1307333.44784339,2004603.81224196,1849774.07061899,1962841.37101287,2003682.81720474,768070.319046837,4610595.49572345,4971145.84108229,4194052.67934008,3949142.3305533,3943415.96883343,4167012.72546353
"234","sp|O60763|USO1_HUMAN",2008086.13161384,2109783.68812793,2362387.72193512,1872062.59218808,2448937.90010512,2419253.42303987,925828.292193395,3311691.77105209,3156125.79138854,4934720.1392932,4723848.31245405,5439620.06080255,5451224.67379389
"235","sp|Q93052|LPP_HUMAN",723144.043210918,1012595.98486336,2451789.18099026,2286535.45057853,4190085.60326036,4693283.32405736,426106.667533587,3299547.49306819,3903607.03609432,6394617.33188532,6773063.94658791,1993884.18916313,1453192.94269171
"236","sp|P46821|MAP1B_HUMAN",114512.787546315,151568.227392403,327042.817256169,311491.57985306,386179.827332559,316593.988115621,97337.1307171525,404787.366124754,666525.23526145,540594.2020416,594610.633793669,3862786.04286949,3897450.28568315
"237","sp|P13797|PLST_HUMAN",1017063.12397857,1052742.74506184,2710641.42677436,2396949.14872308,3615388.44579737,4053815.12573683,434739.630941252,4095372.48893475,4236993.81746567,9037812.0711051,9518032.70809738,2758825.83213201,2652234.92781842
"238","sp|P61981|1433G_HUMAN",754620.27839439,726677.157565003,1274688.90090914,1275120.32964361,1588323.37196526,1760816.03847023,526664.332844804,3980364.13795978,3521969.23758643,4199695.95410106,4268226.8035215,4350687.33683094,4411978.33929276
"239","sp|TRY1_BOVIN|",950447390.711527,1106045061.02773,1285063952.2943,974157176.430463,1021670312.27315,961006659.253637,762482371.409189,1293167666.53045,1299404300.60778,1587560196.60697,1629782968.44041,1623262700.45936,2045505183.49769
"240","sp|P11413|G6PD_HUMAN",1501040.98866004,1854733.78695005,1504352.73402755,1302815.04447655,2088297.56551235,1803168.00202364,699947.752367899,6830729.62755945,7335935.16234136,3758581.28842819,3550837.37871033,10632506.4664312,11570926.2285735
"241","sp|P11678|PERE_HUMAN",466969.186928939,439007.406250691,450691.05255056,423378.437405335,787035.552946876,752429.649324127,1281195.72006048,5296192.09107517,5299667.62949313,1642676.79591577,1696719.90070629,17596713.3075006,18558556.9628599
"242","sp|P50995|ANX11_HUMAN;sp|P27216|ANX13_HUMAN",2711653.49188395,3142660.09422161,5357594.11629475,4534845.95178707,5216297.35775633,5368860.39880887,1312619.63111015,7874020.57680627,7045386.18833235,7809637.27900328,7735879.27862542,9483224.63150872,8921681.96886116
"243","sp|P40926|MDHM_HUMAN",8564470.99322475,9515694.93845082,12623194.5756342,10903223.6274121,17079911.4386134,16186446.909039,5476986.04815051,27622555.1681325,28841193.3070462,40407141.3129157,39821872.2920482,39012868.2631409,39013608.7978368
"244","sp|CAH1_HUMAN|",166589405.295042,198346628.262514,160348687.852651,154886915.080994,64778688.5049849,60062916.2033523,238946940.335978,37498776.0103698,38920104.9466054,27767940.7126672,24670135.5175128,45151256.6262225,44025773.8170034
"245","sp|P16615|AT2A2_HUMAN;sp|O14983|AT2A1_HUMAN",1231874.75134531,1839088.97729054,2465616.71362027,2290413.25950508,2967960.97415709,3095277.22234774,959557.492981739,10130067.379017,10495186.7296979,8978398.51549112,8088494.21484551,10195188.359891,10467301.3585806
"246","sp|A6NMZ7|CO6A6_HUMAN",415254.649007058,478887.500282554,2391264.388321,2088374.8881676,2363328.27249886,2381737.80388635,767690.030427137,264232.9205994,234953.358443649,1671437.99510171,1589311.2088259,770814.292451616,693843.142812012
"247","sp|P13010|XRCC5_HUMAN",632888.644052782,705583.162336604,1247822.07909355,996444.322053493,1629143.54275901,1440367.36316077,326284.975820219,6898446.34007204,6583832.0047648,5176469.61977607,5720009.63340569,5848957.20109717,5737253.28400039
"248","sp|P48735|IDHP_HUMAN",1006945.3389036,1063197.18493255,1537838.5563495,1092509.39043798,3425360.63276557,2735849.74638131,571285.916967641,5904881.84641817,6350161.10626563,10113482.1979082,9740704.27705917,10739415.9092416,10185857.2118058
"249","sp|P63010|AP2B1_HUMAN",281405.532042782,324484.619909713,567646.285964264,539507.975575481,723767.085104142,747642.484745429,269484.643093968,1090565.78733166,1028651.78616213,1612813.31193765,1845843.17282737,922990.809090136,871548.131438708
"250","sp|O95782|AP2A1_HUMAN",514975.792646698,493207.373434872,957278.395139651,720443.964114951,1395196.29131816,1405258.38158225,178449.559228083,2393051.50310869,2140365.19774607,3362348.96221035,3683779.9972976,2116005.27311845,2365881.65259084
"251","sp|P27348|1433T_HUMAN",1261405.38834212,1248515.69729898,1915342.53546842,1496021.55909854,1919001.32294828,2300564.43403886,740364.749934043,4782234.47045241,4398229.2929769,4758017.48123644,4894182.58130656,6473439.27986118,6112344.33321186
"252","sp|P06737|PYGL_HUMAN;sp|P11217|PYGM_HUMAN;Int_MassPrep_sp|P00489|PYGM_RABIT",4422895.45106272,5298099.10543542,8499113.42069495,8223920.49105432,9456466.55821016,9115486.09429357,3345699.65309132,18209282.1778751,17056619.6977155,13046477.8987342,14411338.7614315,12409398.6446925,14494639.3797519
"253","sp|P36578|RL4_HUMAN",516998.486060126,615027.150072039,1307280.6041637,987029.952259974,1627942.56253745,1632868.7591607,454920.0009979,4774038.49569154,4533353.29023729,4963698.81775682,4892983.67488138,5444660.52065397,5431008.99076848
"254","sp|P49588|SYAC_HUMAN",607225.422922254,681755.001472862,790280.989051277,716314.517142825,1212017.79251086,1212572.86220369,365162.590316686,3288073.21636306,3334394.88031873,4320229.82659249,4695068.54029069,3168581.69508635,3282925.76185245
"255","sp|P31947|1433S_HUMAN",906498.823476509,910720.257240641,1173767.740792,890636.579558222,1493167.47150147,1629788.1108103,380417.861857798,19135177.8818348,16281318.8023648,3756077.45512916,3616184.52723308,14459314.8108145,9301264.94881023
"256","sp|P69905|HBA_HUMAN",161889390.72559,301536307.14052,123957496.283255,106994250.549371,225996389.157262,159828438.032649,88061344.3035964,197387.109443852,164392.75567604,197333.626728569,218458.191093788,4586400.20865473,5189951.5733284
"257","sp|P62805|H4_HUMAN",19844505.959911,24716090.7492229,32069737.5705303,27716605.8565989,85503702.9945219,77979989.511471,9665269.49673619,70522389.4516009,67141057.537371,185374942.136978,192116252.179686,74206294.8781421,72473196.8987594
"258","sp|PPIA_HUMAN|;sp|F5H284|PAL4D_HUMAN",30967873.7742822,30895113.4365287,93366150.8702317,76016867.5331721,114560381.600456,94064634.867623,19813802.4683092,189808619.311749,167464993.395752,147648843.375631,147243800.962793,125632348.497737,154428868.158104
"259","sp|P12110|CO6A2_HUMAN",3707627.42593313,4485713.93402744,15011366.5223759,15386792.2218619,14996995.4095142,16695454.6734742,7571127.77244335,7026640.8671213,6467870.73518555,28725455.9096557,27972437.1222192,17460304.6772099,16797526.0101797
"260","sp|P01859|IGHG2_HUMAN",12011148.3441567,14458913.0882954,50720223.2498457,46567973.8105357,15934307.6226088,20156707.4716335,4928980.84219344,20986969.2897543,20623003.8163287,60323457.4102771,57887404.6001481,21006929.0647682,21132371.4321616
"261","sp|P51884|LUM_HUMAN",10862255.893846,13408479.2314534,48900663.6713759,36072347.3280736,75922289.2606656,64134978.3188338,24646437.2166773,32252033.6879312,32562637.6047296,107816211.180908,104896639.208322,34102157.5726756,40639175.83108
"262","sp|P32119|PRDX2_HUMAN",66844651.6544371,78473588.1287828,82448793.3994129,72857989.6598097,44886840.4270876,45301691.0347318,73026480.6420068,36264248.4050902,33958179.2163609,25086898.1610994,24864388.5530837,51016827.7287227,49850722.3527915
"263","sp|P07195|LDHB_HUMAN;sp|Q6ZMR3|LDH6A_HUMAN;sp|P07864|LDHC_HUMAN;sp|Q9BYZ2|LDH6B_HUMAN",5200012.92259557,5433075.8483255,8076684.8226343,6119313.48373703,7412001.37979724,6863385.39099939,3715980.13806116,18209282.1778751,17676860.4139961,16996675.7438167,18814611.7108119,19915660.0224426,19506804.3989184
"264","sp|ANXA5_HUMAN|",5102411.14738682,4046695.50532713,9577702.69970873,9994455.0833582,14684558.0051493,10689163.053139,2763009.77539062,14169750.0298478,14504753.4739516,27959443.7520649,29137955.335645,13246516.0418635,13817319.7825672
"265","sp|P22626|ROA2_HUMAN",3182664.86759316,3756423.74994898,4849160.22391763,4463398.10355181,8353778.68895201,8373437.96535859,1573271.18736433,18363598.128535,19072402.0256273,18161868.0664664,18599678.2659129,20052068.6527333,20590515.7544139
"266","sp|Q15661|TRYB1_HUMAN;sp|Q9BZJ3|TRYD_HUMAN",4875296.87677233,4300962.41249022,48559496.2504128,58082593.1553728,35722009.8990512,41840438.2365726,13477681.3537821,4427550.28373517,4743284.92499534,22980364.7277246,22339099.0906612,10496989.3811227,10978468.6702026
"267","sp|P07910|HNRPC_HUMAN;sp|P0DMR1|HNRC4_HUMAN;sp|B2RXH8|HNRC2_HUMAN;sp|O60812|HNRC1_HUMAN",7050021.85417891,8650631.76222802,12736917.0492886,11412720.0585996,15517724.416789,16899057.7792483,4625341.98929491,31634769.8852914,32872757.9628699,33896037.9733938,39239113.1853353,32874479.9000593,31969484.9871163
"268","sp|P01876|IGHA1_HUMAN",6371130.86081353,8032729.49349745,21948437.415292,18851367.9539368,14788703.8066043,14455820.5099594,11920499.0459746,17746334.3258952,17056619.6977155,65111033.3952197,95766746.5364866,53881408.9648275,56488454.4052012
"269","sp|P27797|CALR_HUMAN",2789426.35578113,3387884.99156126,6733442.63174103,5020101.28154848,8107868.54360606,7991465.53886812,1577467.18960452,22067180.944374,21553364.8907496,30257480.2248374,30497726.5846418,22371015.3676752,23841649.8209003
"270","sp|Q16658|FSCN1_HUMAN",667468.602790739,630315.34509914,1647350.06193705,1667697.53508708,1719433.39311727,1768092.61597558,435444.416969664,10338232.792667,9847952.49859685,5703615.59728567,6024706.25023644,7290059.98990529,6396368.04354472
