"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1","0",1,1,1,1,1,1,1,2,2,2,2,2,2
"2149","sp|Q9UI30|TR112_HUMAN",123262.410025708,134140.715126834,227327.190189151,124763.808297442,353163.082319068,223923.13897429,21899.5044577991,850282.878040553,738929.879269017,883066.58167646,1266789.85458442,608384.277367547,708996.615298791
"2150","sp|Q8N3V7|SYNPO_HUMAN",212779.54107864,197322.665462445,604856.257736701,538291.76000727,1066263.00017424,1056783.11980955,51992.0488833766,160656.377654037,225503.013786806,727960.591179385,1016685.07181106,243767.3278317,208783.861876092
"2151","sp|Q8WU79|SMAP2_HUMAN",79241.8574197675,74096.355542938,318033.809208628,277856.106062691,220154.385205338,198627.060019373,51280.5319398088,272069.435488384,287662.421629034,378958.782130145,345759.890536289,762344.991744952,729345.05282979
"2152","sp|P05089|ARGI1_HUMAN",38968.1951619365,50420.1174325883,17344.5921367907,24697.4259843196,11863.3070548685,10333.8847040816,31256.3517200278,131619.597968296,98148.3128770905,15429.0325986788,12724.1918575862,12445.9422562069,17495.0442259999
"2153","sp|Q14011|CIRBP_HUMAN",57240.9099929376,59671.5338838299,147626.798091031,137842.696118923,103037.587189769,88131.7859314069,20857.2493806146,99124.5802825414,105996.421897565,227353.613310079,168368.457911524,254339.508075184,184198.338898924
"2154","sp|Q13428|TCOF_HUMAN",15975.617579067,26166.1880261104,13706.4151932898,19933.5961302944,115003.715176108,96870.4491381234,3250.27258517479,76429.7590223733,69115.2211705098,201483.506018451,256339.652136492,108829.471134348,105121.810495333
"2155","sp|Q96J01|THOC3_HUMAN",20986.2150385096,24807.6409845278,35964.598271257,27639.2152949779,30639.8027560015,36264.5476193602,17026.2885343754,314495.201758152,267020.678790065,104309.79206156,92614.6880384628,179043.970777737,129046.333809733
"2156","sp|P31937|3HIDH_HUMAN",63383.7843328514,69173.5930476997,49105.7244422393,59996.8181923453,158301.62685564,135117.875188431,7681.1057543125,127826.095047396,155238.86049665,349724.590736208,354401.405241045,119676.758966598,131800.887586306
"2157","sp|Q13123|RED_HUMAN",21619.3400316729,28693.5088008434,25641.3974197642,25384.5070807097,61029.7810633727,54082.8939850921,7333.18985402527,97577.751034614,98429.243265063,151620.708066094,153069.491807877,68260.5584015452,77079.3583721154
"2158","sp|P25815|S100P_HUMAN",57566.4386420354,51104.4989104533,80665.8401185714,70955.0316472963,22254.7838498655,32426.2429116883,23289.842064517,1201920.26328187,1293710.12427006,143541.030026389,126059.146244483,459503.22790959,313327.08250916
"2159","sp|P46734|MP2K3_HUMAN;sp|P52564|MP2K6_HUMAN",26452.9067214535,40503.7935338279,60899.465426184,42262.0916481057,61634.4018465854,52683.2888951915,21356.2943880296,177440.918990898,123737.838965588,168897.76295986,147703.437503258,150757.5160405,147928.498010107
"2160","sp|Q9NZN5|ARHGC_HUMAN",23871.8394354704,27194.0600713889,99126.24863389,87625.3717548143,127084.76020176,132791.256077242,23445.5846141897,190383.118923825,203221.496218994,191978.884809479,219647.409537325,139566.112502844,178912.292656512
"2161","sp|P53990|IST1_HUMAN",22911.1923603633,30842.4861750839,45401.4727514019,46704.5066669393,48430.3426875064,64270.725854035,10754.1382463888,162145.071500167,198078.570292323,184995.394775427,158423.484902667,92004.6901324806,67056.4446090601
"2162","sp|Q5VZK9|LR16A_HUMAN",18505.5795072967,24225.5614268142,63860.1003614109,48866.28971226,73947.4623575747,81065.7419372249,17347.3979332141,136214.649911188,116367.450462608,92575.91928412,103082.114979025,90024.6425159007,112151.44921688
"2163","sp|Q14376|GALE_HUMAN",126734.114797555,163198.439567445,207829.271133499,130363.76549965,243270.328910547,257920.638982209,59556.3139278665,493873.283290141,404633.400452834,447187.133598682,367737.473849582,260540.01297265,335828.989290128
"2164","sp|P15586|GNS_HUMAN",37851.7189262231,41000.8210501618,43841.5290708129,15768.0323521819,69052.3286725756,41613.1437308884,2398.31611473933,177401.494351823,156910.659959336,133537.763609131,69096.529666071,41631.838012397,72633.0328228082
"2165","sp|P01700|LV102_HUMAN",32053.6338690016,29373.6338342142,184576.653018092,153724.987580317,101186.128622388,82484.3391451924,49607.5677793,21612.1841754571,28689.942243299,176480.392543622,307497.469764369,46941.8340330558,38096.0545463556
"2166","sp|P30533|AMRP_HUMAN",6130.24203764411,5517.88855761942,9137.27344779049,19348.694971156,12728.1040669388,8039.94263921073,4145.69690032567,59420.1963112517,47052.3412152584,33362.6160238065,26200.3809189155,30216.853909263,19005.2871400078
"2167","sp|P18428|LBP_HUMAN",256667.452380076,366505.150571794,1723748.96302837,1926241.44814353,567899.347815567,510064.529198143,494191.847715105,359648.047069465,226898.295827697,1293337.55238301,1190971.49773324,1169021.76761825,1204720.12585898
"2168","sp|Q8IXM6|NRM_HUMAN",25561.7641354683,35844.439111589,84979.2967891779,97611.6900140706,191162.12733879,179728.841668809,34793.2366201438,177750.616135225,196685.145562256,421394.037913827,338396.11868568,91954.9415776329,102159.533608324
"2169","sp|Q14839|CHD4_HUMAN;sp|Q8TDI0|CHD5_HUMAN",18649.0937941729,22071.1357240353,45641.2326144047,51853.8876840076,111589.569395448,165493.669814837,25359.2821843827,184881.563159439,92563.4543842786,277749.60677883,172193.410983848,353265.684222868,364922.729967394
"2170","sp|Q07021|C1QBP_HUMAN",71382.6388094029,73765.4458920684,60743.4665774597,74791.5312247879,194884.574060872,164033.443101451,16191.7866530572,416923.105035527,571051.335568819,163410.572521343,211980.358386654,296808.313131068,368923.300422392
"2171","sp|P30038|AL4A1_HUMAN",59592.7157121277,59083.0391226449,98325.4999933373,108311.886986671,171600.741699844,178669.930114708,10074.5517609797,111134.759140459,118305.885098273,362945.790521526,339655.807662702,163405.884880524,177812.128530682
"2172","sp|P61601|NCALD_HUMAN;sp|P84074|HPCA_HUMAN",85475.8151698061,101257.507010736,374806.396524534,308312.145938584,579064.812628367,587125.152957553,41766.7929595817,262479.9745762,232543.216989414,195420.727188912,221759.812424364,149544.651935907,154587.147588172
"2173","sp|Q96T51|RUFY1_HUMAN",68428.1948198879,84712.5231143864,161852.40736971,130575.065082384,192242.91945207,197981.566505776,17419.0880883259,375758.962863131,408430.762834431,268802.685125762,303690.772864283,283591.11743815,298072.859951475
