"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1","0",1,1,1,1,1,1,1,2,2,2,2,2,2
"228","sp|P55084|ECHB_HUMAN",1127014.00002049,1510398.93482853,2274031.511,1800142.7411242,2645572.86744079,2701734.75259035,469462.634990206,4038604.85070015,4209306.57005356,4693564.50408058,4665362.51725206,3837366.4854096,4070673.50659843
"229","sp|Q92597|NDRG1_HUMAN",422364.665629432,483407.400567273,1327367.124,1071238.40524943,1181376.04900353,1314444.34908519,557928.285833456,17097596.5948915,19634347.6083399,2422398.02917443,2535094.28811513,6009411.83734066,5906271.73378724
"230","sp|O75874|IDHC_HUMAN",1304393.15785773,1634633.07045054,1096222.973,1078754.46644469,1324291.26935403,1233922.09817677,241423.326695445,5801294.81550309,6230031.4679599,3772070.09080421,4814736.07393937,7488035.72952348,7427892.2310114
"231","sp|P49189|AL9A1_HUMAN",915046.530107237,870473.047654756,1714717.97,1798036.00039024,1583695.80060921,1553229.56647582,656295.019030509,2582604.4943972,2618589.94266652,2227122.46811494,2497533.51177232,3568034.26754493,3315228.36122763
"232","sp|Q16531|DDB1_HUMAN",409080.371401229,456040.283316441,710945.8862,623066.512801934,977685.220610183,972651.390612809,306565.810296528,3184726.75692749,3304861.68767463,2189062.11913263,2147995.92865287,2116089.44828083,2117903.90951643
"233","sp|Q99832|TCPH_HUMAN",927477.471279832,1149582.31722674,1762715.625,1626568.62023686,1725992.50432992,1761905.76305484,675390.091655267,4054251.85327612,4371295.91129993,3687971.73027303,3472613.81471172,3467578.43205089,3664194.58842265
"234","sp|O60763|USO1_HUMAN",1765777.74566971,1855203.831162,2077327.063,1646167.66768357,2153433.54871808,2127330.98858957,814111.988987569,2912082.07545444,2775287.67179386,4339265.56530182,4153838.86813021,4783241.06573272,4793445.39265109
"235","sp|Q93052|LPP_HUMAN",635884.904692431,890409.742528945,2155940.776,2010627.60693019,3684483.34670886,4126962.04474208,374689.939324268,2901403.20293816,3432573.09716862,5623002.31994647,5955783.17015274,1753289.49950838,1277841.48198219
"236","sp|P46821|MAP1B_HUMAN",100694.949614229,133279.045488463,287579.7604,273905.033757688,339580.924440913,278391.753135662,85591.8162780998,355943.159797092,586098.080566929,475362.683091674,522861.150207542,3396677.82342625,3427159.25924078
