"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1","0",1,1,1,1,1,1,1,2,2,2,2,2,2
"1245","sp|P01591|IGJ_HUMAN",1231408.1211872,1182825.43370858,1402576.15126701,1328224.34900287,1051564.21397737,1212776.96485298,2336539.51071064,990941.514780612,918556.707729489,1495540.37414321,1505677.35208919,1388023.4757305,1384701.52751109
"1246","sp|Q9BWD1|THIC_HUMAN",175633.161828168,234520.032669376,89529.0294726584,46678.5948025118,78948.5871636779,88386.0973939825,379112.420926788,301879.08091273,406337.612134704,32457.1602901046,33197.0402077205,638152.879337656,702794.443887575
"1247","sp|P23193|TCEA1_HUMAN",518190.098203572,445766.730343682,428898.214417037,376979.535598061,682488.826689603,759356.197611022,375824.965760842,874327.042423435,876306.870598885,663335.126477764,679521.65196316,1052355.1054434,1117557.14951791
"1248","sp|P39656|OST48_HUMAN",2464129.23603024,2940620.77818968,1926393.3563048,2249048.23889743,2157311.71204156,2206739.8773051,3254572.25638528,3214485.47371157,3313183.28535786,4791698.06176823,5800573.40862038,3018666.04221064,2637171.17553338
"1249","sp|Q9NQG5|RPR1B_HUMAN",671335.569834539,678813.642767274,687145.344384461,648855.034381876,921819.52002053,683404.101471677,484396.679114645,868308.83531006,867264.769430058,901457.712849627,1076140.26852087,780123.615259853,739091.257027698
"1250","sp|P15144|AMPN_HUMAN",147663.518938881,148622.801208026,255806.296198603,257584.16034854,288282.339179884,208000.323288379,276559.190417034,214122.052244609,197388.446444008,198313.408245385,205735.290518477,277266.206569072,257432.24200376
"1251","sp|O43252|PAPS1_HUMAN",224962.088400168,330921.128964715,288480.654562365,382570.764967052,406256.875346251,308988.360418206,390139.08966561,308290.06435751,288493.192486564,230937.915656585,239318.752162688,251694.162791265,220188.671903815
"1252","sp|Q92878|RAD50_HUMAN",163536.172762509,152765.186099915,96980.8899910058,80320.489866363,149147.440579895,117177.977118589,78863.7095593387,174039.665602692,190920.992700471,206429.424364817,178831.653393493,132491.444221758,127630.089155829
"1253","sp|Q96MM6|HS12B_HUMAN;sp|O43301|HS12A_HUMAN",345936.583241651,389074.563226829,934521.071395449,1153774.6912593,962793.015459897,826639.443408856,423818.081930574,50591.0075699245,49634.6496189934,127594.491720448,109707.759487158,68283.6669582457,59597.9873963327
"1254","sp|P62937|PPIA_HUMAN;sp|Q9Y536|PAL4A_HUMAN;Int_P62937ups|PPIA_HUMAN_UPS",58648686.5133932,48038949.7476994,90430620.4756513,83489400.9234024,101646976.408135,86462952.430726,37969539.1423675,96739990.6111318,81543717.7861555,69643760.3757025,64823253.0101664,48341622.5916887,64388975.1076394
"1255","sp|Q15599|NHRF2_HUMAN",413010.411179816,459014.912449453,1054623.8540638,1180236.4365123,1048767.49303004,1073783.32145025,525757.501703039,65539.3955005885,70889.2265750795,128283.781874718,78993.834933847,130411.52435019,158794.416830349
"1256","sp|Q8IV08|PLD3_HUMAN",3650476.23047087,4257641.85759885,1952818.39979517,1748447.71787188,1130042.49615031,1131816.80161026,11470724.5103273,980570.273714795,935361.601978405,560247.896336795,547967.808853854,1087229.48045314,786824.554641954
"1257","sp|Q9HB40|RISC_HUMAN",1924426.22693412,2284671.31533374,593947.595122074,488004.092448479,469630.825727575,478286.918458157,4532514.16748256,646900.548244854,764425.32987761,624072.753836286,630034.144880748,652503.476268293,886443.654198334
"1258","sp|P51572|BAP31_HUMAN",364347.782604346,287270.307288295,245388.767510844,304868.535020415,145550.971386886,158826.289365666,373483.11826504,316644.880506179,327158.800459197,185775.394572729,172750.054857412,298599.363480547,316387.111756814
"1259","sp|P09758|TACD2_HUMAN",268154.311762828,228965.18521124,214168.541731729,178795.364702284,390560.81252504,316896.523999703,46802.056277762,1158874.18776604,1202133.37215499,344247.208537929,391050.734428459,182787.055820791,205969.455831484
"1260","sp|P03952|KLKB1_HUMAN",499547.607225667,371952.042001309,315900.112700232,346488.821149849,377141.519495796,363989.774226812,1017712.52683603,157352.423858164,171034.92978576,246270.668443767,218080.367029298,178439.715662411,186418.856816097
"1261","sp|P20042|IF2B_HUMAN",376400.267573887,336477.68486754,227717.221252255,228718.120905003,320269.914319714,283105.104282174,99863.8295047552,871132.58217533,861866.735929028,1233327.37305849,1153406.72023885,503287.344418932,449395.481292432
