"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1","0",1,1,1,1,1,1,1,2,2,2,2,2,2
"1245","sp|P01591|IGJ_HUMAN",19.8368224695518,19.7292693128358,19.8421541029031,19.744142630327,19.9948935121185,20.2303775682757,19.953565538808,20.2050429434245,20.0888640550107,20.7265966181959,20.7149433424977,20.9833334768251,20.9863531086865
"1246","sp|Q9BWD1|THIC_HUMAN",17.0271506565386,17.3948152103071,15.872574357713,14.9135487204246,16.2594138194755,16.4520265819016,17.3298897351988,18.4902138181086,18.9121741771736,15.2006103524803,15.2117291202221,19.8622754986041,20.0079527628231
"1247","sp|P23193|TCEA1_HUMAN",18.5880668344862,18.3213929930241,18.1327822153575,17.9272018927027,19.3712338932736,19.554911998186,17.3173249176984,20.0244160525512,20.020931435398,19.5537395896842,19.5671221171588,20.5839231163759,20.6771266815753
"1248","sp|P39656|OST48_HUMAN",20.8375914041743,21.04315288896,20.2999773221562,20.5039583841421,21.031591208852,21.0939798913895,20.4316600501084,21.9027589572308,21.9396413755842,22.4064667624619,22.6607262141057,22.1042126673141,21.9157692896958
"1249","sp|Q9NQG5|RPR1B_HUMAN",18.9616194700773,18.9281196078827,18.8127621944982,18.7106118748414,19.8049127838483,19.402874122827,17.6834529850058,20.0144512949258,20.0059677698245,19.996261481604,20.2303968278736,20.1520761591807,20.0806024847262
"1250","sp|P15144|AMPN_HUMAN",16.776898830942,16.7367595137434,17.3871986795043,17.3777595644164,18.1279109228313,17.686720987357,16.8748522961043,17.994676416432,17.8705328134816,17.8117838882967,17.8433918818555,18.6596452036673,18.5590427316776
"1251","sp|O43252|PAPS1_HUMAN",17.3842672789521,17.8915914566347,17.5606214809395,17.9484423150492,18.6228206949031,18.2576877095298,17.371252565894,18.5205314258344,18.4180325414548,18.0315067207282,18.0615360418035,18.5200451717962,18.3335902251631
"1252","sp|Q92878|RAD50_HUMAN",16.9241951688044,16.7764198502624,15.98791930406,15.6965556573191,17.1771676867673,16.8588366662144,15.0646974887065,17.6956591811651,17.8224710080214,17.8696502913871,17.6412047137523,17.5942726125129,17.5468184656608
"1253","sp|Q96MM6|HS12B_HUMAN;sp|O43301|HS12A_HUMAN",18.0050929749816,18.1251507108982,19.2563740995173,19.5410053014071,19.8676541418944,19.6773934207391,17.4907091513402,15.9131959083866,15.8789147783999,17.1755677138294,16.9362681653612,16.6379858543513,16.4481854943124
"1254","sp|P62937|PPIA_HUMAN;sp|Q9Y536|PAL4A_HUMAN;Int_P62937ups|PPIA_HUMAN_UPS",25.4105403743571,25.073164847708,25.8528144579098,25.718164931215,26.589780052076,26.3860735068815,23.9759626886826,26.814211618686,26.5609251894038,26.2678519571886,26.1429702067426,26.105495501324,26.5255198532726
"1255","sp|Q15599|NHRF2_HUMAN",18.2607635359407,18.3636450720802,19.4308035343377,19.5737196822588,19.9910514353525,20.0547662130511,17.8016615406569,16.2866773025723,16.3931335601062,17.1833404557568,16.4624145638692,17.5714447782985,17.8620101656052
"1256","sp|Q8IV08|PLD3_HUMAN",21.4045981672749,21.5770867412975,20.3196327940861,20.1407184361072,20.0987335882594,20.1307037707729,22.249076717706,20.1898640576937,20.1150194702938,19.310066991414,19.256693738576,20.6309579890323,20.1708919578929
"1257","sp|Q9HB40|RISC_HUMAN",20.4809418475763,20.6790187689953,18.6024825510954,18.299608930459,18.831955573491,18.8880115496173,20.9095036350054,19.5897869665739,19.8238708491787,19.4657158917866,19.4580326140691,19.8943590012057,20.3428789077463
"1258","sp|P51572|BAP31_HUMAN",18.0799015969127,17.6875129288315,17.3272161177938,17.620902943894,17.1419529338508,17.2975849477636,17.3083070441663,18.5591087853401,18.5994863443772,17.7175610982964,17.5912887648139,18.766584503527,18.8565408088568
"1259","sp|P09758|TACD2_HUMAN",17.6376488375658,17.3602322967209,17.130893490146,16.8510250189552,18.5659756676387,18.2941470517098,14.3119078326723,20.4308950758638,20.4770203265344,18.6074466205689,18.7699583891755,18.0585373220864,18.2372803863213
"1260","sp|P03952|KLKB1_HUMAN",18.5352075607194,18.0602206655227,17.6916153573584,17.8055244911477,18.5155344514785,18.4940331371885,18.7545222065553,17.5502424332398,17.6637862562462,18.1242464736875,17.9274624913811,18.0238101677617,18.0933977772317
"1261","sp|P20042|IF2B_HUMAN",18.1268530399783,17.9156148762511,17.2193903058623,17.2062863563258,18.2797167458598,18.1314729773988,15.4052981468958,20.019135337903,19.9969600784632,20.448485557657,20.3304320242426,19.5197557339389,19.3628355951848
"1262","sp|O95747|OXSR1_HUMAN",18.2564331433886,18.1073229291909,17.9711184732081,18.0956660045216,17.9895619032756,17.9260785628736,17.7320454207765,17.7482933223038,17.6921879984126,17.6614464721794,17.7877024740909,17.8348777530535,18.1929203649435
"1263","sp|Q9BRA2|TXD17_HUMAN",20.4999587479232,20.5836217983108,19.8394337398974,20.0309409115103,20.6913531438995,20.7149840439494,19.5867797399468,21.9267478015319,21.878585608572,21.0262908751919,20.7445615445615,21.1895344544457,21.3559461294977
"1264","sp|Q13153|PAK1_HUMAN;sp|O75914|PAK3_HUMAN",18.4503072576627,18.6672001935465,18.5044047661597,19.1381203310438,19.4255777184254,19.5612515713111,17.6619155758287,19.9820948709109,20.1039265769798,19.751336311691,19.0661777165166,20.0900986384071,20.1860511262998
"1265","sp|Q7KZ85|SPT6H_HUMAN",15.2820269971378,15.1254468852932,15.4215841859473,15.290159726441,15.3076794344846,15.7656283119913,14.6323732273466,17.1852913049362,17.1749276412839,16.0043775813178,15.7737889295899,18.2590217629073,18.253893176807
"1266","sp|P22352|GPX3_HUMAN",20.1476256098979,19.9835916143567,20.0071328579733,19.9777277414524,21.0600220214088,21.1783253823741,19.866987445396,19.1627517829105,19.2967482480797,21.8417891520604,21.8083722779722,19.8283960426022,20.3992123675007
"1267","sp|P62333|PRS10_HUMAN",19.5111834786766,19.5294261353215,19.0006624112042,18.8794334088894,18.6775223599188,19.0226997193376,18.8123060950767,19.9408979776195,19.8044181731603,19.5395678908866,19.9797466218462,20.2710597167148,20.2976967995688
"1268","sp|P68400|CSK21_HUMAN;sp|Q8NEV1|CSK23_HUMAN",19.3198658602837,20.4001942516804,19.0590071517114,19.117212889509,19.4900469727338,19.7495351649146,17.8596659850818,20.4702734819785,19.879764242339,19.7793023812595,19.8275453801024,20.5732368986246,20.5243429303946
"1269","sp|O14672|ADA10_HUMAN",18.0966473587864,18.1687708980564,18.2442065614156,17.9951534102058,18.614549892293,18.6878968479044,17.0246044221656,18.1198762103904,18.4475564917093,18.3174547281185,18.3405181777734,17.9603911027123,18.3655342338923
"1270","sp|Q9UL25|RAB21_HUMAN",18.97932775324,17.8616240777791,17.9955234420267,17.857491641476,18.7070314250048,18.6990001443125,16.6847831412095,19.2308675600676,18.8771990357466,19.0428988180288,18.6091743837704,19.0454239165575,19.1984821460077
"1271","sp|Q9HCB6|SPON1_HUMAN",18.3692567123359,18.9412962335046,18.8319898134737,18.7702456203413,19.2357891315181,19.2985185966932,17.7806532802793,18.2884525280036,18.4658031456918,19.8849099874808,19.8122039472404,18.5242433203003,18.5606959482492
"1272","sp|P04181|OAT_HUMAN",15.9132708070289,15.9285191573498,15.3650776232463,14.9349368662624,16.7504814624588,16.402219089435,14.6079027073552,18.7804979316439,18.8429474267577,19.6143313592764,19.4459526941872,18.4700574669328,18.3272004042978
"1273","sp|P46379|BAG6_HUMAN",17.7613937718881,17.5145038355736,17.5161803017023,17.3097869769652,17.9198402907879,17.3967826597382,16.9896847305311,18.9870864423303,18.8213939230016,18.5677658712495,18.4441727485585,18.3480280670053,18.5718270694253
"1274","sp|Q8TD19|NEK9_HUMAN",17.7591889262767,17.3910853932178,17.8744341259892,17.6352906856742,18.7470108155488,18.7194849559609,17.1263506352729,17.8268569491705,17.5593454557867,18.6791588946952,18.8009460906051,18.3536752765542,18.6903668998321
"1275","sp|Q9UH99|SUN2_HUMAN",15.2387049230932,14.3209950951468,15.1560643758968,15.689307305816,16.9384732618569,16.7159329505788,14.6922056712427,17.4313614792392,16.8161358233514,17.5685046984658,17.8267439635452,17.7392940723036,17.8358071294825
"1276","sp|P11498|PYC_HUMAN",15.8311425517926,15.5997022155302,15.2882451524791,14.6579213662002,15.6454752032315,15.4295411558648,14.6614774443108,16.6012280479882,16.9201698700391,16.3267714549916,16.3664404545507,16.6517865688247,16.8035560979668
"1277","sp|Q8N1F7|NUP93_HUMAN",16.7556462085916,17.4303257287542,16.3327112562207,16.0829879835723,17.0967035735617,16.8850319298706,16.2330422776396,18.2080807684633,18.1556832975309,17.1744837387603,17.0212187960692,18.4671523626008,18.6371122972626
"1278","sp|Q9UJZ1|STML2_HUMAN",17.7279552761206,17.2153800911078,17.7449248595633,17.2322840153064,16.7821955620496,16.4931443948467,16.3836522449078,18.6698485864849,18.5371150903391,17.9626375650204,18.0209622934661,18.9238872345534,19.0454336359393
"1279","sp|Q9NY15|STAB1_HUMAN;sp|Q6ZMV7|LEKR1_HUMAN",17.3584716829365,16.6858174489932,16.3630183669165,16.4382178648494,16.5586744161608,16.6763856496506,16.3238795281112,18.8715559255879,18.6866674283117,17.1606419026439,17.4049315377637,17.7869631681888,17.5490517301382
"1280","sp|P01764|HV303_HUMAN;sp|P01768|HV307_HUMAN",22.9091983654071,22.8293047078522,23.4800051940202,23.8575679878804,23.2378626597083,23.4169953964944,23.1904945720736,21.6848546900918,21.8790702244495,22.7573364584493,22.8829543546013,22.6421005024093,22.5327010614886
"1281","sp|Q9UBX5|FBLN5_HUMAN",20.2406729998615,20.1548165666964,19.9861245415863,19.9737268999784,20.428457838243,20.3513278770152,18.4832723675821,17.880329238243,17.3414819900966,20.2741222543975,20.5492247707901,19.3622732324748,18.8304765116448
"1282","sp|P08246|ELNE_HUMAN",19.9221360708329,19.7066132052933,19.2271274134664,19.1829805517644,18.890810537388,19.114672743362,19.9811535129812,22.8146947709723,22.8754893832943,18.9649285262747,18.8802995931668,20.4572263246692,20.7111581598759
"1283","sp|O43488|ARK72_HUMAN;sp|Q8NHP1|ARK74_HUMAN;sp|O95154|ARK73_HUMAN",21.6578729116415,21.3433496705892,21.6335919374686,21.4796103323106,22.0605082591858,22.1369808801332,21.3025628739537,21.887620539663,21.8651980286344,21.8155325431786,22.0305166760475,22.3598396452661,22.1973875651213
"1284","sp|Q9Y394|DHRS7_HUMAN",19.6871082185197,19.3040220609886,18.7742913928647,18.5051743792517,20.3061035590986,20.1668497141919,16.5239939651186,19.9866149212038,19.912043400345,19.9285407510779,19.911997510249,20.5606247511267,20.5377760099382
"1285","sp|P62750|RL23A_HUMAN",18.6899292044053,18.3055321331063,18.1850653183627,18.452326024672,18.4947366672262,18.779867155149,18.26636518415,19.4305688495642,19.4858964876166,19.7575454202819,19.7255124380037,20.5500273436525,20.5486665102002
"1286","sp|Q15836|VAMP3_HUMAN",19.519799018656,19.7601531010028,19.386872700957,19.1230177949753,19.6483324380331,19.4526766473375,18.5472526665759,20.8006686320626,20.2984602036764,20.7570535004826,20.8429035833533,19.3506128072434,19.0833113281892
"1287","sp|P17612|KAPCA_HUMAN;sp|P22694|KAPCB_HUMAN",18.2518979646786,18.0923254687373,18.5819863305067,18.6639444842766,18.7813431276876,19.0914786769596,18.2469715197539,19.3759801335573,18.8523724177614,18.4324987206729,18.8342824329683,19.3387749778055,19.2680925270114
"1288","sp|O15347|HMGB3_HUMAN",17.0065484907466,16.6704803726007,16.2405533580227,15.6775268951015,16.8439502796962,16.3154865791004,14.8817287564296,19.4243576205409,19.5560424492599,18.4429928346151,18.7390680616368,19.4420510719572,19.3939191406419
"1289","sp|O60256|KPRB_HUMAN",17.4626852858277,17.6277937586274,17.5098416844501,17.3388208050927,17.0278025075155,16.9501363272618,17.5761040753572,17.6733482089898,17.6655639818648,15.9206246857902,15.9784024605716,17.9320967523484,18.1557771814097
"1290","sp|P28288|ABCD3_HUMAN",17.6271773993746,17.9139708257768,17.7490857217791,17.5212232517193,18.4347336643405,17.9839234861313,16.5166770975559,18.4079011750787,18.2650918084777,18.8463884071952,18.8319407588222,18.4878189879569,18.4256772886384
"1291","sp|Q93008|USP9X_HUMAN;sp|O00507|USP9Y_HUMAN",17.7142849081238,17.5513312147126,18.17116619373,17.6977480454238,18.2060687841545,18.1903857747844,18.2327581373112,18.5272058425979,18.5121953877511,18.0919058756277,18.3774425327564,18.4109105018748,18.3970995771606
"1292","sp|Q15005|SPCS2_HUMAN",16.5628272333265,15.7898364123199,16.6563944408851,16.4926642760269,16.7475644772639,16.8372801995454,16.4225631623626,18.7118060901194,18.5334100956558,19.2754356996637,19.3278479685595,20.0709156979401,20.1067322314701
"1293","sp|P01111|RASN_HUMAN;sp|RASH_HUMAN|",18.3990957079061,18.5167018692566,18.8673726867469,18.5186954668393,18.9165479979333,19.0531818276328,18.3507002654539,19.1504395469914,19.3531421044435,18.1830095815554,18.1992184495881,19.5001229752777,19.7034365416986
"1294","sp|Q9HC35|EMAL4_HUMAN",16.655047412321,15.8232239997216,13.9855427192669,15.1086203723097,16.0402194515115,16.4873514733169,16.1707782770948,18.1343515141747,17.6425415486921,16.1813009370393,16.3933520502053,17.6695040691944,17.7451044593098
"1295","sp|Q9UPT5|EXOC7_HUMAN",16.0280337966839,16.451199965682,15.9387495875478,16.4544194358142,17.4161902362361,17.2675185874425,15.814703286056,16.822751842322,17.2723786190429,16.4785310726376,16.5129668242998,17.3585334174231,17.6159813515789
"1296","sp|P62070|RRAS2_HUMAN",15.5228201936875,15.8526088220465,17.0520730859328,16.099317312065,17.0493215781832,16.9224304624335,15.77224481826,16.5610319397111,16.3868436526006,16.2590166358659,16.0022947120738,16.0121435226587,15.5597317960924
"1297","sp|Q16576|RBBP7_HUMAN",14.9191597808549,14.6095313494736,15.6012717674672,15.2017134860663,14.6662758906167,14.3085110744909,15.43623970449,16.6165583200489,16.6722636236563,14.2729245458895,14.3107130831075,18.2001757779533,17.952276886885
"1298","sp|O14776|TCRG1_HUMAN",16.3406716018708,16.7148147345248,16.0367372900392,16.0290788596211,17.3143797606093,17.3789852803285,15.4408867853786,16.8714527198458,17.0227676069751,17.8287529572889,17.6278785188652,17.8200206901676,17.9568481443777
"1299","sp|P25786|PSA1_HUMAN",20.375458182985,20.2276164651352,20.2874549347011,20.4857365838065,20.5802911388983,20.7243602351835,20.4379543032946,23.2534966642115,23.4922835237987,20.9717821741082,20.940115529891,24.0934562517011,24.1410219349531
"1300","sp|Q6UX06|OLFM4_HUMAN",18.826830242668,19.0473528234082,18.761247585474,18.6934931763041,17.3684153105783,16.8335147142991,18.8984809660045,21.1897808141233,20.862677433714,16.7300000423517,17.1315771250101,19.3339370688017,19.3473872896438
"1301","sp|O43684|BUB3_HUMAN",17.0783364022335,16.7877065572213,16.4342291728698,16.0121417426996,17.8848548354334,17.5386156311083,15.7309974831789,18.4305562571623,18.3344121539979,17.9957197791033,18.6609821233112,18.0147545573277,17.9657731144398
"1302","sp|Q15020|SART3_HUMAN",15.8890647743644,15.3876202719043,15.7543941677579,14.9121790924483,16.4375214710253,16.6024801335789,14.7896593857481,15.3423445895508,15.0637236155672,15.7330963475681,15.8375246681347,18.2306665377336,18.0696607808655
"1303","sp|P22061|PIMT_HUMAN",18.1195617108061,18.1220028809278,17.7400387801772,17.7308113888783,17.9327914309181,17.9558468475429,17.6577269420152,17.9257168787927,18.0529887245773,17.385870334162,17.4158556781842,18.0140902614193,18.0136611841383
"1304","sp|O94875|SRBS2_HUMAN",17.4884820961779,17.4295009159104,16.583452154093,16.8214479538428,18.3302961702062,18.2542620539298,15.7401881686525,14.1789633787927,15.003430875198,16.4735423366994,15.9690132420473,16.1372280750584,16.2224858859226
"1305","sp|Q9UI08|EVL_HUMAN",17.9268522004137,18.2281620965462,16.3862257658704,16.4161474885236,17.2457825023512,17.5874403339675,14.7373739863591,16.7603259030486,17.0393552042356,17.4680689086528,17.3380783266758,17.8820458374514,18.0398237257287
"1306","sp|Q71DI3|H32_HUMAN;sp|P84243|H33_HUMAN;sp|Q16695|H31T_HUMAN",23.5403778119997,23.7389234913818,23.3910001879615,23.3778247992137,23.8093128192732,23.9225234297212,23.8950426932991,25.3711917068813,25.1213931282042,24.8811035023412,24.6096404744368,24.733761786266,24.9270530882017
"1307","sp|P61006|RAB8A_HUMAN",23.9671924790549,23.5285037117114,23.3100801925779,22.6655033820087,24.194602975158,24.337560929,22.5083601008553,24.0690720930741,23.5165310700453,23.8950426932991,23.8384591649327,23.5403778119997,23.6430634759743
"1308","sp|Q92930|RAB8B_HUMAN",23.9671924790549,23.5044582377448,23.3238859921029,22.6795396997764,24.2316922938932,24.3778247992137,22.5360172910894,24.0772460245198,23.5285037117114,23.8857648797111,23.8384591649327,23.4800051940202,23.5869203979367
"1309","sp|P51153|RAB13_HUMAN",21.6714519878156,21.2267138801178,20.0687957013151,19.9776895271051,22.5614206247801,22.8522643310274,19.5406397114504,22.4585491082925,22.146413851389,23.4800051940202,23.0367392232546,20.5896300917598,21.1563266601675
