"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1","0",1,1,1,1,1,1,1,2,2,2,2,2,2
"1584","sp|P04233|HG2A_HUMAN",2510901.88306797,2509782.92527462,2504701.67339379,2039117.44657681,1878400.46203611,2012059.66981401,1751955.0382513,1283230.02290461,1019824.35670363,2008064.39126325,1963143.25865251,1580862.83886733,1756914.6979463
"1585","sp|P30711|GSTT1_HUMAN",384656.650296201,390383.1293844,23624.5791267238,25158.1512756673,728789.6014159,787690.391355971,1130862.95124666,138042.164088258,116189.396902884,320817.289732135,339873.244636474,6167.13487358451,5710.62979982637
"1586","sp|P31689|DNJA1_HUMAN",547262.666331046,448349.034556343,369981.178294803,349879.317856404,631608.822666012,658637.734122184,641209.378852307,662935.319416298,629872.824929413,539586.059289546,493585.906821778,759291.218838756,728999.588956339
"1587","sp|P32969|RL9_HUMAN",235674.724401416,179402.060837277,98066.1694602562,81907.1142740699,160384.800848722,190448.15061102,72893.0695312245,477441.063814202,317681.712894049,354256.169559867,340581.586430636,454110.713230728,452988.763238864
"1588","sp|P46109|CRKL_HUMAN",465985.834563708,450792.491506765,547068.331622407,332556.565182985,394556.425441948,305251.810394838,443772.515751428,739545.202120279,424444.955426322,564322.026151304,643092.516347114,617852.788793019,579684.857716338
"1589","sp|P62328|TYB4_HUMAN",1024946.92768879,550211.513157621,551501.521778864,903544.827587642,1154608.5504919,1251204.65013359,200141.045026145,535943.258948107,675009.222854416,785255.215954032,808334.813162757,405257.297545885,408082.65301094
"1590","sp|O94905|ERLN2_HUMAN",222318.959103117,224353.061723863,176525.765407807,198971.840910116,213480.910339792,173892.582359308,172826.465605969,319302.456023797,301627.662326012,101162.521305466,137516.24725468,182936.694233586,220951.641065723
"1591","sp|Q9BWF3|RBM4_HUMAN",158185.017029792,142465.761971635,126817.753905528,134495.853134706,207365.953234668,125565.991551259,108089.858316979,233467.782961818,261345.605163699,249916.893462262,335428.574695309,191233.176838259,217798.321520813
"1592","sp|P35613|BASI_HUMAN",262199.960732787,555626.422066441,403849.759851156,348209.315820722,451937.925365004,404432.132170475,504360.029103764,981424.873972023,1112226.92027045,752602.725369619,739683.405012517,634474.591186299,633937.20091814
"1593","sp|P35625|TIMP3_HUMAN",444069.667137627,525093.641442646,1663724.08438529,1770401.2271074,802436.272296522,810676.215295324,1440407.28386309,151948.890839574,161508.481996152,477718.033810031,689952.410856702,245737.851200692,267307.529057924
"1594","sp|Q9NR31|SAR1A_HUMAN",791603.495414247,674342.425820855,888998.650563088,1015916.95086112,867257.514798265,885984.992069328,418584.798570542,803003.235140596,826298.841430693,1220906.75920007,1265147.13232288,516455.66970284,731152.03440754
"1595","sp|P02008|HBAZ_HUMAN",207146.605706772,228243.700881133,279012.491896685,305823.928586257,203669.860443924,188284.759500819,45320.566782584,13335.5062353323,16590.1409855669,22103.6905135205,22166.1179030963,14990.6069512954,16685.5452326639
"1596","sp|Q93050|VPP1_HUMAN",469904.00129648,384207.536770743,251749.940137322,259139.866906847,168304.297833066,203117.384640202,193042.523657773,458361.69100238,427108.012715171,171675.770238616,212328.120307587,258850.711770787,324151.298147252
"1597","sp|P61221|ABCE1_HUMAN",91040.2934284752,79753.8284686944,73423.3082995471,79390.6219294876,65656.1640934901,76185.0685534453,81490.3849777213,224468.232979824,185543.068621554,139199.30296566,157589.104350255,173571.478317459,134973.239570767
"1598","sp|Q96C23|GALM_HUMAN",104588.242490471,125713.847362475,137483.430378883,116009.057716853,177538.886993766,176689.217682629,95339.6247569038,163320.54220174,158617.448322914,131709.875206039,164331.806637574,119198.46685015,173693.591744555
"1599","sp|P32455|GBP1_HUMAN",47766.5756645157,63037.8925424911,107391.685790775,117480.735898729,235372.270727954,205390.63417779,51382.0790555973,149641.438171671,172952.676176165,140214.262340989,125587.782355091,110345.310709563,118847.360496887
"1600","sp|O00743|PPP6_HUMAN",439190.661735191,350273.68873094,403761.600441973,281720.974439043,224213.329189255,190155.572303676,1051067.0178425,363869.023170224,303598.499195311,239063.538650082,371919.306748562,237656.798551103,169007.976297729
"1601","sp|O14744|ANM5_HUMAN",484008.992256048,413195.093815199,165080.894582469,269161.936711177,215166.662643805,226464.325093254,439288.838078829,85830.1093119304,86025.5690699184,179761.401595608,201697.152653845,183232.445937171,186122.061701001
"1602","sp|Q8NFV4|ABHDB_HUMAN",57887.1102934899,44561.06987462,20899.7545303737,24271.9913711657,83132.7550909905,89842.0143872769,40287.0681148463,105923.333949898,86646.3570279526,74805.6404567691,86713.8195207728,169724.006204184,149009.827513288
"1603","sp|A6NHR9|SMHD1_HUMAN",378595.895820903,195294.188204796,47023.361082139,52200.3534274886,73647.8175289632,88156.6069721294,618811.637864457,234633.324077038,249617.428397104,142696.500076734,147966.464934029,181189.389632767,194379.697268112
"1604","sp|O43837|IDH3B_HUMAN",137230.258717325,106579.41428574,87283.9034739795,92781.0303231186,127552.50219857,148604.119760054,67238.9082812355,82599.3848485992,70742.0210387671,159999.425715064,163996.326795034,183481.402883133,191071.114174605
"1605","sp|O60826|CCD22_HUMAN",162392.180162332,113395.70273962,156002.647711492,172372.121557142,146572.712301498,110996.455430022,28990.8184325461,156468.252727281,171524.747331064,126584.418699598,199340.971837682,129527.320051114,125454.16059215
"1606","sp|Q14BN4|SLMAP_HUMAN",237717.136768395,197085.888203924,203239.041429176,319081.541642758,257517.54294845,206160.520615661,180002.037938803,42743.8140180286,34735.7046743327,81823.695543155,76678.2807749227,61910.3475418958,53188.6273480672
"1607","sp|Q15404|RSU1_HUMAN",2788658.02931195,2978587.49660515,3191539.6848378,3055529.55114372,5510062.5294067,5037734.50231095,2035754.03694701,716906.808914801,761746.796826636,1650481.76170101,1311856.62778748,1178887.79273838,1173304.79088983
"1608","sp|Q14766|LTBP1_HUMAN",19569.8417604168,12576.2891074754,72918.6407928296,55891.2372848721,21066.2191376521,30027.3893820141,4270.02421032946,95657.570955336,80114.4179522928,284373.486610605,298750.384292044,26662.0532885602,43099.4919963805
"1609","sp|P11233|RALA_HUMAN",491186.529891462,342940.260125675,518137.541592511,912739.419873271,1162906.25584798,655537.40581208,518026.936670705,299665.696162121,267809.923757205,254573.545926288,247689.026713778,106320.814386473,115016.107963229
"1610","sp|Q92556|ELMO1_HUMAN",66781.0141401018,53357.3171335276,67283.7908981216,47185.3008247775,109514.936161348,131832.708529039,58633.4230785784,68409.0022371501,63808.7593833505,112266.291980294,115837.49834286,59122.1280707726,72887.3333907477
"1611","sp|P49354|FNTA_HUMAN",386395.829886508,271521.678931969,394591.142840172,525121.249177532,534410.348284577,487292.078924714,185378.776891149,372811.215273937,417933.064557329,318515.624045237,312106.303762689,224735.450349196,287534.95298512
"1612","sp|Q08174|PCDH1_HUMAN",29942.010774915,52460.207275082,214182.138109821,197862.736702222,151800.813224579,147509.43558644,244380.511794163,11090.3254847059,8663.54487847998,21161.6762196713,22426.1182321813,15196.310217052,18362.3594563438
"1613","sp|P49591|SYSC_HUMAN",1332313.66144046,1254018.48918027,1406653.61467077,1512035.02592663,1135568.04390316,929329.351732341,1400702.17227434,1026996.62651713,1211071.42518727,1374178.26263153,1468124.85145615,1415271.1857748,1299706.21468846
"1614","sp|Q14116|IL18_HUMAN",315281.647383684,314961.768977666,503874.640733017,607851.128719615,456593.70147781,485790.602827174,418062.006801656,660235.057213857,657886.814665593,424818.830827196,500113.725361696,343866.696298387,295176.375462266
"1615","sp|P17213|BPI_HUMAN",535701.942576463,465808.757636752,631846.487228757,673922.408781411,167248.391155591,179522.983076535,2066395.13286912,1154907.3152612,1326409.60245816,105903.577266465,114091.595123613,380449.86839184,309174.009674573
"1616","sp|Q7Z2K6|ERMP1_HUMAN",181112.00232639,151799.350767346,123762.421925519,126892.182132577,157975.789044931,174191.699316516,54705.7454488573,140197.72226353,156266.336526456,146272.42937272,128825.705242641,74160.0205007253,80143.0799712573
"1617","sp|Q13753|LAMC2_HUMAN",48935.9609630643,66641.0017378671,176080.934350404,144369.197158715,202750.349013343,208194.378786744,109712.545091342,133605.445698837,138910.441821841,95535.8889059879,118855.729102304,223912.539678943,217619.546664566
"1618","sp|Q8WWM7|ATX2L_HUMAN",39491.546815268,52228.6509909921,15298.7991364883,24710.7725796995,75617.1565238593,61408.4828238972,42869.2571094948,217301.86564822,198176.737471116,120379.816352859,129174.98543961,111916.567105875,125722.397197129
"1619","sp|Q9H2U1|DHX36_HUMAN",101910.220538727,74194.2099127138,153160.637297337,124741.054879199,116915.448844295,129647.434897664,127005.0131774,223507.551174162,262139.08929012,223845.071704641,177059.634101591,107074.824786547,93298.5793766593
"1620","sp|P09619|PGFRB_HUMAN;sp|P17948|VGFR1_HUMAN;sp|P16234|PGFRA_HUMAN;sp|P35916|VGFR3_HUMAN;sp|P10721|KIT_HUMAN;sp|P35968|VGFR2_HUMAN;sp|Q9UBE8|NLK_HUMAN",2273253.37091726,2736819.69952884,2971586.14171669,2844887.68473789,3432668.53042223,3100276.10895882,2105917.09919123,1490957.67072528,1713645.61863436,1741168.71353063,2075538.37334463,1917685.34128996,1349864.95767664
"1621","sp|O15294|OGT1_HUMAN",35969.5490011594,33671.2638063336,34040.2601199292,27866.8526921821,79901.9341352817,62357.4525217752,18124.786456476,132564.762134482,117759.300773716,93159.2530901301,92321.6444438076,63210.4697305463,56926.3614942511
"1622","sp|Q86VS8|HOOK3_HUMAN",173299.667482568,222125.575235353,216758.118053335,209906.751759372,171058.712101126,178559.802645254,195938.011884351,128034.025263541,120805.185225724,159530.043232951,159080.648210633,101771.087271298,124297.327468927
"1623","sp|P28289|TMOD1_HUMAN",339141.713820814,367282.092955028,132802.863335486,122198.23781226,172666.12316825,119219.343764009,267302.403630281,4044.51796511764,16332.042763665,13024.8198255346,16988.0670446706,25561.7350941774,14631.1737289181
"1624","sp|P52788|SPSY_HUMAN",97118.1250731432,122171.164728934,68053.0568633287,111946.057636832,86431.5848483078,112991.782771535,86247.2677517924,229977.291701816,226965.084884056,96113.403496831,73639.1000061648,165588.712087307,173047.369059598
"1625","sp|Q9H0C8|ILKAP_HUMAN",74171.1923851675,73298.082280681,83873.6681075985,73885.2497329304,66260.7776696642,76334.1739839247,51169.8064350088,99882.8881163089,78899.0630529074,69830.3284161658,73431.4841526604,111365.896300557,121125.755649232
"1626","sp|Q9NR19|ACSA_HUMAN",132818.429026761,159498.933744553,135998.993851645,192604.835287693,157817.254583372,131329.663818345,194245.878224588,152672.580573915,138638.568642086,90159.5762642162,109114.598553306,96947.2345661758,53212.1239648991
"1627","sp|Q9NTX5|ECHD1_HUMAN",4521921.02571911,5502718.14151358,6828430.3031655,5164906.40953796,6398442.27583852,3993974.86237217,6009612.13567875,8362270.37486055,8085673.40876885,7825913.97196843,5926955.23453392,4148668.03164919,6015131.3987265
"1628","sp|P60953|CDC42_HUMAN",8348438.12672338,8228816.15168801,6911291.92249047,8240770.37297249,7525676.43510682,7876585.34835357,4617257.01268982,9264083.84665924,9060413.08735061,7006299.69369471,6346017.72635488,6963336.21819339,7798664.68695011
"1629","sp|P84095|RHOG_HUMAN;sp|P60763|RAC3_HUMAN;sp|P17081|RHOQ_HUMAN;sp|Q9H4E5|RHOJ_HUMAN",4732983.10597354,5114328.38916548,5297078.49835779,5894361.53334669,4197210.59403977,4476695.47710402,4236568.88120165,9428049.93244082,9142780.4790538,5455670.08370995,4759358.47676113,5200615.72902925,5941299.76775483
"1630","sp|P01623|KV305_HUMAN",13938925.4942145,27897973.6495138,47602917.379097,36450988.4466304,23348612.4026607,25436079.5064165,10412566.3356422,13773151.2056527,12272741.3637749,24478747.4587865,24932020.3885255,11181511.0426759,11064772.1199463
"1631","sp|P30405|PPIF_HUMAN",278524.410110495,211663.461964376,137321.321016434,60019.9730623326,142835.125705376,100864.250181351,165208.272644354,390349.15619458,366197.746953832,162296.360970208,200558.154472742,299395.60269834,189197.377268675
"1632","sp|Q15286|RAB35_HUMAN",17620905.813441,13330286.247763,14075697.4102313,8717958.32731946,13989039.3274562,14689828.8622328,12373937.0729289,10575812.5329119,6757847.71728395,4961094.37724936,6777772.08448097,6762470.75036089,6932146.3884001
"1633","sp|P62913|RL11_HUMAN",2625538.96350944,2576147.21833436,3183765.32112013,2819178.7163746,3104056.24656179,2245716.80739971,3102694.03538265,3544530.12365649,3011987.64444917,4580827.53720454,4478161.96834161,4405429.70981345,4668887.55103149
