"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1","0",1,1,1,1,1,1,1,2,2,2,2,2,2
"2036","sp|Q9GIY3|2B1E_HUMAN",2911982.04872887,2295286.19539626,1902434.16,1080554.94519525,3050486.16307439,2174160.65549068,400467.883311214,2333104.1536725,2228585.76094561,1570655.5754274,1810087.05944084,6491673.16107805,8644707.76568418
"2037","sp|P36551|HEM6_HUMAN",65528.615594989,50269.9800830878,77721.91444,64471.8993367485,140198.454884853,124269.165733747,4974.52524696467,318725.19715301,303440.360385076,455399.655650114,428977.138932487,313275.686451991,348444.461354663
"2038","sp|Q15113|PCOC1_HUMAN",52385.8257495381,48680.1464335913,129921.5802,123439.246296792,284361.853465094,254665.945264309,33414.8633369913,524448.881409098,524052.911916556,935133.328491811,1205653.83849832,302176.296945446,269342.748936222
"2039","sp|Q08379|GOGA2_HUMAN",25780.0962207421,40708.186200444,61407.25446,56108.6235210792,129090.189650938,98558.5305408875,4335.68809346042,352614.62628826,404470.215322868,812304.324085143,548262.720030388,344932.652187416,316059.987391807
"2040","sp|Q14738|2A5D_HUMAN;sp|Q13362|2A5G_HUMAN",181996.205449138,228908.247745804,364167.3113,298203.104449801,553043.180098066,508306.83662691,90704.8989290337,981321.50075451,1058345.48489323,1390003.82334627,1523248.98994259,701743.295415629,757776.999408153
"2041","sp|P04080|CYTB_HUMAN",2151882.27655672,2216739.12758301,1026795.341,882380.085448505,3023794.34785373,2669929.6869445,513966.039765019,9495386.34743038,9303077.27044606,2622890.74399416,2053487.38302659,3592886.93676461,4980940.64525471
"2042","sp|P51159|RB27A_HUMAN",82800.9531436371,88632.0953402348,165828.42,179420.088302855,174592.65460461,198179.795867203,73991.6074311846,495503.750997804,636838.816531935,427502.774293096,439079.757013229,322507.104396887,333649.092517511
"2043","sp|P49736|MCM2_HUMAN",3876.68537340345,6263.73449833586,47349.9094,28161.0745721838,9258.9833805942,11369.0021817749,1692.37019948161,488619.424354543,399445.632921952,159237.528222351,284321.452834409,124066.565215947,144189.613282156
"2044","sp|P55196|AFAD_HUMAN",70688.0202693672,87550.6977941588,173132.953,134716.694904607,440958.104555451,428739.337025652,31328.4561496145,266750.311507532,245842.469367031,329406.42283398,133455.399386132,248868.864699256,276015.790764861
"2045","sp|Q9NZT1|CALL5_HUMAN",4157.14940418706,2148.3844495014,17703.87893,13832.8575158726,18568.5422305954,16084.0991135509,1579.53291836826,15789.0915418516,26415.2570083599,38493.4683271374,38692.808924306,355673.091966559,355226.410970481
"2046","sp|O75915|PRAF3_HUMAN",219244.986185223,46642.1697096394,355153.7059,146962.57677585,891812.046048798,1036903.1612017,125616.597113091,137752.903021297,181644.329326278,121805.182923761,144876.589186192,447939.231960626,978570.301601036
"2047","sp|Q86W92|LIPB1_HUMAN",17366.0355231963,18141.3114049686,60928.33509,54850.474935479,167363.880877021,150310.494627646,6038.90912941576,220212.099273016,142285.111040747,339245.438625576,308531.533046396,99273.4672713341,81576.0741747038
"2048","sp|O43592|XPOT_HUMAN",16892.14530203,20629.216381568,45410.85908,41914.772508935,31439.7591526069,28072.2752097734,1883.31580980523,362436.574726434,331186.598211959,254051.754380704,266946.616565237,140593.029396887,191511.479741316
"2049","sp|O95671|ASML_HUMAN",14491.6244041435,16671.3934757445,14483.80543,8831.90387129602,104088.423555092,73277.9454183172,7582.13378678224,68904.8486645816,66773.4533656399,121685.541678449,128429.340265544,87039.4732948758,162529.173746092
"2050","sp|Q02127|PYRD_HUMAN",15846.0076770994,15118.2508059926,16038.70337,15257.0120191117,50278.2387272196,30292.5064745103,431.1641335741,144838.334716697,86283.6803594243,195602.196472061,204274.570224579,51889.3974033928,63396.472500404
"2051","sp|NEDD8_HUMAN|;sp|Q15011|HERP1_HUMAN",157239.996923338,223158.213212757,191300.2222,100011.796283075,226244.489125661,207824.024487142,76060.3703610621,781682.571730105,542341.333586371,183367.483291116,188560.868063545,487471.001466275,442553.505084172
"2052","sp|O95989|NUDT3_HUMAN",36614.624013974,50510.1245757142,70601.33997,47588.1462519316,97594.4599505113,118968.251277693,15813.1724074206,180601.540891266,215472.001447058,196974.742254093,221772.983377988,220692.003382074,274184.451442809
