"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1","0",1,1,1,1,1,1,1,2,2,2,2,2,2
"2375","sp|P22033|MUTA_HUMAN",25631.9087404633,37803.622632147,62370.5303992242,56683.0974549634,42603.8610111703,47733.0011628234,16930.6119457137,110114.227883503,101978.46316772,135115.537023759,133432.715732573,132796.114396325,131793.494101047
"2376","sp|O95182|NDUA7_HUMAN",4049.20200728238,795.419737148675,1130.08793668979,509.69473422955,12955.2446643583,11003.6658998244,945.625500467897,6357.57239894513,8508.23046897263,56125.1160165396,66540.8255785124,6988.15515761364,7733.61852568522
"2377","sp|Q9BXJ9|NAA15_HUMAN",4007.90942715837,4568.83688205252,16563.8361459236,13995.0466245162,10357.5169914216,15101.8287932888,1688.71432015913,196645.023943886,159579.12190311,63502.3525199006,115035.919235668,74506.2559829382,74055.0540194065
"2378","sp|Q9BXW7|CECR5_HUMAN",4052.9824044678,4277.8586703599,3450.56297416667,1903.78002692252,6231.68430908507,3083.32855623007,268.885377162023,52949.6821744312,92437.0241135155,41155.8077188574,15287.3971251824,51464.3440131885,63352.3582366781
"2379","sp|Q4G0F5|VP26B_HUMAN",6501.92280880764,5105.59767754163,14201.4691931238,9311.69154532139,15226.1506137316,14334.205524437,15195.3396481281,12290.1856596325,21500.6159918289,30107.6213980865,29671.5728921783,34951.3351255756,33126.5994857711
"2380","sp|Q9NUQ8|ABCF3_HUMAN",5841.62857197875,4902.24121693938,31572.155110706,9953.8477123721,14900.4651760594,17965.5983417225,5050.99507759782,230062.149077622,232906.601139306,174164.26744061,118148.477777531,137685.077049638,157165.428302898
"2381","sp|NQO2_HUMAN|",5.2222384105029e-06,6.17902268730573e-06,6570.74080869854,1.01899286237496e-05,224081.78128327,187602.360982148,579.337752288099,23176.0432224567,21011.8536544892,481058.126613081,465849.044116373,9124.79947799774,20392.4350605884
"2382","sp|O60885|BRD4_HUMAN",5.2222384105029e-06,6.17902268730573e-06,1.13722473654363e-05,474.873474035826,1141.59086685852,1360.42774363899,455.63519281654,30780.5498664721,17781.7626101836,992.172623853133,707.464558778627,62621.3842253083,55917.4574852692
"2383","sp|O14841|OPLA_HUMAN",34849.8141791413,26877.7400940857,139605.245352738,129721.801321045,90070.1889915743,54800.6390435586,9951.72501684292,305044.814547234,256601.466034171,235867.321766501,212891.742929511,69319.9341512485,69415.7934951711
"2384","sp|O00139|KIF2A_HUMAN",20099.2774354482,20500.0283494382,57647.8795822914,57494.373645978,114551.236349338,109051.090271119,23075.1774599566,77588.7564078337,61162.8561206258,260117.010770022,276707.280859951,177353.607989994,227644.639385072
"2385","sp|Q9UGQ3|GTR6_HUMAN;sp|O75762|TRPA1_HUMAN",150410.486079099,120080.574659779,421338.415648842,623837.624860043,266007.089312843,342828.637278344,89183.7971799531,524697.308188171,488089.748927202,1577449.08450622,1626360.19615362,779592.075682928,615794.425331293
"2386","sp|Q9H2P0|ADNP_HUMAN;sp|Q8TF66|LRC15_HUMAN",36164.4068964352,27720.5289810288,111681.572863935,80275.8954459369,91227.1701323421,98758.9388489595,24517.2965224803,349840.967334605,414357.344143841,424539.229063025,339737.087794858,64345.9807913109,73625.5723412029
"2387","sp|P02656|APOC3_HUMAN",1689999.57958563,1748316.95899803,2042996.41472299,1698371.66582744,2924007.77688652,2706411.34646018,3483102.26100001,785606.323547892,735361.333456447,2614820.91161591,2349324.01951731,1025402.85444912,1007572.26990684
"2388","sp|O43236|SEPT4_HUMAN",13098.6683279982,15758.4846393887,26236.9031287953,20920.4395334931,250977.262772587,247364.616275601,4969.45952726823,84912.6834293251,119754.336855905,112518.038041402,194077.652508375,116726.097719109,132592.260420873
"2389","sp|Q66LE6|2ABD_HUMAN;sp|Q00005|2ABB_HUMAN",2560.96737078708,1486.49078068633,7472.70470933197,8487.419836711,99511.92781293,101539.062031646,702.45730898604,319275.373044405,100923.26870979,28154.1989343783,36538.7763878421,920532.233273551,679767.504307656
"2390","sp|Q8NHV1|GIMA7_HUMAN",28149.9104580623,34571.2833211946,29583.0053126567,28187.8184202491,132123.498938954,135394.928114613,1630.22282779041,24007.4143265888,44684.7026709619,117596.074461223,112068.929237165,113319.505902641,122923.380812029
"2391","sp|Q460N5|PAR14_HUMAN",2004.49358147738,3766.8800731858,8330.21548098775,13441.0414104844,20322.7396150145,22431.9563179768,469.249922536975,32946.4040478263,39814.0908722806,65615.9128892018,94082.721671314,34719.0435049672,38613.5105713055
"2392","sp|P22570|ADRO_HUMAN",1833515.8921681,654697.644424892,859097.706569437,743019.761985991,1021645.10346947,2012638.27741587,407844.437758062,574265.181611706,925889.980368055,2199653.3872473,2502287.28642258,1310140.12535122,1036588.97333684
"2393","sp|P48595|SPB10_HUMAN",2001.61151322111,1239.73761392529,2999.04223861208,3135.33640937863,1331.29500515399,1378.36564147277,4381.82050912369,123698.865565892,83985.569067113,319.079589748421,2407.78911710501,24179.0568577048,49495.3396417158
"2394","sp|Q9NWV8|BABA1_HUMAN",13414.6801055948,13768.5043074662,9913.55323225378,18693.7100406155,60399.651640718,68214.0437703447,5.36959416485344e-06,59277.3404031935,65058.1028762837,168978.662040032,230171.89758835,41816.6303609851,82272.8493521494
"2395","sp|BID_HUMAN|",27259.5654488828,33013.4513543963,48199.3151483063,33839.1545163189,45250.1344758522,57449.3456141487,15498.9750720038,721872.368534955,747872.634584734,140172.170068081,145643.029160732,229784.539110501,225127.542304199
"2396","sp|Q92530|PSMF1_HUMAN",158967.769548932,201008.778253499,99348.1045196473,78562.2838135501,234395.448000551,257353.749399841,165483.055828755,137599.683730369,157217.646861377,337696.991860859,358992.600212647,24859.7236870012,38384.3649121758
"2397","sp|Q96EY1|DNJA3_HUMAN",35786.7434349484,74035.5852255497,47824.9512957372,51125.4435172587,30803.3627686306,27016.752643737,27741.1567209943,168058.42123068,128592.665576016,176432.591278455,133949.456799054,120020.599958663,140987.742787855
"2398","sp|Q9UIB8|SLAF5_HUMAN",9006.01825385448,10357.843833119,11080.2148764403,10549.3366791443,19607.0464805545,8735.02481209019,9055.13797621509,41574.2214568377,41314.5341839069,26450.6291648013,31708.3934576758,69290.3297954424,66936.7121281337
"2399","sp|Q9P265|DIP2B_HUMAN",16211.4121191115,26262.3834096897,38738.0675538853,38413.3732049222,124038.593406256,113706.698840853,12942.8276236485,159105.081838938,149588.339491626,253947.130418645,228369.958061388,344111.666073554,363495.644533446
"2400","sp|Q9H2K8|TAOK3_HUMAN",13663.7023248656,24202.1325686083,34638.3422535622,23853.9097354733,23416.2898757566,8630.4524917257,22663.2583115194,55940.9832705716,37845.4197342868,70060.2084730962,64644.6953770179,16601.7329620408,17660.2346323923
"2401","sp|P01130|LDLR_HUMAN",13018.5100965178,13121.2183945757,15284.0811681004,14508.8781264683,100564.048941166,98680.4490372712,8834.7400250723,31489.842501638,12199.6767437818,49517.273097387,50655.600278107,22802.0712636464,29361.1933924828
"2402","sp|P0DJI9|SAA2_HUMAN",789.671454848618,608.240584432908,52517.6896335635,32869.5791597747,1367.71034593852,1.01801552887038e-05,1725.60081922715,3631.10465534876,2620.15439014579,3090.88837499429,1.94253035570967e-05,1.36408630290702e-05,1.35463919436933e-05
"2403","sp|Q9Y6Q5|AP1M2_HUMAN",2522.92690412199,1330.03198017022,619.757461298848,2674.60296554552,1963.95036445529,5008.3482191523,212.259583738451,28774.3511991447,32775.4275412985,23061.4869472378,10983.1297944995,12417.8569168979,17621.6595880336
"2404","sp|Q9UNK0|STX8_HUMAN",13395.0652005689,9750.179296665,39512.9731489564,34097.6881884971,24068.4518113652,29004.5950100245,21417.8833162944,248364.569882046,242802.87793803,50724.1110038452,50455.1921020003,170662.172115145,150083.185893495
"2405","sp|Q03169|TNAP2_HUMAN",1542.11301328925,1723.63518777662,8512.64492349101,4399.52607493604,16528.8820227425,8418.54196795777,723.433328967685,17725.8427262386,13200.8736450351,18776.1474404842,20954.5824330956,43167.3394378228,41514.1415944758
"2406","sp|Q5JSH3|WDR44_HUMAN",8058.20734676016,9806.71585275134,16504.3043756198,11644.5199129671,24919.755443449,28102.3234285993,798.678627403939,47896.6975245029,42770.7647059883,80578.1980235675,84054.2034039296,20627.4498993896,22723.9029524504
"2407","sp|Q92665|RT31_HUMAN",10554.9282809469,19531.7365541364,20401.2695448383,24287.7427164221,10018.9854659554,35359.7543422089,6164.36347103876,63705.0699835455,60767.5757507671,135051.247040495,126966.668823314,123396.489575387,154407.226171407
"2408","sp|Q16774|KGUA_HUMAN",44870.3390796163,75437.8192674843,172366.303887617,70206.1521697084,164411.524531918,103758.45166349,32789.5708124106,91341.1865454431,127056.907804799,155410.617905501,178833.650981028,149621.289851029,91195.3685517008
"2409","sp|O14929|HAT1_HUMAN",1063.51273868874,3353.13694605645,957.560736426887,3752.65370322041,1943.62922009359,8341.34174678293,4698.84389863691,61945.8813863305,62471.845621263,43666.2625801808,89310.8141302611,55765.5693351405,51477.4137907516
"2410","sp|O43314|VIP2_HUMAN",5435.71115568594,9517.82091153368,15052.7193686096,9938.15887028597,22592.6463166666,29163.0201645514,1859.69107967681,70330.1295234129,68966.0562243878,77797.589594762,67034.7058988012,70303.395606332,69171.8161217909
"2411","sp|Q96PP8|GBP5_HUMAN",2407.13003979964,3317.90911365173,6007.5708568484,10695.9908553822,18149.3528780412,17925.4468116086,2073.11014189862,33704.6927380433,25325.4465398592,77490.4311481154,71168.7577230525,14384.1563564152,12496.5650981666
"2412","sp|Q16204|CCDC6_HUMAN",10995.4950663151,16691.0980841805,35340.3538696312,27818.6885615517,21029.6559141298,6914.30847318116,11399.5200947921,143682.749788492,162350.816866762,58416.473246304,49980.4237551222,78565.8836829105,157436.417913319
"2413","sp|Q9BQE5|APOL2_HUMAN",16053.7947700731,16903.6785113768,24302.2351295124,20112.2659821358,58518.5852968089,46127.3905319419,3875.13567695939,116093.869061322,91826.0388928056,259078.300390862,132979.564504528,114979.812590117,100084.040749888
"2414","sp|P80748|LV302_HUMAN",180954.372322407,209748.746202159,1031716.87544773,802505.439225139,690805.100057203,756055.547097191,288951.651021187,250444.807845635,289583.056860226,3077124.09595261,3326102.35882072,1570370.07400475,1522529.8694452
"2415","sp|P68402|PA1B2_HUMAN",315944.311498644,364183.917529663,631105.473722814,648148.372715973,1269309.35186678,1325125.88782035,151228.326596128,265455.396437565,228078.021735955,1858313.7120879,2108061.994097,1178086.85320618,997748.101897727
"2416","sp|P05386|RLA1_HUMAN",164720.499021669,249164.372552523,1207596.0861068,611509.791841732,274723.064350688,780857.675042749,92974.7076247806,1421488.47495162,5677333.85302727,1942351.9047193,2805882.20881726,5707262.90143715,6596979.29821004
"2417","sp|P11686|PSPC_HUMAN",504287.231535728,556344.699980859,755434.977028605,571026.464894753,997453.881338005,1089673.14311996,254920.794594445,69137.368533233,91820.0301247944,176509.519083497,209180.851820821,115434.980239268,94099.3916862385
"2418","sp|Q92619|HMHA1_HUMAN",26733.6831321583,33713.4133059366,57565.8080518261,55094.1556863556,75850.6900011358,107423.416291482,11415.1356156275,208479.835177176,223012.20211935,244196.829768926,264631.106359641,207074.03676419,173194.041870477
"2419","sp|O43237|DC1L2_HUMAN",197300.084402053,280652.806375406,630957.57230087,426967.53865066,809024.061071144,623622.234747444,44548.0629414848,681893.774085099,482605.308228175,865096.569376925,1266965.43252166,609620.829376424,582746.097968338
"2420","sp|P52815|RM12_HUMAN",170806.542926526,198003.344130069,294234.818064452,231891.583086031,212930.276694425,321372.209835104,74249.1443749042,758293.365373035,1100123.31305566,1305102.26565253,1381020.91801102,674190.552936715,574083.709848807
"2421","sp|Q15165|PON2_HUMAN",104350.986521569,136813.793275554,246807.204892272,227065.084365965,171100.082734113,117450.709320615,27276.2666872086,284768.556627201,399828.586037709,213109.553469166,263444.74168745,350879.305674854,309572.89992671
