"","DE","Normalisation","Threshold","Go_BP","Go_MF","Go_CC","Total","DEs"
"1","QPROTmodel","None",1e-06,6,5,0,11,1
"2","QPROTmodel","None",2e-06,0,0,0,0,2
"3","QPROTmodel","None",3e-06,0,0,0,0,3
"4","QPROTmodel","None",4e-06,0,0,0,0,3
"5","QPROTmodel","None",5e-06,0,0,0,0,4
"6","QPROTmodel","None",6e-06,0,0,0,0,4
"7","QPROTmodel","None",7e-06,0,0,0,0,4
"8","QPROTmodel","None",8e-06,0,0,0,0,5
"9","QPROTmodel","None",9e-06,0,0,0,0,5
"10","QPROTmodel","None",1e-05,0,0,0,0,5
"11","QPROTmodel","None",2e-05,0,0,0,0,5
"12","QPROTmodel","None",3e-05,0,0,0,0,5
"13","QPROTmodel","None",4e-05,0,0,0,0,5
"14","QPROTmodel","None",5e-05,0,0,0,0,6
"15","QPROTmodel","None",6e-05,0,0,0,0,6
"16","QPROTmodel","None",7e-05,0,0,0,0,6
"17","QPROTmodel","None",8e-05,11,3,3,17,7
"18","QPROTmodel","None",9e-05,6,3,3,12,8
"19","QPROTmodel","None",1e-04,6,3,3,12,8
"20","QPROTmodel","None",2e-04,0,0,2,2,11
"21","QPROTmodel","None",3e-04,12,3,4,19,16
"22","QPROTmodel","None",4e-04,18,3,4,25,17
"23","QPROTmodel","None",5e-04,36,7,11,54,20
"24","QPROTmodel","None",6e-04,56,6,11,73,22
"25","QPROTmodel","None",7e-04,53,5,13,71,24
"26","QPROTmodel","None",8e-04,55,5,12,72,25
"27","QPROTmodel","None",9e-04,55,5,12,72,25
"28","QPROTmodel","None",0.001,53,7,13,73,28
"29","QPROTmodel","None",0.002,46,4,10,60,37
"30","QPROTmodel","None",0.003,39,6,13,58,45
"31","QPROTmodel","None",0.004,43,8,14,65,50
"32","QPROTmodel","None",0.005,49,8,11,68,60
"33","QPROTmodel","None",0.006,50,9,13,72,63
"34","QPROTmodel","None",0.007,53,7,12,72,65
"35","QPROTmodel","None",0.008,59,7,12,78,66
"36","QPROTmodel","None",0.009,54,7,11,72,69
"37","QPROTmodel","None",0.01,55,7,13,75,71
"38","QPROTmodel","None",0.02,54,7,14,75,91
"39","QPROTmodel","None",0.03,46,9,14,69,111
"40","QPROTmodel","None",0.04,49,8,15,72,122
"41","QPROTmodel","None",0.05,67,14,16,97,141
"42","QPROTmodel","None",0.06,65,12,14,91,163
"43","QPROTmodel","None",0.07,65,10,14,89,169
"44","QPROTmodel","None",0.08,70,14,15,99,182
"45","QPROTmodel","None",0.09,70,13,16,99,187
"46","QPROTmodel","None",0.1,76,14,15,105,194
