"","DE","Normalisation","Threshold","Go_BP","Go_MF","Go_CC","Total","DEs"
"1","QPROTmodel","Quantile",1e-06,0,0,0,0,12
"2","QPROTmodel","Quantile",2e-06,0,0,0,0,17
"3","QPROTmodel","Quantile",3e-06,14,1,1,16,18
"4","QPROTmodel","Quantile",4e-06,15,1,1,17,20
"5","QPROTmodel","Quantile",5e-06,14,1,1,16,21
"6","QPROTmodel","Quantile",6e-06,17,1,1,19,24
"7","QPROTmodel","Quantile",7e-06,19,1,1,21,26
"8","QPROTmodel","Quantile",8e-06,19,1,1,21,27
"9","QPROTmodel","Quantile",9e-06,27,3,2,32,30
"10","QPROTmodel","Quantile",1e-05,27,3,2,32,30
"11","QPROTmodel","Quantile",2e-05,21,3,5,29,35
"12","QPROTmodel","Quantile",3e-05,19,3,3,25,38
"13","QPROTmodel","Quantile",4e-05,15,3,3,21,40
"14","QPROTmodel","Quantile",5e-05,16,3,7,26,42
"15","QPROTmodel","Quantile",6e-05,15,3,7,25,45
"16","QPROTmodel","Quantile",7e-05,18,3,8,29,47
"17","QPROTmodel","Quantile",8e-05,26,3,9,38,50
"18","QPROTmodel","Quantile",9e-05,25,3,9,37,54
"19","QPROTmodel","Quantile",1e-04,25,4,8,37,55
"20","QPROTmodel","Quantile",2e-04,25,4,7,36,66
"21","QPROTmodel","Quantile",3e-04,36,6,11,53,74
"22","QPROTmodel","Quantile",4e-04,26,3,10,39,80
"23","QPROTmodel","Quantile",5e-04,32,1,10,43,90
"24","QPROTmodel","Quantile",6e-04,40,7,10,57,98
"25","QPROTmodel","Quantile",7e-04,32,5,10,47,104
"26","QPROTmodel","Quantile",8e-04,34,4,10,48,107
"27","QPROTmodel","Quantile",9e-04,33,4,11,48,112
"28","QPROTmodel","Quantile",0.001,40,4,11,55,113
"29","QPROTmodel","Quantile",0.002,42,9,13,64,134
"30","QPROTmodel","Quantile",0.003,41,7,13,61,147
"31","QPROTmodel","Quantile",0.004,38,5,14,57,162
"32","QPROTmodel","Quantile",0.005,40,7,14,61,173
"33","QPROTmodel","Quantile",0.006,37,7,13,57,186
"34","QPROTmodel","Quantile",0.007,34,5,15,54,194
"35","QPROTmodel","Quantile",0.008,35,6,16,57,208
"36","QPROTmodel","Quantile",0.009,35,6,15,56,219
"37","QPROTmodel","Quantile",0.01,33,6,12,51,224
"38","QPROTmodel","Quantile",0.02,26,7,12,45,302
"39","QPROTmodel","Quantile",0.03,26,9,12,47,346
"40","QPROTmodel","Quantile",0.04,29,7,12,48,395
"41","QPROTmodel","Quantile",0.05,28,6,11,45,426
"42","QPROTmodel","Quantile",0.06,25,6,12,43,451
"43","QPROTmodel","Quantile",0.07,34,7,13,54,479
"44","QPROTmodel","Quantile",0.08,23,6,13,42,503
"45","QPROTmodel","Quantile",0.09,27,4,12,43,529
"46","QPROTmodel","Quantile",0.1,29,6,14,49,560
