"","DE","Normalisation","Threshold","Go_BP","Go_MF","Go_CC","Total","DEs"
"548","T","TI-G",0.06,0,0,0,0,22
"549","T","TI-G",0.07,0,0,0,0,35
"550","T","TI-G",0.08,0,0,0,0,51
"551","T","TI-G",0.09,0,0,0,0,69
"552","T","TI-G",0.1,0,0,0,0,84
"553","T","RLR-G",1e-06,0,0,0,0,0
"554","T","RLR-G",2e-06,0,0,0,0,0
"555","T","RLR-G",3e-06,0,0,0,0,0
"556","T","RLR-G",4e-06,0,0,0,0,0
"557","T","RLR-G",5e-06,0,0,0,0,0
"558","T","RLR-G",6e-06,0,0,0,0,0
"559","T","RLR-G",7e-06,0,0,0,0,0
"560","T","RLR-G",8e-06,0,0,0,0,0
"561","T","RLR-G",9e-06,0,0,0,0,0
"562","T","RLR-G",1e-05,0,0,0,0,0
"563","T","RLR-G",2e-05,0,0,0,0,0
"564","T","RLR-G",3e-05,0,0,0,0,0
"565","T","RLR-G",4e-05,0,0,0,0,0
"566","T","RLR-G",5e-05,0,0,0,0,0
"567","T","RLR-G",6e-05,0,0,0,0,0
"568","T","RLR-G",7e-05,0,0,0,0,0
"569","T","RLR-G",8e-05,0,0,0,0,0
"570","T","RLR-G",9e-05,0,0,0,0,0
"571","T","RLR-G",1e-04,0,0,0,0,0
"572","T","RLR-G",2e-04,0,0,0,0,0
"573","T","RLR-G",3e-04,0,0,0,0,0
"574","T","RLR-G",4e-04,0,0,0,0,0
"575","T","RLR-G",5e-04,0,0,0,0,0
"576","T","RLR-G",6e-04,0,0,0,0,0
"577","T","RLR-G",7e-04,0,0,0,0,0
"578","T","RLR-G",8e-04,0,0,0,0,0
"579","T","RLR-G",9e-04,0,0,0,0,0
"580","T","RLR-G",0.001,0,0,0,0,0
"581","T","RLR-G",0.002,0,0,0,0,0
"582","T","RLR-G",0.003,0,0,0,0,0
"583","T","RLR-G",0.004,0,0,0,0,0
"584","T","RLR-G",0.005,0,0,0,0,0
"585","T","RLR-G",0.006,0,0,0,0,0
"586","T","RLR-G",0.007,0,0,0,0,0
"587","T","RLR-G",0.008,0,0,0,0,2
"588","T","RLR-G",0.009,0,0,0,0,2
"589","T","RLR-G",0.01,0,0,0,0,2
"590","T","RLR-G",0.02,0,0,0,0,2
"591","T","RLR-G",0.03,0,0,0,0,2
"592","T","RLR-G",0.04,0,0,0,0,33
"593","T","RLR-G",0.05,0,0,0,0,57
"594","T","RLR-G",0.06,0,0,0,0,82
"595","T","RLR-G",0.07,0,0,0,0,100
"596","T","RLR-G",0.08,0,0,0,0,118
"597","T","RLR-G",0.09,0,0,0,0,140
"598","T","RLR-G",0.1,0,0,0,0,148
"599","T","Loess-G",1e-06,0,0,0,0,0
"600","T","Loess-G",2e-06,0,0,0,0,0
"601","T","Loess-G",3e-06,0,0,0,0,0
"602","T","Loess-G",4e-06,0,0,0,0,0
"603","T","Loess-G",5e-06,0,0,0,0,0
"604","T","Loess-G",6e-06,0,0,0,0,0
"605","T","Loess-G",7e-06,0,0,0,0,0
"606","T","Loess-G",8e-06,0,0,0,0,0
"607","T","Loess-G",9e-06,0,0,0,0,0
"608","T","Loess-G",1e-05,0,0,0,0,0
"609","T","Loess-G",2e-05,0,0,0,0,0
"610","T","Loess-G",3e-05,0,0,0,0,0
"611","T","Loess-G",4e-05,0,0,0,0,0
"612","T","Loess-G",5e-05,0,0,0,0,0
"613","T","Loess-G",6e-05,0,0,0,0,0
"614","T","Loess-G",7e-05,0,0,0,0,0
"615","T","Loess-G",8e-05,0,0,0,0,0
"616","T","Loess-G",9e-05,0,0,0,0,0
"617","T","Loess-G",1e-04,0,0,0,0,0
"618","T","Loess-G",2e-04,0,0,0,0,0
"619","T","Loess-G",3e-04,0,0,0,0,0
"620","T","Loess-G",4e-04,0,0,0,0,0
"621","T","Loess-G",5e-04,0,0,0,0,0
"622","T","Loess-G",6e-04,0,0,0,0,0
"623","T","Loess-G",7e-04,0,0,0,0,0
"624","T","Loess-G",8e-04,0,0,0,0,0
"625","T","Loess-G",9e-04,0,0,0,0,0
"626","T","Loess-G",0.001,0,0,0,0,0
"627","T","Loess-G",0.002,0,0,0,0,0
"628","T","Loess-G",0.003,0,0,0,0,0
"629","T","Loess-G",0.004,0,0,0,0,0
"630","T","Loess-G",0.005,0,0,0,0,0
"631","T","Loess-G",0.006,0,0,0,0,0
"632","T","Loess-G",0.007,0,0,0,0,0
"633","T","Loess-G",0.008,0,0,0,0,0
"634","T","Loess-G",0.009,0,0,0,0,0
"635","T","Loess-G",0.01,0,0,0,0,0
"636","T","Loess-G",0.02,0,0,0,0,1
"637","T","Loess-G",0.03,0,0,0,0,1
"638","T","Loess-G",0.04,0,0,0,0,35
"639","T","Loess-G",0.05,0,0,0,0,58
"640","T","Loess-G",0.06,0,0,0,0,79
"641","T","Loess-G",0.07,0,0,0,0,87
"642","T","Loess-G",0.08,0,0,0,0,106
"643","T","Loess-G",0.09,0,0,0,0,123
"644","T","Loess-G",0.1,0,0,0,0,131
"645","T","VSN-G",1e-06,0,0,0,0,0
"646","T","VSN-G",2e-06,0,0,0,0,0
"647","T","VSN-G",3e-06,0,0,0,0,0
"648","T","VSN-G",4e-06,0,0,0,0,0
"649","T","VSN-G",5e-06,0,0,0,0,0
"650","T","VSN-G",6e-06,0,0,0,0,0
"651","T","VSN-G",7e-06,0,0,0,0,0
"652","T","VSN-G",8e-06,0,0,0,0,0
"653","T","VSN-G",9e-06,0,0,0,0,0
"654","T","VSN-G",1e-05,0,0,0,0,0
"655","T","VSN-G",2e-05,0,0,0,0,0
"656","T","VSN-G",3e-05,0,0,0,0,0
"657","T","VSN-G",4e-05,0,0,0,0,0
"658","T","VSN-G",5e-05,0,0,0,0,0
"659","T","VSN-G",6e-05,0,0,0,0,0
"660","T","VSN-G",7e-05,0,0,0,0,0
"661","T","VSN-G",8e-05,0,0,0,0,0
"662","T","VSN-G",9e-05,0,0,0,0,0
"663","T","VSN-G",1e-04,0,0,0,0,0
"664","T","VSN-G",2e-04,0,0,0,0,0
"665","T","VSN-G",3e-04,0,0,0,0,0
"666","T","VSN-G",4e-04,0,0,0,0,0
"667","T","VSN-G",5e-04,0,0,0,0,0
"668","T","VSN-G",6e-04,0,0,0,0,0
"669","T","VSN-G",7e-04,0,0,0,0,0
"670","T","VSN-G",8e-04,0,0,0,0,0
"671","T","VSN-G",9e-04,0,0,0,0,0
"672","T","VSN-G",0.001,0,0,0,0,0
"673","T","VSN-G",0.002,0,0,0,0,0
"674","T","VSN-G",0.003,0,0,0,0,0
"675","T","VSN-G",0.004,0,0,0,0,0
"676","T","VSN-G",0.005,0,0,0,0,0
"677","T","VSN-G",0.006,0,0,0,0,0
"678","T","VSN-G",0.007,0,0,0,0,0
"679","T","VSN-G",0.008,0,0,0,0,0
"680","T","VSN-G",0.009,0,0,0,0,0
"681","T","VSN-G",0.01,0,0,0,0,0
"682","T","VSN-G",0.02,0,0,0,0,0
"683","T","VSN-G",0.03,0,0,0,0,1
"684","T","VSN-G",0.04,0,0,0,0,48
"685","T","VSN-G",0.05,0,0,0,0,75
"686","T","VSN-G",0.06,0,0,0,0,101
"687","T","VSN-G",0.07,0,0,0,0,116
"688","T","VSN-G",0.08,0,0,0,0,130
"689","T","VSN-G",0.09,0,0,0,0,151
"690","T","VSN-G",0.1,0,0,0,0,160
"691","T","Quantile",1e-06,0,0,0,0,2
"692","T","Quantile",2e-06,0,0,0,0,2
"693","T","Quantile",3e-06,0,0,0,0,2
"694","T","Quantile",4e-06,0,0,0,0,2
"695","T","Quantile",5e-06,0,0,0,0,2
"696","T","Quantile",6e-06,0,0,0,0,2
"697","T","Quantile",7e-06,0,0,0,0,2
"698","T","Quantile",8e-06,0,0,0,0,2
"699","T","Quantile",9e-06,0,0,0,0,2
"700","T","Quantile",1e-05,0,0,0,0,2
"701","T","Quantile",2e-05,0,0,0,0,2
"702","T","Quantile",3e-05,0,0,0,0,2
"703","T","Quantile",4e-05,0,0,0,0,2
"704","T","Quantile",5e-05,0,0,0,0,2
"705","T","Quantile",6e-05,0,0,0,0,2
"706","T","Quantile",7e-05,0,0,0,0,2
"707","T","Quantile",8e-05,0,0,0,0,2
"708","T","Quantile",9e-05,0,0,0,0,2
"709","T","Quantile",1e-04,0,0,0,0,2
"710","T","Quantile",2e-04,0,0,0,0,2
"711","T","Quantile",3e-04,0,0,0,0,2
"712","T","Quantile",4e-04,0,0,0,0,2
"713","T","Quantile",5e-04,0,0,0,0,2
"714","T","Quantile",6e-04,0,0,0,0,2
"715","T","Quantile",7e-04,0,0,0,0,2
"716","T","Quantile",8e-04,0,0,0,0,2
"717","T","Quantile",9e-04,0,0,0,0,2
"718","T","Quantile",0.001,0,0,0,0,2
"719","T","Quantile",0.002,0,0,0,0,2
"720","T","Quantile",0.003,0,0,0,0,2
"721","T","Quantile",0.004,0,0,0,0,2
"722","T","Quantile",0.005,0,0,0,0,2
"723","T","Quantile",0.006,0,0,0,0,2
"724","T","Quantile",0.007,0,0,0,0,2
"725","T","Quantile",0.008,0,0,0,0,2
"726","T","Quantile",0.009,0,0,0,0,2
"727","T","Quantile",0.01,0,0,0,0,2
"728","T","Quantile",0.02,0,0,0,0,4
"729","T","Quantile",0.03,0,0,0,0,9
"730","T","Quantile",0.04,0,0,0,0,15
"731","T","Quantile",0.05,0,0,0,0,55
"732","T","Quantile",0.06,0,0,0,0,77
"733","T","Quantile",0.07,0,0,0,0,83
"734","T","Quantile",0.08,0,0,0,0,93
"735","T","Quantile",0.09,0,0,0,0,117
"736","T","Quantile",0.1,0,0,0,0,142
