"","DE","Normalisation","Threshold","Go_BP","Go_MF","Go_CC","Total","DEs"
"1",1,"RLR-G",1e-06,10,0,1,11,1
"2",1,"RLR-G",2e-06,10,0,1,11,1
"3",1,"RLR-G",3e-06,10,0,1,11,1
"4",1,"RLR-G",4e-06,10,0,1,11,1
"5",1,"RLR-G",5e-06,10,0,1,11,1
"6",1,"RLR-G",6e-06,10,0,1,11,1
"7",1,"RLR-G",7e-06,10,0,1,11,1
"8",1,"RLR-G",8e-06,10,0,1,11,1
"9",1,"RLR-G",9e-06,10,0,1,11,1
"10",1,"RLR-G",1e-05,10,0,1,11,1
"11",1,"RLR-G",2e-05,10,0,1,11,1
"12",1,"RLR-G",3e-05,10,0,1,11,1
"13",1,"RLR-G",4e-05,10,0,1,11,1
"14",1,"RLR-G",5e-05,10,0,1,11,1
"15",1,"RLR-G",6e-05,10,0,1,11,1
"16",1,"RLR-G",7e-05,10,0,1,11,1
"17",1,"RLR-G",8e-05,10,0,1,11,1
"18",1,"RLR-G",9e-05,10,0,1,11,1
"19",1,"RLR-G",1e-04,10,0,1,11,1
"20",1,"RLR-G",2e-04,10,0,1,11,1
"21",1,"RLR-G",3e-04,10,0,1,11,1
"22",1,"RLR-G",4e-04,10,0,1,11,1
"23",1,"RLR-G",5e-04,10,0,1,11,1
"24",1,"RLR-G",6e-04,10,0,1,11,1
"25",1,"RLR-G",7e-04,10,0,1,11,1
"26",1,"RLR-G",8e-04,10,0,1,11,1
"27",4,"RLR-G",9e-04,12,0,0,12,4
"28",4,"RLR-G",0.001,12,0,0,12,4
"29",7,"RLR-G",0.002,10,0,0,10,7
"30",8,"RLR-G",0.003,0,0,0,0,8
"31",8,"RLR-G",0.004,0,0,0,0,8
"32",8,"RLR-G",0.005,0,0,0,0,8
"33",9,"RLR-G",0.006,16,0,0,16,9
"34",10,"RLR-G",0.007,15,0,0,15,10
"35",11,"RLR-G",0.008,12,0,0,12,11
"36",11,"RLR-G",0.009,12,0,0,12,11
"37",13,"RLR-G",0.01,11,3,0,14,13
"38",16,"RLR-G",0.02,6,0,0,6,16
"39",22,"RLR-G",0.03,12,2,0,14,22
"40",25,"RLR-G",0.04,12,2,1,15,25
"41",25,"RLR-G",0.05,12,2,1,15,25
"42",27,"RLR-G",0.06,11,2,1,14,27
"43",32,"RLR-G",0.07,6,2,1,9,32
"44",34,"RLR-G",0.08,6,2,0,8,34
"45",39,"RLR-G",0.09,9,2,1,12,39
"46",39,"RLR-G",0.1,9,2,1,12,39
