"","DE","Normalisation","Threshold","Go_BP","Go_MF","Go_CC","Total","DEs"
"1",0,"VSN-G",1e-06,0,0,0,0,0
"2",0,"VSN-G",2e-06,0,0,0,0,0
"3",0,"VSN-G",3e-06,0,0,0,0,0
"4",1,"VSN-G",4e-06,10,0,1,11,1
"5",1,"VSN-G",5e-06,10,0,1,11,1
"6",1,"VSN-G",6e-06,10,0,1,11,1
"7",1,"VSN-G",7e-06,10,0,1,11,1
"8",1,"VSN-G",8e-06,10,0,1,11,1
"9",1,"VSN-G",9e-06,10,0,1,11,1
"10",1,"VSN-G",1e-05,10,0,1,11,1
"11",1,"VSN-G",2e-05,10,0,1,11,1
"12",1,"VSN-G",3e-05,10,0,1,11,1
"13",3,"VSN-G",4e-05,17,3,2,22,3
"14",3,"VSN-G",5e-05,17,3,2,22,3
"15",3,"VSN-G",6e-05,17,3,2,22,3
"16",3,"VSN-G",7e-05,17,3,2,22,3
"17",3,"VSN-G",8e-05,17,3,2,22,3
"18",3,"VSN-G",9e-05,17,3,2,22,3
"19",3,"VSN-G",1e-04,17,3,2,22,3
"20",3,"VSN-G",2e-04,17,3,2,22,3
"21",3,"VSN-G",3e-04,17,3,2,22,3
"22",3,"VSN-G",4e-04,17,3,2,22,3
"23",3,"VSN-G",5e-04,17,3,2,22,3
"24",3,"VSN-G",6e-04,17,3,2,22,3
"25",3,"VSN-G",7e-04,17,3,2,22,3
"26",3,"VSN-G",8e-04,17,3,2,22,3
"27",3,"VSN-G",9e-04,17,3,2,22,3
"28",3,"VSN-G",0.001,17,3,2,22,3
"29",5,"VSN-G",0.002,16,3,1,20,5
"30",5,"VSN-G",0.003,16,3,1,20,5
"31",6,"VSN-G",0.004,10,3,1,14,6
"32",8,"VSN-G",0.005,6,3,1,10,8
"33",10,"VSN-G",0.006,16,3,1,20,10
"34",12,"VSN-G",0.007,13,4,0,17,12
"35",12,"VSN-G",0.008,13,4,0,17,12
"36",12,"VSN-G",0.009,13,4,0,17,12
"37",12,"VSN-G",0.01,13,4,0,17,12
"38",13,"VSN-G",0.02,13,4,0,17,13
"39",16,"VSN-G",0.03,14,2,1,17,16
"40",21,"VSN-G",0.04,9,2,1,12,21
"41",26,"VSN-G",0.05,12,2,1,15,26
"42",27,"VSN-G",0.06,12,2,1,15,27
"43",29,"VSN-G",0.07,27,2,1,30,29
"44",37,"VSN-G",0.08,23,2,1,26,37
"45",41,"VSN-G",0.09,21,2,1,24,41
"46",44,"VSN-G",0.1,16,2,1,19,44
