"","DE","Normalisation","Threshold","Go_BP","Go_MF","Go_CC","Total","DEs"
"1","QPROTmodel","None",1e-06,3,2,1,6,211
"2","QPROTmodel","None",2e-06,5,2,2,9,224
"3","QPROTmodel","None",3e-06,7,2,2,11,228
"4","QPROTmodel","None",4e-06,8,2,2,12,236
"5","QPROTmodel","None",5e-06,8,2,2,12,240
"6","QPROTmodel","None",6e-06,5,3,4,12,246
"7","QPROTmodel","None",7e-06,4,3,5,12,249
"8","QPROTmodel","None",8e-06,4,3,7,14,253
"9","QPROTmodel","None",9e-06,4,3,7,14,256
"10","QPROTmodel","None",1e-05,4,3,7,14,257
"11","QPROTmodel","None",2e-05,3,3,12,18,289
"12","QPROTmodel","None",3e-05,4,4,9,17,299
"13","QPROTmodel","None",4e-05,4,3,14,21,313
"14","QPROTmodel","None",5e-05,0,2,19,21,325
"15","QPROTmodel","None",6e-05,0,2,23,25,331
"16","QPROTmodel","None",7e-05,0,2,22,24,337
"17","QPROTmodel","None",8e-05,0,3,17,20,342
"18","QPROTmodel","None",9e-05,0,2,15,17,348
"19","QPROTmodel","None",1e-04,0,3,18,21,355
"20","QPROTmodel","None",2e-04,1,7,17,25,387
"21","QPROTmodel","None",3e-04,1,6,15,22,411
"22","QPROTmodel","None",4e-04,1,6,14,21,421
"23","QPROTmodel","None",5e-04,1,0,16,17,432
"24","QPROTmodel","None",6e-04,1,6,15,22,441
"25","QPROTmodel","None",7e-04,1,4,12,17,454
"26","QPROTmodel","None",8e-04,1,4,12,17,463
"27","QPROTmodel","None",9e-04,1,0,10,11,472
"28","QPROTmodel","None",0.001,1,4,10,15,479
"29","QPROTmodel","None",0.002,4,3,13,20,524
"30","QPROTmodel","None",0.003,13,4,13,30,565
"31","QPROTmodel","None",0.004,15,3,11,29,584
"32","QPROTmodel","None",0.005,11,3,13,27,605
"33","QPROTmodel","None",0.006,11,5,11,27,624
"34","QPROTmodel","None",0.007,10,0,10,20,638
"35","QPROTmodel","None",0.008,10,0,12,22,651
"36","QPROTmodel","None",0.009,10,0,12,22,669
"37","QPROTmodel","None",0.01,13,5,13,31,684
"38","QPROTmodel","None",0.02,19,7,12,38,772
"39","QPROTmodel","None",0.03,10,7,12,29,842
"40","QPROTmodel","None",0.04,8,5,9,22,886
"41","QPROTmodel","None",0.05,12,4,10,26,923
"42","QPROTmodel","None",0.06,9,4,11,24,968
"43","QPROTmodel","None",0.07,8,4,9,21,995
"44","QPROTmodel","None",0.08,17,4,12,33,1023
"45","QPROTmodel","None",0.09,19,4,12,35,1042
"46","QPROTmodel","None",0.1,6,4,12,22,1057
