"","DE","Normalisation","Threshold","Go_BP","Go_MF","Go_CC","Total","DEs"
"1","QPROTmodel","Loess-G",1e-06,36,4,17,57,469
"2","QPROTmodel","Loess-G",2e-06,35,7,16,58,489
"3","QPROTmodel","Loess-G",3e-06,42,7,15,64,506
"4","QPROTmodel","Loess-G",4e-06,38,6,17,61,515
"5","QPROTmodel","Loess-G",5e-06,40,10,17,67,524
"6","QPROTmodel","Loess-G",6e-06,38,8,17,63,531
"7","QPROTmodel","Loess-G",7e-06,36,7,17,60,539
"8","QPROTmodel","Loess-G",8e-06,35,6,16,57,543
"9","QPROTmodel","Loess-G",9e-06,45,6,18,69,546
"10","QPROTmodel","Loess-G",1e-05,45,6,18,69,546
"11","QPROTmodel","Loess-G",2e-05,41,8,18,67,576
"12","QPROTmodel","Loess-G",3e-05,34,7,17,58,592
"13","QPROTmodel","Loess-G",4e-05,41,10,21,72,614
"14","QPROTmodel","Loess-G",5e-05,44,9,21,74,627
"15","QPROTmodel","Loess-G",6e-05,42,10,18,70,633
"16","QPROTmodel","Loess-G",7e-05,45,9,19,73,641
"17","QPROTmodel","Loess-G",8e-05,40,9,19,68,650
"18","QPROTmodel","Loess-G",9e-05,44,12,18,74,662
"19","QPROTmodel","Loess-G",1e-04,42,12,19,73,667
"20","QPROTmodel","Loess-G",2e-04,35,10,19,64,708
"21","QPROTmodel","Loess-G",3e-04,36,10,16,62,727
"22","QPROTmodel","Loess-G",4e-04,36,9,14,59,745
"23","QPROTmodel","Loess-G",5e-04,38,10,15,63,767
"24","QPROTmodel","Loess-G",6e-04,38,10,18,66,793
"25","QPROTmodel","Loess-G",7e-04,35,9,16,60,804
"26","QPROTmodel","Loess-G",8e-04,34,9,15,58,814
"27","QPROTmodel","Loess-G",9e-04,30,6,17,53,824
"28","QPROTmodel","Loess-G",0.001,31,8,18,57,831
"29","QPROTmodel","Loess-G",0.002,39,7,15,61,893
"30","QPROTmodel","Loess-G",0.003,51,3,16,70,928
"31","QPROTmodel","Loess-G",0.004,41,2,13,56,953
"32","QPROTmodel","Loess-G",0.005,35,2,13,50,986
"33","QPROTmodel","Loess-G",0.006,40,2,11,53,1001
"34","QPROTmodel","Loess-G",0.007,28,3,11,42,1026
"35","QPROTmodel","Loess-G",0.008,19,2,10,31,1044
"36","QPROTmodel","Loess-G",0.009,11,1,11,23,1057
"37","QPROTmodel","Loess-G",0.01,15,1,10,26,1071
"38","QPROTmodel","Loess-G",0.02,24,1,8,33,1169
"39","QPROTmodel","Loess-G",0.03,35,3,10,48,1234
"40","QPROTmodel","Loess-G",0.04,30,3,7,40,1281
"41","QPROTmodel","Loess-G",0.05,34,2,7,43,1323
"42","QPROTmodel","Loess-G",0.06,28,2,5,35,1357
"43","QPROTmodel","Loess-G",0.07,10,3,5,18,1389
"44","QPROTmodel","Loess-G",0.08,7,2,5,14,1416
"45","QPROTmodel","Loess-G",0.09,25,2,5,32,1431
"46","QPROTmodel","Loess-G",0.1,26,3,4,33,1460
